"combine","Freq","type","n","unique"
"0110",65,"synthetic",28,"0111"
"0111",88,"synthetic",28,"0111"
"1000",42,"synthetic",28,"0111"
"1001",68,"synthetic",28,"0111"
"1010",103,"synthetic",28,"0111"
"1011",64,"synthetic",28,"0111"
"1100",59,"synthetic",28,"0111"
"1101",38,"synthetic",28,"0111"
"1110",71,"synthetic",28,"0111"
"0000",70,"original",28,"0111"
"0001",61,"original",28,"0111"
"0010",67,"original",28,"0111"
"0011",53,"original",28,"0111"
"0100",77,"original",28,"0111"
"0101",74,"original",28,"0111"
"0110",67,"original",28,"0111"
"0111",81,"original",28,"0111"
"1000",54,"original",28,"0111"
"1001",65,"original",28,"0111"
"1010",93,"original",28,"0111"
"1011",60,"original",28,"0111"
"1100",64,"original",28,"0111"
"1101",56,"original",28,"0111"
"1110",58,"original",28,"0111"
"0000",71,"synthetic",28,"1111"
"0001",72,"synthetic",28,"1111"
"0010",55,"synthetic",28,"1111"
"0011",63,"synthetic",28,"1111"
"0100",70,"synthetic",28,"1111"
"0101",78,"synthetic",28,"1111"
"0110",79,"synthetic",28,"1111"
"0111",72,"synthetic",28,"1111"
"1000",44,"synthetic",28,"1111"
"1001",67,"synthetic",28,"1111"
"1010",98,"synthetic",28,"1111"
"1011",60,"synthetic",28,"1111"
"1100",56,"synthetic",28,"1111"
"1101",59,"synthetic",28,"1111"
"1110",56,"synthetic",28,"1111"
"0000",70,"original",28,"1111"
"0001",61,"original",28,"1111"
"0010",67,"original",28,"1111"
"0011",53,"original",28,"1111"
"0100",77,"original",28,"1111"
"0101",74,"original",28,"1111"
"0110",67,"original",28,"1111"
"0111",80,"original",28,"1111"
"1000",54,"original",28,"1111"
"1001",65,"original",28,"1111"
"1010",93,"original",28,"1111"
"1011",60,"original",28,"1111"
"1100",64,"original",28,"1111"
"1101",56,"original",28,"1111"
"1110",58,"original",28,"1111"
"1111",1,"original",28,"1111"
"0000",82,"synthetic",29,"0000"
"0001",67,"synthetic",29,"0000"
"0010",57,"synthetic",29,"0000"
"0011",60,"synthetic",29,"0000"
"0100",83,"synthetic",29,"0000"
"0101",82,"synthetic",29,"0000"
"0110",69,"synthetic",29,"0000"
"0111",78,"synthetic",29,"0000"
"1000",58,"synthetic",29,"0000"
"1001",61,"synthetic",29,"0000"
"1010",87,"synthetic",29,"0000"
"1011",46,"synthetic",29,"0000"
"1100",47,"synthetic",29,"0000"
"1101",58,"synthetic",29,"0000"
"1110",65,"synthetic",29,"0000"
"0000",71,"original",29,"0000"
"0001",61,"original",29,"0000"
"0010",67,"original",29,"0000"
"0011",53,"original",29,"0000"
"0100",77,"original",29,"0000"
"0101",74,"original",29,"0000"
"0110",67,"original",29,"0000"
"0111",80,"original",29,"0000"
"1000",54,"original",29,"0000"
"1001",65,"original",29,"0000"
"1010",93,"original",29,"0000"
"1011",60,"original",29,"0000"
"1100",64,"original",29,"0000"
"1101",56,"original",29,"0000"
"1110",58,"original",29,"0000"
"0000",65,"synthetic",29,"1000"
"0001",64,"synthetic",29,"1000"
"0010",67,"synthetic",29,"1000"
"0011",48,"synthetic",29,"1000"
"0100",73,"synthetic",29,"1000"
"0101",61,"synthetic",29,"1000"
"0110",70,"synthetic",29,"1000"
"0111",83,"synthetic",29,"1000"
"1000",45,"synthetic",29,"1000"
"1001",47,"synthetic",29,"1000"
"1010",98,"synthetic",29,"1000"
"1011",78,"synthetic",29,"1000"
"1100",63,"synthetic",29,"1000"
"1101",71,"synthetic",29,"1000"
"1110",67,"synthetic",29,"1000"
"0000",70,"original",29,"1000"
"0001",61,"original",29,"1000"
"0010",67,"original",29,"1000"
"0011",53,"original",29,"1000"
"0100",77,"original",29,"1000"
"0101",74,"original",29,"1000"
"0110",67,"original",29,"1000"
"0111",80,"original",29,"1000"
"1000",55,"original",29,"1000"
"1001",65,"original",29,"1000"
"1010",93,"original",29,"1000"
"1011",60,"original",29,"1000"
"1100",64,"original",29,"1000"
"1101",56,"original",29,"1000"
"1110",58,"original",29,"1000"
"0000",72,"synthetic",29,"0100"
"0001",69,"synthetic",29,"0100"
"0010",51,"synthetic",29,"0100"
"0011",37,"synthetic",29,"0100"
"0100",76,"synthetic",29,"0100"
"0101",90,"synthetic",29,"0100"
"0110",67,"synthetic",29,"0100"
"0111",92,"synthetic",29,"0100"
"1000",60,"synthetic",29,"0100"
"1001",58,"synthetic",29,"0100"
"1010",91,"synthetic",29,"0100"
"1011",58,"synthetic",29,"0100"
"1100",57,"synthetic",29,"0100"
"1101",61,"synthetic",29,"0100"
"1110",61,"synthetic",29,"0100"
"0000",70,"original",29,"0100"
"0001",61,"original",29,"0100"
"0010",67,"original",29,"0100"
"0011",53,"original",29,"0100"
"0100",78,"original",29,"0100"
"0101",74,"original",29,"0100"
"0110",67,"original",29,"0100"
"0111",80,"original",29,"0100"
"1000",54,"original",29,"0100"
"1001",65,"original",29,"0100"
"1010",93,"original",29,"0100"
"1011",60,"original",29,"0100"
"1100",64,"original",29,"0100"
"1101",56,"original",29,"0100"
"1110",58,"original",29,"0100"
"0000",61,"synthetic",29,"1100"
"0001",65,"synthetic",29,"1100"
"0010",82,"synthetic",29,"1100"
"0011",41,"synthetic",29,"1100"
"0100",90,"synthetic",29,"1100"
"0101",70,"synthetic",29,"1100"
"0110",65,"synthetic",29,"1100"
"0111",77,"synthetic",29,"1100"
"1000",59,"synthetic",29,"1100"
"1001",64,"synthetic",29,"1100"
"1010",90,"synthetic",29,"1100"
"1011",54,"synthetic",29,"1100"
"1100",68,"synthetic",29,"1100"
"1101",48,"synthetic",29,"1100"
"1110",66,"synthetic",29,"1100"
"0000",70,"original",29,"1100"
"0001",61,"original",29,"1100"
"0010",67,"original",29,"1100"
"0011",53,"original",29,"1100"
"0100",77,"original",29,"1100"
"0101",74,"original",29,"1100"
"0110",67,"original",29,"1100"
"0111",80,"original",29,"1100"
"1000",54,"original",29,"1100"
"1001",65,"original",29,"1100"
"1010",93,"original",29,"1100"
"1011",60,"original",29,"1100"
"1100",65,"original",29,"1100"
"1101",56,"original",29,"1100"
"1110",58,"original",29,"1100"
"0000",78,"synthetic",29,"0010"
"0001",59,"synthetic",29,"0010"
"0010",55,"synthetic",29,"0010"
"0011",48,"synthetic",29,"0010"
"0100",80,"synthetic",29,"0010"
"0101",81,"synthetic",29,"0010"
"0110",64,"synthetic",29,"0010"
"0111",103,"synthetic",29,"0010"
"1000",42,"synthetic",29,"0010"
"1001",61,"synthetic",29,"0010"
"1010",91,"synthetic",29,"0010"
"1011",58,"synthetic",29,"0010"
"1100",61,"synthetic",29,"0010"
"1101",58,"synthetic",29,"0010"
"1110",61,"synthetic",29,"0010"
"0000",70,"original",29,"0010"
"0001",61,"original",29,"0010"
"0010",68,"original",29,"0010"
"0011",53,"original",29,"0010"
"0100",77,"original",29,"0010"
"0101",74,"original",29,"0010"
"0110",67,"original",29,"0010"
"0111",80,"original",29,"0010"
"1000",54,"original",29,"0010"
"1001",65,"original",29,"0010"
"1010",93,"original",29,"0010"
"1011",60,"original",29,"0010"
"1100",64,"original",29,"0010"
"1101",56,"original",29,"0010"
"1110",58,"original",29,"0010"
"0000",59,"synthetic",29,"1010"
"0001",65,"synthetic",29,"1010"
"0010",75,"synthetic",29,"1010"
"0011",57,"synthetic",29,"1010"
"0100",73,"synthetic",29,"1010"
"0101",76,"synthetic",29,"1010"
"0110",80,"synthetic",29,"1010"
"0111",76,"synthetic",29,"1010"
"1000",56,"synthetic",29,"1010"
"1001",57,"synthetic",29,"1010"
"1010",101,"synthetic",29,"1010"
"1011",57,"synthetic",29,"1010"
"1100",58,"synthetic",29,"1010"
"1101",50,"synthetic",29,"1010"
"1110",60,"synthetic",29,"1010"
"0000",70,"original",29,"1010"
"0001",61,"original",29,"1010"
"0010",67,"original",29,"1010"
"0011",53,"original",29,"1010"
"0100",77,"original",29,"1010"
"0101",74,"original",29,"1010"
"0110",67,"original",29,"1010"
"0111",80,"original",29,"1010"
"1000",54,"original",29,"1010"
"1001",65,"original",29,"1010"
"1010",94,"original",29,"1010"
"1011",60,"original",29,"1010"
"1100",64,"original",29,"1010"
"1101",56,"original",29,"1010"
"1110",58,"original",29,"1010"
"0000",72,"synthetic",29,"0110"
"0001",53,"synthetic",29,"0110"
"0010",65,"synthetic",29,"0110"
"0011",68,"synthetic",29,"0110"
"0100",73,"synthetic",29,"0110"
"0101",78,"synthetic",29,"0110"
"0110",48,"synthetic",29,"0110"
"0111",90,"synthetic",29,"0110"
"1000",43,"synthetic",29,"0110"
"1001",76,"synthetic",29,"0110"
"1010",108,"synthetic",29,"0110"
"1011",59,"synthetic",29,"0110"
"1100",49,"synthetic",29,"0110"
"1101",55,"synthetic",29,"0110"
"1110",63,"synthetic",29,"0110"
"0000",70,"original",29,"0110"
"0001",61,"original",29,"0110"
"0010",67,"original",29,"0110"
"0011",53,"original",29,"0110"
"0100",77,"original",29,"0110"
"0101",74,"original",29,"0110"
"0110",68,"original",29,"0110"
"0111",80,"original",29,"0110"
"1000",54,"original",29,"0110"
"1001",65,"original",29,"0110"
"1010",93,"original",29,"0110"
"1011",60,"original",29,"0110"
"1100",64,"original",29,"0110"
"1101",56,"original",29,"0110"
"1110",58,"original",29,"0110"
"0000",55,"synthetic",29,"1110"
"0001",69,"synthetic",29,"1110"
"0010",62,"synthetic",29,"1110"
"0011",39,"synthetic",29,"1110"
"0100",82,"synthetic",29,"1110"
"0101",72,"synthetic",29,"1110"
"0110",58,"synthetic",29,"1110"
"0111",96,"synthetic",29,"1110"
"1000",54,"synthetic",29,"1110"
"1001",72,"synthetic",29,"1110"
"1010",102,"synthetic",29,"1110"
"1011",57,"synthetic",29,"1110"
"1100",58,"synthetic",29,"1110"
"1101",71,"synthetic",29,"1110"
"1110",53,"synthetic",29,"1110"
"0000",70,"original",29,"1110"
"0001",61,"original",29,"1110"
"0010",67,"original",29,"1110"
"0011",53,"original",29,"1110"
"0100",77,"original",29,"1110"
"0101",74,"original",29,"1110"
"0110",67,"original",29,"1110"
"0111",80,"original",29,"1110"
"1000",54,"original",29,"1110"
"1001",65,"original",29,"1110"
"1010",93,"original",29,"1110"
"1011",60,"original",29,"1110"
"1100",64,"original",29,"1110"
"1101",56,"original",29,"1110"
"1110",59,"original",29,"1110"
"0000",79,"synthetic",29,"0001"
"0001",61,"synthetic",29,"0001"
"0010",70,"synthetic",29,"0001"
"0011",60,"synthetic",29,"0001"
"0100",70,"synthetic",29,"0001"
"0101",55,"synthetic",29,"0001"
"0110",57,"synthetic",29,"0001"
"0111",70,"synthetic",29,"0001"
"1000",48,"synthetic",29,"0001"
"1001",66,"synthetic",29,"0001"
"1010",97,"synthetic",29,"0001"
"1011",70,"synthetic",29,"0001"
"1100",70,"synthetic",29,"0001"
"1101",57,"synthetic",29,"0001"
"1110",70,"synthetic",29,"0001"
"0000",70,"original",29,"0001"
"0001",62,"original",29,"0001"
"0010",67,"original",29,"0001"
"0011",53,"original",29,"0001"
"0100",77,"original",29,"0001"
"0101",74,"original",29,"0001"
"0110",67,"original",29,"0001"
"0111",80,"original",29,"0001"
"1000",54,"original",29,"0001"
"1001",65,"original",29,"0001"
"1010",93,"original",29,"0001"
"1011",60,"original",29,"0001"
"1100",64,"original",29,"0001"
"1101",56,"original",29,"0001"
"1110",58,"original",29,"0001"
"0000",68,"synthetic",29,"1001"
"0001",60,"synthetic",29,"1001"
"0010",82,"synthetic",29,"1001"
"0011",57,"synthetic",29,"1001"
"0100",92,"synthetic",29,"1001"
"0101",74,"synthetic",29,"1001"
"0110",53,"synthetic",29,"1001"
"0111",86,"synthetic",29,"1001"
"1000",51,"synthetic",29,"1001"
"1001",58,"synthetic",29,"1001"
"1010",94,"synthetic",29,"1001"
"1011",50,"synthetic",29,"1001"
"1100",56,"synthetic",29,"1001"
"1101",50,"synthetic",29,"1001"
"1110",69,"synthetic",29,"1001"
"0000",70,"original",29,"1001"
"0001",61,"original",29,"1001"
"0010",67,"original",29,"1001"
"0011",53,"original",29,"1001"
"0100",77,"original",29,"1001"
"0101",74,"original",29,"1001"
"0110",67,"original",29,"1001"
"0111",80,"original",29,"1001"
"1000",54,"original",29,"1001"
"1001",66,"original",29,"1001"
"1010",93,"original",29,"1001"
"1011",60,"original",29,"1001"
"1100",64,"original",29,"1001"
"1101",56,"original",29,"1001"
"1110",58,"original",29,"1001"
"0000",85,"synthetic",29,"0101"
"0001",62,"synthetic",29,"0101"
"0010",71,"synthetic",29,"0101"
"0011",54,"synthetic",29,"0101"
"0100",83,"synthetic",29,"0101"
"0101",82,"synthetic",29,"0101"
"0110",75,"synthetic",29,"0101"
"0111",68,"synthetic",29,"0101"
"1000",49,"synthetic",29,"0101"
"1001",64,"synthetic",29,"0101"
"1010",88,"synthetic",29,"0101"
"1011",55,"synthetic",29,"0101"
"1100",59,"synthetic",29,"0101"
"1101",58,"synthetic",29,"0101"
"1110",47,"synthetic",29,"0101"
"0000",70,"original",29,"0101"
"0001",61,"original",29,"0101"
"0010",67,"original",29,"0101"
"0011",53,"original",29,"0101"
"0100",77,"original",29,"0101"
"0101",75,"original",29,"0101"
"0110",67,"original",29,"0101"
"0111",80,"original",29,"0101"
"1000",54,"original",29,"0101"
"1001",65,"original",29,"0101"
"1010",93,"original",29,"0101"
"1011",60,"original",29,"0101"
"1100",64,"original",29,"0101"
"1101",56,"original",29,"0101"
"1110",58,"original",29,"0101"
"0000",71,"synthetic",29,"1101"
"0001",66,"synthetic",29,"1101"
"0010",69,"synthetic",29,"1101"
"0011",51,"synthetic",29,"1101"
"0100",67,"synthetic",29,"1101"
"0101",80,"synthetic",29,"1101"
"0110",70,"synthetic",29,"1101"
"0111",81,"synthetic",29,"1101"
"1000",54,"synthetic",29,"1101"
"1001",70,"synthetic",29,"1101"
"1010",103,"synthetic",29,"1101"
"1011",52,"synthetic",29,"1101"
"1100",74,"synthetic",29,"1101"
"1101",50,"synthetic",29,"1101"
"1110",42,"synthetic",29,"1101"
"0000",70,"original",29,"1101"
"0001",61,"original",29,"1101"
"0010",67,"original",29,"1101"
"0011",53,"original",29,"1101"
"0100",77,"original",29,"1101"
"0101",74,"original",29,"1101"
"0110",67,"original",29,"1101"
"0111",80,"original",29,"1101"
"1000",54,"original",29,"1101"
"1001",65,"original",29,"1101"
"1010",93,"original",29,"1101"
"1011",60,"original",29,"1101"
"1100",64,"original",29,"1101"
"1101",57,"original",29,"1101"
"1110",58,"original",29,"1101"
"0000",60,"synthetic",29,"0011"
"0001",71,"synthetic",29,"0011"
"0010",63,"synthetic",29,"0011"
"0011",48,"synthetic",29,"0011"
"0100",83,"synthetic",29,"0011"
"0101",67,"synthetic",29,"0011"
"0110",66,"synthetic",29,"0011"
"0111",81,"synthetic",29,"0011"
"1000",57,"synthetic",29,"0011"
"1001",81,"synthetic",29,"0011"
"1010",97,"synthetic",29,"0011"
"1011",67,"synthetic",29,"0011"
"1100",57,"synthetic",29,"0011"
"1101",60,"synthetic",29,"0011"
"1110",42,"synthetic",29,"0011"
"0000",70,"original",29,"0011"
"0001",61,"original",29,"0011"
"0010",67,"original",29,"0011"
"0011",54,"original",29,"0011"
"0100",77,"original",29,"0011"
"0101",74,"original",29,"0011"
"0110",67,"original",29,"0011"
"0111",80,"original",29,"0011"
"1000",54,"original",29,"0011"
"1001",65,"original",29,"0011"
"1010",93,"original",29,"0011"
"1011",60,"original",29,"0011"
"1100",64,"original",29,"0011"
"1101",56,"original",29,"0011"
"1110",58,"original",29,"0011"
"0000",74,"synthetic",29,"1011"
"0001",67,"synthetic",29,"1011"
"0010",69,"synthetic",29,"1011"
"0011",45,"synthetic",29,"1011"
"0100",65,"synthetic",29,"1011"
"0101",89,"synthetic",29,"1011"
"0110",71,"synthetic",29,"1011"
"0111",84,"synthetic",29,"1011"
"1000",59,"synthetic",29,"1011"
"1001",49,"synthetic",29,"1011"
"1010",76,"synthetic",29,"1011"
"1011",77,"synthetic",29,"1011"
"1100",64,"synthetic",29,"1011"
"1101",51,"synthetic",29,"1011"
"1110",60,"synthetic",29,"1011"
"0000",70,"original",29,"1011"
"0001",61,"original",29,"1011"
"0010",67,"original",29,"1011"
"0011",53,"original",29,"1011"
"0100",77,"original",29,"1011"
"0101",74,"original",29,"1011"
"0110",67,"original",29,"1011"
"0111",80,"original",29,"1011"
"1000",54,"original",29,"1011"
"1001",65,"original",29,"1011"
"1010",93,"original",29,"1011"
"1011",61,"original",29,"1011"
"1100",64,"original",29,"1011"
"1101",56,"original",29,"1011"
"1110",58,"original",29,"1011"
"0000",76,"synthetic",29,"0111"
"0001",61,"synthetic",29,"0111"
"0010",60,"synthetic",29,"0111"
"0011",50,"synthetic",29,"0111"
"0100",71,"synthetic",29,"0111"
"0101",73,"synthetic",29,"0111"
"0110",63,"synthetic",29,"0111"
"0111",89,"synthetic",29,"0111"
"1000",61,"synthetic",29,"0111"
"1001",88,"synthetic",29,"0111"
"1010",82,"synthetic",29,"0111"
"1011",52,"synthetic",29,"0111"
"1100",56,"synthetic",29,"0111"
"1101",63,"synthetic",29,"0111"
"1110",55,"synthetic",29,"0111"
"0000",70,"original",29,"0111"
"0001",61,"original",29,"0111"
"0010",67,"original",29,"0111"
"0011",53,"original",29,"0111"
"0100",77,"original",29,"0111"
"0101",74,"original",29,"0111"
"0110",67,"original",29,"0111"
"0111",81,"original",29,"0111"
"1000",54,"original",29,"0111"
"1001",65,"original",29,"0111"
"1010",93,"original",29,"0111"
"1011",60,"original",29,"0111"
"1100",64,"original",29,"0111"
"1101",56,"original",29,"0111"
"1110",58,"original",29,"0111"
"0000",65,"synthetic",29,"1111"
"0001",62,"synthetic",29,"1111"
"0010",64,"synthetic",29,"1111"
"0011",52,"synthetic",29,"1111"
"0100",82,"synthetic",29,"1111"
"0101",83,"synthetic",29,"1111"
"0110",68,"synthetic",29,"1111"
"0111",82,"synthetic",29,"1111"
"1000",46,"synthetic",29,"1111"
"1001",51,"synthetic",29,"1111"
"1010",103,"synthetic",29,"1111"
"1011",64,"synthetic",29,"1111"
"1100",73,"synthetic",29,"1111"
"1101",51,"synthetic",29,"1111"
"1110",51,"synthetic",29,"1111"
"1111",3,"synthetic",29,"1111"
"0000",70,"original",29,"1111"
"0001",61,"original",29,"1111"
"0010",67,"original",29,"1111"
"0011",53,"original",29,"1111"
"0100",77,"original",29,"1111"
"0101",74,"original",29,"1111"
"0110",67,"original",29,"1111"
"0111",80,"original",29,"1111"
"1000",54,"original",29,"1111"
"1001",65,"original",29,"1111"
"1010",93,"original",29,"1111"
"1011",60,"original",29,"1111"
"1100",64,"original",29,"1111"
"1101",56,"original",29,"1111"
"1110",58,"original",29,"1111"
"1111",1,"original",29,"1111"
"0000",71,"synthetic",30,"0000"
"0001",63,"synthetic",30,"0000"
"0010",65,"synthetic",30,"0000"
"0011",58,"synthetic",30,"0000"
"0100",78,"synthetic",30,"0000"
"0101",69,"synthetic",30,"0000"
"0110",59,"synthetic",30,"0000"
"0111",69,"synthetic",30,"0000"
"1000",50,"synthetic",30,"0000"
"1001",67,"synthetic",30,"0000"
"1010",95,"synthetic",30,"0000"
"1011",65,"synthetic",30,"0000"
"1100",69,"synthetic",30,"0000"
"1101",53,"synthetic",30,"0000"
"1110",69,"synthetic",30,"0000"
"0000",71,"original",30,"0000"
"0001",61,"original",30,"0000"
"0010",67,"original",30,"0000"
"0011",53,"original",30,"0000"
"0100",77,"original",30,"0000"
"0101",74,"original",30,"0000"
"0110",67,"original",30,"0000"
"0111",80,"original",30,"0000"
"1000",54,"original",30,"0000"
"1001",65,"original",30,"0000"
"1010",93,"original",30,"0000"
"1011",60,"original",30,"0000"
"1100",64,"original",30,"0000"
"1101",56,"original",30,"0000"
"1110",58,"original",30,"0000"
"0000",68,"synthetic",30,"1000"
"0001",47,"synthetic",30,"1000"
"0010",69,"synthetic",30,"1000"
"0011",44,"synthetic",30,"1000"
"0100",72,"synthetic",30,"1000"
"0101",76,"synthetic",30,"1000"
"0110",60,"synthetic",30,"1000"
"0111",77,"synthetic",30,"1000"
"1000",61,"synthetic",30,"1000"
"1001",73,"synthetic",30,"1000"
"1010",107,"synthetic",30,"1000"
"1011",61,"synthetic",30,"1000"
"1100",72,"synthetic",30,"1000"
"1101",60,"synthetic",30,"1000"
"1110",53,"synthetic",30,"1000"
"0000",70,"original",30,"1000"
"0001",61,"original",30,"1000"
"0010",67,"original",30,"1000"
"0011",53,"original",30,"1000"
"0100",77,"original",30,"1000"
"0101",74,"original",30,"1000"
"0110",67,"original",30,"1000"
"0111",80,"original",30,"1000"
"1000",55,"original",30,"1000"
"1001",65,"original",30,"1000"
"1010",93,"original",30,"1000"
"1011",60,"original",30,"1000"
"1100",64,"original",30,"1000"
"1101",56,"original",30,"1000"
"1110",58,"original",30,"1000"
"0000",78,"synthetic",30,"0100"
"0001",59,"synthetic",30,"0100"
"0010",70,"synthetic",30,"0100"
"0011",48,"synthetic",30,"0100"
"0100",93,"synthetic",30,"0100"
"0101",82,"synthetic",30,"0100"
"0110",70,"synthetic",30,"0100"
"0111",74,"synthetic",30,"0100"
"1000",38,"synthetic",30,"0100"
"1001",55,"synthetic",30,"0100"
"1010",95,"synthetic",30,"0100"
"1011",51,"synthetic",30,"0100"
"1100",66,"synthetic",30,"0100"
"1101",54,"synthetic",30,"0100"
"1110",67,"synthetic",30,"0100"
"0000",70,"original",30,"0100"
"0001",61,"original",30,"0100"
"0010",67,"original",30,"0100"
"0011",53,"original",30,"0100"
"0100",78,"original",30,"0100"
"0101",74,"original",30,"0100"
"0110",67,"original",30,"0100"
"0111",80,"original",30,"0100"
"1000",54,"original",30,"0100"
"1001",65,"original",30,"0100"
"1010",93,"original",30,"0100"
"1011",60,"original",30,"0100"
"1100",64,"original",30,"0100"
"1101",56,"original",30,"0100"
"1110",58,"original",30,"0100"
"0000",74,"synthetic",30,"1100"
"0001",58,"synthetic",30,"1100"
"0010",69,"synthetic",30,"1100"
"0011",60,"synthetic",30,"1100"
"0100",92,"synthetic",30,"1100"
"0101",60,"synthetic",30,"1100"
"0110",73,"synthetic",30,"1100"
"0111",77,"synthetic",30,"1100"
"1000",55,"synthetic",30,"1100"
"1001",57,"synthetic",30,"1100"
"1010",97,"synthetic",30,"1100"
"1011",63,"synthetic",30,"1100"
"1100",67,"synthetic",30,"1100"
"1101",43,"synthetic",30,"1100"
"1110",55,"synthetic",30,"1100"
"0000",70,"original",30,"1100"
"0001",61,"original",30,"1100"
"0010",67,"original",30,"1100"
"0011",53,"original",30,"1100"
"0100",77,"original",30,"1100"
"0101",74,"original",30,"1100"
"0110",67,"original",30,"1100"
"0111",80,"original",30,"1100"
"1000",54,"original",30,"1100"
"1001",65,"original",30,"1100"
"1010",93,"original",30,"1100"
"1011",60,"original",30,"1100"
"1100",65,"original",30,"1100"
"1101",56,"original",30,"1100"
"1110",58,"original",30,"1100"
"0000",60,"synthetic",30,"0010"
"0001",60,"synthetic",30,"0010"
"0010",74,"synthetic",30,"0010"
"0011",43,"synthetic",30,"0010"
"0100",71,"synthetic",30,"0010"
"0101",78,"synthetic",30,"0010"
"0110",70,"synthetic",30,"0010"
"0111",84,"synthetic",30,"0010"
"1000",52,"synthetic",30,"0010"
"1001",53,"synthetic",30,"0010"
"1010",107,"synthetic",30,"0010"
"1011",46,"synthetic",30,"0010"
"1100",66,"synthetic",30,"0010"
"1101",64,"synthetic",30,"0010"
"1110",72,"synthetic",30,"0010"
"0000",70,"original",30,"0010"
"0001",61,"original",30,"0010"
"0010",68,"original",30,"0010"
"0011",53,"original",30,"0010"
"0100",77,"original",30,"0010"
"0101",74,"original",30,"0010"
"0110",67,"original",30,"0010"
"0111",80,"original",30,"0010"
"1000",54,"original",30,"0010"
"1001",65,"original",30,"0010"
"1010",93,"original",30,"0010"
"1011",60,"original",30,"0010"
"1100",64,"original",30,"0010"
"1101",56,"original",30,"0010"
"1110",58,"original",30,"0010"
"0000",75,"synthetic",30,"1010"
"0001",73,"synthetic",30,"1010"
"0010",61,"synthetic",30,"1010"
"0011",66,"synthetic",30,"1010"
"0100",79,"synthetic",30,"1010"
"0101",74,"synthetic",30,"1010"
"0110",54,"synthetic",30,"1010"
"0111",84,"synthetic",30,"1010"
"1000",54,"synthetic",30,"1010"
"1001",46,"synthetic",30,"1010"
"1010",94,"synthetic",30,"1010"
"1011",76,"synthetic",30,"1010"
"1100",59,"synthetic",30,"1010"
"1101",51,"synthetic",30,"1010"
"1110",54,"synthetic",30,"1010"
"0000",70,"original",30,"1010"
"0001",61,"original",30,"1010"
"0010",67,"original",30,"1010"
"0011",53,"original",30,"1010"
"0100",77,"original",30,"1010"
"0101",74,"original",30,"1010"
"0110",67,"original",30,"1010"
"0111",80,"original",30,"1010"
"1000",54,"original",30,"1010"
"1001",65,"original",30,"1010"
"1010",94,"original",30,"1010"
"1011",60,"original",30,"1010"
"1100",64,"original",30,"1010"
"1101",56,"original",30,"1010"
"1110",58,"original",30,"1010"
"0000",57,"synthetic",30,"0110"
"0001",52,"synthetic",30,"0110"
"0010",69,"synthetic",30,"0110"
"0011",49,"synthetic",30,"0110"
"0100",85,"synthetic",30,"0110"
"0101",88,"synthetic",30,"0110"
"0110",76,"synthetic",30,"0110"
"0111",83,"synthetic",30,"0110"
"1000",46,"synthetic",30,"0110"
"1001",56,"synthetic",30,"0110"
"1010",95,"synthetic",30,"0110"
"1011",71,"synthetic",30,"0110"
"1100",59,"synthetic",30,"0110"
"1101",58,"synthetic",30,"0110"
"1110",56,"synthetic",30,"0110"
"0000",70,"original",30,"0110"
"0001",61,"original",30,"0110"
"0010",67,"original",30,"0110"
"0011",53,"original",30,"0110"
"0100",77,"original",30,"0110"
"0101",74,"original",30,"0110"
"0110",68,"original",30,"0110"
"0111",80,"original",30,"0110"
"1000",54,"original",30,"0110"
"1001",65,"original",30,"0110"
"1010",93,"original",30,"0110"
"1011",60,"original",30,"0110"
"1100",64,"original",30,"0110"
"1101",56,"original",30,"0110"
"1110",58,"original",30,"0110"
"0000",69,"synthetic",30,"1110"
"0001",52,"synthetic",30,"1110"
"0010",71,"synthetic",30,"1110"
"0011",47,"synthetic",30,"1110"
"0100",80,"synthetic",30,"1110"
"0101",73,"synthetic",30,"1110"
"0110",66,"synthetic",30,"1110"
"0111",88,"synthetic",30,"1110"
"1000",54,"synthetic",30,"1110"
"1001",69,"synthetic",30,"1110"
"1010",106,"synthetic",30,"1110"
"1011",54,"synthetic",30,"1110"
"1100",52,"synthetic",30,"1110"
"1101",51,"synthetic",30,"1110"
"1110",68,"synthetic",30,"1110"
"0000",70,"original",30,"1110"
"0001",61,"original",30,"1110"
"0010",67,"original",30,"1110"
"0011",53,"original",30,"1110"
"0100",77,"original",30,"1110"
"0101",74,"original",30,"1110"
"0110",67,"original",30,"1110"
"0111",80,"original",30,"1110"
"1000",54,"original",30,"1110"
"1001",65,"original",30,"1110"
"1010",93,"original",30,"1110"
"1011",60,"original",30,"1110"
"1100",64,"original",30,"1110"
"1101",56,"original",30,"1110"
"1110",59,"original",30,"1110"
"0000",67,"synthetic",30,"0001"
"0001",50,"synthetic",30,"0001"
"0010",76,"synthetic",30,"0001"
"0011",50,"synthetic",30,"0001"
"0100",97,"synthetic",30,"0001"
"0101",75,"synthetic",30,"0001"
"0110",68,"synthetic",30,"0001"
"0111",70,"synthetic",30,"0001"
"1000",56,"synthetic",30,"0001"
"1001",61,"synthetic",30,"0001"
"1010",87,"synthetic",30,"0001"
"1011",57,"synthetic",30,"0001"
"1100",57,"synthetic",30,"0001"
"1101",73,"synthetic",30,"0001"
"1110",56,"synthetic",30,"0001"
"0000",70,"original",30,"0001"
"0001",62,"original",30,"0001"
"0010",67,"original",30,"0001"
"0011",53,"original",30,"0001"
"0100",77,"original",30,"0001"
"0101",74,"original",30,"0001"
"0110",67,"original",30,"0001"
