"age","edu"
27,"VOCATIONAL/GRAMMAR"
24,"SECONDARY"
67,"PRIMARY/NO EDUCATION"
62,"SECONDARY"
39,"SECONDARY"
85,"SECONDARY"
48,"PRIMARY/NO EDUCATION"
48,"SECONDARY"
69,"PRIMARY/NO EDUCATION"
64,"PRIMARY/NO EDUCATION"
77,"PRIMARY/NO EDUCATION"
65,"POST-SECONDARY OR HIGHER"
39,"SECONDARY"
60,"POST-SECONDARY OR HIGHER"
74,"VOCATIONAL/GRAMMAR"
54,"SECONDARY"
87,"PRIMARY/NO EDUCATION"
34,"POST-SECONDARY OR HIGHER"
76,"PRIMARY/NO EDUCATION"
19,"VOCATIONAL/GRAMMAR"
80,"SECONDARY"
49,"PRIMARY/NO EDUCATION"
48,"SECONDARY"
47,"VOCATIONAL/GRAMMAR"
43,"POST-SECONDARY OR HIGHER"
60,"VOCATIONAL/GRAMMAR"
63,"VOCATIONAL/GRAMMAR"
57,"VOCATIONAL/GRAMMAR"
38,"VOCATIONAL/GRAMMAR"
68,"POST-SECONDARY OR HIGHER"
42,"SECONDARY"
52,"SECONDARY"
20,"VOCATIONAL/GRAMMAR"
87,"SECONDARY"
29,"SECONDARY"
22,"SECONDARY"
29,"PRIMARY/NO EDUCATION"
70,"PRIMARY/NO EDUCATION"
18,"VOCATIONAL/GRAMMAR"
28,"SECONDARY"
20,"VOCATIONAL/GRAMMAR"
18,"VOCATIONAL/GRAMMAR"
66,"PRIMARY/NO EDUCATION"
75,"PRIMARY/NO EDUCATION"
51,"VOCATIONAL/GRAMMAR"
70,"PRIMARY/NO EDUCATION"
56,"VOCATIONAL/GRAMMAR"
63,"POST-SECONDARY OR HIGHER"
21,"PRIMARY/NO EDUCATION"
65,"POST-SECONDARY OR HIGHER"
51,"VOCATIONAL/GRAMMAR"
60,"PRIMARY/NO EDUCATION"
63,"VOCATIONAL/GRAMMAR"
20,"VOCATIONAL/GRAMMAR"
60,"SECONDARY"
59,"PRIMARY/NO EDUCATION"
28,"SECONDARY"
57,"SECONDARY"
57,"VOCATIONAL/GRAMMAR"
62,"PRIMARY/NO EDUCATION"
30,"SECONDARY"
32,"SECONDARY"
48,"VOCATIONAL/GRAMMAR"
32,"POST-SECONDARY OR HIGHER"
58,"PRIMARY/NO EDUCATION"
54,"PRIMARY/NO EDUCATION"
61,"PRIMARY/NO EDUCATION"
77,"POST-SECONDARY OR HIGHER"
23,"SECONDARY"
27,"POST-SECONDARY OR HIGHER"
70,"POST-SECONDARY OR HIGHER"
46,"POST-SECONDARY OR HIGHER"
66,"SECONDARY"
56,"SECONDARY"
55,"VOCATIONAL/GRAMMAR"
27,"PRIMARY/NO EDUCATION"
72,"VOCATIONAL/GRAMMAR"
25,"SECONDARY"
29,"VOCATIONAL/GRAMMAR"
42,"VOCATIONAL/GRAMMAR"
19,"VOCATIONAL/GRAMMAR"
16,"PRIMARY/NO EDUCATION"
25,"POST-SECONDARY OR HIGHER"
44,"VOCATIONAL/GRAMMAR"
24,"SECONDARY"
27,"SECONDARY"
46,"POST-SECONDARY OR HIGHER"
41,"SECONDARY"
51,"SECONDARY"
74,"VOCATIONAL/GRAMMAR"
73,"SECONDARY"
61,"SECONDARY"
48,"PRIMARY/NO EDUCATION"
30,"VOCATIONAL/GRAMMAR"
19,"VOCATIONAL/GRAMMAR"
53,"VOCATIONAL/GRAMMAR"
56,"PRIMARY/NO EDUCATION"
25,"POST-SECONDARY OR HIGHER"
31,"SECONDARY"
63,"POST-SECONDARY OR HIGHER"
40,"SECONDARY"
21,"SECONDARY"
50,"SECONDARY"
22,"SECONDARY"
78,"VOCATIONAL/GRAMMAR"
44,"SECONDARY"
42,"POST-SECONDARY OR HIGHER"
68,"SECONDARY"
16,"PRIMARY/NO EDUCATION"
71,"SECONDARY"
63,"VOCATIONAL/GRAMMAR"
34,"VOCATIONAL/GRAMMAR"
51,"PRIMARY/NO EDUCATION"
72,"PRIMARY/NO EDUCATION"
24,"POST-SECONDARY OR HIGHER"
42,"SECONDARY"
46,"VOCATIONAL/GRAMMAR"
40,"VOCATIONAL/GRAMMAR"
74,"PRIMARY/NO EDUCATION"
56,"POST-SECONDARY OR HIGHER"
34,"POST-SECONDARY OR HIGHER"
37,"POST-SECONDARY OR HIGHER"
60,"SECONDARY"
52,"VOCATIONAL/GRAMMAR"
61,"PRIMARY/NO EDUCATION"
60,"VOCATIONAL/GRAMMAR"
52,"SECONDARY"
59,"SECONDARY"
63,"VOCATIONAL/GRAMMAR"
46,"VOCATIONAL/GRAMMAR"
73,"SECONDARY"
73,"PRIMARY/NO EDUCATION"
62,"POST-SECONDARY OR HIGHER"
22,"PRIMARY/NO EDUCATION"
42,"POST-SECONDARY OR HIGHER"
63,"POST-SECONDARY OR HIGHER"
56,"POST-SECONDARY OR HIGHER"
49,"SECONDARY"
18,"VOCATIONAL/GRAMMAR"
57,"VOCATIONAL/GRAMMAR"
55,"POST-SECONDARY OR HIGHER"
23,"PRIMARY/NO EDUCATION"
21,"SECONDARY"
70,"PRIMARY/NO EDUCATION"
30,"POST-SECONDARY OR HIGHER"
18,"VOCATIONAL/GRAMMAR"
55,"POST-SECONDARY OR HIGHER"
40,"VOCATIONAL/GRAMMAR"
39,"POST-SECONDARY OR HIGHER"
44,"SECONDARY"
36,"VOCATIONAL/GRAMMAR"
28,"PRIMARY/NO EDUCATION"
72,"PRIMARY/NO EDUCATION"
20,"SECONDARY"
72,"POST-SECONDARY OR HIGHER"
26,"SECONDARY"
27,"VOCATIONAL/GRAMMAR"
36,"POST-SECONDARY OR HIGHER"
24,"POST-SECONDARY OR HIGHER"
64,"VOCATIONAL/GRAMMAR"
41,"PRIMARY/NO EDUCATION"
50,"VOCATIONAL/GRAMMAR"
25,"SECONDARY"
55,"VOCATIONAL/GRAMMAR"
23,"PRIMARY/NO EDUCATION"
59,"SECONDARY"
28,"VOCATIONAL/GRAMMAR"
54,"POST-SECONDARY OR HIGHER"
74,"PRIMARY/NO EDUCATION"
35,"POST-SECONDARY OR HIGHER"
37,"SECONDARY"
29,"POST-SECONDARY OR HIGHER"
70,"PRIMARY/NO EDUCATION"
25,"SECONDARY"
44,"VOCATIONAL/GRAMMAR"
74,"PRIMARY/NO EDUCATION"
66,"VOCATIONAL/GRAMMAR"
35,"VOCATIONAL/GRAMMAR"
43,"SECONDARY"
24,"SECONDARY"
49,"SECONDARY"
58,"SECONDARY"
55,"VOCATIONAL/GRAMMAR"
64,"VOCATIONAL/GRAMMAR"
53,"SECONDARY"
54,"VOCATIONAL/GRAMMAR"
58,"VOCATIONAL/GRAMMAR"
68,"PRIMARY/NO EDUCATION"
81,"PRIMARY/NO EDUCATION"
36,"POST-SECONDARY OR HIGHER"
58,"SECONDARY"
76,"POST-SECONDARY OR HIGHER"
54,"SECONDARY"
58,"SECONDARY"
76,"PRIMARY/NO EDUCATION"
47,"SECONDARY"
81,"PRIMARY/NO EDUCATION"
68,"PRIMARY/NO EDUCATION"
37,"SECONDARY"
58,"SECONDARY"
58,"VOCATIONAL/GRAMMAR"
30,"POST-SECONDARY OR HIGHER"
55,"VOCATIONAL/GRAMMAR"
68,"VOCATIONAL/GRAMMAR"
81,"PRIMARY/NO EDUCATION"
62,"SECONDARY"
63,"VOCATIONAL/GRAMMAR"
24,"SECONDARY"
80,"PRIMARY/NO EDUCATION"
53,"SECONDARY"
45,"VOCATIONAL/GRAMMAR"
66,"PRIMARY/NO EDUCATION"
89,"PRIMARY/NO EDUCATION"
17,"VOCATIONAL/GRAMMAR"
37,"POST-SECONDARY OR HIGHER"
77,"PRIMARY/NO EDUCATION"
42,"POST-SECONDARY OR HIGHER"
33,"POST-SECONDARY OR HIGHER"
86,"VOCATIONAL/GRAMMAR"
17,"VOCATIONAL/GRAMMAR"
36,"POST-SECONDARY OR HIGHER"
53,"POST-SECONDARY OR HIGHER"
50,"VOCATIONAL/GRAMMAR"
47,"SECONDARY"
58,"VOCATIONAL/GRAMMAR"
20,"VOCATIONAL/GRAMMAR"
47,"SECONDARY"
36,"POST-SECONDARY OR HIGHER"
77,"VOCATIONAL/GRAMMAR"
63,"VOCATIONAL/GRAMMAR"
40,"VOCATIONAL/GRAMMAR"
32,"SECONDARY"
55,"VOCATIONAL/GRAMMAR"
60,"VOCATIONAL/GRAMMAR"
24,"SECONDARY"
34,"VOCATIONAL/GRAMMAR"
27,"VOCATIONAL/GRAMMAR"
47,"SECONDARY"
17,"VOCATIONAL/GRAMMAR"
71,"PRIMARY/NO EDUCATION"
49,"VOCATIONAL/GRAMMAR"
51,"VOCATIONAL/GRAMMAR"
34,"SECONDARY"
58,"VOCATIONAL/GRAMMAR"
60,"PRIMARY/NO EDUCATION"
50,"VOCATIONAL/GRAMMAR"
30,"SECONDARY"
25,"SECONDARY"
51,"SECONDARY"
37,"VOCATIONAL/GRAMMAR"
36,NA
25,"POST-SECONDARY OR HIGHER"
49,"SECONDARY"
16,"PRIMARY/NO EDUCATION"
62,"PRIMARY/NO EDUCATION"
61,"PRIMARY/NO EDUCATION"
75,"PRIMARY/NO EDUCATION"
61,"SECONDARY"
85,"PRIMARY/NO EDUCATION"
64,"SECONDARY"
68,"PRIMARY/NO EDUCATION"
55,"POST-SECONDARY OR HIGHER"
57,"VOCATIONAL/GRAMMAR"
63,"VOCATIONAL/GRAMMAR"
35,"VOCATIONAL/GRAMMAR"
23,"VOCATIONAL/GRAMMAR"
24,"POST-SECONDARY OR HIGHER"
60,"SECONDARY"
69,"PRIMARY/NO EDUCATION"
49,"PRIMARY/NO EDUCATION"
29,"SECONDARY"
24,"SECONDARY"
18,"VOCATIONAL/GRAMMAR"
60,"VOCATIONAL/GRAMMAR"
60,"POST-SECONDARY OR HIGHER"
55,"VOCATIONAL/GRAMMAR"
66,"SECONDARY"
64,"VOCATIONAL/GRAMMAR"
78,"PRIMARY/NO EDUCATION"
34,"POST-SECONDARY OR HIGHER"
76,"PRIMARY/NO EDUCATION"
73,"PRIMARY/NO EDUCATION"
56,"VOCATIONAL/GRAMMAR"
34,"POST-SECONDARY OR HIGHER"
63,"POST-SECONDARY OR HIGHER"
70,"PRIMARY/NO EDUCATION"
59,"PRIMARY/NO EDUCATION"
41,"VOCATIONAL/GRAMMAR"
52,"VOCATIONAL/GRAMMAR"
21,"VOCATIONAL/GRAMMAR"
45,"VOCATIONAL/GRAMMAR"
72,"VOCATIONAL/GRAMMAR"
49,"POST-SECONDARY OR HIGHER"
49,"VOCATIONAL/GRAMMAR"
28,"POST-SECONDARY OR HIGHER"
64,"SECONDARY"
17,"PRIMARY/NO EDUCATION"
88,"POST-SECONDARY OR HIGHER"
35,"VOCATIONAL/GRAMMAR"
42,"VOCATIONAL/GRAMMAR"
56,"POST-SECONDARY OR HIGHER"
46,"PRIMARY/NO EDUCATION"
37,"SECONDARY"
64,"SECONDARY"
83,"PRIMARY/NO EDUCATION"
68,"VOCATIONAL/GRAMMAR"
57,"SECONDARY"
48,"PRIMARY/NO EDUCATION"
26,"POST-SECONDARY OR HIGHER"
27,"POST-SECONDARY OR HIGHER"
80,"PRIMARY/NO EDUCATION"
61,"PRIMARY/NO EDUCATION"
41,"VOCATIONAL/GRAMMAR"
28,"PRIMARY/NO EDUCATION"
17,"VOCATIONAL/GRAMMAR"
18,"VOCATIONAL/GRAMMAR"
19,"VOCATIONAL/GRAMMAR"
58,"VOCATIONAL/GRAMMAR"
81,"PRIMARY/NO EDUCATION"
58,"SECONDARY"
19,"VOCATIONAL/GRAMMAR"
25,"POST-SECONDARY OR HIGHER"
62,"PRIMARY/NO EDUCATION"
81,"SECONDARY"
41,"PRIMARY/NO EDUCATION"
73,"PRIMARY/NO EDUCATION"
78,"VOCATIONAL/GRAMMAR"
37,"VOCATIONAL/GRAMMAR"
65,"VOCATIONAL/GRAMMAR"
47,"SECONDARY"
48,"VOCATIONAL/GRAMMAR"
46,"VOCATIONAL/GRAMMAR"
26,"POST-SECONDARY OR HIGHER"
17,"VOCATIONAL/GRAMMAR"
53,"POST-SECONDARY OR HIGHER"
49,"VOCATIONAL/GRAMMAR"
17,"VOCATIONAL/GRAMMAR"
18,"VOCATIONAL/GRAMMAR"
70,"PRIMARY/NO EDUCATION"
47,"SECONDARY"
42,"POST-SECONDARY OR HIGHER"
52,"SECONDARY"
56,"VOCATIONAL/GRAMMAR"
48,"POST-SECONDARY OR HIGHER"
76,"PRIMARY/NO EDUCATION"
61,"PRIMARY/NO EDUCATION"
55,"POST-SECONDARY OR HIGHER"
23,"SECONDARY"
22,"VOCATIONAL/GRAMMAR"
50,"SECONDARY"
45,"POST-SECONDARY OR HIGHER"
78,"PRIMARY/NO EDUCATION"
26,"POST-SECONDARY OR HIGHER"
47,"POST-SECONDARY OR HIGHER"
67,"PRIMARY/NO EDUCATION"
39,"SECONDARY"
25,"SECONDARY"
85,"SECONDARY"
42,"VOCATIONAL/GRAMMAR"
35,"SECONDARY"
49,"SECONDARY"
61,"SECONDARY"
57,"SECONDARY"
44,"SECONDARY"
78,"PRIMARY/NO EDUCATION"
32,"VOCATIONAL/GRAMMAR"
58,"SECONDARY"
24,"SECONDARY"
60,"VOCATIONAL/GRAMMAR"
60,"VOCATIONAL/GRAMMAR"
31,"SECONDARY"
33,"POST-SECONDARY OR HIGHER"
70,"PRIMARY/NO EDUCATION"
34,"SECONDARY"
36,"POST-SECONDARY OR HIGHER"
65,"POST-SECONDARY OR HIGHER"
39,"VOCATIONAL/GRAMMAR"
20,"VOCATIONAL/GRAMMAR"
62,"PRIMARY/NO EDUCATION"
46,"SECONDARY"
54,"POST-SECONDARY OR HIGHER"
47,"POST-SECONDARY OR HIGHER"
21,"POST-SECONDARY OR HIGHER"
58,"SECONDARY"
64,"SECONDARY"
37,"POST-SECONDARY OR HIGHER"
54,"VOCATIONAL/GRAMMAR"
50,"POST-SECONDARY OR HIGHER"
50,"SECONDARY"
18,"PRIMARY/NO EDUCATION"
75,"PRIMARY/NO EDUCATION"
76,"PRIMARY/NO EDUCATION"
38,"PRIMARY/NO EDUCATION"
29,"SECONDARY"
39,"POST-SECONDARY OR HIGHER"
77,"VOCATIONAL/GRAMMAR"
25,"SECONDARY"
51,"POST-SECONDARY OR HIGHER"
22,"VOCATIONAL/GRAMMAR"
62,"VOCATIONAL/GRAMMAR"
46,"VOCATIONAL/GRAMMAR"
77,"PRIMARY/NO EDUCATION"
48,"PRIMARY/NO EDUCATION"
56,"SECONDARY"
47,"PRIMARY/NO EDUCATION"
53,"SECONDARY"
74,"SECONDARY"
48,"PRIMARY/NO EDUCATION"
22,"SECONDARY"
62,"SECONDARY"
17,"VOCATIONAL/GRAMMAR"
28,"SECONDARY"
81,"PRIMARY/NO EDUCATION"
44,"SECONDARY"
30,"SECONDARY"
30,"POST-SECONDARY OR HIGHER"
29,"VOCATIONAL/GRAMMAR"
56,"VOCATIONAL/GRAMMAR"
41,"SECONDARY"
21,"SECONDARY"
37,"VOCATIONAL/GRAMMAR"
26,"VOCATIONAL/GRAMMAR"
22,"SECONDARY"
31,"POST-SECONDARY OR HIGHER"
72,"POST-SECONDARY OR HIGHER"
54,"VOCATIONAL/GRAMMAR"
58,"VOCATIONAL/GRAMMAR"
54,"POST-SECONDARY OR HIGHER"
18,"VOCATIONAL/GRAMMAR"
31,"VOCATIONAL/GRAMMAR"
62,"VOCATIONAL/GRAMMAR"
58,"VOCATIONAL/GRAMMAR"
23,"POST-SECONDARY OR HIGHER"
24,"SECONDARY"
36,"POST-SECONDARY OR HIGHER"
51,"SECONDARY"
26,"SECONDARY"
31,"POST-SECONDARY OR HIGHER"
57,"SECONDARY"
52,"POST-SECONDARY OR HIGHER"
33,"POST-SECONDARY OR HIGHER"
40,"POST-SECONDARY OR HIGHER"
47,"VOCATIONAL/GRAMMAR"
64,"PRIMARY/NO EDUCATION"
19,"VOCATIONAL/GRAMMAR"
18,"VOCATIONAL/GRAMMAR"
74,"VOCATIONAL/GRAMMAR"
48,"VOCATIONAL/GRAMMAR"
84,"SECONDARY"
22,"SECONDARY"
58,"SECONDARY"
20,"SECONDARY"
60,"POST-SECONDARY OR HIGHER"
70,"SECONDARY"
50,"VOCATIONAL/GRAMMAR"
85,"SECONDARY"
25,"SECONDARY"
36,"SECONDARY"
54,"SECONDARY"
62,"VOCATIONAL/GRAMMAR"
64,"SECONDARY"
35,"POST-SECONDARY OR HIGHER"
22,"SECONDARY"
24,"VOCATIONAL/GRAMMAR"
39,"PRIMARY/NO EDUCATION"
45,"PRIMARY/NO EDUCATION"
29,"POST-SECONDARY OR HIGHER"
64,"PRIMARY/NO EDUCATION"
68,"PRIMARY/NO EDUCATION"
45,"VOCATIONAL/GRAMMAR"
36,"SECONDARY"
25,"POST-SECONDARY OR HIGHER"
56,"VOCATIONAL/GRAMMAR"
82,"POST-SECONDARY OR HIGHER"
27,"SECONDARY"
89,"SECONDARY"
75,"SECONDARY"
66,"POST-SECONDARY OR HIGHER"
48,"PRIMARY/NO EDUCATION"
41,"VOCATIONAL/GRAMMAR"
17,"VOCATIONAL/GRAMMAR"
49,"SECONDARY"
35,"VOCATIONAL/GRAMMAR"
31,"POST-SECONDARY OR HIGHER"
55,"SECONDARY"
30,"VOCATIONAL/GRAMMAR"
46,"POST-SECONDARY OR HIGHER"
33,"SECONDARY"
63,"POST-SECONDARY OR HIGHER"
18,"VOCATIONAL/GRAMMAR"
50,"VOCATIONAL/GRAMMAR"
17,"VOCATIONAL/GRAMMAR"
51,"VOCATIONAL/GRAMMAR"
47,"VOCATIONAL/GRAMMAR"
48,"SECONDARY"
77,"SECONDARY"
22,"SECONDARY"
42,"POST-SECONDARY OR HIGHER"
64,"SECONDARY"
71,"SECONDARY"
47,"SECONDARY"
57,"VOCATIONAL/GRAMMAR"
57,"VOCATIONAL/GRAMMAR"
35,"SECONDARY"
68,"PRIMARY/NO EDUCATION"
54,"POST-SECONDARY OR HIGHER"
58,"VOCATIONAL/GRAMMAR"
17,"VOCATIONAL/GRAMMAR"
27,"PRIMARY/NO EDUCATION"
53,"VOCATIONAL/GRAMMAR"
66,"PRIMARY/NO EDUCATION"
24,"VOCATIONAL/GRAMMAR"
38,"SECONDARY"
77,"POST-SECONDARY OR HIGHER"
19,"VOCATIONAL/GRAMMAR"
61,"PRIMARY/NO EDUCATION"
23,"SECONDARY"
64,"POST-SECONDARY OR HIGHER"
25,"POST-SECONDARY OR HIGHER"
28,"PRIMARY/NO EDUCATION"
18,"VOCATIONAL/GRAMMAR"
38,"VOCATIONAL/GRAMMAR"
70,"PRIMARY/NO EDUCATION"
54,"SECONDARY"
86,"VOCATIONAL/GRAMMAR"
40,"VOCATIONAL/GRAMMAR"
80,"POST-SECONDARY OR HIGHER"
20,"VOCATIONAL/GRAMMAR"
61,"PRIMARY/NO EDUCATION"
23,"VOCATIONAL/GRAMMAR"
42,"POST-SECONDARY OR HIGHER"
37,"SECONDARY"
21,"SECONDARY"
44,"POST-SECONDARY OR HIGHER"
44,"VOCATIONAL/GRAMMAR"
67,"PRIMARY/NO EDUCATION"
61,"PRIMARY/NO EDUCATION"
60,"VOCATIONAL/GRAMMAR"
53,"POST-SECONDARY OR HIGHER"
46,"VOCATIONAL/GRAMMAR"
50,"VOCATIONAL/GRAMMAR"
40,"VOCATIONAL/GRAMMAR"
59,"SECONDARY"
77,"VOCATIONAL/GRAMMAR"
61,"PRIMARY/NO EDUCATION"
81,"PRIMARY/NO EDUCATION"
39,"VOCATIONAL/GRAMMAR"
42,"VOCATIONAL/GRAMMAR"
62,"PRIMARY/NO EDUCATION"
66,"PRIMARY/NO EDUCATION"
33,"VOCATIONAL/GRAMMAR"
35,"VOCATIONAL/GRAMMAR"
38,"PRIMARY/NO EDUCATION"
68,"PRIMARY/NO EDUCATION"
38,"POST-SECONDARY OR HIGHER"
49,"VOCATIONAL/GRAMMAR"
34,"POST-SECONDARY OR HIGHER"
44,"POST-SECONDARY OR HIGHER"
41,"VOCATIONAL/GRAMMAR"
19,"VOCATIONAL/GRAMMAR"
52,"SECONDARY"
60,"PRIMARY/NO EDUCATION"
52,"VOCATIONAL/GRAMMAR"
27,"VOCATIONAL/GRAMMAR"
63,"SECONDARY"
42,"VOCATIONAL/GRAMMAR"
29,"POST-SECONDARY OR HIGHER"
20,"VOCATIONAL/GRAMMAR"
66,"PRIMARY/NO EDUCATION"
64,"SECONDARY"
48,"SECONDARY"
50,"VOCATIONAL/GRAMMAR"
23,"SECONDARY"
42,"VOCATIONAL/GRAMMAR"
84,"SECONDARY"
22,"SECONDARY"
31,"SECONDARY"
34,"SECONDARY"
64,"SECONDARY"
72,"PRIMARY/NO EDUCATION"
65,"SECONDARY"
76,"VOCATIONAL/GRAMMAR"
21,"SECONDARY"
54,"POST-SECONDARY OR HIGHER"
83,"PRIMARY/NO EDUCATION"
23,"SECONDARY"
31,"VOCATIONAL/GRAMMAR"
57,"SECONDARY"
56,"VOCATIONAL/GRAMMAR"
77,"SECONDARY"
55,"PRIMARY/NO EDUCATION"
25,"SECONDARY"
19,"VOCATIONAL/GRAMMAR"
27,"POST-SECONDARY OR HIGHER"
36,"VOCATIONAL/GRAMMAR"
58,"PRIMARY/NO EDUCATION"
39,"VOCATIONAL/GRAMMAR"
80,"PRIMARY/NO EDUCATION"
51,"POST-SECONDARY OR HIGHER"
16,"PRIMARY/NO EDUCATION"
28,"POST-SECONDARY OR HIGHER"
19,"VOCATIONAL/GRAMMAR"
39,"SECONDARY"
22,"VOCATIONAL/GRAMMAR"
29,"SECONDARY"
35,"POST-SECONDARY OR HIGHER"
48,"POST-SECONDARY OR HIGHER"
17,"VOCATIONAL/GRAMMAR"
66,"SECONDARY"
86,"PRIMARY/NO EDUCATION"
60,"POST-SECONDARY OR HIGHER"
39,"SECONDARY"
21,"VOCATIONAL/GRAMMAR"
56,"SECONDARY"
64,"PRIMARY/NO EDUCATION"
45,"POST-SECONDARY OR HIGHER"
61,"VOCATIONAL/GRAMMAR"
36,"VOCATIONAL/GRAMMAR"
72,"PRIMARY/NO EDUCATION"
25,"POST-SECONDARY OR HIGHER"
71,"SECONDARY"
46,"VOCATIONAL/GRAMMAR"
61,"POST-SECONDARY OR HIGHER"
39,"SECONDARY"
23,"SECONDARY"
25,"SECONDARY"
21,"SECONDARY"
63,"POST-SECONDARY OR HIGHER"
76,"PRIMARY/NO EDUCATION"
64,"PRIMARY/NO EDUCATION"
72,"PRIMARY/NO EDUCATION"
24,"SECONDARY"
18,"VOCATIONAL/GRAMMAR"
25,"POST-SECONDARY OR HIGHER"
66,"SECONDARY"
78,"PRIMARY/NO EDUCATION"
18,"VOCATIONAL/GRAMMAR"
41,"VOCATIONAL/GRAMMAR"
37,"SECONDARY"
53,"SECONDARY"
47,"VOCATIONAL/GRAMMAR"
89,"SECONDARY"
66,"VOCATIONAL/GRAMMAR"
24,"SECONDARY"
46,"POST-SECONDARY OR HIGHER"
61,"PRIMARY/NO EDUCATION"
49,"POST-SECONDARY OR HIGHER"
56,"VOCATIONAL/GRAMMAR"
43,"POST-SECONDARY OR HIGHER"
23,"VOCATIONAL/GRAMMAR"
43,"VOCATIONAL/GRAMMAR"
66,"PRIMARY/NO EDUCATION"
38,"VOCATIONAL/GRAMMAR"
33,"SECONDARY"
54,"PRIMARY/NO EDUCATION"
52,"VOCATIONAL/GRAMMAR"
32,"POST-SECONDARY OR HIGHER"
22,"SECONDARY"
57,"VOCATIONAL/GRAMMAR"
88,"PRIMARY/NO EDUCATION"
61,"PRIMARY/NO EDUCATION"
24,"PRIMARY/NO EDUCATION"
72,"PRIMARY/NO EDUCATION"
50,"SECONDARY"
29,"POST-SECONDARY OR HIGHER"
52,"SECONDARY"
46,"SECONDARY"
83,"VOCATIONAL/GRAMMAR"
81,"PRIMARY/NO EDUCATION"
39,"VOCATIONAL/GRAMMAR"
62,"VOCATIONAL/GRAMMAR"
32,"SECONDARY"
82,"SECONDARY"
84,"SECONDARY"
40,"PRIMARY/NO EDUCATION"
74,"PRIMARY/NO EDUCATION"
53,"PRIMARY/NO EDUCATION"
91,"SECONDARY"
77,"SECONDARY"
26,"SECONDARY"
18,"VOCATIONAL/GRAMMAR"
61,"VOCATIONAL/GRAMMAR"
77,"PRIMARY/NO EDUCATION"
63,"PRIMARY/NO EDUCATION"
49,"VOCATIONAL/GRAMMAR"
47,"SECONDARY"
62,"PRIMARY/NO EDUCATION"
18,"VOCATIONAL/GRAMMAR"
68,"VOCATIONAL/GRAMMAR"
49,"POST-SECONDARY OR HIGHER"
18,"VOCATIONAL/GRAMMAR"
51,"SECONDARY"
55,"POST-SECONDARY OR HIGHER"
64,"VOCATIONAL/GRAMMAR"
54,"SECONDARY"
36,"VOCATIONAL/GRAMMAR"
50,"VOCATIONAL/GRAMMAR"
48,"VOCATIONAL/GRAMMAR"
66,"SECONDARY"
40,"VOCATIONAL/GRAMMAR"
22,"SECONDARY"
56,"VOCATIONAL/GRAMMAR"
53,"POST-SECONDARY OR HIGHER"
28,"POST-SECONDARY OR HIGHER"
72,"PRIMARY/NO EDUCATION"
50,"PRIMARY/NO EDUCATION"
34,"SECONDARY"
18,"VOCATIONAL/GRAMMAR"
25,"VOCATIONAL/GRAMMAR"
37,"SECONDARY"
35,"SECONDARY"
37,"POST-SECONDARY OR HIGHER"
65,"SECONDARY"
42,"VOCATIONAL/GRAMMAR"
78,"PRIMARY/NO EDUCATION"
51,"PRIMARY/NO EDUCATION"
38,"SECONDARY"
38,"PRIMARY/NO EDUCATION"
41,"VOCATIONAL/GRAMMAR"
19,"VOCATIONAL/GRAMMAR"
44,"VOCATIONAL/GRAMMAR"
55,"VOCATIONAL/GRAMMAR"
32,"VOCATIONAL/GRAMMAR"
59,"POST-SECONDARY OR HIGHER"
33,"POST-SECONDARY OR HIGHER"
68,"SECONDARY"
64,"PRIMARY/NO EDUCATION"
32,"VOCATIONAL/GRAMMAR"
22,"SECONDARY"
64,"PRIMARY/NO EDUCATION"
40,"POST-SECONDARY OR HIGHER"
20,"SECONDARY"
56,"SECONDARY"
32,"SECONDARY"
70,"SECONDARY"
55,"VOCATIONAL/GRAMMAR"
46,"VOCATIONAL/GRAMMAR"
57,"SECONDARY"
53,"VOCATIONAL/GRAMMAR"
66,"POST-SECONDARY OR HIGHER"
64,"POST-SECONDARY OR HIGHER"
54,"SECONDARY"
26,"PRIMARY/NO EDUCATION"
81,"POST-SECONDARY OR HIGHER"
29,"SECONDARY"
26,"POST-SECONDARY OR HIGHER"
56,"POST-SECONDARY OR HIGHER"
39,"VOCATIONAL/GRAMMAR"
48,"SECONDARY"
62,"POST-SECONDARY OR HIGHER"
44,"VOCATIONAL/GRAMMAR"
81,"VOCATIONAL/GRAMMAR"
49,"PRIMARY/NO EDUCATION"
81,"PRIMARY/NO EDUCATION"
17,"VOCATIONAL/GRAMMAR"
83,"PRIMARY/NO EDUCATION"
74,"PRIMARY/NO EDUCATION"
25,"POST-SECONDARY OR HIGHER"
21,"SECONDARY"
87,"PRIMARY/NO EDUCATION"
51,"PRIMARY/NO EDUCATION"
75,"PRIMARY/NO EDUCATION"
44,"SECONDARY"
84,"SECONDARY"
28,"VOCATIONAL/GRAMMAR"
55,"PRIMARY/NO EDUCATION"
28,"POST-SECONDARY OR HIGHER"
57,"VOCATIONAL/GRAMMAR"
76,"PRIMARY/NO EDUCATION"
26,"POST-SECONDARY OR HIGHER"
52,"POST-SECONDARY OR HIGHER"
64,"VOCATIONAL/GRAMMAR"
43,"VOCATIONAL/GRAMMAR"
59,"VOCATIONAL/GRAMMAR"
62,"SECONDARY"
66,"PRIMARY/NO EDUCATION"
87,"SECONDARY"
41,"VOCATIONAL/GRAMMAR"
44,"POST-SECONDARY OR HIGHER"
45,"POST-SECONDARY OR HIGHER"
17,"VOCATIONAL/GRAMMAR"
