"combine","Freq","type","n","unique"
"0011",53,"original",27,"1010"
"0100",77,"original",27,"1010"
"0101",74,"original",27,"1010"
"0110",67,"original",27,"1010"
"0111",80,"original",27,"1010"
"1000",54,"original",27,"1010"
"1001",65,"original",27,"1010"
"1010",94,"original",27,"1010"
"1011",60,"original",27,"1010"
"1100",64,"original",27,"1010"
"1101",56,"original",27,"1010"
"1110",58,"original",27,"1010"
"0000",70,"synthetic",27,"0110"
"0001",79,"synthetic",27,"0110"
"0010",52,"synthetic",27,"0110"
"0011",55,"synthetic",27,"0110"
"0100",85,"synthetic",27,"0110"
"0101",92,"synthetic",27,"0110"
"0110",69,"synthetic",27,"0110"
"0111",63,"synthetic",27,"0110"
"1000",55,"synthetic",27,"0110"
"1001",74,"synthetic",27,"0110"
"1010",110,"synthetic",27,"0110"
"1011",32,"synthetic",27,"0110"
"1100",49,"synthetic",27,"0110"
"1101",49,"synthetic",27,"0110"
"1110",50,"synthetic",27,"0110"
"1111",16,"synthetic",27,"0110"
"0000",70,"original",27,"0110"
"0001",61,"original",27,"0110"
"0010",67,"original",27,"0110"
"0011",53,"original",27,"0110"
"0100",77,"original",27,"0110"
"0101",74,"original",27,"0110"
"0110",68,"original",27,"0110"
"0111",80,"original",27,"0110"
"1000",54,"original",27,"0110"
"1001",65,"original",27,"0110"
"1010",93,"original",27,"0110"
"1011",60,"original",27,"0110"
"1100",64,"original",27,"0110"
"1101",56,"original",27,"0110"
"1110",58,"original",27,"0110"
"0000",58,"synthetic",27,"1110"
"0001",71,"synthetic",27,"1110"
"0010",68,"synthetic",27,"1110"
"0011",49,"synthetic",27,"1110"
"0100",73,"synthetic",27,"1110"
"0101",67,"synthetic",27,"1110"
"0110",55,"synthetic",27,"1110"
"0111",89,"synthetic",27,"1110"
"1000",72,"synthetic",27,"1110"
"1001",67,"synthetic",27,"1110"
"1010",123,"synthetic",27,"1110"
"1011",40,"synthetic",27,"1110"
"1100",47,"synthetic",27,"1110"
"1101",50,"synthetic",27,"1110"
"1110",50,"synthetic",27,"1110"
"1111",21,"synthetic",27,"1110"
"0000",70,"original",27,"1110"
"0001",61,"original",27,"1110"
"0010",67,"original",27,"1110"
"0011",53,"original",27,"1110"
"0100",77,"original",27,"1110"
"0101",74,"original",27,"1110"
"0110",67,"original",27,"1110"
"0111",80,"original",27,"1110"
"1000",54,"original",27,"1110"
"1001",65,"original",27,"1110"
"1010",93,"original",27,"1110"
"1011",60,"original",27,"1110"
"1100",64,"original",27,"1110"
"1101",56,"original",27,"1110"
"1110",59,"original",27,"1110"
"0000",60,"synthetic",27,"0001"
"0001",63,"synthetic",27,"0001"
"0010",69,"synthetic",27,"0001"
"0011",63,"synthetic",27,"0001"
"0100",102,"synthetic",27,"0001"
"0101",79,"synthetic",27,"0001"
"0110",54,"synthetic",27,"0001"
"0111",66,"synthetic",27,"0001"
"1000",73,"synthetic",27,"0001"
"1001",60,"synthetic",27,"0001"
"1010",113,"synthetic",27,"0001"
"1011",36,"synthetic",27,"0001"
"1100",44,"synthetic",27,"0001"
"1101",46,"synthetic",27,"0001"
"1110",52,"synthetic",27,"0001"
"1111",20,"synthetic",27,"0001"
"0000",70,"original",27,"0001"
"0001",62,"original",27,"0001"
"0010",67,"original",27,"0001"
"0011",53,"original",27,"0001"
"0100",77,"original",27,"0001"
"0101",74,"original",27,"0001"
"0110",67,"original",27,"0001"
"0111",80,"original",27,"0001"
"1000",54,"original",27,"0001"
"1001",65,"original",27,"0001"
"1010",93,"original",27,"0001"
"1011",60,"original",27,"0001"
"1100",64,"original",27,"0001"
"1101",56,"original",27,"0001"
"1110",58,"original",27,"0001"
"0000",70,"synthetic",27,"1001"
"0001",60,"synthetic",27,"1001"
"0010",61,"synthetic",27,"1001"
"0011",58,"synthetic",27,"1001"
"0100",89,"synthetic",27,"1001"
"0101",88,"synthetic",27,"1001"
"0110",68,"synthetic",27,"1001"
"0111",57,"synthetic",27,"1001"
"1000",58,"synthetic",27,"1001"
"1001",73,"synthetic",27,"1001"
"1010",95,"synthetic",27,"1001"
"1011",41,"synthetic",27,"1001"
"1100",55,"synthetic",27,"1001"
"1101",52,"synthetic",27,"1001"
"1110",57,"synthetic",27,"1001"
"1111",18,"synthetic",27,"1001"
"0000",70,"original",27,"1001"
"0001",61,"original",27,"1001"
"0010",67,"original",27,"1001"
"0011",53,"original",27,"1001"
"0100",77,"original",27,"1001"
"0101",74,"original",27,"1001"
"0110",67,"original",27,"1001"
"0111",80,"original",27,"1001"
"1000",54,"original",27,"1001"
"1001",66,"original",27,"1001"
"1010",93,"original",27,"1001"
"1011",60,"original",27,"1001"
"1100",64,"original",27,"1001"
"1101",56,"original",27,"1001"
"1110",58,"original",27,"1001"
"0000",63,"synthetic",27,"0101"
"0001",69,"synthetic",27,"0101"
"0010",60,"synthetic",27,"0101"
"0011",58,"synthetic",27,"0101"
"0100",81,"synthetic",27,"0101"
"0101",70,"synthetic",27,"0101"
"0110",56,"synthetic",27,"0101"
"0111",79,"synthetic",27,"0101"
"1000",51,"synthetic",27,"0101"
"1001",71,"synthetic",27,"0101"
"1010",128,"synthetic",27,"0101"
"1011",41,"synthetic",27,"0101"
"1100",55,"synthetic",27,"0101"
"1101",41,"synthetic",27,"0101"
"1110",58,"synthetic",27,"0101"
"1111",19,"synthetic",27,"0101"
"0000",70,"original",27,"0101"
"0001",61,"original",27,"0101"
"0010",67,"original",27,"0101"
"0011",53,"original",27,"0101"
"0100",77,"original",27,"0101"
"0101",75,"original",27,"0101"
"0110",67,"original",27,"0101"
"0111",80,"original",27,"0101"
"1000",54,"original",27,"0101"
"1001",65,"original",27,"0101"
"1010",93,"original",27,"0101"
"1011",60,"original",27,"0101"
"1100",64,"original",27,"0101"
"1101",56,"original",27,"0101"
"1110",58,"original",27,"0101"
"0000",78,"synthetic",27,"1101"
"0001",61,"synthetic",27,"1101"
"0010",67,"synthetic",27,"1101"
"0011",47,"synthetic",27,"1101"
"0100",91,"synthetic",27,"1101"
"0101",83,"synthetic",27,"1101"
"0110",50,"synthetic",27,"1101"
"0111",79,"synthetic",27,"1101"
"1000",54,"synthetic",27,"1101"
"1001",72,"synthetic",27,"1101"
"1010",108,"synthetic",27,"1101"
"1011",44,"synthetic",27,"1101"
"1100",52,"synthetic",27,"1101"
"1101",45,"synthetic",27,"1101"
"1110",55,"synthetic",27,"1101"
"1111",14,"synthetic",27,"1101"
"0000",70,"original",27,"1101"
"0001",61,"original",27,"1101"
"0010",67,"original",27,"1101"
"0011",53,"original",27,"1101"
"0100",77,"original",27,"1101"
"0101",74,"original",27,"1101"
"0110",67,"original",27,"1101"
"0111",80,"original",27,"1101"
"1000",54,"original",27,"1101"
"1001",65,"original",27,"1101"
"1010",93,"original",27,"1101"
"1011",60,"original",27,"1101"
"1100",64,"original",27,"1101"
"1101",57,"original",27,"1101"
"1110",58,"original",27,"1101"
"0000",66,"synthetic",27,"0011"
"0001",70,"synthetic",27,"0011"
"0010",58,"synthetic",27,"0011"
"0011",52,"synthetic",27,"0011"
"0100",86,"synthetic",27,"0011"
"0101",76,"synthetic",27,"0011"
"0110",57,"synthetic",27,"0011"
"0111",59,"synthetic",27,"0011"
"1000",66,"synthetic",27,"0011"
"1001",64,"synthetic",27,"0011"
"1010",105,"synthetic",27,"0011"
"1011",36,"synthetic",27,"0011"
"1100",69,"synthetic",27,"0011"
"1101",55,"synthetic",27,"0011"
"1110",67,"synthetic",27,"0011"
"1111",14,"synthetic",27,"0011"
"0000",70,"original",27,"0011"
"0001",61,"original",27,"0011"
"0010",67,"original",27,"0011"
"0011",54,"original",27,"0011"
"0100",77,"original",27,"0011"
"0101",74,"original",27,"0011"
"0110",67,"original",27,"0011"
"0111",80,"original",27,"0011"
"1000",54,"original",27,"0011"
"1001",65,"original",27,"0011"
"1010",93,"original",27,"0011"
"1011",60,"original",27,"0011"
"1100",64,"original",27,"0011"
"1101",56,"original",27,"0011"
"1110",58,"original",27,"0011"
"0000",79,"synthetic",27,"1011"
"0001",61,"synthetic",27,"1011"
"0010",61,"synthetic",27,"1011"
"0011",59,"synthetic",27,"1011"
"0100",77,"synthetic",27,"1011"
"0101",72,"synthetic",27,"1011"
"0110",54,"synthetic",27,"1011"
"0111",73,"synthetic",27,"1011"
"1000",75,"synthetic",27,"1011"
"1001",65,"synthetic",27,"1011"
"1010",109,"synthetic",27,"1011"
"1011",36,"synthetic",27,"1011"
"1100",46,"synthetic",27,"1011"
"1101",50,"synthetic",27,"1011"
"1110",55,"synthetic",27,"1011"
"1111",28,"synthetic",27,"1011"
"0000",70,"original",27,"1011"
"0001",61,"original",27,"1011"
"0010",67,"original",27,"1011"
"0011",53,"original",27,"1011"
"0100",77,"original",27,"1011"
"0101",74,"original",27,"1011"
"0110",67,"original",27,"1011"
"0111",80,"original",27,"1011"
"1000",54,"original",27,"1011"
"1001",65,"original",27,"1011"
"1010",93,"original",27,"1011"
"1011",61,"original",27,"1011"
"1100",64,"original",27,"1011"
"1101",56,"original",27,"1011"
"1110",58,"original",27,"1011"
"0000",75,"synthetic",27,"0111"
"0001",60,"synthetic",27,"0111"
"0010",57,"synthetic",27,"0111"
"0011",56,"synthetic",27,"0111"
"0100",105,"synthetic",27,"0111"
"0101",73,"synthetic",27,"0111"
"0110",56,"synthetic",27,"0111"
"0111",63,"synthetic",27,"0111"
"1000",48,"synthetic",27,"0111"
"1001",66,"synthetic",27,"0111"
"1010",129,"synthetic",27,"0111"
"1011",55,"synthetic",27,"0111"
"1100",40,"synthetic",27,"0111"
"1101",55,"synthetic",27,"0111"
"1110",44,"synthetic",27,"0111"
"1111",18,"synthetic",27,"0111"
"0000",70,"original",27,"0111"
"0001",61,"original",27,"0111"
"0010",67,"original",27,"0111"
"0011",53,"original",27,"0111"
"0100",77,"original",27,"0111"
"0101",74,"original",27,"0111"
"0110",67,"original",27,"0111"
"0111",81,"original",27,"0111"
"1000",54,"original",27,"0111"
"1001",65,"original",27,"0111"
"1010",93,"original",27,"0111"
"1011",60,"original",27,"0111"
"1100",64,"original",27,"0111"
"1101",56,"original",27,"0111"
"1110",58,"original",27,"0111"
"0000",67,"synthetic",27,"1111"
"0001",69,"synthetic",27,"1111"
"0010",85,"synthetic",27,"1111"
"0011",47,"synthetic",27,"1111"
"0100",89,"synthetic",27,"1111"
"0101",86,"synthetic",27,"1111"
"0110",51,"synthetic",27,"1111"
"0111",74,"synthetic",27,"1111"
"1000",57,"synthetic",27,"1111"
"1001",51,"synthetic",27,"1111"
"1010",100,"synthetic",27,"1111"
"1011",53,"synthetic",27,"1111"
"1100",58,"synthetic",27,"1111"
"1101",39,"synthetic",27,"1111"
"1110",53,"synthetic",27,"1111"
"1111",21,"synthetic",27,"1111"
"0000",70,"original",27,"1111"
"0001",61,"original",27,"1111"
"0010",67,"original",27,"1111"
"0011",53,"original",27,"1111"
"0100",77,"original",27,"1111"
"0101",74,"original",27,"1111"
"0110",67,"original",27,"1111"
"0111",80,"original",27,"1111"
"1000",54,"original",27,"1111"
"1001",65,"original",27,"1111"
"1010",93,"original",27,"1111"
"1011",60,"original",27,"1111"
"1100",64,"original",27,"1111"
"1101",56,"original",27,"1111"
"1110",58,"original",27,"1111"
"1111",1,"original",27,"1111"
"0000",58,"synthetic",28,"0000"
"0001",58,"synthetic",28,"0000"
"0010",64,"synthetic",28,"0000"
"0011",59,"synthetic",28,"0000"
"0100",98,"synthetic",28,"0000"
"0101",90,"synthetic",28,"0000"
"0110",51,"synthetic",28,"0000"
"0111",70,"synthetic",28,"0000"
"1000",63,"synthetic",28,"0000"
"1001",63,"synthetic",28,"0000"
"1010",115,"synthetic",28,"0000"
"1011",47,"synthetic",28,"0000"
"1100",53,"synthetic",28,"0000"
"1101",44,"synthetic",28,"0000"
"1110",46,"synthetic",28,"0000"
"1111",21,"synthetic",28,"0000"
"0000",71,"original",28,"0000"
"0001",61,"original",28,"0000"
"0010",67,"original",28,"0000"
"0011",53,"original",28,"0000"
"0100",77,"original",28,"0000"
"0101",74,"original",28,"0000"
"0110",67,"original",28,"0000"
"0111",80,"original",28,"0000"
"1000",54,"original",28,"0000"
"1001",65,"original",28,"0000"
"1010",93,"original",28,"0000"
"1011",60,"original",28,"0000"
"1100",64,"original",28,"0000"
"1101",56,"original",28,"0000"
"1110",58,"original",28,"0000"
"0000",68,"synthetic",28,"1000"
"0001",58,"synthetic",28,"1000"
"0010",62,"synthetic",28,"1000"
"0011",65,"synthetic",28,"1000"
"0100",94,"synthetic",28,"1000"
"0101",71,"synthetic",28,"1000"
"0110",46,"synthetic",28,"1000"
"0111",64,"synthetic",28,"1000"
"1000",45,"synthetic",28,"1000"
"1001",78,"synthetic",28,"1000"
"1010",112,"synthetic",28,"1000"
"1011",46,"synthetic",28,"1000"
"1100",72,"synthetic",28,"1000"
"1101",42,"synthetic",28,"1000"
"1110",54,"synthetic",28,"1000"
"1111",23,"synthetic",28,"1000"
"0000",70,"original",28,"1000"
"0001",61,"original",28,"1000"
"0010",67,"original",28,"1000"
"0011",53,"original",28,"1000"
"0100",77,"original",28,"1000"
"0101",74,"original",28,"1000"
"0110",67,"original",28,"1000"
"0111",80,"original",28,"1000"
"1000",55,"original",28,"1000"
"1001",65,"original",28,"1000"
"1010",93,"original",28,"1000"
"1011",60,"original",28,"1000"
"1100",64,"original",28,"1000"
"1101",56,"original",28,"1000"
"1110",58,"original",28,"1000"
"0000",69,"synthetic",28,"0100"
"0001",64,"synthetic",28,"0100"
"0010",56,"synthetic",28,"0100"
"0011",53,"synthetic",28,"0100"
"0100",88,"synthetic",28,"0100"
"0101",84,"synthetic",28,"0100"
"0110",60,"synthetic",28,"0100"
"0111",68,"synthetic",28,"0100"
"1000",62,"synthetic",28,"0100"
"1001",66,"synthetic",28,"0100"
"1010",114,"synthetic",28,"0100"
"1011",56,"synthetic",28,"0100"
"1100",56,"synthetic",28,"0100"
"1101",39,"synthetic",28,"0100"
"1110",47,"synthetic",28,"0100"
"1111",18,"synthetic",28,"0100"
"0000",70,"original",28,"0100"
"0001",61,"original",28,"0100"
"0010",67,"original",28,"0100"
"0011",53,"original",28,"0100"
"0100",78,"original",28,"0100"
"0101",74,"original",28,"0100"
"0110",67,"original",28,"0100"
"0111",80,"original",28,"0100"
"1000",54,"original",28,"0100"
"1001",65,"original",28,"0100"
"1010",93,"original",28,"0100"
"1011",60,"original",28,"0100"
"1100",64,"original",28,"0100"
"1101",56,"original",28,"0100"
"1110",58,"original",28,"0100"
"0000",72,"synthetic",28,"1100"
"0001",59,"synthetic",28,"1100"
"0010",67,"synthetic",28,"1100"
"0011",52,"synthetic",28,"1100"
"0100",81,"synthetic",28,"1100"
"0101",91,"synthetic",28,"1100"
"0110",56,"synthetic",28,"1100"
"0111",83,"synthetic",28,"1100"
"1000",61,"synthetic",28,"1100"
"1001",48,"synthetic",28,"1100"
"1010",115,"synthetic",28,"1100"
"1011",41,"synthetic",28,"1100"
"1100",48,"synthetic",28,"1100"
"1101",48,"synthetic",28,"1100"
"1110",55,"synthetic",28,"1100"
"1111",23,"synthetic",28,"1100"
"0000",70,"original",28,"1100"
"0001",61,"original",28,"1100"
"0010",67,"original",28,"1100"
"0011",53,"original",28,"1100"
"0100",77,"original",28,"1100"
"0101",74,"original",28,"1100"
"0110",67,"original",28,"1100"
"0111",80,"original",28,"1100"
"1000",54,"original",28,"1100"
"1001",65,"original",28,"1100"
"1010",93,"original",28,"1100"
"1011",60,"original",28,"1100"
"1100",65,"original",28,"1100"
"1101",56,"original",28,"1100"
"1110",58,"original",28,"1100"
"0000",67,"synthetic",28,"0010"
"0001",58,"synthetic",28,"0010"
"0010",76,"synthetic",28,"0010"
"0011",51,"synthetic",28,"0010"
"0100",70,"synthetic",28,"0010"
"0101",93,"synthetic",28,"0010"
"0110",58,"synthetic",28,"0010"
"0111",76,"synthetic",28,"0010"
"1000",51,"synthetic",28,"0010"
"1001",65,"synthetic",28,"0010"
"1010",106,"synthetic",28,"0010"
"1011",38,"synthetic",28,"0010"
"1100",59,"synthetic",28,"0010"
"1101",50,"synthetic",28,"0010"
"1110",63,"synthetic",28,"0010"
"1111",19,"synthetic",28,"0010"
"0000",70,"original",28,"0010"
"0001",61,"original",28,"0010"
"0010",68,"original",28,"0010"
"0011",53,"original",28,"0010"
"0100",77,"original",28,"0010"
"0101",74,"original",28,"0010"
"0110",67,"original",28,"0010"
"0111",80,"original",28,"0010"
"1000",54,"original",28,"0010"
"1001",65,"original",28,"0010"
"1010",93,"original",28,"0010"
"1011",60,"original",28,"0010"
"1100",64,"original",28,"0010"
"1101",56,"original",28,"0010"
"1110",58,"original",28,"0010"
"0000",81,"synthetic",28,"1010"
"0001",53,"synthetic",28,"1010"
"0010",58,"synthetic",28,"1010"
"0011",74,"synthetic",28,"1010"
"0100",102,"synthetic",28,"1010"
"0101",78,"synthetic",28,"1010"
"0110",51,"synthetic",28,"1010"
"0111",84,"synthetic",28,"1010"
"1000",41,"synthetic",28,"1010"
"1001",65,"synthetic",28,"1010"
"1010",117,"synthetic",28,"1010"
"1011",32,"synthetic",28,"1010"
"1100",52,"synthetic",28,"1010"
"1101",34,"synthetic",28,"1010"
"1110",52,"synthetic",28,"1010"
"1111",26,"synthetic",28,"1010"
"0000",70,"original",28,"1010"
"0001",61,"original",28,"1010"
"0010",67,"original",28,"1010"
"0011",53,"original",28,"1010"
"0100",77,"original",28,"1010"
"0101",74,"original",28,"1010"
"0110",67,"original",28,"1010"
"0111",80,"original",28,"1010"
"1000",54,"original",28,"1010"
"1001",65,"original",28,"1010"
"1010",94,"original",28,"1010"
"1011",60,"original",28,"1010"
"1100",64,"original",28,"1010"
"1101",56,"original",28,"1010"
"1110",58,"original",28,"1010"
"0000",68,"synthetic",28,"0110"
"0001",54,"synthetic",28,"0110"
"0010",66,"synthetic",28,"0110"
"0011",51,"synthetic",28,"0110"
"0100",87,"synthetic",28,"0110"
"0101",89,"synthetic",28,"0110"
"0110",62,"synthetic",28,"0110"
"0111",57,"synthetic",28,"0110"
"1000",71,"synthetic",28,"0110"
"1001",71,"synthetic",28,"0110"
"1010",118,"synthetic",28,"0110"
"1011",34,"synthetic",28,"0110"
"1100",57,"synthetic",28,"0110"
"1101",49,"synthetic",28,"0110"
"1110",45,"synthetic",28,"0110"
"1111",21,"synthetic",28,"0110"
"0000",70,"original",28,"0110"
"0001",61,"original",28,"0110"
"0010",67,"original",28,"0110"
"0011",53,"original",28,"0110"
"0100",77,"original",28,"0110"
"0101",74,"original",28,"0110"
"0110",68,"original",28,"0110"
"0111",80,"original",28,"0110"
"1000",54,"original",28,"0110"
"1001",65,"original",28,"0110"
"1010",93,"original",28,"0110"
"1011",60,"original",28,"0110"
"1100",64,"original",28,"0110"
"1101",56,"original",28,"0110"
"1110",58,"original",28,"0110"
"0000",79,"synthetic",28,"1110"
"0001",69,"synthetic",28,"1110"
"0010",75,"synthetic",28,"1110"
"0011",59,"synthetic",28,"1110"
"0100",104,"synthetic",28,"1110"
"0101",79,"synthetic",28,"1110"
"0110",47,"synthetic",28,"1110"
"0111",63,"synthetic",28,"1110"
"1000",50,"synthetic",28,"1110"
"1001",62,"synthetic",28,"1110"
"1010",102,"synthetic",28,"1110"
"1011",44,"synthetic",28,"1110"
"1100",52,"synthetic",28,"1110"
"1101",43,"synthetic",28,"1110"
"1110",44,"synthetic",28,"1110"
"1111",28,"synthetic",28,"1110"
"0000",70,"original",28,"1110"
"0001",61,"original",28,"1110"
"0010",67,"original",28,"1110"
"0011",53,"original",28,"1110"
"0100",77,"original",28,"1110"
"0101",74,"original",28,"1110"
"0110",67,"original",28,"1110"
"0111",80,"original",28,"1110"
"1000",54,"original",28,"1110"
"1001",65,"original",28,"1110"
"1010",93,"original",28,"1110"
"1011",60,"original",28,"1110"
"1100",64,"original",28,"1110"
"1101",56,"original",28,"1110"
"1110",59,"original",28,"1110"
"0000",74,"synthetic",28,"0001"
"0001",76,"synthetic",28,"0001"
"0010",73,"synthetic",28,"0001"
"0011",52,"synthetic",28,"0001"
"0100",92,"synthetic",28,"0001"
"0101",83,"synthetic",28,"0001"
"0110",67,"synthetic",28,"0001"
"0111",64,"synthetic",28,"0001"
"1000",65,"synthetic",28,"0001"
"1001",61,"synthetic",28,"0001"
"1010",101,"synthetic",28,"0001"
"1011",45,"synthetic",28,"0001"
"1100",38,"synthetic",28,"0001"
"1101",32,"synthetic",28,"0001"
"1110",52,"synthetic",28,"0001"
"1111",25,"synthetic",28,"0001"
"0000",70,"original",28,"0001"
"0001",62,"original",28,"0001"
"0010",67,"original",28,"0001"
"0011",53,"original",28,"0001"
"0100",77,"original",28,"0001"
"0101",74,"original",28,"0001"
"0110",67,"original",28,"0001"
"0111",80,"original",28,"0001"
"1000",54,"original",28,"0001"
"1001",65,"original",28,"0001"
"1010",93,"original",28,"0001"
"1011",60,"original",28,"0001"
"1100",64,"original",28,"0001"
"1101",56,"original",28,"0001"
"1110",58,"original",28,"0001"
"0000",83,"synthetic",28,"1001"
"0001",62,"synthetic",28,"1001"
"0010",84,"synthetic",28,"1001"
"0011",55,"synthetic",28,"1001"
"0100",82,"synthetic",28,"1001"
"0101",70,"synthetic",28,"1001"
"0110",57,"synthetic",28,"1001"
"0111",63,"synthetic",28,"1001"
"1000",49,"synthetic",28,"1001"
"1001",64,"synthetic",28,"1001"
"1010",119,"synthetic",28,"1001"
"1011",34,"synthetic",28,"1001"
"1100",50,"synthetic",28,"1001"
"1101",59,"synthetic",28,"1001"
"1110",49,"synthetic",28,"1001"
"1111",20,"synthetic",28,"1001"
"0000",70,"original",28,"1001"
"0001",61,"original",28,"1001"
"0010",67,"original",28,"1001"
"0011",53,"original",28,"1001"
"0100",77,"original",28,"1001"
"0101",74,"original",28,"1001"
"0110",67,"original",28,"1001"
"0111",80,"original",28,"1001"
"1000",54,"original",28,"1001"
"1001",66,"original",28,"1001"
"1010",93,"original",28,"1001"
"1011",60,"original",28,"1001"
"1100",64,"original",28,"1001"
"1101",56,"original",28,"1001"
"1110",58,"original",28,"1001"
"0000",69,"synthetic",28,"0101"
"0001",56,"synthetic",28,"0101"
"0010",74,"synthetic",28,"0101"
"0011",55,"synthetic",28,"0101"
"0100",86,"synthetic",28,"0101"
"0101",75,"synthetic",28,"0101"
"0110",51,"synthetic",28,"0101"
"0111",63,"synthetic",28,"0101"
"1000",50,"synthetic",28,"0101"
"1001",62,"synthetic",28,"0101"
"1010",122,"synthetic",28,"0101"
"1011",41,"synthetic",28,"0101"
"1100",60,"synthetic",28,"0101"
"1101",57,"synthetic",28,"0101"
"1110",60,"synthetic",28,"0101"
"1111",19,"synthetic",28,"0101"
"0000",70,"original",28,"0101"
"0001",61,"original",28,"0101"
"0010",67,"original",28,"0101"
"0011",53,"original",28,"0101"
"0100",77,"original",28,"0101"
"0101",75,"original",28,"0101"
"0110",67,"original",28,"0101"
"0111",80,"original",28,"0101"
"1000",54,"original",28,"0101"
"1001",65,"original",28,"0101"
"1010",93,"original",28,"0101"
"1011",60,"original",28,"0101"
"1100",64,"original",28,"0101"
"1101",56,"original",28,"0101"
"1110",58,"original",28,"0101"
"0000",57,"synthetic",28,"1101"
"0001",58,"synthetic",28,"1101"
"0010",75,"synthetic",28,"1101"
"0011",62,"synthetic",28,"1101"
"0100",94,"synthetic",28,"1101"
"0101",74,"synthetic",28,"1101"
"0110",57,"synthetic",28,"1101"
"0111",67,"synthetic",28,"1101"
"1000",53,"synthetic",28,"1101"
"1001",68,"synthetic",28,"1101"
"1010",112,"synthetic",28,"1101"
"1011",36,"synthetic",28,"1101"
"1100",51,"synthetic",28,"1101"
"1101",54,"synthetic",28,"1101"
"1110",56,"synthetic",28,"1101"
"1111",26,"synthetic",28,"1101"
"0000",70,"original",28,"1101"
"0001",61,"original",28,"1101"
"0010",67,"original",28,"1101"
"0011",53,"original",28,"1101"
"0100",77,"original",28,"1101"
"0101",74,"original",28,"1101"
"0110",67,"original",28,"1101"
"0111",80,"original",28,"1101"
"1000",54,"original",28,"1101"
"1001",65,"original",28,"1101"
"1010",93,"original",28,"1101"
"1011",60,"original",28,"1101"
"1100",64,"original",28,"1101"
"1101",57,"original",28,"1101"
"1110",58,"original",28,"1101"
"0000",81,"synthetic",28,"0011"
"0001",50,"synthetic",28,"0011"
"0010",71,"synthetic",28,"0011"
"0011",51,"synthetic",28,"0011"
"0100",82,"synthetic",28,"0011"
"0101",92,"synthetic",28,"0011"
"0110",60,"synthetic",28,"0011"
"0111",71,"synthetic",28,"0011"
"1000",37,"synthetic",28,"0011"
"1001",63,"synthetic",28,"0011"
"1010",104,"synthetic",28,"0011"
"1011",45,"synthetic",28,"0011"
"1100",65,"synthetic",28,"0011"
"1101",59,"synthetic",28,"0011"
"1110",50,"synthetic",28,"0011"
"1111",19,"synthetic",28,"0011"
"0000",70,"original",28,"0011"
"0001",61,"original",28,"0011"
"0010",67,"original",28,"0011"
"0011",54,"original",28,"0011"
"0100",77,"original",28,"0011"
"0101",74,"original",28,"0011"
"0110",67,"original",28,"0011"
"0111",80,"original",28,"0011"
"1000",54,"original",28,"0011"
"1001",65,"original",28,"0011"
"1010",93,"original",28,"0011"
"1011",60,"original",28,"0011"
"1100",64,"original",28,"0011"
"1101",56,"original",28,"0011"
"1110",58,"original",28,"0011"
"0000",63,"synthetic",28,"1011"
"0001",65,"synthetic",28,"1011"
"0010",62,"synthetic",28,"1011"
"0011",55,"synthetic",28,"1011"
"0100",87,"synthetic",28,"1011"
"0101",74,"synthetic",28,"1011"
"0110",56,"synthetic",28,"1011"
"0111",69,"synthetic",28,"1011"
"1000",64,"synthetic",28,"1011"
"1001",72,"synthetic",28,"1011"
"1010",103,"synthetic",28,"1011"
"1011",34,"synthetic",28,"1011"
"1100",66,"synthetic",28,"1011"
"1101",52,"synthetic",28,"1011"
"1110",62,"synthetic",28,"1011"
"1111",16,"synthetic",28,"1011"
"0000",70,"original",28,"1011"
"0001",61,"original",28,"1011"
"0010",67,"original",28,"1011"
"0011",53,"original",28,"1011"
"0100",77,"original",28,"1011"
"0101",74,"original",28,"1011"
"0110",67,"original",28,"1011"
"0111",80,"original",28,"1011"
"1000",54,"original",28,"1011"
"1001",65,"original",28,"1011"
"1010",93,"original",28,"1011"
"1011",61,"original",28,"1011"
"1100",64,"original",28,"1011"
"1101",56,"original",28,"1011"
"1110",58,"original",28,"1011"
"0000",70,"synthetic",28,"0111"
"0001",72,"synthetic",28,"0111"
"0010",63,"synthetic",28,"0111"
"0011",52,"synthetic",28,"0111"
"0100",89,"synthetic",28,"0111"
"0101",84,"synthetic",28,"0111"
"0110",60,"synthetic",28,"0111"
"0111",65,"synthetic",28,"0111"
"1000",45,"synthetic",28,"0111"
"1001",68,"synthetic",28,"0111"
"1010",109,"synthetic",28,"0111"
"1011",43,"synthetic",28,"0111"
"1100",53,"synthetic",28,"0111"
"1101",48,"synthetic",28,"0111"
"1110",57,"synthetic",28,"0111"
"1111",22,"synthetic",28,"0111"
"0000",70,"original",28,"0111"
"0001",61,"original",28,"0111"
"0010",67,"original",28,"0111"
"0011",53,"original",28,"0111"
"0100",77,"original",28,"0111"
"0101",74,"original",28,"0111"
"0110",67,"original",28,"0111"
"0111",81,"original",28,"0111"
"1000",54,"original",28,"0111"
"1001",65,"original",28,"0111"
"1010",93,"original",28,"0111"
"1011",60,"original",28,"0111"
"1100",64,"original",28,"0111"
"1101",56,"original",28,"0111"
"1110",58,"original",28,"0111"
"0000",62,"synthetic",28,"1111"
"0001",50,"synthetic",28,"1111"
"0010",58,"synthetic",28,"1111"
"0011",55,"synthetic",28,"1111"
"0100",94,"synthetic",28,"1111"
"0101",86,"synthetic",28,"1111"
"0110",71,"synthetic",28,"1111"
"0111",84,"synthetic",28,"1111"
"1000",52,"synthetic",28,"1111"
