"combine","Freq","type","n","last_record"
"0010",79,"original",2,"1001"
"0011",62,"original",2,"1001"
"0100",68,"original",2,"1001"
"0101",64,"original",2,"1001"
"0110",60,"original",2,"1001"
"0111",75,"original",2,"1001"
"1000",74,"original",2,"1001"
"1001",64,"original",2,"1001"
"1010",54,"original",2,"1001"
"1011",69,"original",2,"1001"
"1100",77,"original",2,"1001"
"1101",59,"original",2,"1001"
"1110",66,"original",2,"1001"
"0000",78,"synthetic",2,"0101"
"0001",61,"synthetic",2,"0101"
"0010",79,"synthetic",2,"0101"
"0011",60,"synthetic",2,"0101"
"0100",68,"synthetic",2,"0101"
"0101",77,"synthetic",2,"0101"
"0110",69,"synthetic",2,"0101"
"0111",79,"synthetic",2,"0101"
"1000",75,"synthetic",2,"0101"
"1001",50,"synthetic",2,"0101"
"1010",56,"synthetic",2,"0101"
"1011",66,"synthetic",2,"0101"
"1100",91,"synthetic",2,"0101"
"1101",36,"synthetic",2,"0101"
"1110",38,"synthetic",2,"0101"
"1111",17,"synthetic",2,"0101"
"0000",69,"original",2,"0101"
"0001",60,"original",2,"0101"
"0010",79,"original",2,"0101"
"0011",62,"original",2,"0101"
"0100",68,"original",2,"0101"
"0101",65,"original",2,"0101"
"0110",60,"original",2,"0101"
"0111",75,"original",2,"0101"
"1000",74,"original",2,"0101"
"1001",63,"original",2,"0101"
"1010",54,"original",2,"0101"
"1011",69,"original",2,"0101"
"1100",77,"original",2,"0101"
"1101",59,"original",2,"0101"
"1110",66,"original",2,"0101"
"0000",69,"synthetic",2,"1101"
"0001",58,"synthetic",2,"1101"
"0010",92,"synthetic",2,"1101"
"0011",67,"synthetic",2,"1101"
"0100",74,"synthetic",2,"1101"
"0101",62,"synthetic",2,"1101"
"0110",55,"synthetic",2,"1101"
"0111",83,"synthetic",2,"1101"
"1000",77,"synthetic",2,"1101"
"1001",61,"synthetic",2,"1101"
"1010",56,"synthetic",2,"1101"
"1011",61,"synthetic",2,"1101"
"1100",101,"synthetic",2,"1101"
"1101",31,"synthetic",2,"1101"
"1110",40,"synthetic",2,"1101"
"1111",13,"synthetic",2,"1101"
"0000",69,"original",2,"1101"
"0001",60,"original",2,"1101"
"0010",79,"original",2,"1101"
"0011",62,"original",2,"1101"
"0100",68,"original",2,"1101"
"0101",64,"original",2,"1101"
"0110",60,"original",2,"1101"
"0111",75,"original",2,"1101"
"1000",74,"original",2,"1101"
"1001",63,"original",2,"1101"
"1010",54,"original",2,"1101"
"1011",69,"original",2,"1101"
"1100",77,"original",2,"1101"
"1101",60,"original",2,"1101"
"1110",66,"original",2,"1101"
"0000",66,"synthetic",2,"0011"
"0001",62,"synthetic",2,"0011"
"0010",99,"synthetic",2,"0011"
"0011",63,"synthetic",2,"0011"
"0100",67,"synthetic",2,"0011"
"0101",61,"synthetic",2,"0011"
"0110",47,"synthetic",2,"0011"
"0111",80,"synthetic",2,"0011"
"1000",60,"synthetic",2,"0011"
"1001",60,"synthetic",2,"0011"
"1010",46,"synthetic",2,"0011"
"1011",71,"synthetic",2,"0011"
"1100",97,"synthetic",2,"0011"
"1101",45,"synthetic",2,"0011"
"1110",53,"synthetic",2,"0011"
"1111",23,"synthetic",2,"0011"
"0000",69,"original",2,"0011"
"0001",60,"original",2,"0011"
"0010",79,"original",2,"0011"
"0011",63,"original",2,"0011"
"0100",68,"original",2,"0011"
"0101",64,"original",2,"0011"
"0110",60,"original",2,"0011"
"0111",75,"original",2,"0011"
"1000",74,"original",2,"0011"
"1001",63,"original",2,"0011"
"1010",54,"original",2,"0011"
"1011",69,"original",2,"0011"
"1100",77,"original",2,"0011"
"1101",59,"original",2,"0011"
"1110",66,"original",2,"0011"
"0000",72,"synthetic",2,"1011"
"0001",64,"synthetic",2,"1011"
"0010",79,"synthetic",2,"1011"
"0011",58,"synthetic",2,"1011"
"0100",64,"synthetic",2,"1011"
"0101",51,"synthetic",2,"1011"
"0110",75,"synthetic",2,"1011"
"0111",81,"synthetic",2,"1011"
"1000",85,"synthetic",2,"1011"
"1001",57,"synthetic",2,"1011"
"1010",52,"synthetic",2,"1011"
"1011",64,"synthetic",2,"1011"
"1100",94,"synthetic",2,"1011"
"1101",46,"synthetic",2,"1011"
"1110",40,"synthetic",2,"1011"
"1111",18,"synthetic",2,"1011"
"0000",69,"original",2,"1011"
"0001",60,"original",2,"1011"
"0010",79,"original",2,"1011"
"0011",62,"original",2,"1011"
"0100",68,"original",2,"1011"
"0101",64,"original",2,"1011"
"0110",60,"original",2,"1011"
"0111",75,"original",2,"1011"
"1000",74,"original",2,"1011"
"1001",63,"original",2,"1011"
"1010",54,"original",2,"1011"
"1011",70,"original",2,"1011"
"1100",77,"original",2,"1011"
"1101",59,"original",2,"1011"
"1110",66,"original",2,"1011"
"0000",76,"synthetic",2,"0111"
"0001",69,"synthetic",2,"0111"
"0010",74,"synthetic",2,"0111"
"0011",61,"synthetic",2,"0111"
"0100",63,"synthetic",2,"0111"
"0101",72,"synthetic",2,"0111"
"0110",51,"synthetic",2,"0111"
"0111",71,"synthetic",2,"0111"
"1000",72,"synthetic",2,"0111"
"1001",67,"synthetic",2,"0111"
"1010",47,"synthetic",2,"0111"
"1011",72,"synthetic",2,"0111"
"1100",102,"synthetic",2,"0111"
"1101",40,"synthetic",2,"0111"
"1110",38,"synthetic",2,"0111"
"1111",25,"synthetic",2,"0111"
"0000",69,"original",2,"0111"
"0001",60,"original",2,"0111"
"0010",79,"original",2,"0111"
"0011",62,"original",2,"0111"
"0100",68,"original",2,"0111"
"0101",64,"original",2,"0111"
"0110",60,"original",2,"0111"
"0111",76,"original",2,"0111"
"1000",74,"original",2,"0111"
"1001",63,"original",2,"0111"
"1010",54,"original",2,"0111"
"1011",69,"original",2,"0111"
"1100",77,"original",2,"0111"
"1101",59,"original",2,"0111"
"1110",66,"original",2,"0111"
"0000",76,"synthetic",2,"1111"
"0001",58,"synthetic",2,"1111"
"0010",68,"synthetic",2,"1111"
"0011",63,"synthetic",2,"1111"
"0100",62,"synthetic",2,"1111"
"0101",67,"synthetic",2,"1111"
"0110",62,"synthetic",2,"1111"
"0111",71,"synthetic",2,"1111"
"1000",77,"synthetic",2,"1111"
"1001",86,"synthetic",2,"1111"
"1010",64,"synthetic",2,"1111"
"1011",61,"synthetic",2,"1111"
"1100",96,"synthetic",2,"1111"
"1101",32,"synthetic",2,"1111"
"1110",39,"synthetic",2,"1111"
"1111",18,"synthetic",2,"1111"
"0000",69,"original",2,"1111"
"0001",60,"original",2,"1111"
"0010",79,"original",2,"1111"
"0011",62,"original",2,"1111"
"0100",68,"original",2,"1111"
"0101",64,"original",2,"1111"
"0110",60,"original",2,"1111"
"0111",75,"original",2,"1111"
"1000",74,"original",2,"1111"
"1001",63,"original",2,"1111"
"1010",54,"original",2,"1111"
"1011",69,"original",2,"1111"
"1100",77,"original",2,"1111"
"1101",59,"original",2,"1111"
"1110",66,"original",2,"1111"
"1111",1,"original",2,"1111"
"0000",69,"synthetic",3,"0000"
"0001",65,"synthetic",3,"0000"
"0010",69,"synthetic",3,"0000"
"0011",52,"synthetic",3,"0000"
"0100",64,"synthetic",3,"0000"
"0101",57,"synthetic",3,"0000"
"0110",68,"synthetic",3,"0000"
"0111",74,"synthetic",3,"0000"
"1000",68,"synthetic",3,"0000"
"1001",68,"synthetic",3,"0000"
"1010",54,"synthetic",3,"0000"
"1011",88,"synthetic",3,"0000"
"1100",109,"synthetic",3,"0000"
"1101",35,"synthetic",3,"0000"
"1110",41,"synthetic",3,"0000"
"1111",19,"synthetic",3,"0000"
"0000",70,"original",3,"0000"
"0001",60,"original",3,"0000"
"0010",79,"original",3,"0000"
"0011",62,"original",3,"0000"
"0100",68,"original",3,"0000"
"0101",64,"original",3,"0000"
"0110",60,"original",3,"0000"
"0111",75,"original",3,"0000"
"1000",74,"original",3,"0000"
"1001",63,"original",3,"0000"
"1010",54,"original",3,"0000"
"1011",69,"original",3,"0000"
"1100",77,"original",3,"0000"
"1101",59,"original",3,"0000"
"1110",66,"original",3,"0000"
"0000",70,"synthetic",3,"1000"
"0001",56,"synthetic",3,"1000"
"0010",95,"synthetic",3,"1000"
"0011",66,"synthetic",3,"1000"
"0100",71,"synthetic",3,"1000"
"0101",55,"synthetic",3,"1000"
"0110",49,"synthetic",3,"1000"
"0111",77,"synthetic",3,"1000"
"1000",66,"synthetic",3,"1000"
"1001",54,"synthetic",3,"1000"
"1010",59,"synthetic",3,"1000"
"1011",67,"synthetic",3,"1000"
"1100",100,"synthetic",3,"1000"
"1101",41,"synthetic",3,"1000"
"1110",52,"synthetic",3,"1000"
"1111",22,"synthetic",3,"1000"
"0000",69,"original",3,"1000"
"0001",60,"original",3,"1000"
"0010",79,"original",3,"1000"
"0011",62,"original",3,"1000"
"0100",68,"original",3,"1000"
"0101",64,"original",3,"1000"
"0110",60,"original",3,"1000"
"0111",75,"original",3,"1000"
"1000",75,"original",3,"1000"
"1001",63,"original",3,"1000"
"1010",54,"original",3,"1000"
"1011",69,"original",3,"1000"
"1100",77,"original",3,"1000"
"1101",59,"original",3,"1000"
"1110",66,"original",3,"1000"
"0000",69,"synthetic",3,"0100"
"0001",66,"synthetic",3,"0100"
"0010",78,"synthetic",3,"0100"
"0011",67,"synthetic",3,"0100"
"0100",62,"synthetic",3,"0100"
"0101",63,"synthetic",3,"0100"
"0110",74,"synthetic",3,"0100"
"0111",71,"synthetic",3,"0100"
"1000",81,"synthetic",3,"0100"
"1001",62,"synthetic",3,"0100"
"1010",61,"synthetic",3,"0100"
"1011",75,"synthetic",3,"0100"
"1100",82,"synthetic",3,"0100"
"1101",37,"synthetic",3,"0100"
"1110",33,"synthetic",3,"0100"
"1111",19,"synthetic",3,"0100"
"0000",69,"original",3,"0100"
"0001",60,"original",3,"0100"
"0010",79,"original",3,"0100"
"0011",62,"original",3,"0100"
"0100",69,"original",3,"0100"
"0101",64,"original",3,"0100"
"0110",60,"original",3,"0100"
"0111",75,"original",3,"0100"
"1000",74,"original",3,"0100"
"1001",63,"original",3,"0100"
"1010",54,"original",3,"0100"
"1011",69,"original",3,"0100"
"1100",77,"original",3,"0100"
"1101",59,"original",3,"0100"
"1110",66,"original",3,"0100"
"0000",77,"synthetic",3,"1100"
"0001",60,"synthetic",3,"1100"
"0010",74,"synthetic",3,"1100"
"0011",54,"synthetic",3,"1100"
"0100",73,"synthetic",3,"1100"
"0101",62,"synthetic",3,"1100"
"0110",51,"synthetic",3,"1100"
"0111",62,"synthetic",3,"1100"
"1000",70,"synthetic",3,"1100"
"1001",60,"synthetic",3,"1100"
"1010",56,"synthetic",3,"1100"
"1011",67,"synthetic",3,"1100"
"1100",126,"synthetic",3,"1100"
"1101",43,"synthetic",3,"1100"
"1110",44,"synthetic",3,"1100"
"1111",21,"synthetic",3,"1100"
"0000",69,"original",3,"1100"
"0001",60,"original",3,"1100"
"0010",79,"original",3,"1100"
"0011",62,"original",3,"1100"
"0100",68,"original",3,"1100"
"0101",64,"original",3,"1100"
"0110",60,"original",3,"1100"
"0111",75,"original",3,"1100"
"1000",74,"original",3,"1100"
"1001",63,"original",3,"1100"
"1010",54,"original",3,"1100"
"1011",69,"original",3,"1100"
"1100",78,"original",3,"1100"
"1101",59,"original",3,"1100"
"1110",66,"original",3,"1100"
"0000",77,"synthetic",3,"0010"
"0001",73,"synthetic",3,"0010"
"0010",61,"synthetic",3,"0010"
"0011",51,"synthetic",3,"0010"
"0100",71,"synthetic",3,"0010"
"0101",57,"synthetic",3,"0010"
"0110",62,"synthetic",3,"0010"
"0111",82,"synthetic",3,"0010"
"1000",69,"synthetic",3,"0010"
"1001",67,"synthetic",3,"0010"
"1010",66,"synthetic",3,"0010"
"1011",76,"synthetic",3,"0010"
"1100",92,"synthetic",3,"0010"
"1101",33,"synthetic",3,"0010"
"1110",45,"synthetic",3,"0010"
"1111",18,"synthetic",3,"0010"
"0000",69,"original",3,"0010"
"0001",60,"original",3,"0010"
"0010",80,"original",3,"0010"
"0011",62,"original",3,"0010"
"0100",68,"original",3,"0010"
"0101",64,"original",3,"0010"
"0110",60,"original",3,"0010"
"0111",75,"original",3,"0010"
"1000",74,"original",3,"0010"
"1001",63,"original",3,"0010"
"1010",54,"original",3,"0010"
"1011",69,"original",3,"0010"
"1100",77,"original",3,"0010"
"1101",59,"original",3,"0010"
"1110",66,"original",3,"0010"
"0000",62,"synthetic",3,"1010"
"0001",66,"synthetic",3,"1010"
"0010",76,"synthetic",3,"1010"
"0011",75,"synthetic",3,"1010"
"0100",70,"synthetic",3,"1010"
"0101",64,"synthetic",3,"1010"
"0110",62,"synthetic",3,"1010"
"0111",59,"synthetic",3,"1010"
"1000",71,"synthetic",3,"1010"
"1001",70,"synthetic",3,"1010"
"1010",62,"synthetic",3,"1010"
"1011",77,"synthetic",3,"1010"
"1100",93,"synthetic",3,"1010"
"1101",27,"synthetic",3,"1010"
"1110",50,"synthetic",3,"1010"
"1111",16,"synthetic",3,"1010"
"0000",69,"original",3,"1010"
"0001",60,"original",3,"1010"
"0010",79,"original",3,"1010"
"0011",62,"original",3,"1010"
"0100",68,"original",3,"1010"
"0101",64,"original",3,"1010"
"0110",60,"original",3,"1010"
"0111",75,"original",3,"1010"
"1000",74,"original",3,"1010"
"1001",63,"original",3,"1010"
"1010",55,"original",3,"1010"
"1011",69,"original",3,"1010"
"1100",77,"original",3,"1010"
"1101",59,"original",3,"1010"
"1110",66,"original",3,"1010"
"0000",74,"synthetic",3,"0110"
"0001",60,"synthetic",3,"0110"
"0010",87,"synthetic",3,"0110"
"0011",68,"synthetic",3,"0110"
"0100",60,"synthetic",3,"0110"
"0101",60,"synthetic",3,"0110"
"0110",67,"synthetic",3,"0110"
"0111",56,"synthetic",3,"0110"
"1000",79,"synthetic",3,"0110"
"1001",70,"synthetic",3,"0110"
"1010",47,"synthetic",3,"0110"
"1011",69,"synthetic",3,"0110"
"1100",95,"synthetic",3,"0110"
"1101",37,"synthetic",3,"0110"
"1110",52,"synthetic",3,"0110"
"1111",19,"synthetic",3,"0110"
"0000",69,"original",3,"0110"
"0001",60,"original",3,"0110"
"0010",79,"original",3,"0110"
"0011",62,"original",3,"0110"
"0100",68,"original",3,"0110"
"0101",64,"original",3,"0110"
"0110",61,"original",3,"0110"
"0111",75,"original",3,"0110"
"1000",74,"original",3,"0110"
"1001",63,"original",3,"0110"
"1010",54,"original",3,"0110"
"1011",69,"original",3,"0110"
"1100",77,"original",3,"0110"
"1101",59,"original",3,"0110"
"1110",66,"original",3,"0110"
"0000",59,"synthetic",3,"1110"
"0001",67,"synthetic",3,"1110"
"0010",67,"synthetic",3,"1110"
"0011",69,"synthetic",3,"1110"
"0100",81,"synthetic",3,"1110"
"0101",67,"synthetic",3,"1110"
"0110",53,"synthetic",3,"1110"
"0111",88,"synthetic",3,"1110"
"1000",68,"synthetic",3,"1110"
"1001",69,"synthetic",3,"1110"
"1010",59,"synthetic",3,"1110"
"1011",66,"synthetic",3,"1110"
"1100",76,"synthetic",3,"1110"
"1101",38,"synthetic",3,"1110"
"1110",49,"synthetic",3,"1110"
"1111",24,"synthetic",3,"1110"
"0000",69,"original",3,"1110"
"0001",60,"original",3,"1110"
"0010",79,"original",3,"1110"
"0011",62,"original",3,"1110"
"0100",68,"original",3,"1110"
"0101",64,"original",3,"1110"
"0110",60,"original",3,"1110"
"0111",75,"original",3,"1110"
"1000",74,"original",3,"1110"
"1001",63,"original",3,"1110"
"1010",54,"original",3,"1110"
"1011",69,"original",3,"1110"
"1100",77,"original",3,"1110"
"1101",59,"original",3,"1110"
"1110",67,"original",3,"1110"
"0000",65,"synthetic",3,"0001"
"0001",54,"synthetic",3,"0001"
"0010",76,"synthetic",3,"0001"
"0011",49,"synthetic",3,"0001"
"0100",73,"synthetic",3,"0001"
"0101",75,"synthetic",3,"0001"
"0110",57,"synthetic",3,"0001"
"0111",89,"synthetic",3,"0001"
"1000",78,"synthetic",3,"0001"
"1001",60,"synthetic",3,"0001"
"1010",49,"synthetic",3,"0001"
"1011",74,"synthetic",3,"0001"
"1100",101,"synthetic",3,"0001"
"1101",38,"synthetic",3,"0001"
"1110",41,"synthetic",3,"0001"
"1111",21,"synthetic",3,"0001"
"0000",69,"original",3,"0001"
"0001",61,"original",3,"0001"
"0010",79,"original",3,"0001"
"0011",62,"original",3,"0001"
"0100",68,"original",3,"0001"
"0101",64,"original",3,"0001"
"0110",60,"original",3,"0001"
"0111",75,"original",3,"0001"
"1000",74,"original",3,"0001"
"1001",63,"original",3,"0001"
"1010",54,"original",3,"0001"
"1011",69,"original",3,"0001"
"1100",77,"original",3,"0001"
"1101",59,"original",3,"0001"
"1110",66,"original",3,"0001"
"0000",54,"synthetic",3,"1001"
"0001",50,"synthetic",3,"1001"
"0010",80,"synthetic",3,"1001"
"0011",63,"synthetic",3,"1001"
"0100",75,"synthetic",3,"1001"
"0101",67,"synthetic",3,"1001"
"0110",80,"synthetic",3,"1001"
"0111",69,"synthetic",3,"1001"
"1000",69,"synthetic",3,"1001"
"1001",72,"synthetic",3,"1001"
"1010",45,"synthetic",3,"1001"
"1011",73,"synthetic",3,"1001"
"1100",107,"synthetic",3,"1001"
"1101",38,"synthetic",3,"1001"
"1110",35,"synthetic",3,"1001"
"1111",23,"synthetic",3,"1001"
"0000",69,"original",3,"1001"
"0001",60,"original",3,"1001"
"0010",79,"original",3,"1001"
"0011",62,"original",3,"1001"
"0100",68,"original",3,"1001"
"0101",64,"original",3,"1001"
"0110",60,"original",3,"1001"
"0111",75,"original",3,"1001"
"1000",74,"original",3,"1001"
"1001",64,"original",3,"1001"
"1010",54,"original",3,"1001"
"1011",69,"original",3,"1001"
"1100",77,"original",3,"1001"
"1101",59,"original",3,"1001"
"1110",66,"original",3,"1001"
"0000",70,"synthetic",3,"0101"
"0001",53,"synthetic",3,"0101"
"0010",80,"synthetic",3,"0101"
"0011",61,"synthetic",3,"0101"
"0100",76,"synthetic",3,"0101"
"0101",65,"synthetic",3,"0101"
"0110",75,"synthetic",3,"0101"
"0111",66,"synthetic",3,"0101"
"1000",77,"synthetic",3,"0101"
"1001",61,"synthetic",3,"0101"
"1010",44,"synthetic",3,"0101"
"1011",69,"synthetic",3,"0101"
"1100",100,"synthetic",3,"0101"
"1101",32,"synthetic",3,"0101"
"1110",49,"synthetic",3,"0101"
"1111",22,"synthetic",3,"0101"
"0000",69,"original",3,"0101"
"0001",60,"original",3,"0101"
"0010",79,"original",3,"0101"
"0011",62,"original",3,"0101"
"0100",68,"original",3,"0101"
"0101",65,"original",3,"0101"
"0110",60,"original",3,"0101"
"0111",75,"original",3,"0101"
"1000",74,"original",3,"0101"
"1001",63,"original",3,"0101"
"1010",54,"original",3,"0101"
"1011",69,"original",3,"0101"
"1100",77,"original",3,"0101"
"1101",59,"original",3,"0101"
"1110",66,"original",3,"0101"
"0000",60,"synthetic",3,"1101"
"0001",58,"synthetic",3,"1101"
"0010",94,"synthetic",3,"1101"
"0011",56,"synthetic",3,"1101"
"0100",92,"synthetic",3,"1101"
"0101",59,"synthetic",3,"1101"
"0110",47,"synthetic",3,"1101"
"0111",72,"synthetic",3,"1101"
"1000",83,"synthetic",3,"1101"
"1001",64,"synthetic",3,"1101"
"1010",52,"synthetic",3,"1101"
"1011",79,"synthetic",3,"1101"
"1100",88,"synthetic",3,"1101"
"1101",30,"synthetic",3,"1101"
"1110",49,"synthetic",3,"1101"
"1111",17,"synthetic",3,"1101"
"0000",69,"original",3,"1101"
"0001",60,"original",3,"1101"
"0010",79,"original",3,"1101"
"0011",62,"original",3,"1101"
"0100",68,"original",3,"1101"
"0101",64,"original",3,"1101"
"0110",60,"original",3,"1101"
"0111",75,"original",3,"1101"
"1000",74,"original",3,"1101"
"1001",63,"original",3,"1101"
"1010",54,"original",3,"1101"
"1011",69,"original",3,"1101"
"1100",77,"original",3,"1101"
"1101",60,"original",3,"1101"
"1110",66,"original",3,"1101"
"0000",67,"synthetic",3,"0011"
"0001",50,"synthetic",3,"0011"
"0010",84,"synthetic",3,"0011"
"0011",56,"synthetic",3,"0011"
"0100",70,"synthetic",3,"0011"
"0101",61,"synthetic",3,"0011"
"0110",58,"synthetic",3,"0011"
"0111",80,"synthetic",3,"0011"
"1000",80,"synthetic",3,"0011"
"1001",63,"synthetic",3,"0011"
"1010",53,"synthetic",3,"0011"
"1011",65,"synthetic",3,"0011"
"1100",99,"synthetic",3,"0011"
"1101",44,"synthetic",3,"0011"
"1110",49,"synthetic",3,"0011"
"1111",21,"synthetic",3,"0011"
"0000",69,"original",3,"0011"
"0001",60,"original",3,"0011"
"0010",79,"original",3,"0011"
"0011",63,"original",3,"0011"
"0100",68,"original",3,"0011"
"0101",64,"original",3,"0011"
"0110",60,"original",3,"0011"
"0111",75,"original",3,"0011"
"1000",74,"original",3,"0011"
"1001",63,"original",3,"0011"
"1010",54,"original",3,"0011"
"1011",69,"original",3,"0011"
"1100",77,"original",3,"0011"
"1101",59,"original",3,"0011"
"1110",66,"original",3,"0011"
"0000",67,"synthetic",3,"1011"
"0001",59,"synthetic",3,"1011"
"0010",95,"synthetic",3,"1011"
"0011",53,"synthetic",3,"1011"
"0100",66,"synthetic",3,"1011"
"0101",63,"synthetic",3,"1011"
"0110",73,"synthetic",3,"1011"
"0111",70,"synthetic",3,"1011"
"1000",64,"synthetic",3,"1011"
"1001",53,"synthetic",3,"1011"
"1010",60,"synthetic",3,"1011"
"1011",70,"synthetic",3,"1011"
"1100",95,"synthetic",3,"1011"
"1101",44,"synthetic",3,"1011"
"1110",47,"synthetic",3,"1011"
"1111",21,"synthetic",3,"1011"
"0000",69,"original",3,"1011"
"0001",60,"original",3,"1011"
"0010",79,"original",3,"1011"
"0011",62,"original",3,"1011"
"0100",68,"original",3,"1011"
"0101",64,"original",3,"1011"
"0110",60,"original",3,"1011"
"0111",75,"original",3,"1011"
"1000",74,"original",3,"1011"
"1001",63,"original",3,"1011"
"1010",54,"original",3,"1011"
"1011",70,"original",3,"1011"
"1100",77,"original",3,"1011"
"1101",59,"original",3,"1011"
"1110",66,"original",3,"1011"
"0000",75,"synthetic",3,"0111"
"0001",57,"synthetic",3,"0111"
"0010",81,"synthetic",3,"0111"
"0011",60,"synthetic",3,"0111"
"0100",66,"synthetic",3,"0111"
"0101",72,"synthetic",3,"0111"
"0110",48,"synthetic",3,"0111"
"0111",65,"synthetic",3,"0111"
"1000",70,"synthetic",3,"0111"
"1001",71,"synthetic",3,"0111"
"1010",47,"synthetic",3,"0111"
"1011",74,"synthetic",3,"0111"
"1100",105,"synthetic",3,"0111"
"1101",50,"synthetic",3,"0111"
"1110",43,"synthetic",3,"0111"
"1111",16,"synthetic",3,"0111"
"0000",69,"original",3,"0111"
"0001",60,"original",3,"0111"
"0010",79,"original",3,"0111"
"0011",62,"original",3,"0111"
"0100",68,"original",3,"0111"
"0101",64,"original",3,"0111"
"0110",60,"original",3,"0111"
"0111",76,"original",3,"0111"
"1000",74,"original",3,"0111"
"1001",63,"original",3,"0111"
"1010",54,"original",3,"0111"
"1011",69,"original",3,"0111"
"1100",77,"original",3,"0111"
"1101",59,"original",3,"0111"
"1110",66,"original",3,"0111"
"0000",67,"synthetic",3,"1111"
"0001",48,"synthetic",3,"1111"
"0010",77,"synthetic",3,"1111"
"0011",63,"synthetic",3,"1111"
"0100",71,"synthetic",3,"1111"
"0101",65,"synthetic",3,"1111"
"0110",58,"synthetic",3,"1111"
"0111",71,"synthetic",3,"1111"
"1000",77,"synthetic",3,"1111"
"1001",79,"synthetic",3,"1111"
"1010",52,"synthetic",3,"1111"
"1011",80,"synthetic",3,"1111"
"1100",82,"synthetic",3,"1111"
"1101",48,"synthetic",3,"1111"
"1110",39,"synthetic",3,"1111"
"1111",23,"synthetic",3,"1111"
"0000",69,"original",3,"1111"
"0001",60,"original",3,"1111"
"0010",79,"original",3,"1111"
"0011",62,"original",3,"1111"
"0100",68,"original",3,"1111"
"0101",64,"original",3,"1111"
"0110",60,"original",3,"1111"
"0111",75,"original",3,"1111"
"1000",74,"original",3,"1111"
"1001",63,"original",3,"1111"
"1010",54,"original",3,"1111"
"1011",69,"original",3,"1111"
"1100",77,"original",3,"1111"
"1101",59,"original",3,"1111"
"1110",66,"original",3,"1111"
"1111",1,"original",3,"1111"
"0000",62,"synthetic",4,"0000"
"0001",66,"synthetic",4,"0000"
"0010",80,"synthetic",4,"0000"
"0011",53,"synthetic",4,"0000"
"0100",62,"synthetic",4,"0000"
"0101",61,"synthetic",4,"0000"
"0110",66,"synthetic",4,"0000"
"0111",87,"synthetic",4,"0000"
"1000",82,"synthetic",4,"0000"
"1001",55,"synthetic",4,"0000"
"1010",54,"synthetic",4,"0000"
"1011",67,"synthetic",4,"0000"
"1100",101,"synthetic",4,"0000"
"1101",46,"synthetic",4,"0000"
"1110",38,"synthetic",4,"0000"
"1111",20,"synthetic",4,"0000"
"0000",70,"original",4,"0000"
"0001",60,"original",4,"0000"
"0010",79,"original",4,"0000"
"0011",62,"original",4,"0000"
"0100",68,"original",4,"0000"
"0101",64,"original",4,"0000"
"0110",60,"original",4,"0000"
"0111",75,"original",4,"0000"
"1000",74,"original",4,"0000"
"1001",63,"original",4,"0000"
"1010",54,"original",4,"0000"
"1011",69,"original",4,"0000"
"1100",77,"original",4,"0000"
"1101",59,"original",4,"0000"
"1110",66,"original",4,"0000"
"0000",75,"synthetic",4,"1000"
"0001",60,"synthetic",4,"1000"
"0010",80,"synthetic",4,"1000"
"0011",57,"synthetic",4,"1000"
"0100",77,"synthetic",4,"1000"
"0101",49,"synthetic",4,"1000"
"0110",54,"synthetic",4,"1000"
"0111",71,"synthetic",4,"1000"
"1000",82,"synthetic",4,"1000"
"1001",61,"synthetic",4,"1000"
"1010",44,"synthetic",4,"1000"
"1011",67,"synthetic",4,"1000"
"1100",106,"synthetic",4,"1000"
"1101",50,"synthetic",4,"1000"
"1110",48,"synthetic",4,"1000"
"1111",19,"synthetic",4,"1000"
"0000",69,"original",4,"1000"
"0001",60,"original",4,"1000"
"0010",79,"original",4,"1000"
"0011",62,"original",4,"1000"
"0100",68,"original",4,"1000"
"0101",64,"original",4,"1000"
"0110",60,"original",4,"1000"
"0111",75,"original",4,"1000"
"1000",75,"original",4,"1000"
"1001",63,"original",4,"1000"
"1010",54,"original",4,"1000"
"1011",69,"original",4,"1000"
"1100",77,"original",4,"1000"
"1101",59,"original",4,"1000"
"1110",66,"original",4,"1000"
"0000",82,"synthetic",4,"0100"
"0001",53,"synthetic",4,"0100"
"0010",75,"synthetic",4,"0100"
"0011",61,"synthetic",4,"0100"
"0100",50,"synthetic",4,"0100"
"0101",64,"synthetic",4,"0100"
"0110",74,"synthetic",4,"0100"
"0111",71,"synthetic",4,"0100"
"1000",75,"synthetic",4,"0100"
"1001",64,"synthetic",4,"0100"
"1010",61,"synthetic",4,"0100"
"1011",78,"synthetic",4,"0100"
"1100",80,"synthetic",4,"0100"
"1101",39,"synthetic",4,"0100"
"1110",48,"synthetic",4,"0100"
"1111",25,"synthetic",4,"0100"
"0000",69,"original",4,"0100"
"0001",60,"original",4,"0100"
"0010",79,"original",4,"0100"
"0011",62,"original",4,"0100"
"0100",69,"original",4,"0100"
"0101",64,"original",4,"0100"
"0110",60,"original",4,"0100"
"0111",75,"original",4,"0100"
"1000",74,"original",4,"0100"
"1001",63,"original",4,"0100"
"1010",54,"original",4,"0100"
"1011",69,"original",4,"0100"
"1100",77,"original",4,"0100"
"1101",59,"original",4,"0100"
"1110",66,"original",4,"0100"
"0000",66,"synthetic",4,"1100"
"0001",52,"synthetic",4,"1100"
"0010",69,"synthetic",4,"1100"
"0011",77,"synthetic",4,"1100"
"0100",60,"synthetic",4,"1100"
"0101",74,"synthetic",4,"1100"
"0110",70,"synthetic",4,"1100"
