sex,age,income,edu
MALE,16,1422.0,PRIMARY/NO EDUCATION
FEMALE,41,965.0,SECONDARY
MALE,46,4175.0,SECONDARY
FEMALE,26,1102.0,POST-SECONDARY OR HIGHER
FEMALE,22,1867.0,VOCATIONAL/GRAMMAR
MALE,25,441.0,SECONDARY
FEMALE,82,804.0,VOCATIONAL/GRAMMAR
MALE,27,2613.0,SECONDARY
MALE,86,2146.0,VOCATIONAL/GRAMMAR
MALE,39,866.0,SECONDARY
MALE,73,397.0,VOCATIONAL/GRAMMAR
FEMALE,66,1455.0,VOCATIONAL/GRAMMAR
MALE,26,,VOCATIONAL/GRAMMAR
MALE,16,1115.0,SECONDARY
FEMALE,50,,PRIMARY/NO EDUCATION
FEMALE,26,1389.0,POST-SECONDARY OR HIGHER
MALE,85,216.0,VOCATIONAL/GRAMMAR
FEMALE,39,,SECONDARY
MALE,90,717.0,PRIMARY/NO EDUCATION
MALE,80,3408.0,VOCATIONAL/GRAMMAR
FEMALE,23,1104.0,VOCATIONAL/GRAMMAR
FEMALE,61,1335.0,SECONDARY
FEMALE,30,1431.0,SECONDARY
MALE,40,-8.0,VOCATIONAL/GRAMMAR
FEMALE,21,1484.0,VOCATIONAL/GRAMMAR
MALE,64,833.0,SECONDARY
MALE,48,,POST-SECONDARY OR HIGHER
MALE,42,1013.0,PRIMARY/NO EDUCATION
MALE,81,597.0,VOCATIONAL/GRAMMAR
MALE,39,1586.0,VOCATIONAL/GRAMMAR
MALE,50,3763.0,VOCATIONAL/GRAMMAR
FEMALE,23,841.0,SECONDARY
FEMALE,19,1337.0,VOCATIONAL/GRAMMAR
FEMALE,49,,VOCATIONAL/GRAMMAR
FEMALE,41,4483.0,PRIMARY/NO EDUCATION
MALE,66,782.0,VOCATIONAL/GRAMMAR
MALE,25,57.0,
FEMALE,36,1548.0,PRIMARY/NO EDUCATION
FEMALE,61,911.0,VOCATIONAL/GRAMMAR
MALE,68,,SECONDARY
MALE,57,1144.0,VOCATIONAL/GRAMMAR
FEMALE,34,1159.0,POST-SECONDARY OR HIGHER
FEMALE,49,1869.0,
MALE,55,,SECONDARY
FEMALE,52,2139.0,POST-SECONDARY OR HIGHER
FEMALE,24,,SECONDARY
MALE,33,-8.0,SECONDARY
MALE,31,764.0,POST-SECONDARY OR HIGHER
MALE,27,531.0,PRIMARY/NO EDUCATION
FEMALE,66,1265.0,
FEMALE,57,1929.0,VOCATIONAL/GRAMMAR
FEMALE,50,1424.0,VOCATIONAL/GRAMMAR
MALE,27,746.0,PRIMARY/NO EDUCATION
FEMALE,26,1496.0,SECONDARY
MALE,16,2620.0,PRIMARY/NO EDUCATION
MALE,78,470.0,POST-SECONDARY OR HIGHER
MALE,21,625.0,VOCATIONAL/GRAMMAR
MALE,16,1581.0,PRIMARY/NO EDUCATION
MALE,37,171.0,PRIMARY/NO EDUCATION
FEMALE,59,2237.0,SECONDARY
FEMALE,57,1843.0,SECONDARY
MALE,41,1157.0,SECONDARY
FEMALE,78,477.0,SECONDARY
MALE,47,1797.0,VOCATIONAL/GRAMMAR
MALE,38,742.0,VOCATIONAL/GRAMMAR
FEMALE,68,,POST-SECONDARY OR HIGHER
FEMALE,57,1501.0,VOCATIONAL/GRAMMAR
FEMALE,48,972.0,POST-SECONDARY OR HIGHER
MALE,47,375.0,VOCATIONAL/GRAMMAR
MALE,51,,POST-SECONDARY OR HIGHER
MALE,32,1386.0,VOCATIONAL/GRAMMAR
FEMALE,62,1178.0,POST-SECONDARY OR HIGHER
MALE,57,1392.0,SECONDARY
FEMALE,51,596.0,VOCATIONAL/GRAMMAR
MALE,21,885.0,VOCATIONAL/GRAMMAR
MALE,71,218.0,SECONDARY
MALE,39,64.0,VOCATIONAL/GRAMMAR
FEMALE,52,527.0,SECONDARY
MALE,20,547.0,PRIMARY/NO EDUCATION
FEMALE,64,608.0,VOCATIONAL/GRAMMAR
MALE,22,1140.0,PRIMARY/NO EDUCATION
MALE,23,,VOCATIONAL/GRAMMAR
FEMALE,35,1435.0,VOCATIONAL/GRAMMAR
FEMALE,25,2052.0,VOCATIONAL/GRAMMAR
FEMALE,16,-8.0,
MALE,57,1070.0,VOCATIONAL/GRAMMAR
MALE,44,2004.0,SECONDARY
FEMALE,17,1122.0,VOCATIONAL/GRAMMAR
FEMALE,17,670.0,VOCATIONAL/GRAMMAR
FEMALE,24,547.0,SECONDARY
MALE,44,-8.0,PRIMARY/NO EDUCATION
FEMALE,41,450.0,POST-SECONDARY OR HIGHER
MALE,38,1023.0,VOCATIONAL/GRAMMAR
MALE,78,896.0,SECONDARY
MALE,36,3353.0,PRIMARY/NO EDUCATION
FEMALE,70,1070.0,POST-SECONDARY OR HIGHER
FEMALE,55,1498.0,VOCATIONAL/GRAMMAR
FEMALE,25,327.0,SECONDARY
MALE,60,,SECONDARY
MALE,44,1145.0,POST-SECONDARY OR HIGHER
FEMALE,30,897.0,
MALE,53,1241.0,PRIMARY/NO EDUCATION
FEMALE,38,1840.0,VOCATIONAL/GRAMMAR
FEMALE,38,-8.0,POST-SECONDARY OR HIGHER
FEMALE,80,1447.0,PRIMARY/NO EDUCATION
FEMALE,35,156.0,VOCATIONAL/GRAMMAR
FEMALE,29,,VOCATIONAL/GRAMMAR
FEMALE,25,243.0,
FEMALE,37,1147.0,VOCATIONAL/GRAMMAR
FEMALE,71,1088.0,SECONDARY
MALE,56,1543.0,SECONDARY
MALE,67,226.0,SECONDARY
MALE,44,,POST-SECONDARY OR HIGHER
FEMALE,52,1299.0,POST-SECONDARY OR HIGHER
FEMALE,75,,POST-SECONDARY OR HIGHER
MALE,16,1242.0,SECONDARY
MALE,30,178.0,SECONDARY
FEMALE,84,1280.0,POST-SECONDARY OR HIGHER
MALE,48,217.0,VOCATIONAL/GRAMMAR
MALE,67,1243.0,VOCATIONAL/GRAMMAR
FEMALE,24,2623.0,PRIMARY/NO EDUCATION
MALE,67,1214.0,SECONDARY
MALE,27,1247.0,PRIMARY/NO EDUCATION
MALE,68,91.0,PRIMARY/NO EDUCATION
MALE,25,321.0,VOCATIONAL/GRAMMAR
FEMALE,18,402.0,VOCATIONAL/GRAMMAR
FEMALE,59,1584.0,VOCATIONAL/GRAMMAR
FEMALE,68,1319.0,PRIMARY/NO EDUCATION
MALE,55,904.0,SECONDARY
MALE,63,1318.0,VOCATIONAL/GRAMMAR
FEMALE,30,171.0,VOCATIONAL/GRAMMAR
FEMALE,52,603.0,POST-SECONDARY OR HIGHER
FEMALE,24,211.0,POST-SECONDARY OR HIGHER
FEMALE,53,18.0,VOCATIONAL/GRAMMAR
FEMALE,24,79.0,PRIMARY/NO EDUCATION
FEMALE,56,2260.0,VOCATIONAL/GRAMMAR
FEMALE,86,711.0,POST-SECONDARY OR HIGHER
MALE,70,41.0,PRIMARY/NO EDUCATION
FEMALE,52,1055.0,SECONDARY
FEMALE,71,2067.0,POST-SECONDARY OR HIGHER
FEMALE,16,1534.0,SECONDARY
FEMALE,38,1629.0,VOCATIONAL/GRAMMAR
MALE,23,941.0,VOCATIONAL/GRAMMAR
MALE,28,708.0,VOCATIONAL/GRAMMAR
FEMALE,29,749.0,PRIMARY/NO EDUCATION
FEMALE,82,1447.0,VOCATIONAL/GRAMMAR
FEMALE,42,447.0,VOCATIONAL/GRAMMAR
MALE,24,887.0,VOCATIONAL/GRAMMAR
MALE,51,1047.0,SECONDARY
FEMALE,25,5073.0,POST-SECONDARY OR HIGHER
MALE,21,2065.0,PRIMARY/NO EDUCATION
FEMALE,31,-8.0,VOCATIONAL/GRAMMAR
FEMALE,25,1007.0,VOCATIONAL/GRAMMAR
MALE,30,1298.0,SECONDARY
FEMALE,66,1046.0,
FEMALE,18,718.0,VOCATIONAL/GRAMMAR
FEMALE,92,1502.0,PRIMARY/NO EDUCATION
FEMALE,16,1378.0,
MALE,23,512.0,PRIMARY/NO EDUCATION
MALE,26,122.0,PRIMARY/NO EDUCATION
MALE,73,1621.0,VOCATIONAL/GRAMMAR
FEMALE,63,921.0,PRIMARY/NO EDUCATION
FEMALE,96,1240.0,POST-SECONDARY OR HIGHER
MALE,42,1473.0,POST-SECONDARY OR HIGHER
FEMALE,17,-8.0,SECONDARY
FEMALE,20,695.0,PRIMARY/NO EDUCATION
FEMALE,42,1331.0,SECONDARY
MALE,20,665.0,VOCATIONAL/GRAMMAR
MALE,17,269.0,POST-SECONDARY OR HIGHER
FEMALE,62,1752.0,POST-SECONDARY OR HIGHER
FEMALE,88,1124.0,POST-SECONDARY OR HIGHER
MALE,30,1675.0,
FEMALE,75,951.0,VOCATIONAL/GRAMMAR
FEMALE,45,1368.0,VOCATIONAL/GRAMMAR
MALE,25,1240.0,VOCATIONAL/GRAMMAR
MALE,52,174.0,PRIMARY/NO EDUCATION
FEMALE,43,951.0,PRIMARY/NO EDUCATION
FEMALE,64,612.0,VOCATIONAL/GRAMMAR
FEMALE,74,2439.0,POST-SECONDARY OR HIGHER
FEMALE,18,1102.0,POST-SECONDARY OR HIGHER
FEMALE,19,642.0,SECONDARY
MALE,42,1154.0,SECONDARY
FEMALE,68,,PRIMARY/NO EDUCATION
MALE,42,1394.0,POST-SECONDARY OR HIGHER
MALE,78,1065.0,SECONDARY
FEMALE,21,1611.0,POST-SECONDARY OR HIGHER
MALE,72,425.0,PRIMARY/NO EDUCATION
MALE,34,1349.0,VOCATIONAL/GRAMMAR
FEMALE,27,2080.0,POST-SECONDARY OR HIGHER
FEMALE,48,505.0,PRIMARY/NO EDUCATION
FEMALE,24,606.0,SECONDARY
MALE,29,1141.0,VOCATIONAL/GRAMMAR
FEMALE,71,717.0,POST-SECONDARY OR HIGHER
FEMALE,22,444.0,VOCATIONAL/GRAMMAR
FEMALE,58,60.0,
MALE,24,956.0,SECONDARY
MALE,47,1971.0,VOCATIONAL/GRAMMAR
FEMALE,21,1390.0,PRIMARY/NO EDUCATION
MALE,56,729.0,SECONDARY
MALE,30,-8.0,VOCATIONAL/GRAMMAR
MALE,38,203.0,PRIMARY/NO EDUCATION
FEMALE,21,1134.0,SECONDARY
MALE,26,,PRIMARY/NO EDUCATION
FEMALE,54,311.0,PRIMARY/NO EDUCATION
FEMALE,52,801.0,POST-SECONDARY OR HIGHER
MALE,68,1227.0,VOCATIONAL/GRAMMAR
MALE,20,914.0,POST-SECONDARY OR HIGHER
MALE,44,383.0,POST-SECONDARY OR HIGHER
MALE,30,930.0,VOCATIONAL/GRAMMAR
FEMALE,19,95.0,VOCATIONAL/GRAMMAR
FEMALE,35,,PRIMARY/NO EDUCATION
MALE,18,1419.0,SECONDARY
MALE,54,576.0,PRIMARY/NO EDUCATION
FEMALE,38,365.0,SECONDARY
MALE,41,1473.0,VOCATIONAL/GRAMMAR
FEMALE,48,769.0,VOCATIONAL/GRAMMAR
MALE,18,505.0,POST-SECONDARY OR HIGHER
FEMALE,19,1450.0,PRIMARY/NO EDUCATION
MALE,19,1358.0,POST-SECONDARY OR HIGHER
FEMALE,52,565.0,PRIMARY/NO EDUCATION
FEMALE,20,935.0,VOCATIONAL/GRAMMAR
FEMALE,65,2136.0,
FEMALE,16,2034.0,VOCATIONAL/GRAMMAR
MALE,23,2225.0,PRIMARY/NO EDUCATION
FEMALE,57,1482.0,VOCATIONAL/GRAMMAR
MALE,86,807.0,PRIMARY/NO EDUCATION
FEMALE,39,,SECONDARY
FEMALE,32,1440.0,PRIMARY/NO EDUCATION
MALE,30,2801.0,VOCATIONAL/GRAMMAR
FEMALE,28,518.0,SECONDARY
FEMALE,77,1000.0,SECONDARY
FEMALE,70,118.0,VOCATIONAL/GRAMMAR
MALE,81,227.0,PRIMARY/NO EDUCATION
MALE,32,-8.0,
MALE,33,,SECONDARY
FEMALE,71,11.0,PRIMARY/NO EDUCATION
MALE,59,1468.0,VOCATIONAL/GRAMMAR
MALE,58,694.0,PRIMARY/NO EDUCATION
MALE,38,149.0,VOCATIONAL/GRAMMAR
MALE,42,1669.0,POST-SECONDARY OR HIGHER
FEMALE,16,1674.0,VOCATIONAL/GRAMMAR
MALE,66,-8.0,SECONDARY
MALE,22,1803.0,SECONDARY
MALE,22,2490.0,PRIMARY/NO EDUCATION
FEMALE,83,592.0,VOCATIONAL/GRAMMAR
MALE,53,1916.0,SECONDARY
FEMALE,27,876.0,VOCATIONAL/GRAMMAR
MALE,25,1381.0,VOCATIONAL/GRAMMAR
FEMALE,16,836.0,PRIMARY/NO EDUCATION
FEMALE,16,1085.0,POST-SECONDARY OR HIGHER
FEMALE,40,758.0,POST-SECONDARY OR HIGHER
FEMALE,18,-8.0,VOCATIONAL/GRAMMAR
MALE,28,1227.0,POST-SECONDARY OR HIGHER
FEMALE,27,1224.0,SECONDARY
MALE,36,1035.0,PRIMARY/NO EDUCATION
MALE,25,840.0,SECONDARY
FEMALE,40,,SECONDARY
MALE,71,685.0,
MALE,67,,VOCATIONAL/GRAMMAR
FEMALE,21,831.0,VOCATIONAL/GRAMMAR
MALE,62,,VOCATIONAL/GRAMMAR
MALE,39,-8.0,POST-SECONDARY OR HIGHER
FEMALE,67,1673.0,SECONDARY
FEMALE,24,139.0,VOCATIONAL/GRAMMAR
FEMALE,21,-8.0,PRIMARY/NO EDUCATION
FEMALE,17,851.0,PRIMARY/NO EDUCATION
MALE,93,128.0,PRIMARY/NO EDUCATION
FEMALE,38,1693.0,VOCATIONAL/GRAMMAR
MALE,59,1378.0,SECONDARY
MALE,55,106.0,SECONDARY
FEMALE,27,1486.0,SECONDARY
FEMALE,33,,
MALE,59,566.0,POST-SECONDARY OR HIGHER
MALE,16,1977.0,PRIMARY/NO EDUCATION
MALE,82,1157.0,VOCATIONAL/GRAMMAR
FEMALE,30,,SECONDARY
MALE,24,949.0,SECONDARY
MALE,32,1154.0,POST-SECONDARY OR HIGHER
MALE,68,1750.0,VOCATIONAL/GRAMMAR
FEMALE,80,143.0,PRIMARY/NO EDUCATION
FEMALE,20,,PRIMARY/NO EDUCATION
FEMALE,46,-8.0,PRIMARY/NO EDUCATION
FEMALE,18,993.0,VOCATIONAL/GRAMMAR
FEMALE,78,1987.0,VOCATIONAL/GRAMMAR
MALE,56,1562.0,VOCATIONAL/GRAMMAR
FEMALE,41,865.0,PRIMARY/NO EDUCATION
FEMALE,37,1583.0,POST-SECONDARY OR HIGHER
MALE,33,979.0,VOCATIONAL/GRAMMAR
MALE,72,928.0,VOCATIONAL/GRAMMAR
FEMALE,19,438.0,POST-SECONDARY OR HIGHER
FEMALE,74,-8.0,POST-SECONDARY OR HIGHER
MALE,17,162.0,PRIMARY/NO EDUCATION
FEMALE,64,,VOCATIONAL/GRAMMAR
FEMALE,44,155.0,VOCATIONAL/GRAMMAR
MALE,29,,SECONDARY
MALE,90,1601.0,POST-SECONDARY OR HIGHER
FEMALE,53,1366.0,POST-SECONDARY OR HIGHER
FEMALE,19,1893.0,PRIMARY/NO EDUCATION
MALE,63,1828.0,VOCATIONAL/GRAMMAR
MALE,40,1663.0,SECONDARY
MALE,52,1428.0,SECONDARY
MALE,55,1512.0,PRIMARY/NO EDUCATION
FEMALE,53,2333.0,VOCATIONAL/GRAMMAR
FEMALE,57,-8.0,SECONDARY
FEMALE,95,,SECONDARY
FEMALE,23,562.0,PRIMARY/NO EDUCATION
FEMALE,27,876.0,SECONDARY
MALE,44,701.0,SECONDARY
FEMALE,49,929.0,SECONDARY
FEMALE,70,-8.0,PRIMARY/NO EDUCATION
FEMALE,52,756.0,PRIMARY/NO EDUCATION
FEMALE,23,1555.0,VOCATIONAL/GRAMMAR
MALE,51,1592.0,SECONDARY
MALE,58,1618.0,SECONDARY
MALE,32,1020.0,VOCATIONAL/GRAMMAR
FEMALE,17,1068.0,PRIMARY/NO EDUCATION
FEMALE,38,1308.0,SECONDARY
FEMALE,16,1260.0,PRIMARY/NO EDUCATION
MALE,79,,VOCATIONAL/GRAMMAR
MALE,74,195.0,SECONDARY
MALE,21,390.0,SECONDARY
FEMALE,67,43.0,POST-SECONDARY OR HIGHER
MALE,66,1658.0,SECONDARY
MALE,72,973.0,SECONDARY
FEMALE,49,1655.0,PRIMARY/NO EDUCATION
MALE,72,993.0,PRIMARY/NO EDUCATION
MALE,19,883.0,VOCATIONAL/GRAMMAR
FEMALE,22,,VOCATIONAL/GRAMMAR
FEMALE,39,697.0,POST-SECONDARY OR HIGHER
FEMALE,53,1205.0,VOCATIONAL/GRAMMAR
FEMALE,16,1668.0,VOCATIONAL/GRAMMAR
MALE,75,1331.0,VOCATIONAL/GRAMMAR
MALE,41,1129.0,POST-SECONDARY OR HIGHER
MALE,47,,SECONDARY
FEMALE,62,1283.0,PRIMARY/NO EDUCATION
MALE,53,732.0,POST-SECONDARY OR HIGHER
FEMALE,32,903.0,PRIMARY/NO EDUCATION
FEMALE,16,-8.0,VOCATIONAL/GRAMMAR
FEMALE,59,,SECONDARY
FEMALE,16,2057.0,VOCATIONAL/GRAMMAR
FEMALE,39,753.0,VOCATIONAL/GRAMMAR
MALE,46,122.0,PRIMARY/NO EDUCATION
FEMALE,39,2357.0,PRIMARY/NO EDUCATION
FEMALE,41,1807.0,VOCATIONAL/GRAMMAR
MALE,23,1397.0,VOCATIONAL/GRAMMAR
MALE,50,1012.0,VOCATIONAL/GRAMMAR
MALE,79,1541.0,POST-SECONDARY OR HIGHER
MALE,17,541.0,VOCATIONAL/GRAMMAR
MALE,33,1596.0,SECONDARY
FEMALE,48,-8.0,SECONDARY
FEMALE,22,178.0,SECONDARY
MALE,61,1819.0,POST-SECONDARY OR HIGHER
FEMALE,40,406.0,POST-SECONDARY OR HIGHER
FEMALE,63,1278.0,SECONDARY
MALE,89,1212.0,PRIMARY/NO EDUCATION
FEMALE,37,1863.0,SECONDARY
MALE,95,1354.0,POST-SECONDARY OR HIGHER
FEMALE,47,1045.0,PRIMARY/NO EDUCATION
FEMALE,61,1632.0,SECONDARY
FEMALE,63,1433.0,SECONDARY
MALE,65,1267.0,
FEMALE,20,1243.0,SECONDARY
MALE,25,1398.0,SECONDARY
FEMALE,53,43.0,VOCATIONAL/GRAMMAR
FEMALE,23,315.0,POST-SECONDARY OR HIGHER
FEMALE,34,820.0,POST-SECONDARY OR HIGHER
MALE,72,760.0,VOCATIONAL/GRAMMAR
FEMALE,33,468.0,POST-SECONDARY OR HIGHER
FEMALE,52,1387.0,POST-SECONDARY OR HIGHER
MALE,73,1318.0,POST-SECONDARY OR HIGHER
MALE,38,-8.0,SECONDARY
FEMALE,20,1669.0,VOCATIONAL/GRAMMAR
FEMALE,29,688.0,SECONDARY
MALE,64,,VOCATIONAL/GRAMMAR
FEMALE,45,650.0,SECONDARY
FEMALE,58,1324.0,VOCATIONAL/GRAMMAR
MALE,24,1529.0,PRIMARY/NO EDUCATION
MALE,48,1644.0,VOCATIONAL/GRAMMAR
FEMALE,56,,
FEMALE,51,-8.0,SECONDARY
MALE,29,1615.0,SECONDARY
FEMALE,63,1038.0,SECONDARY
MALE,49,90.0,POST-SECONDARY OR HIGHER
FEMALE,63,,VOCATIONAL/GRAMMAR
FEMALE,16,-8.0,POST-SECONDARY OR HIGHER
MALE,23,1165.0,SECONDARY
MALE,27,399.0,
FEMALE,28,1413.0,SECONDARY
FEMALE,34,1242.0,PRIMARY/NO EDUCATION
MALE,93,1262.0,SECONDARY
FEMALE,32,390.0,PRIMARY/NO EDUCATION
FEMALE,27,1476.0,VOCATIONAL/GRAMMAR
FEMALE,55,1330.0,VOCATIONAL/GRAMMAR
MALE,22,,POST-SECONDARY OR HIGHER
FEMALE,61,175.0,VOCATIONAL/GRAMMAR
MALE,24,1271.0,POST-SECONDARY OR HIGHER
MALE,21,2114.0,PRIMARY/NO EDUCATION
FEMALE,28,1121.0,POST-SECONDARY OR HIGHER
MALE,55,-8.0,SECONDARY
MALE,24,2567.0,POST-SECONDARY OR HIGHER
MALE,43,910.0,VOCATIONAL/GRAMMAR
FEMALE,79,,SECONDARY
FEMALE,81,32.0,SECONDARY
FEMALE,24,177.0,SECONDARY
MALE,25,422.0,SECONDARY
FEMALE,20,,VOCATIONAL/GRAMMAR
MALE,61,1554.0,SECONDARY
MALE,44,1599.0,SECONDARY
MALE,60,165.0,PRIMARY/NO EDUCATION
FEMALE,19,2067.0,PRIMARY/NO EDUCATION
FEMALE,36,1364.0,VOCATIONAL/GRAMMAR
MALE,67,224.0,
FEMALE,19,1120.0,
MALE,51,498.0,SECONDARY
FEMALE,75,689.0,SECONDARY
FEMALE,60,,PRIMARY/NO EDUCATION
FEMALE,20,4682.0,VOCATIONAL/GRAMMAR
FEMALE,22,788.0,PRIMARY/NO EDUCATION
FEMALE,33,495.0,VOCATIONAL/GRAMMAR
MALE,57,,PRIMARY/NO EDUCATION
FEMALE,69,,VOCATIONAL/GRAMMAR
MALE,73,,POST-SECONDARY OR HIGHER
FEMALE,23,325.0,SECONDARY
FEMALE,54,-8.0,PRIMARY/NO EDUCATION
FEMALE,29,1315.0,PRIMARY/NO EDUCATION
MALE,20,1528.0,PRIMARY/NO EDUCATION
FEMALE,66,,
FEMALE,65,1064.0,PRIMARY/NO EDUCATION
FEMALE,68,3049.0,VOCATIONAL/GRAMMAR
FEMALE,48,1113.0,PRIMARY/NO EDUCATION
MALE,40,-8.0,POST-SECONDARY OR HIGHER
FEMALE,48,328.0,POST-SECONDARY OR HIGHER
FEMALE,23,,SECONDARY
MALE,52,1309.0,PRIMARY/NO EDUCATION
MALE,32,1440.0,SECONDARY
FEMALE,23,1175.0,PRIMARY/NO EDUCATION
MALE,20,606.0,SECONDARY
FEMALE,61,662.0,POST-SECONDARY OR HIGHER
FEMALE,43,994.0,SECONDARY
MALE,64,131.0,SECONDARY
MALE,66,354.0,PRIMARY/NO EDUCATION
FEMALE,18,1932.0,SECONDARY
FEMALE,21,,VOCATIONAL/GRAMMAR
MALE,63,1149.0,PRIMARY/NO EDUCATION
MALE,26,2181.0,SECONDARY
MALE,19,,VOCATIONAL/GRAMMAR
FEMALE,24,1217.0,POST-SECONDARY OR HIGHER
MALE,36,,VOCATIONAL/GRAMMAR
FEMALE,85,1763.0,SECONDARY
MALE,43,2000.0,SECONDARY
FEMALE,61,1582.0,VOCATIONAL/GRAMMAR
FEMALE,37,-8.0,VOCATIONAL/GRAMMAR
FEMALE,25,1181.0,VOCATIONAL/GRAMMAR
MALE,19,1164.0,PRIMARY/NO EDUCATION
MALE,52,1570.0,
MALE,84,,SECONDARY
FEMALE,16,6087.0,PRIMARY/NO EDUCATION
FEMALE,83,1372.0,PRIMARY/NO EDUCATION
FEMALE,50,1450.0,POST-SECONDARY OR HIGHER
FEMALE,22,1478.0,SECONDARY
FEMALE,86,1327.0,POST-SECONDARY OR HIGHER
FEMALE,64,687.0,PRIMARY/NO EDUCATION
FEMALE,28,,PRIMARY/NO EDUCATION
FEMALE,62,1755.0,SECONDARY
FEMALE,72,1386.0,VOCATIONAL/GRAMMAR
MALE,86,,POST-SECONDARY OR HIGHER
FEMALE,54,1366.0,
MALE,63,1476.0,SECONDARY
FEMALE,28,-8.0,POST-SECONDARY OR HIGHER
FEMALE,16,1521.0,SECONDARY
MALE,46,715.0,VOCATIONAL/GRAMMAR
MALE,70,1690.0,VOCATIONAL/GRAMMAR
MALE,91,906.0,PRIMARY/NO EDUCATION
FEMALE,31,999.0,PRIMARY/NO EDUCATION
MALE,27,878.0,VOCATIONAL/GRAMMAR
FEMALE,26,1690.0,POST-SECONDARY OR HIGHER
FEMALE,56,1165.0,PRIMARY/NO EDUCATION
FEMALE,53,-8.0,SECONDARY
FEMALE,36,2310.0,VOCATIONAL/GRAMMAR
FEMALE,64,1447.0,PRIMARY/NO EDUCATION
MALE,75,119.0,POST-SECONDARY OR HIGHER
FEMALE,20,2056.0,SECONDARY
MALE,57,1635.0,POST-SECONDARY OR HIGHER
MALE,70,1425.0,PRIMARY/NO EDUCATION
MALE,29,,POST-SECONDARY OR HIGHER
MALE,54,,
MALE,38,1411.0,VOCATIONAL/GRAMMAR
MALE,27,1484.0,VOCATIONAL/GRAMMAR
MALE,67,5286.0,POST-SECONDARY OR HIGHER
FEMALE,65,1642.0,SECONDARY
FEMALE,28,651.0,VOCATIONAL/GRAMMAR
MALE,51,-1.0,PRIMARY/NO EDUCATION
MALE,24,1286.0,POST-SECONDARY OR HIGHER
FEMALE,24,631.0,PRIMARY/NO EDUCATION
FEMALE,26,,SECONDARY
MALE,70,1238.0,SECONDARY
MALE,54,750.0,POST-SECONDARY OR HIGHER
FEMALE,17,463.0,POST-SECONDARY OR HIGHER
MALE,19,4504.0,PRIMARY/NO EDUCATION
FEMALE,25,-8.0,PRIMARY/NO EDUCATION
MALE,32,424.0,SECONDARY
MALE,66,-8.0,
MALE,21,1106.0,VOCATIONAL/GRAMMAR
FEMALE,29,2875.0,SECONDARY
MALE,23,372.0,POST-SECONDARY OR HIGHER
FEMALE,29,1410.0,
FEMALE,22,1344.0,POST-SECONDARY OR HIGHER
MALE,33,2101.0,SECONDARY
FEMALE,37,1336.0,SECONDARY
MALE,77,947.0,VOCATIONAL/GRAMMAR
FEMALE,21,1613.0,PRIMARY/NO EDUCATION
MALE,94,689.0,POST-SECONDARY OR HIGHER
MALE,49,,PRIMARY/NO EDUCATION
MALE,67,1453.0,VOCATIONAL/GRAMMAR
MALE,34,2179.0,
MALE,19,527.0,SECONDARY
FEMALE,59,,VOCATIONAL/GRAMMAR
FEMALE,60,114.0,SECONDARY
FEMALE,37,,PRIMARY/NO EDUCATION
MALE,37,580.0,VOCATIONAL/GRAMMAR
FEMALE,18,612.0,POST-SECONDARY OR HIGHER
MALE,66,1443.0,SECONDARY
MALE,29,-8.0,VOCATIONAL/GRAMMAR
FEMALE,16,515.0,VOCATIONAL/GRAMMAR
FEMALE,29,1240.0,POST-SECONDARY OR HIGHER
FEMALE,24,1265.0,VOCATIONAL/GRAMMAR
MALE,48,,POST-SECONDARY OR HIGHER
MALE,31,1362.0,POST-SECONDARY OR HIGHER
MALE,52,1704.0,SECONDARY
MALE,18,1484.0,SECONDARY
FEMALE,64,481.0,VOCATIONAL/GRAMMAR
MALE,48,2173.0,VOCATIONAL/GRAMMAR
FEMALE,47,677.0,POST-SECONDARY OR HIGHER
MALE,79,315.0,PRIMARY/NO EDUCATION
FEMALE,17,326.0,SECONDARY
FEMALE,52,2447.0,VOCATIONAL/GRAMMAR
MALE,28,421.0,SECONDARY
FEMALE,24,774.0,PRIMARY/NO EDUCATION
FEMALE,16,354.0,POST-SECONDARY OR HIGHER
MALE,53,33.0,VOCATIONAL/GRAMMAR
MALE,54,2430.0,VOCATIONAL/GRAMMAR
FEMALE,27,,PRIMARY/NO EDUCATION
FEMALE,41,1098.0,VOCATIONAL/GRAMMAR
FEMALE,45,349.0,VOCATIONAL/GRAMMAR
MALE,20,184.0,VOCATIONAL/GRAMMAR
FEMALE,38,9041.0,POST-SECONDARY OR HIGHER
FEMALE,32,,VOCATIONAL/GRAMMAR
FEMALE,26,1766.0,SECONDARY
MALE,32,1731.0,VOCATIONAL/GRAMMAR
FEMALE,65,535.0,SECONDARY
FEMALE,52,1009.0,SECONDARY
MALE,70,1191.0,VOCATIONAL/GRAMMAR
FEMALE,23,,VOCATIONAL/GRAMMAR
FEMALE,36,1456.0,POST-SECONDARY OR HIGHER
MALE,28,2185.0,VOCATIONAL/GRAMMAR
MALE,20,,SECONDARY
FEMALE,41,881.0,PRIMARY/NO EDUCATION
FEMALE,55,1506.0,PRIMARY/NO EDUCATION
MALE,43,1054.0,PRIMARY/NO EDUCATION
MALE,24,1566.0,PRIMARY/NO EDUCATION
FEMALE,37,1811.0,VOCATIONAL/GRAMMAR
FEMALE,75,397.0,PRIMARY/NO EDUCATION
FEMALE,75,1575.0,POST-SECONDARY OR HIGHER
FEMALE,20,,
FEMALE,51,939.0,SECONDARY
