sex,age,income,edu
MALE,97,1509.0,PRIMARY/NO EDUCATION
FEMALE,67,1665.0,SECONDARY
MALE,45,3915.0,PRIMARY/NO EDUCATION
FEMALE,40,1729.0,POST-SECONDARY OR HIGHER
MALE,52,2315.0,VOCATIONAL/GRAMMAR
MALE,70,11458.0,SECONDARY
FEMALE,88,74.0,VOCATIONAL/GRAMMAR
MALE,29,4161.0,SECONDARY
MALE,66,3258.0,VOCATIONAL/GRAMMAR
MALE,35,1634.0,SECONDARY
MALE,66,1608.0,VOCATIONAL/GRAMMAR
MALE,59,1603.0,VOCATIONAL/GRAMMAR
MALE,96,,VOCATIONAL/GRAMMAR
MALE,95,130.0,SECONDARY
FEMALE,78,,PRIMARY/NO EDUCATION
MALE,45,1592.0,POST-SECONDARY OR HIGHER
MALE,55,111.0,VOCATIONAL/GRAMMAR
FEMALE,53,,SECONDARY
MALE,94,1594.0,PRIMARY/NO EDUCATION
FEMALE,69,3175.0,VOCATIONAL/GRAMMAR
FEMALE,58,3981.0,VOCATIONAL/GRAMMAR
FEMALE,61,1543.0,SECONDARY
FEMALE,72,1866.0,SECONDARY
MALE,47,204.0,VOCATIONAL/GRAMMAR
FEMALE,72,2211.0,PRIMARY/NO EDUCATION
FEMALE,66,1627.0,SECONDARY
MALE,39,,POST-SECONDARY OR HIGHER
MALE,62,2239.0,POST-SECONDARY OR HIGHER
MALE,88,1548.0,VOCATIONAL/GRAMMAR
FEMALE,77,2058.0,VOCATIONAL/GRAMMAR
FEMALE,77,2844.0,PRIMARY/NO EDUCATION
FEMALE,72,83.0,SECONDARY
MALE,84,1690.0,VOCATIONAL/GRAMMAR
FEMALE,32,,VOCATIONAL/GRAMMAR
FEMALE,72,1566.0,PRIMARY/NO EDUCATION
MALE,55,1170.0,VOCATIONAL/GRAMMAR
MALE,31,3494.0,
FEMALE,54,238.0,PRIMARY/NO EDUCATION
FEMALE,65,1717.0,VOCATIONAL/GRAMMAR
FEMALE,60,,SECONDARY
MALE,74,1735.0,VOCATIONAL/GRAMMAR
MALE,35,1545.0,SECONDARY
FEMALE,66,1657.0,SECONDARY
FEMALE,48,,SECONDARY
FEMALE,40,3016.0,POST-SECONDARY OR HIGHER
FEMALE,53,,SECONDARY
MALE,59,1501.0,SECONDARY
MALE,55,2474.0,POST-SECONDARY OR HIGHER
MALE,32,1374.0,PRIMARY/NO EDUCATION
FEMALE,53,1437.0,VOCATIONAL/GRAMMAR
FEMALE,73,133.0,VOCATIONAL/GRAMMAR
FEMALE,43,51.0,SECONDARY
MALE,85,1688.0,PRIMARY/NO EDUCATION
FEMALE,76,1443.0,SECONDARY
MALE,72,4134.0,PRIMARY/NO EDUCATION
MALE,97,1600.0,POST-SECONDARY OR HIGHER
MALE,69,1557.0,PRIMARY/NO EDUCATION
MALE,42,2053.0,PRIMARY/NO EDUCATION
MALE,48,1591.0,PRIMARY/NO EDUCATION
FEMALE,92,3125.0,SECONDARY
FEMALE,60,4044.0,SECONDARY
MALE,57,815.0,SECONDARY
FEMALE,67,1895.0,SECONDARY
MALE,54,1474.0,VOCATIONAL/GRAMMAR
MALE,60,218.0,PRIMARY/NO EDUCATION
FEMALE,65,,POST-SECONDARY OR HIGHER
FEMALE,71,2181.0,VOCATIONAL/GRAMMAR
FEMALE,47,842.0,POST-SECONDARY OR HIGHER
FEMALE,65,10888.0,VOCATIONAL/GRAMMAR
MALE,76,,POST-SECONDARY OR HIGHER
MALE,57,1565.0,VOCATIONAL/GRAMMAR
FEMALE,52,1415.0,VOCATIONAL/GRAMMAR
MALE,97,1704.0,SECONDARY
FEMALE,66,10545.0,VOCATIONAL/GRAMMAR
MALE,30,7167.0,VOCATIONAL/GRAMMAR
MALE,97,1985.0,SECONDARY
MALE,97,1566.0,VOCATIONAL/GRAMMAR
FEMALE,62,2352.0,SECONDARY
MALE,80,3911.0,SECONDARY
FEMALE,46,1552.0,VOCATIONAL/GRAMMAR
MALE,51,1242.0,SECONDARY
MALE,32,,VOCATIONAL/GRAMMAR
FEMALE,80,1604.0,VOCATIONAL/GRAMMAR
FEMALE,80,2200.0,SECONDARY
FEMALE,56,197.0,
FEMALE,36,3699.0,VOCATIONAL/GRAMMAR
MALE,61,2230.0,SECONDARY
FEMALE,33,1202.0,POST-SECONDARY OR HIGHER
FEMALE,32,1652.0,VOCATIONAL/GRAMMAR
FEMALE,71,4049.0,SECONDARY
MALE,60,1519.0,PRIMARY/NO EDUCATION
FEMALE,55,1745.0,POST-SECONDARY OR HIGHER
MALE,42,148.0,VOCATIONAL/GRAMMAR
MALE,83,3305.0,SECONDARY
FEMALE,42,1435.0,PRIMARY/NO EDUCATION
FEMALE,69,1498.0,POST-SECONDARY OR HIGHER
FEMALE,56,1648.0,VOCATIONAL/GRAMMAR
FEMALE,49,1998.0,SECONDARY
MALE,75,,SECONDARY
FEMALE,58,1361.0,POST-SECONDARY OR HIGHER
FEMALE,16,1453.0,
MALE,49,1485.0,SECONDARY
FEMALE,36,1930.0,VOCATIONAL/GRAMMAR
FEMALE,46,169.0,POST-SECONDARY OR HIGHER
FEMALE,87,1439.0,PRIMARY/NO EDUCATION
FEMALE,74,-8.0,VOCATIONAL/GRAMMAR
FEMALE,30,,VOCATIONAL/GRAMMAR
MALE,96,69.0,
FEMALE,55,185.0,VOCATIONAL/GRAMMAR
FEMALE,71,988.0,SECONDARY
MALE,73,1677.0,VOCATIONAL/GRAMMAR
MALE,79,195.0,SECONDARY
MALE,58,,POST-SECONDARY OR HIGHER
MALE,74,2043.0,POST-SECONDARY OR HIGHER
FEMALE,79,,POST-SECONDARY OR HIGHER
MALE,32,31.0,SECONDARY
FEMALE,40,37.0,SECONDARY
FEMALE,57,1536.0,POST-SECONDARY OR HIGHER
MALE,72,7896.0,VOCATIONAL/GRAMMAR
MALE,64,1890.0,VOCATIONAL/GRAMMAR
FEMALE,78,3788.0,PRIMARY/NO EDUCATION
MALE,72,2861.0,SECONDARY
MALE,49,1601.0,PRIMARY/NO EDUCATION
MALE,82,120.0,PRIMARY/NO EDUCATION
MALE,53,199.0,VOCATIONAL/GRAMMAR
FEMALE,44,929.0,VOCATIONAL/GRAMMAR
FEMALE,69,2300.0,POST-SECONDARY OR HIGHER
FEMALE,67,98.0,PRIMARY/NO EDUCATION
MALE,52,1015.0,SECONDARY
MALE,59,1572.0,VOCATIONAL/GRAMMAR
FEMALE,56,1709.0,VOCATIONAL/GRAMMAR
FEMALE,53,105.0,POST-SECONDARY OR HIGHER
FEMALE,83,4110.0,POST-SECONDARY OR HIGHER
FEMALE,38,284.0,VOCATIONAL/GRAMMAR
FEMALE,49,35.0,PRIMARY/NO EDUCATION
FEMALE,51,1438.0,VOCATIONAL/GRAMMAR
FEMALE,60,3622.0,POST-SECONDARY OR HIGHER
MALE,53,3649.0,POST-SECONDARY OR HIGHER
FEMALE,71,1650.0,SECONDARY
FEMALE,85,2127.0,POST-SECONDARY OR HIGHER
FEMALE,31,107.0,SECONDARY
FEMALE,62,1436.0,VOCATIONAL/GRAMMAR
MALE,56,1423.0,VOCATIONAL/GRAMMAR
MALE,61,1391.0,SECONDARY
MALE,60,62.0,PRIMARY/NO EDUCATION
FEMALE,93,1510.0,SECONDARY
MALE,47,188.0,VOCATIONAL/GRAMMAR
MALE,48,3272.0,PRIMARY/NO EDUCATION
MALE,58,1769.0,SECONDARY
FEMALE,46,7304.0,POST-SECONDARY OR HIGHER
MALE,28,3436.0,PRIMARY/NO EDUCATION
FEMALE,57,2317.0,VOCATIONAL/GRAMMAR
FEMALE,30,129.0,VOCATIONAL/GRAMMAR
MALE,71,1556.0,SECONDARY
FEMALE,71,1647.0,POST-SECONDARY OR HIGHER
FEMALE,75,219.0,PRIMARY/NO EDUCATION
FEMALE,89,-8.0,PRIMARY/NO EDUCATION
FEMALE,38,2067.0,
MALE,71,149.0,PRIMARY/NO EDUCATION
MALE,29,1641.0,PRIMARY/NO EDUCATION
MALE,56,1522.0,VOCATIONAL/GRAMMAR
FEMALE,77,2095.0,PRIMARY/NO EDUCATION
MALE,87,1571.0,VOCATIONAL/GRAMMAR
FEMALE,60,1550.0,POST-SECONDARY OR HIGHER
FEMALE,91,158.0,SECONDARY
FEMALE,74,2171.0,PRIMARY/NO EDUCATION
FEMALE,41,1298.0,SECONDARY
MALE,89,154.0,VOCATIONAL/GRAMMAR
MALE,28,1582.0,POST-SECONDARY OR HIGHER
FEMALE,69,1963.0,POST-SECONDARY OR HIGHER
FEMALE,79,1776.0,POST-SECONDARY OR HIGHER
MALE,45,47.0,
FEMALE,95,73.0,POST-SECONDARY OR HIGHER
FEMALE,48,1677.0,VOCATIONAL/GRAMMAR
MALE,31,1516.0,VOCATIONAL/GRAMMAR
MALE,75,56.0,PRIMARY/NO EDUCATION
FEMALE,65,1889.0,PRIMARY/NO EDUCATION
FEMALE,64,846.0,VOCATIONAL/GRAMMAR
FEMALE,90,3203.0,POST-SECONDARY OR HIGHER
FEMALE,33,4014.0,POST-SECONDARY OR HIGHER
FEMALE,34,834.0,POST-SECONDARY OR HIGHER
MALE,72,4132.0,SECONDARY
FEMALE,72,,PRIMARY/NO EDUCATION
MALE,46,1645.0,PRIMARY/NO EDUCATION
MALE,95,1033.0,SECONDARY
FEMALE,37,1602.0,POST-SECONDARY OR HIGHER
MALE,77,1535.0,PRIMARY/NO EDUCATION
MALE,46,1428.0,VOCATIONAL/GRAMMAR
FEMALE,58,2225.0,POST-SECONDARY OR HIGHER
FEMALE,75,246.0,PRIMARY/NO EDUCATION
FEMALE,31,6923.0,SECONDARY
MALE,30,3232.0,VOCATIONAL/GRAMMAR
FEMALE,38,1417.0,POST-SECONDARY OR HIGHER
FEMALE,93,784.0,VOCATIONAL/GRAMMAR
FEMALE,68,19.0,
MALE,27,58.0,SECONDARY
MALE,73,2350.0,VOCATIONAL/GRAMMAR
FEMALE,54,1285.0,PRIMARY/NO EDUCATION
MALE,42,149.0,SECONDARY
MALE,60,1939.0,VOCATIONAL/GRAMMAR
MALE,78,1530.0,PRIMARY/NO EDUCATION
FEMALE,53,1619.0,SECONDARY
MALE,89,,PRIMARY/NO EDUCATION
FEMALE,35,1644.0,PRIMARY/NO EDUCATION
FEMALE,61,95.0,POST-SECONDARY OR HIGHER
MALE,97,1561.0,VOCATIONAL/GRAMMAR
FEMALE,83,1650.0,VOCATIONAL/GRAMMAR
MALE,61,139.0,POST-SECONDARY OR HIGHER
MALE,61,1222.0,VOCATIONAL/GRAMMAR
FEMALE,73,208.0,VOCATIONAL/GRAMMAR
FEMALE,89,,PRIMARY/NO EDUCATION
FEMALE,30,1843.0,SECONDARY
MALE,96,1360.0,PRIMARY/NO EDUCATION
FEMALE,61,1508.0,SECONDARY
FEMALE,58,1627.0,VOCATIONAL/GRAMMAR
FEMALE,59,1599.0,VOCATIONAL/GRAMMAR
MALE,82,1821.0,POST-SECONDARY OR HIGHER
FEMALE,49,1980.0,PRIMARY/NO EDUCATION
FEMALE,97,3725.0,VOCATIONAL/GRAMMAR
FEMALE,57,1609.0,PRIMARY/NO EDUCATION
FEMALE,52,1286.0,VOCATIONAL/GRAMMAR
FEMALE,70,4020.0,
MALE,78,1837.0,VOCATIONAL/GRAMMAR
FEMALE,63,1792.0,PRIMARY/NO EDUCATION
FEMALE,44,3230.0,VOCATIONAL/GRAMMAR
MALE,88,1400.0,VOCATIONAL/GRAMMAR
FEMALE,43,,SECONDARY
FEMALE,59,1641.0,PRIMARY/NO EDUCATION
MALE,44,4425.0,SECONDARY
MALE,32,3358.0,SECONDARY
FEMALE,69,1569.0,SECONDARY
FEMALE,86,146.0,VOCATIONAL/GRAMMAR
MALE,86,157.0,PRIMARY/NO EDUCATION
MALE,27,1612.0,
MALE,54,,SECONDARY
FEMALE,73,39.0,PRIMARY/NO EDUCATION
MALE,62,1651.0,VOCATIONAL/GRAMMAR
MALE,70,3792.0,PRIMARY/NO EDUCATION
MALE,56,148.0,VOCATIONAL/GRAMMAR
MALE,47,1922.0,POST-SECONDARY OR HIGHER
FEMALE,72,1453.0,VOCATIONAL/GRAMMAR
MALE,97,173.0,SECONDARY
MALE,69,2216.0,SECONDARY
MALE,71,6635.0,PRIMARY/NO EDUCATION
FEMALE,87,1604.0,VOCATIONAL/GRAMMAR
MALE,97,2534.0,SECONDARY
FEMALE,45,1350.0,VOCATIONAL/GRAMMAR
MALE,22,1566.0,VOCATIONAL/GRAMMAR
MALE,77,35.0,SECONDARY
FEMALE,49,1681.0,POST-SECONDARY OR HIGHER
FEMALE,44,1724.0,VOCATIONAL/GRAMMAR
FEMALE,46,1478.0,VOCATIONAL/GRAMMAR
MALE,86,1611.0,SECONDARY
MALE,36,1294.0,SECONDARY
MALE,42,1542.0,PRIMARY/NO EDUCATION
MALE,31,1545.0,SECONDARY
FEMALE,36,,SECONDARY
MALE,90,3032.0,
MALE,72,,VOCATIONAL/GRAMMAR
FEMALE,55,1284.0,VOCATIONAL/GRAMMAR
FEMALE,97,,VOCATIONAL/GRAMMAR
MALE,75,1551.0,POST-SECONDARY OR HIGHER
FEMALE,58,131.0,SECONDARY
FEMALE,67,44.0,VOCATIONAL/GRAMMAR
FEMALE,34,59.0,PRIMARY/NO EDUCATION
FEMALE,54,203.0,PRIMARY/NO EDUCATION
MALE,76,5336.0,PRIMARY/NO EDUCATION
FEMALE,74,3761.0,PRIMARY/NO EDUCATION
MALE,61,1952.0,SECONDARY
MALE,62,1663.0,SECONDARY
MALE,27,143.0,SECONDARY
FEMALE,73,,
MALE,62,1854.0,POST-SECONDARY OR HIGHER
MALE,27,1881.0,PRIMARY/NO EDUCATION
MALE,82,1697.0,VOCATIONAL/GRAMMAR
FEMALE,40,,SECONDARY
MALE,69,2249.0,SECONDARY
MALE,80,69.0,POST-SECONDARY OR HIGHER
FEMALE,68,185.0,VOCATIONAL/GRAMMAR
FEMALE,78,238.0,PRIMARY/NO EDUCATION
FEMALE,97,,VOCATIONAL/GRAMMAR
MALE,55,55.0,PRIMARY/NO EDUCATION
FEMALE,27,144.0,VOCATIONAL/GRAMMAR
FEMALE,86,241.0,VOCATIONAL/GRAMMAR
MALE,68,1552.0,VOCATIONAL/GRAMMAR
FEMALE,51,1472.0,VOCATIONAL/GRAMMAR
FEMALE,96,1939.0,POST-SECONDARY OR HIGHER
MALE,53,3120.0,PRIMARY/NO EDUCATION
MALE,60,1629.0,SECONDARY
FEMALE,95,169.0,POST-SECONDARY OR HIGHER
FEMALE,59,-8.0,POST-SECONDARY OR HIGHER
MALE,74,153.0,PRIMARY/NO EDUCATION
FEMALE,79,,VOCATIONAL/GRAMMAR
FEMALE,69,1950.0,VOCATIONAL/GRAMMAR
MALE,46,,SECONDARY
FEMALE,61,1156.0,POST-SECONDARY OR HIGHER
FEMALE,81,1599.0,POST-SECONDARY OR HIGHER
FEMALE,22,4916.0,PRIMARY/NO EDUCATION
FEMALE,73,1855.0,SECONDARY
MALE,52,4175.0,SECONDARY
MALE,59,138.0,POST-SECONDARY OR HIGHER
MALE,58,1565.0,PRIMARY/NO EDUCATION
FEMALE,58,3310.0,VOCATIONAL/GRAMMAR
FEMALE,40,91.0,SECONDARY
FEMALE,94,,VOCATIONAL/GRAMMAR
FEMALE,58,1496.0,PRIMARY/NO EDUCATION
FEMALE,44,1687.0,SECONDARY
MALE,52,146.0,SECONDARY
FEMALE,65,1763.0,SECONDARY
FEMALE,96,1568.0,PRIMARY/NO EDUCATION
FEMALE,95,3445.0,PRIMARY/NO EDUCATION
FEMALE,75,1807.0,PRIMARY/NO EDUCATION
MALE,48,0.0,SECONDARY
MALE,64,6843.0,SECONDARY
MALE,62,3175.0,VOCATIONAL/GRAMMAR
FEMALE,34,136.0,PRIMARY/NO EDUCATION
FEMALE,29,1523.0,SECONDARY
FEMALE,40,3797.0,POST-SECONDARY OR HIGHER
FEMALE,97,,VOCATIONAL/GRAMMAR
FEMALE,90,123.0,SECONDARY
MALE,29,-0.0,SECONDARY
MALE,93,259.0,POST-SECONDARY OR HIGHER
MALE,92,2149.0,SECONDARY
MALE,88,1586.0,SECONDARY
FEMALE,33,56.0,SECONDARY
MALE,93,1649.0,PRIMARY/NO EDUCATION
MALE,32,2304.0,VOCATIONAL/GRAMMAR
FEMALE,55,,VOCATIONAL/GRAMMAR
FEMALE,24,1317.0,POST-SECONDARY OR HIGHER
FEMALE,47,176.0,VOCATIONAL/GRAMMAR
FEMALE,62,2382.0,POST-SECONDARY OR HIGHER
MALE,66,134.0,VOCATIONAL/GRAMMAR
MALE,42,2045.0,POST-SECONDARY OR HIGHER
MALE,91,,SECONDARY
FEMALE,64,1680.0,PRIMARY/NO EDUCATION
MALE,42,1028.0,POST-SECONDARY OR HIGHER
FEMALE,97,1559.0,PRIMARY/NO EDUCATION
FEMALE,60,104.0,VOCATIONAL/GRAMMAR
FEMALE,97,,PRIMARY/NO EDUCATION
FEMALE,35,997.0,VOCATIONAL/GRAMMAR
FEMALE,46,1838.0,VOCATIONAL/GRAMMAR
MALE,39,3516.0,PRIMARY/NO EDUCATION
FEMALE,52,7091.0,PRIMARY/NO EDUCATION
FEMALE,83,1800.0,POST-SECONDARY OR HIGHER
MALE,29,1541.0,VOCATIONAL/GRAMMAR
MALE,44,2164.0,VOCATIONAL/GRAMMAR
MALE,97,3616.0,POST-SECONDARY OR HIGHER
FEMALE,22,1683.0,VOCATIONAL/GRAMMAR
FEMALE,50,1553.0,SECONDARY
FEMALE,78,1471.0,SECONDARY
FEMALE,22,2388.0,SECONDARY
MALE,61,2353.0,POST-SECONDARY OR HIGHER
FEMALE,28,1305.0,POST-SECONDARY OR HIGHER
MALE,69,1422.0,POST-SECONDARY OR HIGHER
FEMALE,92,-8.0,SECONDARY
MALE,37,1573.0,VOCATIONAL/GRAMMAR
FEMALE,77,2140.0,POST-SECONDARY OR HIGHER
MALE,47,494.0,PRIMARY/NO EDUCATION
FEMALE,73,1607.0,SECONDARY
FEMALE,71,1591.0,PRIMARY/NO EDUCATION
MALE,79,3969.0,
FEMALE,19,1973.0,SECONDARY
MALE,72,925.0,SECONDARY
MALE,59,35.0,VOCATIONAL/GRAMMAR
FEMALE,30,1840.0,POST-SECONDARY OR HIGHER
FEMALE,59,1350.0,POST-SECONDARY OR HIGHER
MALE,59,194.0,VOCATIONAL/GRAMMAR
FEMALE,29,1732.0,POST-SECONDARY OR HIGHER
FEMALE,69,6826.0,POST-SECONDARY OR HIGHER
FEMALE,63,1472.0,POST-SECONDARY OR HIGHER
MALE,44,56.0,SECONDARY
FEMALE,76,678.0,SECONDARY
MALE,29,2116.0,SECONDARY
MALE,49,,VOCATIONAL/GRAMMAR
FEMALE,45,241.0,SECONDARY
FEMALE,40,1622.0,VOCATIONAL/GRAMMAR
MALE,42,1571.0,PRIMARY/NO EDUCATION
MALE,66,2345.0,VOCATIONAL/GRAMMAR
FEMALE,74,,
MALE,39,-8.0,SECONDARY
MALE,59,1586.0,SECONDARY
MALE,60,1648.0,POST-SECONDARY OR HIGHER
MALE,46,71.0,POST-SECONDARY OR HIGHER
FEMALE,59,,VOCATIONAL/GRAMMAR
FEMALE,60,266.0,SECONDARY
MALE,44,1533.0,VOCATIONAL/GRAMMAR
FEMALE,68,1054.0,VOCATIONAL/GRAMMAR
MALE,69,1774.0,SECONDARY
FEMALE,72,1569.0,POST-SECONDARY OR HIGHER
MALE,51,1090.0,SECONDARY
FEMALE,51,2161.0,PRIMARY/NO EDUCATION
FEMALE,21,218.0,VOCATIONAL/GRAMMAR
FEMALE,68,1700.0,SECONDARY
MALE,25,,POST-SECONDARY OR HIGHER
FEMALE,70,2017.0,VOCATIONAL/GRAMMAR
MALE,42,233.0,POST-SECONDARY OR HIGHER
MALE,51,2414.0,PRIMARY/NO EDUCATION
FEMALE,25,1667.0,POST-SECONDARY OR HIGHER
MALE,73,247.0,SECONDARY
MALE,97,2928.0,POST-SECONDARY OR HIGHER
MALE,40,1650.0,VOCATIONAL/GRAMMAR
FEMALE,63,,SECONDARY
FEMALE,88,1792.0,SECONDARY
FEMALE,29,1385.0,SECONDARY
MALE,32,1857.0,SECONDARY
MALE,29,,PRIMARY/NO EDUCATION
MALE,62,1463.0,SECONDARY
MALE,70,1412.0,PRIMARY/NO EDUCATION
MALE,73,67.0,PRIMARY/NO EDUCATION
FEMALE,29,3812.0,PRIMARY/NO EDUCATION
FEMALE,57,1549.0,VOCATIONAL/GRAMMAR
FEMALE,71,-8.0,SECONDARY
FEMALE,47,2050.0,
MALE,53,1613.0,SECONDARY
FEMALE,45,1431.0,SECONDARY
FEMALE,84,,PRIMARY/NO EDUCATION
FEMALE,76,7237.0,VOCATIONAL/GRAMMAR
FEMALE,51,1515.0,PRIMARY/NO EDUCATION
FEMALE,96,1327.0,SECONDARY
MALE,75,,PRIMARY/NO EDUCATION
FEMALE,94,,SECONDARY
MALE,77,,POST-SECONDARY OR HIGHER
FEMALE,69,106.0,SECONDARY
MALE,77,1638.0,PRIMARY/NO EDUCATION
MALE,65,42.0,PRIMARY/NO EDUCATION
MALE,47,1794.0,PRIMARY/NO EDUCATION
FEMALE,70,,
FEMALE,89,116.0,PRIMARY/NO EDUCATION
FEMALE,68,3027.0,VOCATIONAL/GRAMMAR
FEMALE,49,367.0,POST-SECONDARY OR HIGHER
MALE,58,222.0,POST-SECONDARY OR HIGHER
FEMALE,49,2560.0,POST-SECONDARY OR HIGHER
FEMALE,46,,SECONDARY
MALE,71,4262.0,PRIMARY/NO EDUCATION
FEMALE,48,1618.0,PRIMARY/NO EDUCATION
FEMALE,72,1779.0,PRIMARY/NO EDUCATION
MALE,28,1453.0,VOCATIONAL/GRAMMAR
MALE,73,1593.0,POST-SECONDARY OR HIGHER
FEMALE,57,74.0,SECONDARY
MALE,74,1469.0,SECONDARY
MALE,90,1594.0,VOCATIONAL/GRAMMAR
FEMALE,59,2489.0,PRIMARY/NO EDUCATION
FEMALE,48,,VOCATIONAL/GRAMMAR
FEMALE,51,1896.0,POST-SECONDARY OR HIGHER
MALE,74,1885.0,POST-SECONDARY OR HIGHER
MALE,63,,VOCATIONAL/GRAMMAR
FEMALE,71,1631.0,POST-SECONDARY OR HIGHER
FEMALE,49,,VOCATIONAL/GRAMMAR
FEMALE,76,116.0,VOCATIONAL/GRAMMAR
MALE,91,2315.0,VOCATIONAL/GRAMMAR
FEMALE,64,1435.0,
FEMALE,48,26.0,VOCATIONAL/GRAMMAR
FEMALE,26,152.0,VOCATIONAL/GRAMMAR
FEMALE,34,1581.0,PRIMARY/NO EDUCATION
MALE,59,1600.0,PRIMARY/NO EDUCATION
MALE,93,,SECONDARY
MALE,33,1659.0,PRIMARY/NO EDUCATION
FEMALE,90,1667.0,PRIMARY/NO EDUCATION
FEMALE,59,982.0,SECONDARY
FEMALE,56,1685.0,SECONDARY
MALE,92,2451.0,PRIMARY/NO EDUCATION
FEMALE,60,81.0,PRIMARY/NO EDUCATION
FEMALE,33,,PRIMARY/NO EDUCATION
FEMALE,94,2359.0,SECONDARY
FEMALE,53,1509.0,VOCATIONAL/GRAMMAR
MALE,85,,POST-SECONDARY OR HIGHER
MALE,53,2394.0,
MALE,69,1098.0,SECONDARY
FEMALE,29,197.0,POST-SECONDARY OR HIGHER
FEMALE,28,1293.0,SECONDARY
FEMALE,50,1631.0,VOCATIONAL/GRAMMAR
MALE,43,191.0,VOCATIONAL/GRAMMAR
FEMALE,56,81.0,PRIMARY/NO EDUCATION
FEMALE,61,1562.0,PRIMARY/NO EDUCATION
MALE,82,1598.0,VOCATIONAL/GRAMMAR
FEMALE,89,1643.0,POST-SECONDARY OR HIGHER
FEMALE,95,1658.0,PRIMARY/NO EDUCATION
MALE,55,109.0,SECONDARY
FEMALE,56,2251.0,VOCATIONAL/GRAMMAR
FEMALE,70,1337.0,PRIMARY/NO EDUCATION
MALE,69,133.0,VOCATIONAL/GRAMMAR
FEMALE,40,2095.0,SECONDARY
MALE,53,1664.0,POST-SECONDARY OR HIGHER
MALE,45,2412.0,PRIMARY/NO EDUCATION
MALE,34,,POST-SECONDARY OR HIGHER
FEMALE,74,,
MALE,68,1576.0,VOCATIONAL/GRAMMAR
MALE,97,1422.0,VOCATIONAL/GRAMMAR
MALE,80,6458.0,POST-SECONDARY OR HIGHER
MALE,70,1547.0,SECONDARY
FEMALE,31,2064.0,VOCATIONAL/GRAMMAR
MALE,71,2443.0,PRIMARY/NO EDUCATION
MALE,69,1696.0,POST-SECONDARY OR HIGHER
FEMALE,74,1667.0,PRIMARY/NO EDUCATION
FEMALE,46,,SECONDARY
MALE,57,1404.0,SECONDARY
MALE,95,-8.0,POST-SECONDARY OR HIGHER
FEMALE,72,108.0,POST-SECONDARY OR HIGHER
MALE,55,7990.0,VOCATIONAL/GRAMMAR
FEMALE,33,113.0,PRIMARY/NO EDUCATION
MALE,97,1053.0,SECONDARY
MALE,50,1613.0,
MALE,53,1609.0,SECONDARY
FEMALE,49,4268.0,SECONDARY
MALE,43,210.0,POST-SECONDARY OR HIGHER
FEMALE,76,914.0,
FEMALE,84,1569.0,POST-SECONDARY OR HIGHER
MALE,73,1930.0,SECONDARY
FEMALE,58,2074.0,SECONDARY
MALE,78,1098.0,VOCATIONAL/GRAMMAR
FEMALE,59,1344.0,SECONDARY
MALE,93,11712.0,POST-SECONDARY OR HIGHER
MALE,59,,PRIMARY/NO EDUCATION
MALE,48,955.0,VOCATIONAL/GRAMMAR
MALE,97,2048.0,
MALE,70,1742.0,VOCATIONAL/GRAMMAR
FEMALE,63,,POST-SECONDARY OR HIGHER
FEMALE,64,210.0,SECONDARY
FEMALE,50,,PRIMARY/NO EDUCATION
MALE,53,3478.0,VOCATIONAL/GRAMMAR
FEMALE,50,3613.0,POST-SECONDARY OR HIGHER
MALE,97,1335.0,SECONDARY
FEMALE,61,1498.0,VOCATIONAL/GRAMMAR
MALE,97,1533.0,VOCATIONAL/GRAMMAR
FEMALE,45,149.0,POST-SECONDARY OR HIGHER
FEMALE,64,4006.0,VOCATIONAL/GRAMMAR
MALE,73,,POST-SECONDARY OR HIGHER
MALE,72,2674.0,PRIMARY/NO EDUCATION
MALE,72,1468.0,PRIMARY/NO EDUCATION
MALE,74,1453.0,SECONDARY
FEMALE,59,253.0,VOCATIONAL/GRAMMAR
MALE,50,3426.0,VOCATIONAL/GRAMMAR
MALE,71,1658.0,POST-SECONDARY OR HIGHER
MALE,97,1441.0,PRIMARY/NO EDUCATION
FEMALE,54,1502.0,SECONDARY
FEMALE,70,2209.0,VOCATIONAL/GRAMMAR
FEMALE,48,4016.0,SECONDARY
FEMALE,61,1235.0,POST-SECONDARY OR HIGHER
FEMALE,53,1639.0,POST-SECONDARY OR HIGHER
MALE,76,41.0,VOCATIONAL/GRAMMAR
MALE,73,1562.0,VOCATIONAL/GRAMMAR
FEMALE,62,,PRIMARY/NO EDUCATION
FEMALE,72,1617.0,VOCATIONAL/GRAMMAR
FEMALE,44,1936.0,VOCATIONAL/GRAMMAR
MALE,73,253.0,PRIMARY/NO EDUCATION
FEMALE,56,-8.0,SECONDARY
FEMALE,66,,VOCATIONAL/GRAMMAR
MALE,50,1901.0,SECONDARY
FEMALE,73,1791.0,VOCATIONAL/GRAMMAR
FEMALE,64,1542.0,SECONDARY
MALE,52,1843.0,SECONDARY
FEMALE,59,1499.0,VOCATIONAL/GRAMMAR
FEMALE,49,,VOCATIONAL/GRAMMAR
FEMALE,35,1624.0,SECONDARY
MALE,54,1836.0,VOCATIONAL/GRAMMAR
MALE,41,,SECONDARY
MALE,74,2116.0,PRIMARY/NO EDUCATION
MALE,92,2143.0,PRIMARY/NO EDUCATION
MALE,61,998.0,PRIMARY/NO EDUCATION
MALE,25,1305.0,SECONDARY
FEMALE,49,2208.0,VOCATIONAL/GRAMMAR
FEMALE,93,1507.0,PRIMARY/NO EDUCATION
