"specks","variables","data","copies","epochs"
0.0696399999999999,"sport","sd2011_clean_small_categorical",5,900
0.177680000000002,"nofriend","sd2011_clean_small_categorical",5,900
0.0340399999999999,"smoke","sd2011_clean_small_categorical",5,900
0.0985200000000008,"nociga","sd2011_clean_small_categorical",5,900
0.0446000000000003,"alcabuse","sd2011_clean_small_categorical",5,900
0.0615600000000003,"alcsol","sd2011_clean_small_categorical",5,900
0.0618000000000003,"workab","sd2011_clean_small_categorical",5,900
0.01772,"wkabdur","sd2011_clean_small_categorical",5,900
0.0950400000000007,"wkabint","sd2011_clean_small_categorical",5,900
0.100960000000001,"wkabintdur","sd2011_clean_small_categorical",5,900
0.0996800000000008,"emcc","sd2011_clean_small_categorical",5,900
0.112960000000001,"englang","sd2011_clean_small_categorical",5,900
0.136880000000002,"height","sd2011_clean_small_categorical",5,900
0.162760000000003,"weight","sd2011_clean_small_categorical",5,900
