"sex","age","placesize","region","edu","socprof","unempdur","income","marital","mmarr","ymarr","msepdiv","ysepdiv","ls","depress","trust","trustfam","trustneigh","sport","nofriend","smoke","nociga","alcabuse","alcsol","workab","wkabdur","wkabint","wkabintdur","emcc","englang","height","weight","random_1","random_2","eduspec"
"FEMALE",23,"URBAN BELOW 20,000","Lubuskie","SECONDARY","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",160,50,"BB","UN","no specialisation"
"MALE",56,"RURAL AREAS","Lubelskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",0,920,"MARRIED",6,1978,NA,NA,"MOSTLY SATISFIED",12,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",175,85,"KW","SU","no specialisation"
"FEMALE",48,"URBAN 200,000-500,000","Slaskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",0,NA,"WIDOWED",1,1995,12,2007,"MIXED",2,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",0,"YES",10,"NO","NO",NA,NA,"NO",NA,NA,"NONE",158,80,"RW","NK","no specialisation"
"FEMALE",89,"URBAN 100,000-200,000","Warminsko-mazurskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",NA,850,"WIDOWED",NA,NA,NA,NA,"MIXED",21,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",1,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",155,80,"HN","MH","no specialisation"
"FEMALE",72,"RURAL AREAS","Pomorskie","PRIMARY/NO EDUCATION","RETIRED",0,1100,"WIDOWED",3,1968,6,2006,"MOSTLY SATISFIED",15,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",156,88,"LN","EY","no specialisation"
"FEMALE",22,"URBAN BELOW 20,000","Warminsko-mazurskie","SECONDARY","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"IT`S DIFFICULT TO TELL","YES","YES","NO",4,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",172,55,"KW","GL","no specialisation"
"FEMALE",76,"URBAN 500,000 AND OVER","Dolnoslaskie","PRIMARY/NO EDUCATION","RETIRED",24,900,"MARRIED",10,1960,NA,NA,"PLEASED",6,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,84,"FV","UN","no specialisation"
"FEMALE",64,"URBAN BELOW 20,000","Slaskie","SECONDARY","RETIRED",24,1180,"MARRIED",4,1970,NA,NA,"PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",0,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",162,85,"KW","MH","no specialisation"
"FEMALE",50,"URBAN BELOW 20,000","Kujawsko-pomorskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",0,495,"MARRIED",12,1983,NA,NA,"MOSTLY SATISFIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",8,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"NONE",168,65,"LN","EY","no specialisation"
"MALE",23,"URBAN BELOW 20,000","Podlaskie","SECONDARY","PUPIL OR STUDENT",NA,1980,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",8,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",188,95,"MH","WU","no specialisation"
"FEMALE",18,"RURAL AREAS","Warminsko-mazurskie","VOCATIONAL/GRAMMAR","UNEMPLOYED",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",2,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"NONE",160,54,"QN","WU","no specialisation"
"FEMALE",68,"RURAL AREAS","Pomorskie","PRIMARY/NO EDUCATION","RETIRED",0,800,"MARRIED",9,1965,NA,NA,"MIXED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",15,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",172,95,"GL","WO","no specialisation"
"MALE",17,"RURAL AREAS","Malopolskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",10,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"PASSIVE",170,70,"EP","RW","no specialisation"
"FEMALE",20,"URBAN 200,000-500,000","Mazowieckie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",NA,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"NONE",160,43,"RW","RW","no specialisation"
"FEMALE",59,"RURAL AREAS","Slaskie","SECONDARY","RETIRED",24,600,"MARRIED",1,1972,NA,NA,"MOSTLY SATISFIED",3,"IT`S DIFFICULT TO TELL","YES","YES","NO",20,"YES",1,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,75,"WO","JO","no specialisation"
"MALE",26,"URBAN 100,000-200,000","Lubuskie","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED",NA,520,"SINGLE",NA,NA,NA,NA,"UNHAPPY",9,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",15,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",182,87,"WO","HN","no specialisation"
"FEMALE",17,"URBAN 100,000-200,000","Dolnoslaskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,330,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",20,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",154,56,"JO","SU","no specialisation"
"FEMALE",63,"RURAL AREAS","Kujawsko-pomorskie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",NA,173,"MARRIED",2,1968,NA,NA,"MOSTLY DISSATISFIED",11,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",2,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"NONE",162,78,"WO","EY","no specialisation"
"FEMALE",82,"URBAN BELOW 20,000","Lodzkie","PRIMARY/NO EDUCATION","RETIRED",24,1260,"WIDOWED",10,1948,8,2000,"PLEASED",0,"IT`S DIFFICULT TO TELL","YES","YES","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",162,78,"SU","NK","no specialisation"
"FEMALE",36,"URBAN 500,000 AND OVER","Lodzkie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",0,1900,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"IT`S DIFFICULT TO TELL","YES","NO",NA,9,"NO",NA,"NO",NA,"NO",NA,"NO",NA,NA,"NONE",165,63,"UN","SU","no specialisation"
"MALE",18,"RURAL AREAS","Kujawsko-pomorskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",10,"NO",NA,"NO","NO",NA,NA,"YES, TO EU COUNTRY","LESS THAN 1 YEAR","NETHERLANDS","ACTIVE",174,74,"LN","FV","no specialisation"
"MALE",48,"RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","UNEMPLOYED",10,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"YES",20,"NO","NO","YES","12","NO",NA,NA,"NONE",175,68,"HN","EY","no specialisation"
"MALE",23,"URBAN 100,000-200,000","Slaskie","SECONDARY","UNEMPLOYED",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",6,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"PASSIVE",182,100,"RW","LN","no specialisation"
"FEMALE",51,"RURAL AREAS","Pomorskie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",NA,1500,"MARRIED",11,1979,NA,NA,"MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",15,"NO",NA,"NO","NO","YES","18","YES, TO EU COUNTRY","LESS THAN 1 YEAR","GERMANY","NONE",158,68,"WO","RW","no specialisation"
"MALE",19,"RURAL AREAS","Slaskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",NA,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",13,"NO",NA,"YES","NO","NO",NA,"NO",NA,NA,"PASSIVE",NA,NA,"EP","NK","no specialisation"
"MALE",61,"RURAL AREAS","Pomorskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",0,760,"MARRIED",1,1986,NA,NA,"MIXED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",25,"YES",7,"NO","NO","NO",NA,"NO",NA,NA,"NONE",178,67,"MH","ZT","no specialisation"
"MALE",84,"RURAL AREAS","Swietokrzyskie","PRIMARY/NO EDUCATION","RETIRED",24,1358,"MARRIED",10,1961,NA,NA,"MIXED",21,"IT`S DIFFICULT TO TELL","YES","YES","YES",0,"NO",NA,"NO","YES","NO",NA,"NO",NA,NA,"NONE",170,60,"YE","WO","no specialisation"
"FEMALE",19,"RURAL AREAS","Lubelskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",1,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",178,82,"LN","EP","no specialisation"
"MALE",33,"RURAL AREAS","Swietokrzyskie","PRIMARY/NO EDUCATION","UNEMPLOYED",0,1000,"MARRIED",7,1998,NA,NA,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","NO","NO",15,"YES",15,"NO","NO","NO",NA,"NO",NA,NA,"NONE",175,89,"YE","FV","no specialisation"
"FEMALE",78,"URBAN BELOW 20,000","Kujawsko-pomorskie","PRIMARY/NO EDUCATION","RETIRED",NA,800,"MARRIED",10,1950,NA,NA,"PLEASED",17,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,70,"WU","BB","no specialisation"
"FEMALE",73,"URBAN 200,000-500,000","Slaskie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",24,NA,"MARRIED",1,1965,NA,NA,"PLEASED",10,"ONE CAN`T BE TOO CAREFUL","NO","YES","YES",10,"YES",3,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,45,"GL","WO","no specialisation"
"FEMALE",78,"URBAN BELOW 20,000","Lodzkie","SECONDARY","RETIRED",0,1043,"MARRIED",8,1958,NA,NA,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,68,"UN","HN","no specialisation"
"FEMALE",78,"RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","RETIRED",0,1000,"WIDOWED",8,1951,11,2009,"MOSTLY SATISFIED",12,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,60,"WU","GL","no specialisation"
"FEMALE",17,"RURAL AREAS","Wielkopolskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",12,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",168,65,"RW","QN","no specialisation"
"FEMALE",57,"RURAL AREAS","Podkarpackie","SECONDARY","OTHER ECONOMICALLY INACTIVE",0,800,"MARRIED",7,1986,NA,NA,"PLEASED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",8,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,60,"JO","FV","no specialisation"
"FEMALE",18,"URBAN BELOW 20,000","Dolnoslaskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",3,"MOST PEOPLE CAN BE TRUSTED","YES","NO","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",182,60,"RW","WO","no specialisation"
"MALE",73,"URBAN 100,000-200,000","Mazowieckie","SECONDARY","RETIRED",0,1600,"MARRIED",4,1968,NA,NA,"MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",178,78,"MH","KW","no specialisation"
"FEMALE",18,"RURAL AREAS","Malopolskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",12,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",154,49,"BB","RW","no specialisation"
"MALE",69,"RURAL AREAS","Dolnoslaskie","PRIMARY/NO EDUCATION","RETIRED",24,NA,"MARRIED",6,1962,NA,NA,"MIXED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",0,"YES",5,"NO","NO","NO",NA,"NO",NA,NA,"NONE",176,90,"WU","SU","no specialisation"
"FEMALE",83,"URBAN 200,000-500,000","Lubuskie","SECONDARY","RETIRED",NA,800,"MARRIED",10,1960,NA,NA,"MOSTLY SATISFIED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",169,75,"WO","JO","no specialisation"
"FEMALE",71,"RURAL AREAS","Wielkopolskie","PRIMARY/NO EDUCATION","RETIRED",NA,680,"WIDOWED",4,1963,10,1995,"DELIGHTED",10,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION","NO",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,80,"RW","WU","no specialisation"
"FEMALE",57,"URBAN 100,000-200,000","Lubelskie","PRIMARY/NO EDUCATION","EMPLOYED IN PUBLIC SECTOR",0,1229,"MARRIED",12,1972,NA,NA,"MIXED",10,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",3,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,90,"HN","QN","no specialisation"
"MALE",49,"RURAL AREAS","Zachodnio-pomorskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",13,1620,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",5,"YES",15,"YES","YES","NO",NA,"YES, TO EU COUNTRY","LESS THAN 1 YEAR","GERMANY","NONE",180,89,"QN","YG","no specialisation"
"MALE",58,"RURAL AREAS","Podkarpackie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",NA,NA,"MARRIED",9,1977,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"NONE",180,85,"RW","BB","no specialisation"
"FEMALE",64,"URBAN 100,000-200,000","Pomorskie","PRIMARY/NO EDUCATION","RETIRED",0,1200,"MARRIED",6,1970,NA,NA,"MOSTLY DISSATISFIED",5,"MOST PEOPLE CAN BE TRUSTED","NO","NO","YES",3,"YES",10,"NO","YES","NO",NA,"NO",NA,NA,"NONE",175,67,"HN","BB","no specialisation"
"FEMALE",77,"URBAN 20,000-100,000","Lubelskie","SECONDARY","RETIRED",24,1300,"MARRIED",3,1957,NA,NA,"PLEASED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",14,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",154,62,"LN","KW","no specialisation"
"FEMALE",65,"RURAL AREAS","Lodzkie","SECONDARY","RETIRED",24,700,"MARRIED",6,1963,NA,NA,"MOSTLY SATISFIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",166,100,"SU","SU","no specialisation"
"FEMALE",80,"URBAN 20,000-100,000","Zachodnio-pomorskie","PRIMARY/NO EDUCATION","RETIRED",NA,1000,"MARRIED",NA,1958,NA,NA,"MOSTLY SATISFIED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,68,"RW","ZT","no specialisation"
"FEMALE",45,"URBAN 200,000-500,000","Lubuskie","SECONDARY","LONG-TERM SICK/DISABLED",24,925,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"IT`S DIFFICULT TO TELL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",164,83,"WO","YE","no specialisation"
"MALE",19,"RURAL AREAS","Malopolskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",4,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",194,92,"YE","SU","no specialisation"
"FEMALE",75,"URBAN 100,000-200,000","Malopolskie","SECONDARY","RETIRED",NA,700,"MARRIED",7,1955,NA,NA,"PLEASED",16,"ONE CAN`T BE TOO CAREFUL","NO","NO OPINION","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,90,"NK","EP","no specialisation"
"MALE",21,"RURAL AREAS","Mazowieckie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",10,"NO",NA,"NO","NO",NA,NA,"YES, TO EU COUNTRY","IT DEPENDS","GERMANY","ACTIVE",182,78,"UN","BB","no specialisation"
"FEMALE",19,"URBAN 500,000 AND OVER","Wielkopolskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",3,"NO",NA,"NO","NO",NA,NA,"YES, TO EU COUNTRY","LESS THAN 1 YEAR","GREAT BRITAIN","PASSIVE",158,50,"GL","GL","no specialisation"
"FEMALE",25,"URBAN BELOW 20,000","Wielkopolskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,1000,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",162,56,"RW","EP","no specialisation"
"MALE",28,"URBAN BELOW 20,000","Lubuskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,2000,"MARRIED",4,2007,NA,NA,"MIXED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",5,"YES",10,"YES","YES","YES","24","YES, TO EU COUNTRY","IT DEPENDS","GERMANY","ACTIVE",167,60,"BB","WU","no specialisation"
"FEMALE",62,"URBAN BELOW 20,000","Podlaskie","PRIMARY/NO EDUCATION","RETIRED",NA,620,"MARRIED",4,1969,NA,NA,"PLEASED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",172,84,"HN","BB","no specialisation"
"MALE",85,"RURAL AREAS","Lodzkie","PRIMARY/NO EDUCATION","RETIRED",24,1500,"MARRIED",10,1952,NA,NA,"MOSTLY SATISFIED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",175,60,"QN","LN","no specialisation"
"FEMALE",19,"RURAL AREAS","Podkarpackie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MIXED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",3,"NO",NA,"NO","NO","NO",NA,"YES, TO EU COUNTRY","IT DEPENDS","NETHERLANDS","ACTIVE",172,62,"YG","BB","no specialisation"
"FEMALE",48,"RURAL AREAS","Lubuskie","PRIMARY/NO EDUCATION","UNEMPLOYED",24,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,70,"WO","RW","no specialisation"
"MALE",23,"URBAN 100,000-200,000","Pomorskie","SECONDARY","OTHER ECONOMICALLY INACTIVE",NA,NA,"SINGLE",NA,NA,NA,NA,"MIXED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",1,"NO",NA,"YES","YES",NA,NA,"NO",NA,NA,"PASSIVE",177,80,"MH","QN","no specialisation"
"FEMALE",65,"RURAL AREAS","Swietokrzyskie","POST-SECONDARY OR HIGHER","RETIRED",24,1100,"MARRIED",7,1975,NA,NA,"MIXED",10,"ONE CAN`T BE TOO CAREFUL","NO","NO","YES",0,"NO",NA,"NO","NO","NO",NA,NA,NA,NA,"NONE",170,105,"SU","YG","no specialisation"
"FEMALE",23,"URBAN 200,000-500,000","Dolnoslaskie","PRIMARY/NO EDUCATION","UNEMPLOYED",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",15,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"YES",20,"NO","NO",NA,NA,"NO",NA,NA,"NONE",170,70,"SU","EP","no specialisation"
"FEMALE",19,"RURAL AREAS","Lubelskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",165,53,"YE","RW","no specialisation"
"FEMALE",47,"URBAN 500,000 AND OVER","Lodzkie","SECONDARY","PUPIL OR STUDENT",15,2000,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",160,83,"UN","YE","no specialisation"
"MALE",90,"URBAN 500,000 AND OVER","Mazowieckie","PRIMARY/NO EDUCATION","RETIRED",0,1800,"MARRIED",12,1945,NA,NA,"MOSTLY SATISFIED",18,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",168,50,"WU","JO","no specialisation"
"FEMALE",75,"RURAL AREAS","Lodzkie","PRIMARY/NO EDUCATION","RETIRED",0,670,"WIDOWED",8,1961,5,2009,"MOSTLY SATISFIED",11,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",1,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,60,"ZT","YE","no specialisation"
"MALE",40,"URBAN 200,000-500,000","Slaskie","PRIMARY/NO EDUCATION","UNEMPLOYED",10,NA,"DIVORCED",6,1994,1,2002,"MOSTLY DISSATISFIED",2,"IT`S DIFFICULT TO TELL","YES","NO","YES",3,"YES",30,"NO","NO","NO",NA,"YES, TO EU COUNTRY",NA,"GERMANY","NONE",167,76,"JO","RW","no specialisation"
"MALE",78,"RURAL AREAS","Lubelskie","PRIMARY/NO EDUCATION","RETIRED",NA,1200,"MARRIED",4,1956,NA,NA,"MOSTLY SATISFIED",14,NA,"YES","NO OPINION","YES",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,82,"QN","YG","no specialisation"
"FEMALE",57,"URBAN 100,000-200,000","Zachodnio-pomorskie","PRIMARY/NO EDUCATION","RETIRED",0,1060,"MARRIED",6,1973,NA,NA,"MIXED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",166,76,"YG","GL","no specialisation"
"FEMALE",50,"RURAL AREAS","Lodzkie","SECONDARY","OTHER ECONOMICALLY INACTIVE",24,NA,"MARRIED",4,1987,NA,NA,"MOSTLY SATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",1,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,60,"JO","QN","no specialisation"
"MALE",80,"RURAL AREAS","Podlaskie","PRIMARY/NO EDUCATION","RETIRED",NA,1876,"WIDOWED",4,1961,10,2006,"MOSTLY DISSATISFIED",12,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,80,"LN","SU","no specialisation"
"FEMALE",57,"RURAL AREAS","Malopolskie","SECONDARY","OTHER ECONOMICALLY INACTIVE",24,NA,"MARRIED",9,1975,NA,NA,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",20,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",156,80,"LN","YG","no specialisation"
"MALE",73,"URBAN 100,000-200,000","Dolnoslaskie","PRIMARY/NO EDUCATION","RETIRED",24,1200,"MARRIED",4,1961,NA,NA,"MIXED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",6,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",175,85,"WU","BB","no specialisation"
"MALE",70,"URBAN 100,000-200,000","Warminsko-mazurskie","PRIMARY/NO EDUCATION","RETIRED",NA,1200,"MARRIED",12,1965,NA,NA,"MOSTLY SATISFIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",168,88,"SU","WU","no specialisation"
"FEMALE",69,"URBAN 100,000-200,000","Warminsko-mazurskie","PRIMARY/NO EDUCATION","RETIRED",0,1200,"MARRIED",1,1962,NA,NA,"MOSTLY SATISFIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,75,"EY","WO","no specialisation"
"FEMALE",41,"URBAN 100,000-200,000","Slaskie","PRIMARY/NO EDUCATION","UNEMPLOYED",24,NA,"MARRIED",4,1988,NA,NA,"MOSTLY SATISFIED",13,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION","YES",6,"YES",10,"YES","NO","NO",NA,"NO",NA,NA,"NONE",171,51,"LN","EY","no specialisation"
"MALE",35,"URBAN BELOW 20,000","Dolnoslaskie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",24,NA,"SINGLE",NA,NA,NA,NA,"MIXED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"YES",10,"YES","NO","NO",NA,"NO",NA,NA,"NONE",178,82,"UN","WO","no specialisation"
