"sex","age","placesize","region","edu","socprof","unempdur","income","marital","mmarr","ymarr","msepdiv","ysepdiv","ls","depress","trust","trustfam","trustneigh","sport","nofriend","smoke","nociga","alcabuse","alcsol","workab","wkabdur","wkabint","wkabintdur","emcc","englang","height","weight","random_1","eduspec"
"FEMALE",63,"URBAN 100,000-200,000","Pomorskie","PRIMARY/NO EDUCATION","RETIRED",0,1000,"MARRIED",4,1968,NA,NA,"MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",20,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,65,"YV","no specialisation"
"MALE",64,"RURAL AREAS","Zachodnio-pomorskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",NA,NA,"MARRIED",10,1972,NA,NA,"MOSTLY SATISFIED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",176,82,"HG","no specialisation"
"FEMALE",22,"URBAN 20,000-100,000","Slaskie","SECONDARY","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION","NO",15,"NO",NA,"NO","NO","NO",NA,"YES, TO EU COUNTRY","FOREVER","AUSTRIA","ACTIVE",172,52,"WA","no specialisation"
"FEMALE",74,"URBAN BELOW 20,000","Kujawsko-pomorskie","SECONDARY","RETIRED",NA,900,"MARRIED",2,1960,NA,NA,"DELIGHTED",9,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",3,"YES",5,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,62,"YV","no specialisation"
"MALE",22,"RURAL AREAS","Swietokrzyskie","SECONDARY","PUPIL OR STUDENT",0,600,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","NO",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",163,58,"VK","no specialisation"
"FEMALE",41,"RURAL AREAS","Warminsko-mazurskie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",0,NA,"MARRIED",8,1992,NA,NA,"MOSTLY SATISFIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,80,"HG","no specialisation"
"MALE",17,"URBAN 500,000 AND OVER","Mazowieckie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",10,"NO",NA,"YES","NO","NO",NA,"NO",NA,NA,"ACTIVE",196,86,"YR","no specialisation"
"MALE",61,"URBAN 500,000 AND OVER","Wielkopolskie","SECONDARY","RETIRED",0,5800,"MARRIED",10,1974,NA,NA,"MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",3,"NO",NA,"YES","NO","NO",NA,"NO",NA,NA,"ACTIVE",175,100,"MV","no specialisation"
"FEMALE",60,"RURAL AREAS","Lubuskie","PRIMARY/NO EDUCATION","RETIRED",0,900,"MARRIED",10,1977,NA,NA,"MOSTLY SATISFIED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,70,"TL","no specialisation"
"MALE",18,"RURAL AREAS","Wielkopolskie","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE",0,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",2,"IT`S DIFFICULT TO TELL","NO OPINION","NO","NO",0,"YES",10,"YES","NO",NA,NA,"NO",NA,NA,"NONE",167,58,"AR","no specialisation"
"FEMALE",82,"URBAN BELOW 20,000","Warminsko-mazurskie","PRIMARY/NO EDUCATION","RETIRED",24,1180,"WIDOWED",2,1948,10,2001,"MIXED",9,"IT`S DIFFICULT TO TELL","YES","YES","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",154,66,"NC","no specialisation"
"FEMALE",56,"URBAN 20,000-100,000","Kujawsko-pomorskie","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR",NA,770,"MARRIED",4,1975,NA,NA,"PLEASED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,82,"HG","no specialisation"
"FEMALE",49,"URBAN BELOW 20,000","Kujawsko-pomorskie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",0,1200,"MARRIED",4,1980,NA,NA,"PLEASED",4,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",1,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",155,60,"NC","no specialisation"
"FEMALE",61,"RURAL AREAS","Podlaskie","PRIMARY/NO EDUCATION","RETIRED",0,710,"MARRIED",7,1970,NA,NA,"MOSTLY SATISFIED",8,"IT`S DIFFICULT TO TELL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,80,"SW","no specialisation"
"MALE",35,"RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","UNEMPLOYED",24,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",25,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",190,100,"RW","no specialisation"
"MALE",17,"RURAL AREAS","Swietokrzyskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",15,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",176,70,"NC","no specialisation"
"FEMALE",17,"URBAN 20,000-100,000","Podlaskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",160,48,"NC","no specialisation"
"FEMALE",18,"RURAL AREAS","Lodzkie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",5,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",167,65,"WA","no specialisation"
"MALE",68,"URBAN 20,000-100,000","Slaskie","PRIMARY/NO EDUCATION","RETIRED",24,1200,"MARRIED",9,1980,NA,NA,"PLEASED",13,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",1,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",182,140,"AO","no specialisation"
"FEMALE",19,"RURAL AREAS","Kujawsko-pomorskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",5,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",153,56,"YV","no specialisation"
"FEMALE",89,"URBAN 100,000-200,000","Malopolskie","SECONDARY","RETIRED",NA,1000,"WIDOWED",4,1942,NA,1983,"MOSTLY SATISFIED",17,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",NA,"NO",NA,"NO",NA,"NO",NA,NA,"NONE",160,60,"AR","no specialisation"
"FEMALE",22,"URBAN 20,000-100,000","Slaskie","SECONDARY","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",25,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",170,67,"MS","no specialisation"
"MALE",68,"RURAL AREAS","Swietokrzyskie","PRIMARY/NO EDUCATION","RETIRED",24,900,"MARRIED",10,1969,NA,NA,NA,NA,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"YES",10,"NO","NO","NO",NA,NA,NA,NA,"NONE",176,100,"RW","no specialisation"
"FEMALE",55,"RURAL AREAS","Warminsko-mazurskie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",NA,NA,"MARRIED",8,1979,NA,NA,"MOSTLY SATISFIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"NONE",165,96,"FZ","no specialisation"
"FEMALE",19,"RURAL AREAS","Mazowieckie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",8,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",172,56,"YR","no specialisation"
"MALE",17,"URBAN 20,000-100,000","Kujawsko-pomorskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",1,"MOST PEOPLE CAN BE TRUSTED","YES","NO","NO",12,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"PASSIVE",190,80,"YR","no specialisation"
"MALE",16,"RURAL AREAS","Lubelskie","PRIMARY/NO EDUCATION","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",178,65,"YR","no specialisation"
"FEMALE",22,"URBAN 100,000-200,000","Dolnoslaskie","SECONDARY","PUPIL OR STUDENT",0,1100,"MARRIED",10,2010,NA,NA,"PLEASED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",1,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",170,70,"MV","no specialisation"
"FEMALE",20,"URBAN BELOW 20,000","Podkarpackie","SECONDARY","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"IT`S DIFFICULT TO TELL","YES","YES","NO",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",162,51,"PN","no specialisation"
"MALE",50,"RURAL AREAS","Lubuskie","SECONDARY","LONG-TERM SICK/DISABLED",NA,485,"MARRIED",1,1984,NA,NA,"MOSTLY SATISFIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",181,78,"MS","no specialisation"
"FEMALE",73,"URBAN 500,000 AND OVER","Dolnoslaskie","PRIMARY/NO EDUCATION","RETIRED",0,1290,"WIDOWED",9,1960,3,2008,"MOSTLY SATISFIED",NA,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",152,55,"HV","no specialisation"
"FEMALE",71,"RURAL AREAS","Lubelskie","PRIMARY/NO EDUCATION","RETIRED",0,700,"WIDOWED",4,1960,10,2010,"MIXED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",166,70,"MV","no specialisation"
"FEMALE",85,"RURAL AREAS","Slaskie","PRIMARY/NO EDUCATION","RETIRED",24,1900,"WIDOWED",6,1947,9,1999,"PLEASED",15,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",5,"YES",40,"NO","NO","NO",NA,"NO",NA,NA,"NONE",140,50,"PN","no specialisation"
"FEMALE",61,"URBAN BELOW 20,000","Pomorskie","PRIMARY/NO EDUCATION","RETIRED",0,930,"SINGLE",NA,NA,NA,NA,"UNHAPPY",16,"ONE CAN`T BE TOO CAREFUL","NO OPINION","YES","YES",0,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",168,120,"QV","no specialisation"
"FEMALE",85,"RURAL AREAS","Slaskie","PRIMARY/NO EDUCATION","RETIRED",24,1500,"WIDOWED",12,1946,11,1979,"MOSTLY SATISFIED",9,"MOST PEOPLE CAN BE TRUSTED","NO OPINION","NO OPINION","YES",1,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",148,78,"VD","no specialisation"
"FEMALE",56,"RURAL AREAS","Dolnoslaskie","SECONDARY","RETIRED",6,1400,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,105,"NC","no specialisation"
"FEMALE",63,"URBAN 100,000-200,000","Podkarpackie","SECONDARY","RETIRED",24,960,"MARRIED",7,1969,NA,NA,"PLEASED",7,"IT`S DIFFICULT TO TELL","YES","YES","NO",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,60,"PN","no specialisation"
"MALE",58,"URBAN BELOW 20,000","Zachodnio-pomorskie","PRIMARY/NO EDUCATION","UNEMPLOYED",4,600,"MARRIED",4,1977,NA,NA,"PLEASED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",3,"YES",20,"YES","NO","NO",NA,"NO",NA,NA,"NONE",160,62,"CE","no specialisation"
"MALE",18,"URBAN BELOW 20,000","Swietokrzyskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",180,76,"WA","no specialisation"
"FEMALE",22,"URBAN 500,000 AND OVER","Dolnoslaskie","SECONDARY","PUPIL OR STUDENT",NA,690,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"IT`S DIFFICULT TO TELL","YES","NO","YES",10,"NO",NA,"NO","NO",NA,NA,"YES, TO EU COUNTRY","FOREVER",NA,"ACTIVE",165,50,"WA","no specialisation"
"FEMALE",43,"URBAN 200,000-500,000","Slaskie","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR",0,3000,"DIVORCED",6,1991,6,1998,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",4,"YES",15,"NO","NO","YES","60","YES, TO EU COUNTRY","FOREVER","ITALY","NONE",160,56,"AR","no specialisation"
"FEMALE",72,"RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","RETIRED",0,NA,"MARRIED",3,1955,NA,NA,"MOSTLY SATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",8,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",NA,NA,"NH","no specialisation"
"FEMALE",69,"RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","RETIRED",0,620,"MARRIED",5,1964,NA,NA,"MOSTLY SATISFIED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",8,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,75,"UP","no specialisation"
"MALE",87,"URBAN BELOW 20,000","Mazowieckie","PRIMARY/NO EDUCATION","RETIRED",0,1380,"MARRIED",8,1948,NA,NA,"PLEASED",11,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",174,80,"FZ","no specialisation"
"MALE",61,"URBAN BELOW 20,000","Pomorskie","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE",0,1000,"MARRIED",11,1972,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",185,100,"HG","no specialisation"
"FEMALE",25,"RURAL AREAS","Lubelskie","SECONDARY","PUPIL OR STUDENT",24,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",166,58,"PN","no specialisation"
"MALE",18,"RURAL AREAS","Mazowieckie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"DELIGHTED",10,"MOST PEOPLE CAN BE TRUSTED","YES","NO","NO",4,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",187,50,"MS","no specialisation"
"FEMALE",19,"URBAN 20,000-100,000","Zachodnio-pomorskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"UNHAPPY",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"YES",18,"NO","NO",NA,NA,"NO",NA,NA,"NONE",158,58,"YV","no specialisation"
"FEMALE",25,"URBAN 100,000-200,000","Podlaskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,2000,"MARRIED",8,2006,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",3,"YES",6,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",170,62,"CE","no specialisation"
"MALE",20,"URBAN 20,000-100,000","Kujawsko-pomorskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",1,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO","NO",4,"NO",NA,"NO","NO",NA,NA,"YES, TO EU COUNTRY","LESS THAN 1 YEAR","NETHERLANDS","ACTIVE",184,73,"NC","no specialisation"
"MALE",63,"URBAN BELOW 20,000","Lubuskie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",24,377,"MARRIED",4,1973,NA,NA,"MIXED",10,"ONE CAN`T BE TOO CAREFUL","NO","YES","YES",2,"YES",20,"YES","YES","NO",NA,"NO",NA,NA,"NONE",180,75,"NC","no specialisation"
"FEMALE",17,"RURAL AREAS","Lodzkie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",3,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",172,60,"NV","no specialisation"
"FEMALE",18,"RURAL AREAS","Mazowieckie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"DELIGHTED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",4,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",171,68,"RW","no specialisation"
"FEMALE",32,"RURAL AREAS","Mazowieckie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,1000,"DIVORCED",12,1998,6,2000,"MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",154,55,"NK","no specialisation"
"FEMALE",56,"URBAN 500,000 AND OVER","Lodzkie","SECONDARY","UNEMPLOYED",24,NA,"MARRIED",8,1975,NA,NA,"PLEASED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",7,"NO",NA,"NO",NA,"NO",NA,"NO",NA,NA,"NONE",160,77,"UP","no specialisation"
"MALE",77,"RURAL AREAS","Slaskie","PRIMARY/NO EDUCATION","RETIRED",24,720,"WIDOWED",7,1953,4,2008,"MIXED",13,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",7,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,82,"KJ","no specialisation"
"MALE",67,"RURAL AREAS","Swietokrzyskie","PRIMARY/NO EDUCATION","RETIRED",24,840,"MARRIED",10,1968,NA,NA,"PLEASED",9,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",10,"NO",NA,"NO","NO","NO",NA,NA,NA,NA,"NONE",175,78,"NK","no specialisation"
"MALE",68,"RURAL AREAS","Podkarpackie","PRIMARY/NO EDUCATION","RETIRED",NA,1200,"MARRIED",6,1968,NA,NA,"PLEASED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",NA,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",173,81,"NC","no specialisation"
"MALE",40,"RURAL AREAS","Lodzkie","PRIMARY/NO EDUCATION","FARMER",0,1000,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",7,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",174,90,"HV","no specialisation"
"FEMALE",57,"URBAN 100,000-200,000","Opolskie","SECONDARY","UNEMPLOYED",12,600,"MARRIED",9,1980,NA,NA,"PLEASED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",1,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",168,74,"MV","no specialisation"
"MALE",17,"RURAL AREAS","Dolnoslaskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",9,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"PASSIVE",170,70,"UP","no specialisation"
"FEMALE",63,"RURAL AREAS","Pomorskie","PRIMARY/NO EDUCATION","RETIRED",24,1204,"MARRIED",9,1968,NA,NA,"MOSTLY SATISFIED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",5,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,60,"YR","no specialisation"
"FEMALE",40,"RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",0,600,"MARRIED",4,1992,NA,NA,"MOSTLY SATISFIED",3,"IT`S DIFFICULT TO TELL","YES","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",163,80,"FZ","no specialisation"
"FEMALE",44,"RURAL AREAS","Zachodnio-pomorskie","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR",0,1400,"DIVORCED",10,1985,3,2005,"MOSTLY DISSATISFIED",3,"IT`S DIFFICULT TO TELL","YES","YES","YES",5,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,57,"NZ","no specialisation"
"MALE",27,"RURAL AREAS","Podlaskie","SECONDARY","OTHER ECONOMICALLY INACTIVE",NA,700,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",1,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",178,80,"VK","no specialisation"
"MALE",22,"RURAL AREAS","Wielkopolskie","VOCATIONAL/GRAMMAR","UNEMPLOYED",0,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",1,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION","YES",8,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",184,101,"AR","no specialisation"
"MALE",17,"RURAL AREAS","Wielkopolskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",NA,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",20,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"PASSIVE",160,52,"HV","no specialisation"
"MALE",61,"RURAL AREAS","Lubelskie","PRIMARY/NO EDUCATION","RETIRED",0,4000,"MARRIED",4,1974,NA,NA,"DELIGHTED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",30,"YES",40,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,72,"HG","no specialisation"
"FEMALE",66,"RURAL AREAS","Podlaskie","PRIMARY/NO EDUCATION","RETIRED",NA,800,"MARRIED",9,1965,NA,NA,"MOSTLY DISSATISFIED",18,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,65,"PN","no specialisation"
"FEMALE",48,"RURAL AREAS","Pomorskie","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR",0,1200,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,70,"VD","no specialisation"
"FEMALE",84,"RURAL AREAS","Zachodnio-pomorskie","PRIMARY/NO EDUCATION","RETIRED",0,800,"WIDOWED",5,1946,4,1981,"MOSTLY SATISFIED",21,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",0,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,95,"QV","no specialisation"
"MALE",49,"RURAL AREAS","Malopolskie","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR",6,500,"SINGLE",NA,NA,NA,NA,"MOSTLY DISSATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"YES","YES","NO",NA,"NO",NA,NA,"NONE",169,64,"HG","no specialisation"
"FEMALE",21,"RURAL AREAS","Podlaskie","SECONDARY","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",164,50,"NC","no specialisation"
"MALE",63,"RURAL AREAS","Warminsko-mazurskie","PRIMARY/NO EDUCATION","RETIRED",0,797,"MARRIED",10,1970,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,71,"NZ","no specialisation"
"FEMALE",22,"RURAL AREAS","Lodzkie","SECONDARY","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY DISSATISFIED",10,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",0,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",169,60,"CE","no specialisation"
"FEMALE",90,"RURAL AREAS","Swietokrzyskie","PRIMARY/NO EDUCATION","RETIRED",24,1400,"WIDOWED",NA,1937,8,1972,"MOSTLY SATISFIED",21,"MOST PEOPLE CAN BE TRUSTED","NO","NO","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,64,"HV","no specialisation"
"MALE",19,"RURAL AREAS","Mazowieckie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",3,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"NONE",178,70,"WA","no specialisation"
"MALE",49,"RURAL AREAS","Slaskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",0,1600,"MARRIED",6,1993,NA,NA,"MIXED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",2,"YES",20,"YES","YES","NO",NA,"NO",NA,NA,"NONE",168,68,"PN","no specialisation"
"FEMALE",62,"RURAL AREAS","Podlaskie","PRIMARY/NO EDUCATION","RETIRED",NA,790,"MARRIED",5,1970,NA,NA,"MOSTLY SATISFIED",3,"IT`S DIFFICULT TO TELL","YES","YES","YES",12,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",162,67,"UP","no specialisation"
