"sex","age","placesize","region","edu","socprof","unempdur","income","marital","mmarr","ymarr","msepdiv","ysepdiv","ls","depress","trust","trustfam","trustneigh","sport","nofriend","smoke","nociga","alcabuse","alcsol","workab","wkabdur","wkabint","wkabintdur","emcc","englang","height","weight","random_1","random_2","random_3","eduspec"
"FEMALE",81,"RURAL AREAS","Lodzkie","PRIMARY/NO EDUCATION","RETIRED",0,900,"WIDOWED",5,1970,7,2000,"MIXED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,56,"CS","AW","HZ","no specialisation"
"FEMALE",73,"URBAN 20,000-100,000","Podlaskie","SECONDARY","LONG-TERM SICK/DISABLED",NA,1730,"WIDOWED",9,1960,1,2004,"MIXED",17,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,86,"ZW","WS","OL","no specialisation"
"FEMALE",19,"RURAL AREAS","Warminsko-mazurskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MIXED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",5,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",170,60,"SP","WS","OZ","no specialisation"
"FEMALE",32,"URBAN BELOW 20,000","Warminsko-mazurskie","SECONDARY","OTHER ECONOMICALLY INACTIVE",24,NA,"MARRIED",10,1997,NA,NA,"MOSTLY SATISFIED",2,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",1,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"NONE",166,64,"YT","ZO","DP","no specialisation"
"FEMALE",17,"RURAL AREAS","Mazowieckie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",8,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"NONE",165,50,"KM","YT","DT","no specialisation"
"FEMALE",60,"RURAL AREAS","Lubelskie","SECONDARY","RETIRED",24,713,"MARRIED",8,1971,NA,NA,"MOSTLY SATISFIED",NA,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,NA,160,56,"NM","ZI","WR","no specialisation"
"MALE",36,"URBAN BELOW 20,000","Kujawsko-pomorskie","PRIMARY/NO EDUCATION","SELF-EMPLOYED",6,NA,"MARRIED",12,1997,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",20,"YES",NA,"YES","NO","NO",NA,"NO",NA,NA,"NONE",180,110,"PV","HA","IO","no specialisation"
"MALE",81,"URBAN BELOW 20,000","Podkarpackie","PRIMARY/NO EDUCATION","RETIRED",NA,3000,"MARRIED",6,1948,NA,NA,"MOSTLY SATISFIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,70,"SP","DT","QX","no specialisation"
"MALE",21,"URBAN BELOW 20,000","Mazowieckie","SECONDARY","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",2,"NO",NA,"YES","NO",NA,NA,"YES, TO EU COUNTRY","IT DEPENDS","GERMANY","ACTIVE",180,65,"DP","IZ","SP","no specialisation"
"FEMALE",80,"URBAN 100,000-200,000","Pomorskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",0,1700,"WIDOWED",7,1953,12,2003,"DELIGHTED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",0,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"NONE",145,76,"WR","HA","WR","no specialisation"
"FEMALE",23,"RURAL AREAS","Zachodnio-pomorskie","SECONDARY","UNEMPLOYED",16,300,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","NO","NO","NO",5,"NO",NA,"NO","NO","NO",NA,"YES, TO EU COUNTRY","FOREVER","IRELAND","ACTIVE",165,50,"IO","CS","OL","no specialisation"
"MALE",24,"URBAN 100,000-200,000","Slaskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",0,2000,"MARRIED",8,2009,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",20,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",186,86,"ND","ZW","ZW","no specialisation"
"FEMALE",79,"RURAL AREAS","Kujawsko-pomorskie","PRIMARY/NO EDUCATION","RETIRED",NA,670,"WIDOWED",NA,NA,6,1975,"MOSTLY SATISFIED",NA,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,80,"AW","ND","AW","no specialisation"
"FEMALE",68,"URBAN 100,000-200,000","Pomorskie","PRIMARY/NO EDUCATION","RETIRED",0,650,"MARRIED",11,1963,NA,NA,"MOSTLY SATISFIED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",174,90,"KM","WR","WS","no specialisation"
"FEMALE",47,"URBAN 20,000-100,000","Podlaskie","SECONDARY","OTHER ECONOMICALLY INACTIVE",24,NA,"SINGLE",NA,NA,NA,NA,"MIXED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",4,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",155,60,"AW","IJ","HA","no specialisation"
"FEMALE",39,"URBAN 20,000-100,000","Swietokrzyskie","SECONDARY","OTHER ECONOMICALLY INACTIVE",24,NA,"MARRIED",1,1996,NA,NA,"DELIGHTED",0,"IT`S DIFFICULT TO TELL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",164,58,"ZO","QJ","KM","no specialisation"
"MALE",33,"RURAL AREAS","Mazowieckie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",0,1600,"SINGLE",NA,NA,NA,NA,"MIXED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"YES",20,"YES","YES","NO",NA,"NO",NA,NA,"NONE",180,85,"DP","ZI","DP","no specialisation"
"FEMALE",50,"RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","FARMER",0,400,"MARRIED",10,1984,NA,NA,"PLEASED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",8,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",150,52,"FO","SZ","QJ","no specialisation"
"MALE",55,"RURAL AREAS","Podkarpackie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",0,680,"MARRIED",7,1983,NA,NA,"MOSTLY SATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",176,87,"JO","IJ","SZ","no specialisation"
"FEMALE",53,"RURAL AREAS","Mazowieckie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,1200,"MARRIED",12,1979,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",8,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",150,60,"QJ","GN","ZO","no specialisation"
"FEMALE",66,"RURAL AREAS","Wielkopolskie","PRIMARY/NO EDUCATION","RETIRED",NA,2200,"MARRIED",11,1965,NA,NA,"PLEASED",6,"ONE CAN`T BE TOO CAREFUL","NO","NO","YES",8,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,80,"GN","JO","OZ","no specialisation"
"MALE",21,"URBAN BELOW 20,000","Malopolskie","SECONDARY","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"DELIGHTED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",11,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",180,72,"ND","NM","CP","no specialisation"
"FEMALE",18,"RURAL AREAS","Mazowieckie","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",4,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"NONE",167,59,"DT","OL","WS","no specialisation"
"MALE",59,"URBAN 200,000-500,000","Slaskie","SECONDARY","LONG-TERM SICK/DISABLED",24,1050,"MARRIED",10,1994,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",1,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",175,80,"ZI","GN","AW","no specialisation"
"FEMALE",78,"RURAL AREAS","Mazowieckie","SECONDARY","RETIRED",0,1500,"MARRIED",10,1952,NA,NA,"PLEASED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",NA,NA,"HZ","QX","KM","no specialisation"
"FEMALE",30,"RURAL AREAS","Mazowieckie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",0,2200,"MARRIED",7,2010,NA,NA,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",1,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,53,"IJ","KM","CP","no specialisation"
"FEMALE",56,"RURAL AREAS","Kujawsko-pomorskie","PRIMARY/NO EDUCATION","RETIRED",NA,NA,"MARRIED",10,1973,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",0,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,52,"PV","YT","ND","no specialisation"
"FEMALE",75,"RURAL AREAS","Slaskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",24,NA,"MARRIED",4,2000,NA,NA,"PLEASED",9,"MOST PEOPLE CAN BE TRUSTED","NO OPINION","NO OPINION","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",152,60,"YT","KM","QX","no specialisation"
"MALE",68,"RURAL AREAS","Malopolskie","PRIMARY/NO EDUCATION","RETIRED",NA,697,"SINGLE",NA,NA,NA,NA,"MOSTLY DISSATISFIED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,82,"ZO","HA","HA","no specialisation"
"FEMALE",19,"URBAN 500,000 AND OVER","Malopolskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"DELIGHTED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",10,"NO",NA,"NO","NO",NA,NA,"YES, TO EU COUNTRY","IT DEPENDS","GERMANY","PASSIVE",170,59,"FO","QX","QX","no specialisation"
"FEMALE",75,"URBAN BELOW 20,000","Lubuskie","PRIMARY/NO EDUCATION","RETIRED",24,630,"WIDOWED",6,1956,12,1991,"PLEASED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,60,"WS","WS","WS","no specialisation"
"FEMALE",70,"RURAL AREAS","Zachodnio-pomorskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",NA,1200,"WIDOWED",12,1959,3,1999,"PLEASED",7,"ONE CAN`T BE TOO CAREFUL","NO","NO","YES",4,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"NONE",164,88,"CS","SZ","DT","no specialisation"
"MALE",61,"URBAN 200,000-500,000","Slaskie","PRIMARY/NO EDUCATION","RETIRED",24,2800,"MARRIED",4,1973,NA,NA,"MIXED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,100,"ZW","CP","HA","no specialisation"
"FEMALE",79,"RURAL AREAS","Slaskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",24,850,"WIDOWED",10,1951,4,2005,"MOSTLY SATISFIED",14,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",148,53,"AW","IZ","ND","no specialisation"
"FEMALE",66,"RURAL AREAS","Slaskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",24,1200,"WIDOWED",4,1969,12,2008,"MOSTLY SATISFIED",10,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,59,"ND","SZ","JO","no specialisation"
"MALE",75,"RURAL AREAS","Malopolskie","PRIMARY/NO EDUCATION","RETIRED",0,1500,"MARRIED",10,1957,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,65,"SU","ND","FO","no specialisation"
"FEMALE",78,"URBAN 100,000-200,000","Kujawsko-pomorskie","PRIMARY/NO EDUCATION","RETIRED",NA,800,"WIDOWED",5,1954,1,2007,"PLEASED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",0,"YES",15,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,75,"OZ","IO","OZ","no specialisation"
"MALE",26,"RURAL AREAS","Lodzkie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,2000,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",10,"NO",NA,"NO","YES","NO",NA,"NO",NA,NA,"NONE",185,86,"QX","SZ","OZ","no specialisation"
"MALE",22,"RURAL AREAS","Mazowieckie","SECONDARY","UNEMPLOYED",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",119,85,"IO","ZO","ZW","no specialisation"
"MALE",19,"RURAL AREAS","Warminsko-mazurskie","VOCATIONAL/GRAMMAR","UNEMPLOYED",5,1100,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",3,"IT`S DIFFICULT TO TELL","YES","NO","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",182,78,"CP","ZI","IJ","no specialisation"
"MALE",32,"URBAN BELOW 20,000","Opolskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,2600,"MARRIED",7,2005,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",15,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",172,83,"IZ","JO","SU","no specialisation"
"MALE",19,"URBAN BELOW 20,000","Lodzkie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",8,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"PASSIVE",184,58,"AW","SP","YT","no specialisation"
"FEMALE",59,"URBAN 500,000 AND OVER","Dolnoslaskie","SECONDARY","RETIRED",0,1337,"MARRIED",4,1973,NA,NA,"PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",168,80,"SU","ZW","WS","no specialisation"
"FEMALE",33,"RURAL AREAS","Lubuskie","SECONDARY","OTHER ECONOMICALLY INACTIVE",24,2000,"MARRIED",5,1999,NA,NA,"PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",1,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",160,60,"OZ","ZO","CP","no specialisation"
"MALE",16,"RURAL AREAS","Swietokrzyskie","PRIMARY/NO EDUCATION","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"DELIGHTED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",170,58,"IZ","PV","WS","no specialisation"
"FEMALE",76,"URBAN BELOW 20,000","Zachodnio-pomorskie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",NA,NA,"MARRIED",12,1964,NA,NA,"MOSTLY SATISFIED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,70,"IZ","AW","DT","no specialisation"
"FEMALE",40,"RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR",8,1500,"MARRIED",10,1993,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",155,90,"YT","AW","IO","no specialisation"
"MALE",83,"RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","RETIRED",NA,890,"MARRIED",12,1952,NA,NA,"PLEASED",12,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",170,70,"CS","ND","FO","no specialisation"
"FEMALE",58,"RURAL AREAS","Malopolskie","PRIMARY/NO EDUCATION","RETIRED",NA,3600,"MARRIED",11,1972,NA,NA,"PLEASED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,70,"QJ","ND","CP","no specialisation"
"FEMALE",36,"RURAL AREAS","Pomorskie","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR",0,1300,"MARRIED",9,1995,NA,NA,"PLEASED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",3,"YES",20,"YES","NO","NO",NA,"NO",NA,NA,"NONE",164,52,"CS","WS","HZ","no specialisation"
"MALE",23,"RURAL AREAS","Lubelskie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",7,1300,"MARRIED",5,2010,NA,NA,"MOSTLY SATISFIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION","YES",6,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",182,84,"YT","ND","HZ","no specialisation"
"MALE",72,"RURAL AREAS","Slaskie","PRIMARY/NO EDUCATION","RETIRED",24,NA,"MARRIED",4,1966,NA,NA,"MOSTLY SATISFIED",2,"IT`S DIFFICULT TO TELL","YES","NO","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",180,90,"HA","IJ","GN","no specialisation"
"FEMALE",77,"URBAN 200,000-500,000","Warminsko-mazurskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",NA,720,"WIDOWED",6,1952,11,1968,"MIXED",NA,NA,NA,NA,"YES",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,"NONE",165,80,"FO","HA","CS","no specialisation"
"FEMALE",75,"RURAL AREAS","Malopolskie","PRIMARY/NO EDUCATION","RETIRED",NA,1000,"WIDOWED",6,1959,6,1999,"PLEASED",13,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,68,"IZ","QX","SU","no specialisation"
"MALE",31,"URBAN BELOW 20,000","Zachodnio-pomorskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",6,3000,"DIVORCED",6,2006,9,2009,"MIXED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",1,"YES",20,"NO","YES","YES","3","YES, TO EU COUNTRY","IT DEPENDS","NETHERLANDS","NONE",175,78,"ND","CS","SP","no specialisation"
"FEMALE",87,"RURAL AREAS","Opolskie","PRIMARY/NO EDUCATION","RETIRED",24,800,"WIDOWED",11,1945,10,2006,"MOSTLY SATISFIED",14,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,55,"DT","QX","CS","no specialisation"
"MALE",17,"RURAL AREAS","Swietokrzyskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"IT`S DIFFICULT TO TELL","YES","YES","NO",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",180,70,"CS","IJ","NM","no specialisation"
"MALE",82,"URBAN BELOW 20,000","Lodzkie","PRIMARY/NO EDUCATION",NA,NA,920,"MARRIED",10,1966,NA,NA,"PLEASED",11,"ONE CAN`T BE TOO CAREFUL",NA,"YES","YES",8,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,60,"IO","IO","WS","no specialisation"
"FEMALE",82,"RURAL AREAS","Lubelskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",0,1080,"WIDOWED",9,1954,5,2009,"PLEASED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,62,"IJ","CS","FO","no specialisation"
"FEMALE",47,"URBAN 20,000-100,000","Slaskie","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR",0,1000,"MARRIED",7,1982,NA,NA,"MIXED",4,"ONE CAN`T BE TOO CAREFUL","NO","YES","YES",0,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,60,"WS","GN","NM","no specialisation"
"FEMALE",18,"RURAL AREAS","Malopolskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",3,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"PASSIVE",170,50,"IJ","OZ","PV","no specialisation"
"FEMALE",18,"RURAL AREAS","Slaskie","PRIMARY/NO EDUCATION","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",4,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",175,65,"JO","FO","WS","no specialisation"
"MALE",51,"RURAL AREAS","Lubelskie","PRIMARY/NO EDUCATION","EMPLOYED IN PUBLIC SECTOR",NA,1500,"MARRIED",8,1980,NA,NA,"MOSTLY SATISFIED",4,"MOST PEOPLE CAN BE TRUSTED","NO","NO","YES",15,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",186,86,"ZW","WS","SP","no specialisation"
"MALE",75,"URBAN 100,000-200,000","Lodzkie","PRIMARY/NO EDUCATION","RETIRED",24,NA,"MARRIED",2,1960,NA,NA,"PLEASED",10,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",15,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,78,"SZ","DT","PV","no specialisation"
"MALE",44,"RURAL AREAS","Zachodnio-pomorskie","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR",8,1280,"SINGLE",NA,NA,NA,NA,"MIXED",0,"ONE CAN`T BE TOO CAREFUL","NO","NO","YES",2,"YES",20,"NO","YES","NO",NA,"NO",NA,NA,"NONE",168,65,"DP","YT","HA","no specialisation"
"FEMALE",25,"URBAN 200,000-500,000","Lubuskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,1200,"SINGLE",NA,NA,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",11,"YES",5,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",158,48,"IJ","NM","IJ","no specialisation"
"MALE",61,"URBAN BELOW 20,000","Lubuskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",24,1100,"MARRIED",2,1974,NA,NA,"MOSTLY SATISFIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",1,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,93,"IJ","HA","OZ","no specialisation"
"FEMALE",17,"RURAL AREAS","Pomorskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",20,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",165,57,"JO","IZ","ZI","no specialisation"
"FEMALE",30,"RURAL AREAS","Lodzkie","SECONDARY","UNEMPLOYED",5,510,"SINGLE",NA,NA,NA,NA,"MIXED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,70,"SU","HZ","GN","no specialisation"
"MALE",18,"RURAL AREAS","Warminsko-mazurskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"DELIGHTED",0,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","NO",4,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"PASSIVE",180,79,"SZ","FO","WR","no specialisation"
"FEMALE",67,"RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","RETIRED",0,700,"MARRIED",4,1965,NA,NA,"MOSTLY SATISFIED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",162,74,"SP","CS","HZ","no specialisation"
"FEMALE",87,"RURAL AREAS","Podkarpackie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",NA,1800,"WIDOWED",12,1946,5,1990,"MOSTLY SATISFIED",15,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",151,71,"YT","KM","WR","no specialisation"
"FEMALE",25,"URBAN 100,000-200,000","Lubelskie","SECONDARY","PUPIL OR STUDENT",0,200,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",10,"NO",NA,"NO","NO","NO","0","YES, TO EU COUNTRY","LESS THAN 1 YEAR","SPAIN","ACTIVE",165,47,"HZ","WR","ZI","no specialisation"
"FEMALE",18,"URBAN 200,000-500,000","Lubuskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",7,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",165,53,"SP","QX","DP","no specialisation"
"MALE",18,"URBAN 20,000-100,000","Podlaskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",176,70,"KM","FO","ZI","no specialisation"
"FEMALE",22,"RURAL AREAS","Swietokrzyskie","SECONDARY","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",15,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",168,53,"WS","SP","PV","no specialisation"
