"sex","age","placesize","region","edu","socprof","unempdur","income","marital","mmarr","ymarr","msepdiv","ysepdiv","ls","depress","trust","trustfam","trustneigh","sport","nofriend","smoke","nociga","alcabuse","alcsol","workab","wkabdur","wkabint","wkabintdur","emcc","englang","height","weight","random_1","random_2","random_3","eduspec"
"MALE",22,"RURAL AREAS","Lubuskie","SECONDARY","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",6,"NO",NA,"YES","NO","NO",NA,"NO",NA,NA,"ACTIVE",194,90,"JO","JO","ZN","no specialisation"
"MALE",71,"RURAL AREAS","Podkarpackie","PRIMARY/NO EDUCATION","RETIRED",0,1080,"MARRIED",7,1965,NA,NA,"PLEASED",10,"IT`S DIFFICULT TO TELL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,60,"TZ","FT","QW","no specialisation"
"MALE",69,"RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","RETIRED",0,1012,"MARRIED",4,1969,NA,NA,"MOSTLY SATISFIED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",175,85,"MS","QB","QW","no specialisation"
"MALE",22,"RURAL AREAS","Lodzkie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",0,1000,"SINGLE",NA,NA,NA,NA,"MIXED",1,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","NO",5,"YES",20,"NO","NO","NO",NA,"YES, TO EU COUNTRY","IT DEPENDS","NETHERLANDS","NONE",180,80,"MS","UE","KI","no specialisation"
"FEMALE",64,"RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",0,1290,"MARRIED",12,1969,NA,NA,"MIXED",14,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",0,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",168,65,"NT","EE","NT","no specialisation"
"FEMALE",19,"RURAL AREAS","Swietokrzyskie","SECONDARY","OTHER ECONOMICALLY INACTIVE",0,NA,"MARRIED",8,2010,NA,NA,"PLEASED",NA,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,56,"EE","MS","KH","no specialisation"
"FEMALE",18,"RURAL AREAS","Swietokrzyskie","VOCATIONAL/GRAMMAR",NA,NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY DISSATISFIED",0,"IT`S DIFFICULT TO TELL","YES","YES","YES",1,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",163,60,"NZ","TZ","HS","no specialisation"
"MALE",19,"RURAL AREAS","Malopolskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",10,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"PASSIVE",187,85,"MS","NT","KH","no specialisation"
"FEMALE",17,"URBAN BELOW 20,000","Opolskie","PRIMARY/NO EDUCATION","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"IT`S DIFFICULT TO TELL","YES","NO OPINION","YES",12,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",176,78,"KH","GQ","KI","no specialisation"
"MALE",20,"RURAL AREAS","Zachodnio-pomorskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",0,1200,"SINGLE",NA,NA,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",40,"YES",20,"NO","NO","NO",NA,"YES, TO EU COUNTRY","MORE THAN 2 YEARS","NETHERLANDS","NONE",189,86,"FT","NT","EE","no specialisation"
"FEMALE",42,"RURAL AREAS","Kujawsko-pomorskie","SECONDARY","UNEMPLOYED",24,NA,"MARRIED",6,1991,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",163,60,"OT","GS","HS","no specialisation"
"MALE",30,"RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",0,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",15,"YES",25,"NO","NO","NO",NA,"NO",NA,NA,"NONE",185,100,"MS","QB","OJ","no specialisation"
"MALE",17,"URBAN BELOW 20,000","Dolnoslaskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"IT`S DIFFICULT TO TELL","YES","YES","NO",10,"YES",20,"NO","NO",NA,NA,"NO",NA,NA,"NONE",184,64,"KH","MS","EQ","no specialisation"
"FEMALE",17,"URBAN 100,000-200,000","Slaskie","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",4,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",164,43,"CF","KI","HS","no specialisation"
"MALE",73,"RURAL AREAS","Opolskie","PRIMARY/NO EDUCATION","RETIRED",24,2000,"MARRIED",10,1965,NA,NA,"PLEASED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",7,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",175,70,"CF","QB","QB","no specialisation"
"FEMALE",19,"URBAN BELOW 20,000","Mazowieckie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MIXED",6,"ONE CAN`T BE TOO CAREFUL","NO","NO","NO",0,"YES",15,"YES","NO",NA,NA,"NO",NA,NA,"PASSIVE",169,57,"EE","OT","EQ","no specialisation"
"FEMALE",86,"RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","RETIRED",0,850,"WIDOWED",2,1947,12,2006,"PLEASED",12,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",156,60,"EE","HS","GQ","no specialisation"
"FEMALE",48,"RURAL AREAS","Zachodnio-pomorskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,1200,"DE FACTO SEPARATED",5,2005,6,2010,"MIXED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,72,"QB","MS","OJ","no specialisation"
"MALE",18,"RURAL AREAS","Malopolskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",0,128,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",2,"IT`S DIFFICULT TO TELL","YES","YES","NO",10,"NO",NA,"NO","NO",NA,NA,"YES, TO EU COUNTRY","LESS THAN 1 YEAR","FRANCE","ACTIVE",171,60,"EE","OJ","JO","no specialisation"
"FEMALE",78,"RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","RETIRED",0,650,"MARRIED",4,1960,NA,NA,"MOSTLY SATISFIED",15,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",150,71,"UE","OT","CF","no specialisation"
"FEMALE",22,"URBAN 500,000 AND OVER","Malopolskie","SECONDARY","PUPIL OR STUDENT",24,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",2,"YES",2,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",173,59,"NZ","HS","NZ","no specialisation"
"MALE",35,"RURAL AREAS","Lodzkie","PRIMARY/NO EDUCATION","UNEMPLOYED",20,NA,"SINGLE",NA,NA,NA,NA,"MIXED",2,"IT`S DIFFICULT TO TELL","YES","YES","YES",4,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",180,76,"JO","KI","FT","no specialisation"
"FEMALE",16,"RURAL AREAS","Malopolskie","PRIMARY/NO EDUCATION","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"MIXED",11,"ONE CAN`T BE TOO CAREFUL","NO","NO","NO",6,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",164,45,"EE","GQ","CF","no specialisation"
"FEMALE",18,"RURAL AREAS","Slaskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",24,NA,"SINGLE",NA,NA,NA,NA,"DELIGHTED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",152,53,"FT","OT","KI","no specialisation"
"MALE",19,"URBAN BELOW 20,000","Dolnoslaskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,700,"SINGLE",NA,NA,NA,NA,"MOSTLY DISSATISFIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"YES",20,"NO","NO",NA,NA,"NO",NA,NA,"NONE",178,63,"CF","OJ","CF","no specialisation"
"FEMALE",17,"RURAL AREAS","Slaskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",4,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",162,50,"MS","KI","MS","no specialisation"
"MALE",58,"RURAL AREAS","Opolskie","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR",0,1700,"MARRIED",4,1977,NA,NA,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",20,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",175,95,"QW","HS","NT","no specialisation"
"MALE",78,"RURAL AREAS","Malopolskie","PRIMARY/NO EDUCATION","RETIRED",NA,1780,"MARRIED",7,1958,NA,NA,"MOSTLY SATISFIED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"NO",NA,"NO",NA,"NO",NA,"NO",NA,NA,"NONE",163,78,"GS","KI","OT","no specialisation"
"MALE",48,"URBAN BELOW 20,000","Lubelskie","SECONDARY","SELF-EMPLOYED",0,2500,"MARRIED",4,1998,NA,NA,"MOSTLY SATISFIED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",179,105,"KH","CF","ZN","no specialisation"
"FEMALE",83,"RURAL AREAS","Podkarpackie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",0,1100,"WIDOWED",9,1958,9,1979,"MIXED",18,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,78,"QB","QW","OJ","no specialisation"
"FEMALE",17,"URBAN 100,000-200,000","Lubelskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"DELIGHTED",0,"MOST PEOPLE CAN BE TRUSTED","YES","NO","NO",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",158,48,"KI","TZ","QB","no specialisation"
"FEMALE",20,"RURAL AREAS","Wielkopolskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,300,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA,3,"NO",NA,"NO",NA,NA,NA,"YES, TO EU COUNTRY","IT DEPENDS","GERMANY","ACTIVE",176,60,"KI","QB","EE","no specialisation"
"FEMALE",38,"URBAN 100,000-200,000","Pomorskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",NA,NA,"MARRIED",9,2004,NA,NA,"PLEASED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",20,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,100,"QB","UE","MS","no specialisation"
"FEMALE",69,"RURAL AREAS","Malopolskie","PRIMARY/NO EDUCATION","RETIRED",NA,600,"MARRIED",2,1962,NA,NA,"MIXED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",166,80,"UE","NZ","KI","no specialisation"
"FEMALE",49,"URBAN 500,000 AND OVER","Mazowieckie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,2000,"MARRIED",7,1984,NA,NA,"MIXED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,80,"NZ","JO","HS","no specialisation"
"MALE",40,"URBAN 500,000 AND OVER","Wielkopolskie","SECONDARY","SELF-EMPLOYED",NA,NA,"MARRIED",6,1995,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA,11,"NO",NA,"NO",NA,"NO",NA,"NO",NA,NA,"NONE",186,71,"GS","EE","QW","no specialisation"
"FEMALE",57,"URBAN 500,000 AND OVER","Lodzkie","SECONDARY","RETIRED",24,1200,"MARRIED",2,1978,NA,NA,"MOSTLY SATISFIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"YES",20,"NO",NA,"NO",NA,"NO",NA,NA,"NONE",156,76,"JO","OJ","GS","no specialisation"
"MALE",18,"URBAN BELOW 20,000","Kujawsko-pomorskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,111,"SINGLE",NA,NA,NA,NA,"MIXED",NA,"ONE CAN`T BE TOO CAREFUL","NO","NO","YES",5,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",183,62,"QW","QB","GS","no specialisation"
"FEMALE",62,"URBAN 100,000-200,000","Lodzkie","SECONDARY","RETIRED",24,NA,"MARRIED",7,1971,NA,NA,"MOSTLY SATISFIED",10,"MOST PEOPLE CAN BE TRUSTED","YES","NO","YES",12,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,70,"UE","KH","KH","no specialisation"
"FEMALE",20,"URBAN 20,000-100,000","Pomorskie","SECONDARY","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MIXED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",5,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",165,60,"MS","HS","NT","no specialisation"
"FEMALE",62,"RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","RETIRED",0,1280,"DIVORCED",4,1975,8,1985,"MOSTLY DISSATISFIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",3,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",167,94,"GS","KH","KI","no specialisation"
"MALE",61,"RURAL AREAS","Pomorskie","PRIMARY/NO EDUCATION","RETIRED",0,1900,"MARRIED",12,1974,NA,NA,"MOSTLY SATISFIED",5,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",175,90,"KI","KI","TZ","no specialisation"
"MALE",24,"URBAN 100,000-200,000","Slaskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,2500,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",180,88,"MS","FT","QB","no specialisation"
"MALE",52,"RURAL AREAS","Slaskie","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR",0,2800,"MARRIED",1,1983,NA,NA,"PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",10,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",174,68,"ZN","EQ","QB","no specialisation"
"FEMALE",60,"URBAN 200,000-500,000","Slaskie","PRIMARY/NO EDUCATION","RETIRED",24,1600,"MARRIED",3,1973,NA,NA,"MIXED",7,"MOST PEOPLE CAN BE TRUSTED","NO OPINION","NO OPINION","YES",8,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",174,68,"CF","OJ","NZ","no specialisation"
"FEMALE",36,"URBAN 500,000 AND OVER","Lodzkie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,400,"MARRIED",12,2005,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",173,60,"OT","ZN","HS","no specialisation"
"FEMALE",68,"RURAL AREAS","Malopolskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",NA,750,"WIDOWED",11,1964,11,1997,"MOSTLY SATISFIED",15,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",159,78,"TZ","OJ","HS","no specialisation"
"MALE",56,"RURAL AREAS","Wielkopolskie","PRIMARY/NO EDUCATION","FARMER",0,1000,"MARRIED",9,1983,NA,NA,"MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,83,"UE","JO","QW","no specialisation"
"FEMALE",46,"URBAN 100,000-200,000","Pomorskie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",0,1540,"DIVORCED",9,1984,9,2009,"MIXED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"YES",15,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,58,"GS","JO","OJ","no specialisation"
"MALE",18,"RURAL AREAS","Warminsko-mazurskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",0,360,"SINGLE",NA,NA,NA,NA,"MIXED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",187,70,"EE","ZN","NT","no specialisation"
"FEMALE",18,"URBAN 200,000-500,000","Slaskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",24,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",4,"NO",NA,"NO","NO","NO",NA,"YES, TO EU COUNTRY","IT DEPENDS","GREAT BRITAIN","ACTIVE",164,53,"TZ","EE","ZN","no specialisation"
"FEMALE",60,"RURAL AREAS","Warminsko-mazurskie","SECONDARY","LONG-TERM SICK/DISABLED",NA,700,"DIVORCED",NA,NA,NA,NA,"MOSTLY DISSATISFIED",10,"IT`S DIFFICULT TO TELL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",157,70,"KI","JO","GS","no specialisation"
"FEMALE",25,"URBAN 100,000-200,000","Slaskie","SECONDARY","OTHER ECONOMICALLY INACTIVE",24,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",169,54,"ZN","GS","QW","no specialisation"
"MALE",56,"RURAL AREAS","Wielkopolskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",0,460,"MARRIED",12,1979,NA,NA,"MIXED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",0,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,76,"OT","JO","JO","no specialisation"
"FEMALE",22,"URBAN 100,000-200,000","Wielkopolskie","SECONDARY","UNEMPLOYED",14,640,"SINGLE",NA,NA,NA,NA,"MIXED",2,"IT`S DIFFICULT TO TELL","YES","NO","NO",0,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",159,59,"QW","GQ","TZ","no specialisation"
"MALE",67,"RURAL AREAS","Podlaskie","PRIMARY/NO EDUCATION","RETIRED",24,1408,"MARRIED",6,1966,NA,NA,"MIXED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",178,90,"OJ","ZN","CF","no specialisation"
"MALE",36,"RURAL AREAS","Kujawsko-pomorskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",NA,2000,"MARRIED",4,1998,NA,NA,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",176,98,"UE","CF","OT","no specialisation"
"MALE",29,"URBAN 20,000-100,000","Podlaskie","SECONDARY","PUPIL OR STUDENT",NA,1500,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",1,"IT`S DIFFICULT TO TELL","YES","YES","YES",4,"YES",12,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",182,68,"QW","NZ","OJ","no specialisation"
"FEMALE",24,"RURAL AREAS","Warminsko-mazurskie","SECONDARY","PUPIL OR STUDENT",0,1050,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",171,59,"TZ","OT","KI","no specialisation"
"FEMALE",31,"URBAN 100,000-200,000","Podlaskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",NA,1200,"MARRIED",9,2000,NA,NA,"MOSTLY SATISFIED",0,"IT`S DIFFICULT TO TELL","YES","YES","YES",8,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",160,65,"CF","QB","MS","no specialisation"
"FEMALE",65,"RURAL AREAS","Lodzkie","PRIMARY/NO EDUCATION","RETIRED",0,826,"WIDOWED",11,1964,10,1986,"PLEASED",10,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,60,"MS","QW","MS","no specialisation"
"MALE",16,"RURAL AREAS","Podkarpackie","PRIMARY/NO EDUCATION","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",169,76,"GS","TZ","CF","no specialisation"
"FEMALE",16,"RURAL AREAS","Wielkopolskie","PRIMARY/NO EDUCATION","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION","NO",20,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"PASSIVE",170,55,"HS","NT","MS","no specialisation"
"FEMALE",64,"RURAL AREAS","Dolnoslaskie","PRIMARY/NO EDUCATION","RETIRED",24,1000,"MARRIED",12,1968,NA,NA,"MOSTLY SATISFIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,62,"HS","EE","KH","no specialisation"
"MALE",59,"RURAL AREAS","Lubuskie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",24,841,"MARRIED",10,1972,NA,NA,"MOSTLY SATISFIED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,70,"OJ","MS","NZ","no specialisation"
"MALE",31,"URBAN 200,000-500,000","Zachodnio-pomorskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,6000,"SINGLE",NA,NA,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",8,"YES",20,"YES","NO","NO",NA,"NO",NA,NA,"ACTIVE",180,80,"OJ","OT","OJ","no specialisation"
"FEMALE",34,"URBAN 500,000 AND OVER","Mazowieckie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",2,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION","NO",2,"YES",15,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",164,53,"QB","FT","NT","no specialisation"
"FEMALE",58,"URBAN 20,000-100,000","Slaskie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",0,2000,"WIDOWED",10,1975,11,2000,"MOSTLY DISSATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,62,"NT","UE","OJ","no specialisation"
"MALE",32,"URBAN 100,000-200,000","Lubelskie","PRIMARY/NO EDUCATION","UNEMPLOYED",NA,NA,"SINGLE",NA,NA,NA,NA,"TERRIBLE",3,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",10,"YES",20,"YES","YES","NO",NA,"YES, TO EU COUNTRY","IT DEPENDS","GREAT BRITAIN","NONE",180,86,"FT","HS","KI","no specialisation"
"FEMALE",68,"URBAN 100,000-200,000","Warminsko-mazurskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",0,1200,"WIDOWED",6,1963,7,2009,"MOSTLY SATISFIED",12,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,60,"FT","EE","OT","no specialisation"
"MALE",36,"RURAL AREAS","Mazowieckie","SECONDARY","UNEMPLOYED",6,2000,"MARRIED",10,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",6,"NO",NA,"NO","NO","NO",NA,NA,NA,NA,"PASSIVE",170,100,"GS","NZ","FT","no specialisation"
"FEMALE",39,"URBAN 100,000-200,000","Lubelskie","SECONDARY","OTHER ECONOMICALLY INACTIVE",NA,1637,"DIVORCED",8,1995,8,2009,"MOSTLY DISSATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",80,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",163,70,"OT","EQ","CF","no specialisation"
"FEMALE",63,"RURAL AREAS","Slaskie","PRIMARY/NO EDUCATION","RETIRED",24,NA,"MARRIED",7,1969,NA,NA,"PLEASED",8,NA,"YES","YES","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,65,"QB","QW","KH","no specialisation"
"MALE",54,"RURAL AREAS","Zachodnio-pomorskie","PRIMARY/NO EDUCATION","UNEMPLOYED",24,300,"SINGLE",NA,NA,NA,NA,"MIXED",6,"IT`S DIFFICULT TO TELL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,60,"ZN","KH","EQ","no specialisation"
"FEMALE",86,"URBAN 200,000-500,000","Slaskie","PRIMARY/NO EDUCATION","RETIRED",24,1000,"MARRIED",12,1961,NA,NA,"MOSTLY SATISFIED",9,"ONE CAN`T BE TOO CAREFUL","NO","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",155,50,"GQ","GQ","FT","no specialisation"
"FEMALE",68,"URBAN BELOW 20,000","Lodzkie","PRIMARY/NO EDUCATION","RETIRED",NA,896,"WIDOWED",10,1962,1,2010,"DELIGHTED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"NONE",162,70,"TZ","OT","QB","no specialisation"
