"sex","age","placesize","region","edu","socprof","unempdur","income","marital","mmarr","ymarr","msepdiv","ysepdiv","ls","depress","trust","trustfam","trustneigh","sport","nofriend","smoke","nociga","alcabuse","alcsol","workab","wkabdur","wkabint","wkabintdur","emcc","englang","height","weight","random_1","random_2","random_3","eduspec"
"MALE",54,"RURAL AREAS","Lubelskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",24,800,"MARRIED",4,1979,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",0,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,100,"BQ","OS","DM","no specialisation"
"FEMALE",55,"RURAL AREAS","Lubuskie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",24,NA,"MARRIED",1,1978,NA,NA,"MOSTLY SATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,63,"CF","JX","LM","no specialisation"
"FEMALE",32,"URBAN 500,000 AND OVER","Mazowieckie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",0,NA,"MARRIED",6,2003,NA,NA,"MOSTLY SATISFIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",8,"NO",NA,"NO","NO","NO",NA,NA,NA,NA,"PASSIVE",175,60,"JC","GG","TZ","no specialisation"
"MALE",67,"URBAN 100,000-200,000","Lubuskie","PRIMARY/NO EDUCATION","RETIRED",24,1400,"MARRIED",5,1982,NA,NA,"MIXED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",174,93,"MT","ZM","RB","no specialisation"
"MALE",19,"URBAN 200,000-500,000","Dolnoslaskie","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","NO","NO",10,"YES",20,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",180,70,"QF","FY","ZB","no specialisation"
"FEMALE",56,"URBAN 20,000-100,000","Lubelskie","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED",NA,500,"MARRIED",10,1979,NA,NA,"PLEASED",11,"ONE CAN`T BE TOO CAREFUL","NO OPINION","YES","YES",10,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,40,"WX","OM","WQ","no specialisation"
"MALE",28,"URBAN 500,000 AND OVER","Wielkopolskie","SECONDARY","OTHER ECONOMICALLY INACTIVE",0,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",182,70,"KJ","CC","ZB","no specialisation"
"MALE",84,"RURAL AREAS","Podlaskie","PRIMARY/NO EDUCATION","RETIRED",NA,840,"MARRIED",5,1959,NA,NA,"MOSTLY SATISFIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",162,70,"SH","FY","CO","no specialisation"
"FEMALE",21,"RURAL AREAS","Swietokrzyskie","SECONDARY","UNEMPLOYED",10,NA,"SINGLE",NA,NA,NA,NA,"DELIGHTED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",20,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",158,75,"KJ","JC","RB","no specialisation"
"MALE",19,"URBAN 100,000-200,000","Slaskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",20,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"PASSIVE",170,62,"SF","UZ","WQ","no specialisation"
"FEMALE",78,"RURAL AREAS","Wielkopolskie","PRIMARY/NO EDUCATION",NA,0,1000,"WIDOWED",2,1957,10,1997,"MOSTLY SATISFIED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",156,73,"RG","NF","BB","no specialisation"
"FEMALE",57,"URBAN BELOW 20,000","Lubelskie","PRIMARY/NO EDUCATION","EMPLOYED IN PUBLIC SECTOR",NA,1150,"MARRIED",10,1976,NA,NA,"MIXED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",13,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",154,64,"XF","SG","LM","no specialisation"
"FEMALE",68,"URBAN 500,000 AND OVER","Lodzkie","PRIMARY/NO EDUCATION","RETIRED",24,1500,"MARRIED",10,1963,NA,NA,"MOSTLY SATISFIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO",NA,"NO",NA,"NO",NA,NA,"NONE",165,64,"LX","NF","DM","no specialisation"
"FEMALE",62,"RURAL AREAS","Lubelskie","PRIMARY/NO EDUCATION","RETIRED",0,700,"MARRIED",7,1970,NA,NA,"PLEASED",4,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",10,"YES",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,80,"VF","YM","LM","no specialisation"
"MALE",88,"RURAL AREAS","Lubuskie","PRIMARY/NO EDUCATION","RETIRED",24,1700,"MARRIED",4,1997,NA,NA,"PLEASED",NA,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",1,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,80,"FB","CI","HU","no specialisation"
"MALE",64,"URBAN 100,000-200,000","Pomorskie","PRIMARY/NO EDUCATION","RETIRED",0,1800,"MARRIED",4,1973,NA,NA,"MOSTLY SATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",8,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",172,84,"VF","AC","QV","no specialisation"
"FEMALE",78,"RURAL AREAS","Pomorskie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",0,NA,"MARRIED",12,1961,NA,NA,"PLEASED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"NONE",165,80,"CF","AW","BB","no specialisation"
"FEMALE",21,"RURAL AREAS","Pomorskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",0,640,"MARRIED",4,2010,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",15,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"NONE",157,58,"IJ","ZM","TG","no specialisation"
"FEMALE",29,"URBAN 20,000-100,000","Kujawsko-pomorskie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",NA,NA,"MARRIED",8,2004,NA,NA,"MIXED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",1,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",171,117,"QF","JC","LM","no specialisation"
"FEMALE",21,"RURAL AREAS","Pomorskie","SECONDARY","PUPIL OR STUDENT",0,1300,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",163,58,"NN","SG","QC","no specialisation"
"MALE",84,"URBAN BELOW 20,000","Podlaskie","PRIMARY/NO EDUCATION","RETIRED",NA,1320,"MARRIED",12,1945,NA,NA,"PLEASED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,83,"IJ","IR","LM","no specialisation"
"MALE",22,"RURAL AREAS","Opolskie","SECONDARY","PUPIL OR STUDENT",NA,380,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",180,74,"QF","PE","RB","no specialisation"
"MALE",66,"RURAL AREAS","Warminsko-mazurskie","PRIMARY/NO EDUCATION","RETIRED",0,1000,"DIVORCED",12,1967,NA,NA,"MOSTLY DISSATISFIED",11,"ONE CAN`T BE TOO CAREFUL","NO","YES","YES",2,"NO",NA,"YES","YES","NO",NA,"NO",NA,NA,"NONE",180,90,"AX","GG","CO","no specialisation"
"FEMALE",42,"RURAL AREAS","Podkarpackie","PRIMARY/NO EDUCATION","EMPLOYED IN PUBLIC SECTOR",NA,1800,"MARRIED",4,1990,NA,NA,"MIXED",2,"IT`S DIFFICULT TO TELL","YES","YES","NO",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,85,"MT","EY","WQ","no specialisation"
"MALE",61,"RURAL AREAS","Slaskie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",24,1400,"MARRIED",2,1971,NA,NA,"MOSTLY SATISFIED",4,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,86,"NS","UZ","KT","no specialisation"
"FEMALE",54,"URBAN 500,000 AND OVER","Lodzkie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",0,1500,"MARRIED",12,1978,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",167,80,"XF","BV","PH","no specialisation"
"FEMALE",18,"URBAN 100,000-200,000","Slaskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",24,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",170,67,"KJ","OS","DS","no specialisation"
"FEMALE",56,"RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR",0,600,"MARRIED",1,1990,NA,NA,"UNHAPPY",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,78,"AE","BV","QC","no specialisation"
"MALE",50,"RURAL AREAS","Warminsko-mazurskie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",0,1000,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",0,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,80,"AX","KX","RB","no specialisation"
"MALE",20,"RURAL AREAS","Malopolskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"MIXED",4,"IT`S DIFFICULT TO TELL","YES","NO OPINION","NO",5,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"NONE",183,61,"RG","TK","ZB","no specialisation"
"FEMALE",73,"RURAL AREAS","Malopolskie","PRIMARY/NO EDUCATION","RETIRED",0,825,"WIDOWED",1,1961,1,1995,"MIXED",14,"ONE CAN`T BE TOO CAREFUL","NO","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,70,"KU","UN","PH","no specialisation"
"MALE",38,"RURAL AREAS","Lodzkie","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR",0,2500,"MARRIED",4,1998,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",5,"NO",NA,"YES",NA,"NO",NA,"NO",NA,NA,"NONE",186,90,"QE","KX","QC","no specialisation"
"FEMALE",23,"RURAL AREAS","Malopolskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",0,800,"SINGLE",NA,NA,NA,NA,"MOSTLY DISSATISFIED",10,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",4,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"NONE",150,60,"BQ","TK","LM","no specialisation"
"FEMALE",70,"URBAN 100,000-200,000","Pomorskie","SECONDARY","RETIRED",0,900,"MARRIED",4,1964,NA,NA,"PLEASED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,70,"RG","OS","ZB","no specialisation"
"FEMALE",37,"RURAL AREAS","Malopolskie","SECONDARY","RETIRED",NA,1016,"MARRIED",9,1972,NA,NA,"PLEASED",NA,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",NA,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,76,"QF","OS","ZB","no specialisation"
"MALE",20,"RURAL AREAS","Podkarpackie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",40,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",186,78,"QF","NF","PH","no specialisation"
"FEMALE",50,"URBAN 100,000-200,000","Podlaskie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",NA,1600,"WIDOWED",2,1983,4,2007,"MOSTLY DISSATISFIED",9,"IT`S DIFFICULT TO TELL","YES","YES","NO",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",161,75,"SH","BV","JW","no specialisation"
"MALE",69,"RURAL AREAS","Podkarpackie","SECONDARY","RETIRED",24,1200,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",3,"IT`S DIFFICULT TO TELL","YES","YES","NO",20,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",182,83,"NN","CC","BB","no specialisation"
"FEMALE",54,"RURAL AREAS","Lubelskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",NA,630,"WIDOWED",6,1974,6,1989,"PLEASED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",10,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"NONE",156,56,"RG","AW","TZ","no specialisation"
"MALE",50,"RURAL AREAS","Lubelskie","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR",NA,1800,"MARRIED",1,2001,NA,NA,"MOSTLY SATISFIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",6,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,80,"QE","KX","QC","no specialisation"
"FEMALE",68,"URBAN 100,000-200,000","Opolskie","PRIMARY/NO EDUCATION","RETIRED",24,1000,"MARRIED",2,1965,NA,NA,"MOSTLY DISSATISFIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",6,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"NONE",152,60,"WY","CC","TG","no specialisation"
"MALE",17,"URBAN BELOW 20,000","Zachodnio-pomorskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"MIXED",1,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",170,60,"KU","KX","DS","no specialisation"
"FEMALE",81,"URBAN 200,000-500,000","Lubuskie","SECONDARY","RETIRED",NA,1723,"WIDOWED",12,1955,5,2009,"MOSTLY SATISFIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",9,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,74,"AE","CI","BB","no specialisation"
"MALE",72,"RURAL AREAS","Wielkopolskie","PRIMARY/NO EDUCATION","RETIRED",0,1350,"MARRIED",4,1966,NA,NA,"PLEASED",14,"ONE CAN`T BE TOO CAREFUL","NO OPINION","YES","NO",30,"YES",12,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,68,"QE","EY","UV","no specialisation"
"FEMALE",66,"URBAN 200,000-500,000","Slaskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",24,1100,"WIDOWED",12,1963,9,2003,"MOSTLY SATISFIED",13,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",20,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",175,80,"QE","UZ","UV","no specialisation"
"FEMALE",68,"URBAN BELOW 20,000","Zachodnio-pomorskie","PRIMARY/NO EDUCATION","RETIRED",0,NA,"MARRIED",11,1963,NA,NA,"PLEASED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",0,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",155,70,"XF","TK","MZ","no specialisation"
"MALE",26,"URBAN BELOW 20,000","Lodzkie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,1600,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,NA,"NO","NO","YES",2,"NO",NA,"NO","NO","NO",NA,NA,NA,NA,"PASSIVE",175,90,"SF","NZ","WQ","no specialisation"
"MALE",68,"URBAN 100,000-200,000","Zachodnio-pomorskie","PRIMARY/NO EDUCATION","RETIRED",NA,NA,"MARRIED",12,1966,NA,NA,"PLEASED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,100,"VF","CI","QC","no specialisation"
"FEMALE",53,"RURAL AREAS","Pomorskie","PRIMARY/NO EDUCATION","UNEMPLOYED",12,NA,"MARRIED",4,1982,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,68,"FH","CC","MZ","no specialisation"
"FEMALE",23,"URBAN 200,000-500,000","Lubuskie","SECONDARY","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"DELIGHTED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",170,54,"FH","NZ","JW","no specialisation"
"MALE",74,"RURAL AREAS","Slaskie","PRIMARY/NO EDUCATION","RETIRED",0,NA,"MARRIED",7,1961,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",20,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",174,81,"FB","KX","PH","no specialisation"
"FEMALE",21,"RURAL AREAS","Lodzkie","SECONDARY","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"DELIGHTED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,68,"RG","EY","JW","no specialisation"
"MALE",25,"URBAN BELOW 20,000","Warminsko-mazurskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,1500,"SINGLE",NA,NA,NA,NA,"MIXED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",180,70,"MT","UN","QV","no specialisation"
"FEMALE",86,"RURAL AREAS","Slaskie","PRIMARY/NO EDUCATION","RETIRED",0,600,"MARRIED",1,1953,NA,NA,"MOSTLY SATISFIED",14,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",157,65,"SH","YM","QC","no specialisation"
"MALE",16,"URBAN 500,000 AND OVER","Mazowieckie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MIXED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",20,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",185,65,"WY","ZM","DM","no specialisation"
"MALE",21,"URBAN 100,000-200,000","Kujawsko-pomorskie","PRIMARY/NO EDUCATION","UNEMPLOYED",NA,377,"SINGLE",NA,NA,NA,NA,"MOSTLY DISSATISFIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"YES",15,"YES","YES",NA,NA,"NO",NA,NA,"NONE",170,62,"FB","OM","TL","no specialisation"
"FEMALE",58,"RURAL AREAS","Lodzkie","PRIMARY/NO EDUCATION","FARMER",0,2000,"MARRIED",4,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,69,"XF","BV","GV","no specialisation"
"MALE",78,"RURAL AREAS","Swietokrzyskie","PRIMARY/NO EDUCATION","RETIRED",24,1450,"MARRIED",6,1957,NA,NA,"PLEASED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",0,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",175,70,"XF","NF","MZ","no specialisation"
"MALE",17,"RURAL AREAS","Lodzkie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MIXED",9,"MOST PEOPLE CAN BE TRUSTED","NO","YES","YES",15,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"NONE",185,93,"WY","EY","AL","no specialisation"
"FEMALE",64,"RURAL AREAS","Slaskie","PRIMARY/NO EDUCATION","RETIRED",24,900,"DE FACTO SEPARATED",10,1984,NA,NA,"MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,69,"KJ","UZ","SJ","no specialisation"
"MALE",62,"URBAN 200,000-500,000","Slaskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,1600,"DIVORCED",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","NO","NO","NO",15,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",179,80,"KU","PE","BB","no specialisation"
"MALE",23,"URBAN 500,000 AND OVER","Malopolskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",8,1000,"SINGLE",NA,NA,NA,NA,"MIXED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",10,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"NONE",185,80,"WY","YM","ZB","no specialisation"
"FEMALE",20,"RURAL AREAS","Wielkopolskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",12,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"NONE",172,65,"BQ","KX","MZ","no specialisation"
"FEMALE",55,"URBAN BELOW 20,000","Lodzkie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,1800,"MARRIED",8,1976,NA,NA,"MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",10,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",164,75,"AE","CI","TL","no specialisation"
"MALE",56,"URBAN BELOW 20,000","Warminsko-mazurskie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",0,930,"WIDOWED",6,1979,4,2011,"UNHAPPY",11,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",174,76,"WX","TK","CO","no specialisation"
"FEMALE",18,"URBAN 100,000-200,000","Lodzkie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","NO OPINION","YES","NO",3,"YES",5,"NO","NO",NA,NA,NA,NA,NA,"ACTIVE",174,59,"MT","NF","ZB","no specialisation"
"MALE",62,"URBAN 100,000-200,000","Warminsko-mazurskie","PRIMARY/NO EDUCATION","RETIRED",NA,1000,"MARRIED",10,1971,NA,NA,"PLEASED",NA,"MOST PEOPLE CAN BE TRUSTED","YES","NO","YES",NA,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",NA,NA,"RG","OS","QC","no specialisation"
"MALE",61,"URBAN 100,000-200,000","Podkarpackie","PRIMARY/NO EDUCATION","UNEMPLOYED",24,NA,"MARRIED",4,1985,NA,NA,"MIXED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",1,"YES",15,"NO","NO","NO",NA,"NO",NA,NA,"NONE",172,93,"WX","FY","MZ","no specialisation"
"MALE",20,"URBAN 200,000-500,000","Lubuskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",10,"NO",NA,"NO","NO","NO",NA,"YES, TO EU COUNTRY","LESS THAN 1 YEAR","GREAT BRITAIN","ACTIVE",182,83,"XF","AW","GV","no specialisation"
"MALE",76,"URBAN 100,000-200,000","Malopolskie","PRIMARY/NO EDUCATION","RETIRED",24,650,"DIVORCED",5,1958,11,1979,"MIXED",10,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,65,"SH","GG","HU","no specialisation"
"FEMALE",31,"URBAN 20,000-100,000","Kujawsko-pomorskie","PRIMARY/NO EDUCATION","UNEMPLOYED",12,1300,"MARRIED",7,2008,NA,NA,"MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",6,"YES",15,"NO","NO","NO",NA,"NO",NA,NA,"NONE",168,56,"CF","MG","GV","no specialisation"
"MALE",17,"URBAN 200,000-500,000","Slaskie","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE",NA,NA,"SINGLE",NA,NA,NA,NA,"MIXED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",180,60,"LX","CI","RB","no specialisation"
"FEMALE",18,"URBAN 20,000-100,000","Pomorskie","PRIMARY/NO EDUCATION","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",2,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"PASSIVE",170,58,"AX","IP","WQ","no specialisation"
"MALE",24,"URBAN 500,000 AND OVER","Mazowieckie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",NA,2000,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",4,"YES",15,"YES","NO","NO",NA,"NO",NA,NA,"PASSIVE",179,82,"KJ","KX","TL","no specialisation"
"MALE",24,"URBAN 20,000-100,000","Pomorskie","SECONDARY","PUPIL OR STUDENT",0,700,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",195,86,"BQ","UZ","TZ","no specialisation"
"FEMALE",57,"URBAN 200,000-500,000","Slaskie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",27,NA,"WIDOWED",6,1981,11,1995,"MOSTLY DISSATISFIED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",1,"YES",30,"NO","NO","NO",NA,"NO",NA,NA,"NONE",162,75,"AX","PE","QC","no specialisation"
