"sex","age","placesize","region","edu","socprof","unempdur","income","marital","mmarr","ymarr","msepdiv","ysepdiv","ls","depress","trust","trustfam","trustneigh","sport","nofriend","smoke","nociga","alcabuse","alcsol","workab","wkabdur","wkabint","wkabintdur","emcc","englang","height","weight","random_1","eduspec"
"MALE",76,"URBAN BELOW 20,000","Lubuskie","PRIMARY/NO EDUCATION","RETIRED",NA,1680,"MARRIED",9,1958,NA,NA,"MIXED",17,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",3,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",180,78,"UC","no specialisation"
"FEMALE",18,"RURAL AREAS","Zachodnio-pomorskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"DELIGHTED",2,"IT`S DIFFICULT TO TELL","YES","NO OPINION","NO",20,"NO",NA,"NO","NO",NA,NA,"YES, TO EU COUNTRY","LESS THAN 1 TO 2 YEARS","GERMANY","ACTIVE",165,60,"ER","no specialisation"
"FEMALE",45,"RURAL AREAS","Kujawsko-pomorskie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",NA,NA,"MARRIED",1,1985,NA,NA,"MOSTLY SATISFIED",1,"IT`S DIFFICULT TO TELL","YES","YES","NO",0,"NO",NA,"NO","NO","YES","2","YES, TO EU COUNTRY",NA,"GERMANY","NONE",166,56,"NT","no specialisation"
"MALE",55,"RURAL AREAS","Opolskie","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR",0,1500,"MARRIED",4,1978,NA,NA,"PLEASED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",175,98,"BN","no specialisation"
"MALE",32,"URBAN 100,000-200,000","Lodzkie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,2200,"MARRIED",9,2009,NA,NA,"PLEASED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",NA,"YES","NO","NO",NA,"NO",NA,NA,"ACTIVE",185,85,"GD","no specialisation"
"FEMALE",57,"RURAL AREAS","Opolskie","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR",0,1000,"MARRIED",6,1981,NA,NA,"MOSTLY SATISFIED",3,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,66,"NT","no specialisation"
"MALE",58,"RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","EMPLOYED IN PUBLIC SECTOR",0,900,"MARRIED",10,1983,NA,NA,"MIXED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",15,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"NONE",175,74,"AT","no specialisation"
"MALE",18,"RURAL AREAS","Slaskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MIXED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",5,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",182,68,"ER","no specialisation"
"FEMALE",67,"RURAL AREAS","Kujawsko-pomorskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",NA,1500,"WIDOWED",11,1971,5,2000,"MOSTLY DISSATISFIED",10,"IT`S DIFFICULT TO TELL","NO","NO","YES",0,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,62,"QE","no specialisation"
"FEMALE",52,"RURAL AREAS","Dolnoslaskie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",NA,NA,"MARRIED",8,1980,NA,NA,"MOSTLY SATISFIED",12,"IT`S DIFFICULT TO TELL","YES","NO OPINION","YES",15,"YES",20,"NO","NO",NA,NA,"NO",NA,NA,"NONE",175,92,"RG","no specialisation"
"FEMALE",38,"RURAL AREAS","Warminsko-mazurskie","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR",NA,1300,"SINGLE",NA,NA,NA,NA,"MIXED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",5,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",156,52,"YO","no specialisation"
"FEMALE",82,"RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","RETIRED",0,1300,"WIDOWED",10,1948,8,1984,"PLEASED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,75,"NT","no specialisation"
"MALE",64,"URBAN 200,000-500,000","Kujawsko-pomorskie","PRIMARY/NO EDUCATION","RETIRED",24,1200,"MARRIED",9,1970,NA,NA,"UNHAPPY",15,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",15,"YES",30,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,60,"OB","no specialisation"
"FEMALE",74,"RURAL AREAS","Lubelskie","PRIMARY/NO EDUCATION","RETIRED",NA,850,"MARRIED",4,1956,NA,NA,"MIXED",14,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,100,"ER","no specialisation"
"FEMALE",65,"URBAN 20,000-100,000","Zachodnio-pomorskie","SECONDARY","LONG-TERM SICK/DISABLED",0,1500,"WIDOWED",10,1967,10,1997,"PLEASED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",168,85,"IY","no specialisation"
"FEMALE",18,"RURAL AREAS","Mazowieckie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"MIXED",15,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",10,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"PASSIVE",156,75,"BN","no specialisation"
"FEMALE",67,"RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",NA,800,"WIDOWED",4,1966,7,2001,"MIXED",13,"IT`S DIFFICULT TO TELL","YES","YES","YES",5,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"NONE",160,95,"LS","no specialisation"
"FEMALE",81,"URBAN BELOW 20,000","Podlaskie","PRIMARY/NO EDUCATION","RETIRED",NA,2000,"MARRIED",4,1952,NA,NA,"DELIGHTED",12,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",152,43,"ER","no specialisation"
"MALE",75,"URBAN 20,000-100,000","Zachodnio-pomorskie","PRIMARY/NO EDUCATION","RETIRED",0,1600,"MARRIED",12,1963,NA,NA,"PLEASED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",15,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",172,86,"UC","no specialisation"
"MALE",74,"URBAN BELOW 20,000","Kujawsko-pomorskie","SECONDARY","RETIRED",0,1800,"WIDOWED",9,1959,2,2006,"MOSTLY SATISFIED",16,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",178,90,"GD","no specialisation"
"FEMALE",67,"URBAN 500,000 AND OVER","Mazowieckie","PRIMARY/NO EDUCATION","RETIRED",0,900,"MARRIED",1,1965,NA,NA,"PLEASED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",156,77,"YO","no specialisation"
"MALE",52,"URBAN 100,000-200,000","Dolnoslaskie","PRIMARY/NO EDUCATION","SELF-EMPLOYED",0,3500,"MARRIED",10,1981,NA,NA,"MOSTLY DISSATISFIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",0,"NO",NA,"YES","YES","NO",NA,"NO",NA,NA,"NONE",174,105,"BN","no specialisation"
"MALE",57,"RURAL AREAS","Wielkopolskie","PRIMARY/NO EDUCATION","UNEMPLOYED",24,NA,"MARRIED",11,1981,NA,NA,"PLEASED",3,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION","NO",0,"YES",10,"NO","NO","NO",NA,"YES, TO EU COUNTRY","IT DEPENDS","GERMANY","NONE",154,73,"US","no specialisation"
"FEMALE",81,"URBAN 200,000-500,000","Warminsko-mazurskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",NA,1020,"WIDOWED",9,1948,9,1979,"MOSTLY SATISFIED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"NONE",154,66,"BN","no specialisation"
"FEMALE",55,"URBAN 100,000-200,000","Wielkopolskie","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR",2,600,"MARRIED",2,1979,NA,NA,"MOSTLY SATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",4,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",176,68,"NT","no specialisation"
"FEMALE",42,"URBAN 200,000-500,000","Slaskie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",0,1200,"MARRIED",10,1989,NA,NA,"PLEASED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",169,80,"YP","no specialisation"
"FEMALE",75,"RURAL AREAS","Warminsko-mazurskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",0,1450,"WIDOWED",5,1956,6,2009,"PLEASED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"YES",5,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,78,"JX","no specialisation"
"MALE",24,"URBAN 500,000 AND OVER","Mazowieckie","SECONDARY","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",3,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",176,72,"JX","no specialisation"
"FEMALE",59,"URBAN BELOW 20,000","Opolskie","SECONDARY","RETIRED",24,1035,"WIDOWED",8,1973,6,2003,"MIXED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,56,"IY","no specialisation"
"FEMALE",39,"RURAL AREAS","Malopolskie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",NA,NA,"MARRIED",1,1993,NA,NA,"MOSTLY SATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"NONE",164,60,"UC","no specialisation"
"MALE",61,"RURAL AREAS","Malopolskie","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR",NA,1300,"MARRIED",6,1980,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",176,70,"RG","no specialisation"
"MALE",74,"RURAL AREAS","Malopolskie","PRIMARY/NO EDUCATION","RETIRED",0,600,"SINGLE",NA,NA,NA,NA,"MIXED",16,"IT`S DIFFICULT TO TELL","YES","NO OPINION","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",190,80,"VG","no specialisation"
"MALE",23,"URBAN 200,000-500,000","Slaskie","SECONDARY","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",184,80,"OB","no specialisation"
"FEMALE",18,"RURAL AREAS","Zachodnio-pomorskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",3,"NO",NA,"NO","NO",NA,NA,"YES, TO EU COUNTRY","LESS THAN 1 TO 2 YEARS","GERMANY","PASSIVE",167,65,"OB","no specialisation"
"FEMALE",78,"URBAN 500,000 AND OVER","Mazowieckie","PRIMARY/NO EDUCATION","RETIRED",0,1130,"MARRIED",NA,1960,NA,NA,"MIXED",17,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",NA,NA,"ZZ","no specialisation"
"MALE",53,"RURAL AREAS","Zachodnio-pomorskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",NA,700,"SINGLE",NA,NA,NA,NA,"MIXED",13,"ONE CAN`T BE TOO CAREFUL","NO","NO","YES",3,"YES",10,"YES","NO","NO",NA,"NO",NA,NA,"NONE",182,100,"ZZ","no specialisation"
"MALE",66,"RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","RETIRED",0,818,"MARRIED",6,1968,NA,NA,"PLEASED",13,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",15,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",176,100,"YF","no specialisation"
"MALE",66,"RURAL AREAS","Wielkopolskie","PRIMARY/NO EDUCATION","RETIRED",0,1100,"MARRIED",2,1976,NA,NA,"MOSTLY DISSATISFIED",17,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,75,"YO","no specialisation"
"MALE",21,"URBAN 20,000-100,000","Pomorskie","SECONDARY","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",10,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",190,85,"NT","no specialisation"
"MALE",21,"URBAN BELOW 20,000","Lubelskie","SECONDARY","PUPIL OR STUDENT",24,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",186,69,"JX","no specialisation"
"FEMALE",36,"URBAN 500,000 AND OVER","Lodzkie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,1100,"MARRIED",10,1995,NA,NA,"MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",10,"YES",30,"NO","NO","NO",NA,"NO",NA,NA,"NONE",168,60,"IY","no specialisation"
"FEMALE",70,"URBAN 200,000-500,000","Slaskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",NA,1054,"WIDOWED",4,1961,3,1991,"MOSTLY SATISFIED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",10,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"NONE",165,66,"US","no specialisation"
"MALE",19,"URBAN 20,000-100,000","Swietokrzyskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"DELIGHTED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",164,60,"BN","no specialisation"
"FEMALE",33,"URBAN 20,000-100,000","Pomorskie","SECONDARY","OTHER ECONOMICALLY INACTIVE",0,400,"MARRIED",1,2005,NA,NA,"MOSTLY SATISFIED",6,"IT`S DIFFICULT TO TELL","YES","NO OPINION","NO",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",173,85,"BN","no specialisation"
"FEMALE",81,"RURAL AREAS","Kujawsko-pomorskie","PRIMARY/NO EDUCATION","RETIRED",24,910,"MARRIED",6,1954,NA,NA,"MOSTLY SATISFIED",11,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",175,80,"HQ","no specialisation"
"FEMALE",23,"RURAL AREAS","Podkarpackie","SECONDARY","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"DELIGHTED",NA,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",165,55,"RG","no specialisation"
"MALE",70,"URBAN 100,000-200,000","Podlaskie","PRIMARY/NO EDUCATION","RETIRED",NA,1300,"MARRIED",8,1967,NA,NA,"PLEASED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",168,85,"LS","no specialisation"
"FEMALE",55,"URBAN 200,000-500,000","Zachodnio-pomorskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",NA,600,"MARRIED",3,1973,NA,NA,"MIXED",15,"IT`S DIFFICULT TO TELL","YES","YES","NO",10,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"NONE",163,50,"UC","no specialisation"
"FEMALE",76,"URBAN 200,000-500,000","Warminsko-mazurskie","SECONDARY","RETIRED",NA,NA,"MARRIED",12,1959,NA,NA,"MOSTLY SATISFIED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,NA,NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",161,59,"ZZ","no specialisation"
"MALE",24,"RURAL AREAS","Lubelskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",8,1000,"SINGLE",NA,NA,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",23,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",175,72,"LS","no specialisation"
"FEMALE",64,"RURAL AREAS","Warminsko-mazurskie","PRIMARY/NO EDUCATION","RETIRED",24,920,"MARRIED",8,1971,NA,NA,"PLEASED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,65,"JX","no specialisation"
"MALE",40,"RURAL AREAS","Swietokrzyskie","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR",NA,1400,"MARRIED",8,1994,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",4,"YES",15,"NO","NO","YES","14","NO",NA,NA,"PASSIVE",176,86,"BN","no specialisation"
"FEMALE",57,"URBAN 500,000 AND OVER","Lodzkie","SECONDARY","OTHER ECONOMICALLY INACTIVE",24,600,"MARRIED",6,1984,NA,NA,"MOSTLY SATISFIED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",0,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,48,"UR","no specialisation"
"FEMALE",78,"RURAL AREAS","Lodzkie","PRIMARY/NO EDUCATION","RETIRED",24,1300,"WIDOWED",6,1954,3,2002,"MIXED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,67,"US","no specialisation"
"FEMALE",18,"URBAN 20,000-100,000","Pomorskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",3,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",154,37,"OB","no specialisation"
"FEMALE",57,"RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","FARMER",0,NA,"MARRIED",9,1985,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",8,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",NA,NA,"UC","no specialisation"
"FEMALE",90,"URBAN BELOW 20,000","Lubuskie","PRIMARY/NO EDUCATION","RETIRED",24,2200,"MARRIED",10,1946,NA,NA,"MIXED",17,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",150,55,"GD","no specialisation"
"FEMALE",79,"RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","RETIRED",0,900,"WIDOWED",1,1955,6,1995,"PLEASED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,70,"OB","no specialisation"
"MALE",43,"RURAL AREAS","Zachodnio-pomorskie","PRIMARY/NO EDUCATION","EMPLOYED IN PUBLIC SECTOR",0,1700,"SINGLE",NA,NA,NA,NA,"MOSTLY DISSATISFIED",1,"ONE CAN`T BE TOO CAREFUL","NO","NO","YES",3,"NO",NA,"NO","NO","YES","6","YES, TO EU COUNTRY","MORE THAN 2 YEARS",NA,"NONE",170,68,"NT","no specialisation"
"MALE",49,"URBAN 100,000-200,000","Mazowieckie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",0,1100,"MARRIED",12,1981,NA,NA,"MOSTLY DISSATISFIED",7,"ONE CAN`T BE TOO CAREFUL","NO","NO","YES",5,"YES",60,"YES","YES","NO",NA,"NO",NA,NA,"NONE",170,64,"NT","no specialisation"
"MALE",16,"RURAL AREAS","Warminsko-mazurskie","PRIMARY/NO EDUCATION","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MIXED",0,NA,"YES","NO","NO",5,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"PASSIVE",172,58,"ER","no specialisation"
"FEMALE",81,"URBAN BELOW 20,000","Dolnoslaskie","PRIMARY/NO EDUCATION","RETIRED",NA,1350,"WIDOWED",3,1950,11,1987,"PLEASED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",161,72,"BN","no specialisation"
"FEMALE",64,"URBAN BELOW 20,000","Kujawsko-pomorskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",NA,1450,"WIDOWED",8,1969,11,2007,"MOSTLY SATISFIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"YES",2,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,78,"QE","no specialisation"
"FEMALE",25,"URBAN 500,000 AND OVER","Mazowieckie","SECONDARY","UNEMPLOYED",3,100,"SINGLE",NA,NA,NA,NA,"PLEASED",2,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION","NO",5,"YES",15,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",170,60,"YP","no specialisation"
"FEMALE",64,"URBAN 100,000-200,000","Mazowieckie","PRIMARY/NO EDUCATION","RETIRED",0,NA,"MARRIED",7,1982,NA,NA,"MOSTLY SATISFIED",13,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",0,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",159,65,"IY","no specialisation"
"MALE",17,"URBAN BELOW 20,000","Podlaskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",195,72,"BN","no specialisation"
"MALE",83,"URBAN 100,000-200,000","Swietokrzyskie","PRIMARY/NO EDUCATION","RETIRED",24,1230,"MARRIED",7,1957,NA,NA,"DELIGHTED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,78,"IY","no specialisation"
"FEMALE",16,"URBAN 100,000-200,000","Wielkopolskie","PRIMARY/NO EDUCATION","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"MOST PEOPLE CAN BE TRUSTED","NO OPINION","NO OPINION","NO",6,"NO",NA,"NO",NA,NA,NA,"NO",NA,NA,"PASSIVE",154,63,"NT","no specialisation"
"MALE",72,"RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","RETIRED",0,1000,"MARRIED",10,1970,NA,NA,"MIXED",9,"IT`S DIFFICULT TO TELL","YES","YES","NO",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,83,"YO","no specialisation"
"FEMALE",78,"URBAN 100,000-200,000","Warminsko-mazurskie","PRIMARY/NO EDUCATION","RETIRED",NA,1580,"MARRIED",4,1963,NA,NA,"MOSTLY SATISFIED",14,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,62,"ZZ","no specialisation"
"MALE",78,"RURAL AREAS","Kujawsko-pomorskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",NA,NA,"MARRIED",9,1967,NA,NA,"MOSTLY SATISFIED",15,NA,"YES","YES","YES",8,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",NA,NA,"JX","no specialisation"
"FEMALE",53,"URBAN 20,000-100,000","Slaskie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",0,1150,"MARRIED",1,1980,NA,NA,"MOSTLY SATISFIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",1,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,63,"GD","no specialisation"
"FEMALE",60,"URBAN 100,000-200,000","Opolskie","SECONDARY","RETIRED",24,877,"MARRIED",7,1983,NA,NA,"MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",1,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",150,60,"AT","no specialisation"
"FEMALE",17,"RURAL AREAS","Kujawsko-pomorskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"PASSIVE",160,57,"RG","no specialisation"
"FEMALE",47,"URBAN BELOW 20,000","Pomorskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",0,560,"MARRIED",4,1997,NA,NA,"MOSTLY SATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",1,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"NONE",150,47,"QE","no specialisation"
"FEMALE",49,"RURAL AREAS","Pomorskie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",0,500,"MARRIED",10,1980,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",4,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,83,"US","no specialisation"
"FEMALE",23,"RURAL AREAS","Podkarpackie","SECONDARY","UNEMPLOYED",NA,NA,"MARRIED",5,2010,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",10,"NO",NA,"NO","NO","YES","24","NO",NA,NA,"ACTIVE",167,65,"NT","no specialisation"
"MALE",68,"RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","RETIRED",0,1200,"MARRIED",8,1968,NA,NA,"MIXED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",175,90,"NT","no specialisation"
