"sex","age","placesize","region","edu","socprof","unempdur","income","marital","mmarr","ymarr","msepdiv","ysepdiv","ls","depress","trust","trustfam","trustneigh","sport","nofriend","smoke","nociga","alcabuse","alcsol","workab","wkabdur","wkabint","wkabintdur","emcc","englang","height","weight","random_1","eduspec"
"MALE",29,"URBAN 20,000-100,000","Podlaskie","SECONDARY","PUPIL OR STUDENT",NA,1500,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",1,"IT`S DIFFICULT TO TELL","YES","YES","YES",4,"YES",12,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",182,68,"JQ","no specialisation"
"FEMALE",24,"RURAL AREAS","Warminsko-mazurskie","SECONDARY","PUPIL OR STUDENT",0,1050,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",171,59,"JQ","no specialisation"
"FEMALE",31,"URBAN 100,000-200,000","Podlaskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",NA,1200,"MARRIED",9,2000,NA,NA,"MOSTLY SATISFIED",0,"IT`S DIFFICULT TO TELL","YES","YES","YES",8,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",160,65,"MH","no specialisation"
"FEMALE",65,"RURAL AREAS","Lodzkie","PRIMARY/NO EDUCATION","RETIRED",0,826,"WIDOWED",11,1964,10,1986,"PLEASED",10,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,60,"JJ","no specialisation"
"MALE",16,"RURAL AREAS","Podkarpackie","PRIMARY/NO EDUCATION","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",169,76,"YT","no specialisation"
"FEMALE",16,"RURAL AREAS","Wielkopolskie","PRIMARY/NO EDUCATION","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION","NO",20,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"PASSIVE",170,55,"ZA","no specialisation"
"FEMALE",64,"RURAL AREAS","Dolnoslaskie","PRIMARY/NO EDUCATION","RETIRED",24,1000,"MARRIED",12,1968,NA,NA,"MOSTLY SATISFIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,62,"MH","no specialisation"
"MALE",59,"RURAL AREAS","Lubuskie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",24,841,"MARRIED",10,1972,NA,NA,"MOSTLY SATISFIED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,70,"YT","no specialisation"
"MALE",31,"URBAN 200,000-500,000","Zachodnio-pomorskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,6000,"SINGLE",NA,NA,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",8,"YES",20,"YES","NO","NO",NA,"NO",NA,NA,"ACTIVE",180,80,"FU","no specialisation"
"FEMALE",34,"URBAN 500,000 AND OVER","Mazowieckie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",2,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION","NO",2,"YES",15,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",164,53,"MH","no specialisation"
"FEMALE",58,"URBAN 20,000-100,000","Slaskie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",0,2000,"WIDOWED",10,1975,11,2000,"MOSTLY DISSATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,62,"FU","no specialisation"
"MALE",32,"URBAN 100,000-200,000","Lubelskie","PRIMARY/NO EDUCATION","UNEMPLOYED",NA,NA,"SINGLE",NA,NA,NA,NA,"TERRIBLE",3,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",10,"YES",20,"YES","YES","NO",NA,"YES, TO EU COUNTRY","IT DEPENDS","GREAT BRITAIN","NONE",180,86,"WG","no specialisation"
"FEMALE",68,"URBAN 100,000-200,000","Warminsko-mazurskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",0,1200,"WIDOWED",6,1963,7,2009,"MOSTLY SATISFIED",12,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,60,"MH","no specialisation"
"MALE",36,"RURAL AREAS","Mazowieckie","SECONDARY","UNEMPLOYED",6,2000,"MARRIED",10,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",6,"NO",NA,"NO","NO","NO",NA,NA,NA,NA,"PASSIVE",170,100,"UW","no specialisation"
"FEMALE",39,"URBAN 100,000-200,000","Lubelskie","SECONDARY","OTHER ECONOMICALLY INACTIVE",NA,1637,"DIVORCED",8,1995,8,2009,"MOSTLY DISSATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",80,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",163,70,"YY","no specialisation"
"FEMALE",63,"RURAL AREAS","Slaskie","PRIMARY/NO EDUCATION","RETIRED",24,NA,"MARRIED",7,1969,NA,NA,"PLEASED",8,NA,"YES","YES","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,65,"RW","no specialisation"
"MALE",54,"RURAL AREAS","Zachodnio-pomorskie","PRIMARY/NO EDUCATION","UNEMPLOYED",24,300,"SINGLE",NA,NA,NA,NA,"MIXED",6,"IT`S DIFFICULT TO TELL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,60,"QN","no specialisation"
"FEMALE",86,"URBAN 200,000-500,000","Slaskie","PRIMARY/NO EDUCATION","RETIRED",24,1000,"MARRIED",12,1961,NA,NA,"MOSTLY SATISFIED",9,"ONE CAN`T BE TOO CAREFUL","NO","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",155,50,"UI","no specialisation"
"FEMALE",68,"URBAN BELOW 20,000","Lodzkie","PRIMARY/NO EDUCATION","RETIRED",NA,896,"WIDOWED",10,1962,1,2010,"DELIGHTED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"NONE",162,70,"RW","no specialisation"
"FEMALE",28,"URBAN 100,000-200,000","Mazowieckie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",0,1250,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",3,"MOST PEOPLE CAN BE TRUSTED","YES","NO","NO",8,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",161,55,"JO","no specialisation"
"FEMALE",60,"RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",0,726,"WIDOWED",4,1975,NA,2008,"PLEASED",12,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",9,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,98,"JO","no specialisation"
"FEMALE",80,"URBAN 100,000-200,000","Zachodnio-pomorskie","PRIMARY/NO EDUCATION","RETIRED",NA,1300,"WIDOWED",5,1954,5,2005,"MIXED",14,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,70,"MD","no specialisation"
"MALE",64,"URBAN 200,000-500,000","Opolskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",24,1000,"MARRIED",9,1969,NA,NA,"MOSTLY SATISFIED",5,"IT`S DIFFICULT TO TELL","YES","YES","YES",10,"YES",10,"YES","YES","NO",NA,"NO",NA,NA,"NONE",170,80,"OZ","no specialisation"
"MALE",19,"URBAN 500,000 AND OVER","Wielkopolskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION","YES",7,"NO",NA,"NO",NA,NA,NA,"NO",NA,NA,"PASSIVE",183,NA,"MH","no specialisation"
"FEMALE",21,"URBAN 100,000-200,000","Dolnoslaskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",7,"NO",NA,"YES","NO",NA,NA,"YES, TO EU COUNTRY","IT DEPENDS","SPAIN","ACTIVE",174,57,"RW","no specialisation"
"MALE",74,"RURAL AREAS","Dolnoslaskie","PRIMARY/NO EDUCATION","RETIRED",NA,1200,"WIDOWED",5,1957,NA,2005,"MIXED",15,"IT`S DIFFICULT TO TELL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",178,88,"RW","no specialisation"
"FEMALE",71,"RURAL AREAS","Malopolskie","PRIMARY/NO EDUCATION","RETIRED",0,860,"WIDOWED",11,1958,12,2009,"PLEASED",15,"IT`S DIFFICULT TO TELL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,65,"RW","no specialisation"
"FEMALE",56,"URBAN 200,000-500,000","Warminsko-mazurskie","SECONDARY","UNEMPLOYED",18,NA,"WIDOWED",6,1977,9,1994,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,70,"OZ","no specialisation"
"MALE",75,"RURAL AREAS","Lubelskie","PRIMARY/NO EDUCATION","RETIRED",0,800,"MARRIED",4,1979,NA,NA,"MIXED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",3,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",173,65,"ML","no specialisation"
"MALE",41,"URBAN 20,000-100,000","Slaskie","SECONDARY","RETIRED",12,1400,"MARRIED",8,1992,NA,NA,"MIXED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"YES","YES","NO",NA,"NO",NA,NA,"NONE",165,90,"NA","no specialisation"
"MALE",89,"RURAL AREAS","Opolskie","PRIMARY/NO EDUCATION","RETIRED",12,1700,"MARRIED",1,1940,NA,NA,"MIXED",12,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,55,"MD","no specialisation"
"FEMALE",71,"URBAN 100,000-200,000","Dolnoslaskie","PRIMARY/NO EDUCATION","RETIRED",NA,1300,"DIVORCED",8,1973,11,1984,"MIXED",11,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,96,"UI","no specialisation"
"FEMALE",22,"URBAN BELOW 20,000","Malopolskie","SECONDARY","PUPIL OR STUDENT",NA,1100,"SINGLE",NA,NA,NA,NA,"DELIGHTED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",5,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",176,65,"WG","no specialisation"
"MALE",80,"RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","RETIRED",0,750,"MARRIED",4,1960,NA,NA,"MOSTLY SATISFIED",13,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",167,70,"ZA","no specialisation"
"FEMALE",21,"RURAL AREAS","Kujawsko-pomorskie","VOCATIONAL/GRAMMAR",NA,NA,1300,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"IT`S DIFFICULT TO TELL","YES","NO","NO",10,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,60,"CI","no specialisation"
"FEMALE",40,"RURAL AREAS","Swietokrzyskie","SECONDARY","PUPIL OR STUDENT",NA,1400,"MARRIED",4,1990,NA,NA,"MOSTLY SATISFIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",12,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,53,"MD","no specialisation"
"FEMALE",38,"RURAL AREAS","Pomorskie","PRIMARY/NO EDUCATION",NA,0,803,"MARRIED",2,2000,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,56,"JQ","no specialisation"
"MALE",88,"URBAN 20,000-100,000","Swietokrzyskie","PRIMARY/NO EDUCATION","RETIRED",24,2100,"WIDOWED",6,1951,11,1972,"MIXED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",12,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,71,"JN","no specialisation"
"MALE",65,"RURAL AREAS","Malopolskie","PRIMARY/NO EDUCATION","FARMER",0,1800,"MARRIED",10,1964,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",176,90,"JJ","no specialisation"
"FEMALE",88,"RURAL AREAS","Podkarpackie","SECONDARY","RETIRED",NA,1000,"WIDOWED",NA,NA,NA,NA,"MOSTLY SATISFIED",9,"MOST PEOPLE CAN BE TRUSTED","YES","NO","YES",3,"NO",NA,"YES","NO","NO",NA,"NO",NA,NA,"NONE",160,80,"JO","no specialisation"
"MALE",22,"RURAL AREAS","Pomorskie","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED",0,900,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",5,"YES",15,"NO","NO","NO",NA,"NO",NA,NA,"NONE",174,68,"RW","no specialisation"
"MALE",54,"RURAL AREAS","Podlaskie","SECONDARY","LONG-TERM SICK/DISABLED",NA,1800,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",15,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",176,70,"JO","no specialisation"
"FEMALE",18,"RURAL AREAS","Kujawsko-pomorskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",6,"YES",3,"NO","NO",NA,NA,"NO",NA,NA,"PASSIVE",168,53,"NE","no specialisation"
"FEMALE",16,"URBAN 100,000-200,000","Slaskie","PRIMARY/NO EDUCATION","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","NO",3,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",167,59,"QN","no specialisation"
"MALE",17,"URBAN 20,000-100,000","Slaskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",170,54,"WG","no specialisation"
"FEMALE",17,"RURAL AREAS","Lodzkie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",173,56,"UI","no specialisation"
"FEMALE",58,"URBAN BELOW 20,000","Zachodnio-pomorskie","PRIMARY/NO EDUCATION","RETIRED",NA,1300,"MARRIED",1,1973,NA,NA,"PLEASED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",20,"YES",12,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,100,"NE","no specialisation"
"MALE",22,"RURAL AREAS","Swietokrzyskie","SECONDARY","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"DELIGHTED",NA,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",8,"NO",NA,"NO","NO","NO",NA,"YES, TO EU COUNTRY","FOREVER","GREAT BRITAIN","ACTIVE",178,80,"EX","no specialisation"
"FEMALE",65,"URBAN 20,000-100,000","Swietokrzyskie","PRIMARY/NO EDUCATION","RETIRED",NA,800,"MARRIED",7,1967,NA,NA,"PLEASED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",5,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,70,"NE","no specialisation"
"FEMALE",61,"URBAN 500,000 AND OVER","Lodzkie","SECONDARY","RETIRED",24,1370,"WIDOWED",8,1970,1,2001,"MOSTLY SATISFIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,68,"JO","no specialisation"
"MALE",69,"RURAL AREAS","Podlaskie","PRIMARY/NO EDUCATION","RETIRED",NA,1140,"MARRIED",9,1972,NA,NA,"MOSTLY SATISFIED",12,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",174,104,"NA","no specialisation"
"FEMALE",61,"RURAL AREAS","Lubuskie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",NA,NA,"MARRIED",4,1971,NA,NA,"PLEASED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",1,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,70,"YY","no specialisation"
"FEMALE",19,"RURAL AREAS","Podkarpackie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",3,"MOST PEOPLE CAN BE TRUSTED","NO","NO","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",168,51,"EX","no specialisation"
"FEMALE",81,"URBAN 200,000-500,000","Slaskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",24,3300,"WIDOWED",4,1963,11,1984,"PLEASED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",156,80,"JJ","no specialisation"
"FEMALE",60,"RURAL AREAS","Lubelskie","PRIMARY/NO EDUCATION","RETIRED",24,700,"WIDOWED",1,1971,2,2006,"PLEASED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",0,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,73,"CI","no specialisation"
"FEMALE",64,"URBAN 100,000-200,000","Malopolskie","SECONDARY","RETIRED",0,1300,"MARRIED",5,1979,NA,NA,"PLEASED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",160,75,"CI","no specialisation"
"FEMALE",40,"RURAL AREAS","Mazowieckie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",2,950,"MARRIED",6,1991,NA,NA,"MOSTLY SATISFIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",7,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",163,68,"QN","no specialisation"
"MALE",21,"URBAN BELOW 20,000","Podlaskie","SECONDARY","PUPIL OR STUDENT",NA,1000,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",180,102,"OZ","no specialisation"
"MALE",70,"URBAN BELOW 20,000","Malopolskie","PRIMARY/NO EDUCATION","RETIRED",NA,2200,"MARRIED",NA,1963,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",1,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",187,80,"OZ","no specialisation"
"MALE",49,"RURAL AREAS","Zachodnio-pomorskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",NA,604,"SINGLE",NA,NA,NA,NA,"MIXED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",176,76,"FU","no specialisation"
"FEMALE",23,"URBAN 100,000-200,000","Lodzkie","SECONDARY","PUPIL OR STUDENT",24,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"IT`S DIFFICULT TO TELL","YES","NO","NO",6,"NO",NA,"YES","YES",NA,NA,"NO",NA,NA,"ACTIVE",160,53,"CI","no specialisation"
"MALE",63,"RURAL AREAS","Lodzkie","PRIMARY/NO EDUCATION","RETIRED",24,1700,"MARRIED",10,1971,NA,NA,"PLEASED",12,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",176,80,"MH","no specialisation"
"MALE",18,"URBAN 100,000-200,000","Kujawsko-pomorskie","PRIMARY/NO EDUCATION","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"MIXED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",5,"YES",20,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",189,84,"UR","no specialisation"
"FEMALE",80,"URBAN 20,000-100,000","Pomorskie","SECONDARY","RETIRED",NA,2000,"WIDOWED",4,1955,8,1990,"MOSTLY SATISFIED",5,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",1,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,70,"QN","no specialisation"
"FEMALE",70,"RURAL AREAS","Lubelskie","PRIMARY/NO EDUCATION","RETIRED",24,780,"WIDOWED",4,1960,9,2004,"MIXED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,70,"DX","no specialisation"
"FEMALE",78,"URBAN 100,000-200,000","Lubelskie","PRIMARY/NO EDUCATION","RETIRED",24,3900,"WIDOWED",NA,1955,NA,2002,"PLEASED",10,"ONE CAN`T BE TOO CAREFUL",NA,NA,"YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",155,66,"JO","no specialisation"
"MALE",19,"RURAL AREAS","Malopolskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","NO",10,"NO",NA,"NO","NO",NA,NA,"YES, TO EU COUNTRY","IT DEPENDS",NA,"ACTIVE",194,77,"QN","no specialisation"
"MALE",19,"URBAN BELOW 20,000","Malopolskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",8,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"PASSIVE",180,65,"JO","no specialisation"
"FEMALE",57,"URBAN 200,000-500,000","Slaskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",24,450,"MARRIED",12,1973,NA,NA,"MIXED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"YES",8,"NO","NO","NO",NA,"NO",NA,NA,"NONE",154,56,"WG","no specialisation"
"FEMALE",43,"URBAN BELOW 20,000","Lubelskie","SECONDARY","UNEMPLOYED",18,1000,"DE FACTO SEPARATED",8,2001,3,2010,"MOSTLY DISSATISFIED",3,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",1,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,50,"NA","no specialisation"
"MALE",17,"URBAN 500,000 AND OVER","Mazowieckie","PRIMARY/NO EDUCATION","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",5,"MOST PEOPLE CAN BE TRUSTED","YES","NO","NO",10,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"NONE",180,70,"QN","no specialisation"
"FEMALE",79,"RURAL AREAS","Kujawsko-pomorskie","PRIMARY/NO EDUCATION","RETIRED",NA,950,"WIDOWED",6,1952,4,1984,"PLEASED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",162,65,"QN","no specialisation"
"FEMALE",46,"URBAN 200,000-500,000","Podkarpackie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",0,620,"DIVORCED",7,1988,3,1996,"MOSTLY DISSATISFIED",19,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",1,"YES",6,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,44,"UI","no specialisation"
"MALE",19,"RURAL AREAS","Podkarpackie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MIXED",0,"IT`S DIFFICULT TO TELL","NO OPINION","NO","NO",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",188,78,"JJ","no specialisation"
"MALE",31,"RURAL AREAS","Wielkopolskie","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR",NA,1180,"MARRIED",1,2007,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",180,117,"ML","no specialisation"
"MALE",75,"RURAL AREAS","Podkarpackie","PRIMARY/NO EDUCATION","RETIRED",12,850,"SINGLE",NA,NA,NA,NA,"MOSTLY DISSATISFIED",16,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,60,"UW","no specialisation"
"MALE",66,"URBAN BELOW 20,000","Swietokrzyskie","PRIMARY/NO EDUCATION","RETIRED",24,1200,"MARRIED",4,1968,NA,NA,"MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",2,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,70,"UR","no specialisation"
"FEMALE",40,"RURAL AREAS","Podkarpackie","SECONDARY","FARMER",0,NA,"MARRIED",2,1992,NA,NA,"MOSTLY SATISFIED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",7,"YES",8,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,70,"JO","no specialisation"
"MALE",17,"RURAL AREAS","Lodzkie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"DELIGHTED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",3,"NO",NA,"NO","NO",NA,NA,"YES, TO EU COUNTRY","IT DEPENDS","GERMANY","NONE",170,58,"YT","no specialisation"
