"combine","Freq","type","n"
"0110",61,"synthetic",63
"0111",68,"synthetic",63
"1000",73,"synthetic",63
"1001",69,"synthetic",63
"1010",48,"synthetic",63
"1011",86,"synthetic",63
"1100",78,"synthetic",63
"1101",49,"synthetic",63
"1110",43,"synthetic",63
"1111",20,"synthetic",63
"0000",73,"synthetic",64
"0001",64,"synthetic",64
"0010",79,"synthetic",64
"0011",57,"synthetic",64
"0100",70,"synthetic",64
"0101",75,"synthetic",64
"0110",48,"synthetic",64
"0111",70,"synthetic",64
"1000",94,"synthetic",64
"1001",68,"synthetic",64
"1010",46,"synthetic",64
"1011",54,"synthetic",64
"1100",104,"synthetic",64
"1101",41,"synthetic",64
"1110",43,"synthetic",64
"1111",14,"synthetic",64
"0000",70,"synthetic",65
"0001",56,"synthetic",65
"0010",86,"synthetic",65
"0011",74,"synthetic",65
"0100",71,"synthetic",65
"0101",52,"synthetic",65
"0110",66,"synthetic",65
"0111",66,"synthetic",65
"1000",64,"synthetic",65
"1001",77,"synthetic",65
"1010",48,"synthetic",65
"1011",74,"synthetic",65
"1100",88,"synthetic",65
"1101",43,"synthetic",65
"1110",46,"synthetic",65
"1111",19,"synthetic",65
"0000",54,"synthetic",66
"0001",55,"synthetic",66
"0010",97,"synthetic",66
"0011",61,"synthetic",66
"0100",62,"synthetic",66
"0101",70,"synthetic",66
"0110",65,"synthetic",66
"0111",69,"synthetic",66
"1000",65,"synthetic",66
"1001",57,"synthetic",66
"1010",60,"synthetic",66
"1011",79,"synthetic",66
"1100",88,"synthetic",66
"1101",53,"synthetic",66
"1110",46,"synthetic",66
"1111",19,"synthetic",66
"0000",82,"synthetic",67
"0001",74,"synthetic",67
"0010",90,"synthetic",67
"0011",60,"synthetic",67
"0100",69,"synthetic",67
"0101",57,"synthetic",67
"0110",56,"synthetic",67
"0111",73,"synthetic",67
"1000",70,"synthetic",67
"1001",59,"synthetic",67
"1010",52,"synthetic",67
"1011",76,"synthetic",67
"1100",85,"synthetic",67
"1101",38,"synthetic",67
"1110",42,"synthetic",67
"1111",17,"synthetic",67
"0000",75,"synthetic",68
"0001",57,"synthetic",68
"0010",79,"synthetic",68
"0011",51,"synthetic",68
"0100",67,"synthetic",68
"0101",66,"synthetic",68
"0110",67,"synthetic",68
"0111",72,"synthetic",68
"1000",75,"synthetic",68
"1001",55,"synthetic",68
"1010",52,"synthetic",68
"1011",65,"synthetic",68
"1100",99,"synthetic",68
"1101",43,"synthetic",68
"1110",50,"synthetic",68
"1111",27,"synthetic",68
"0000",69,"synthetic",69
"0001",53,"synthetic",69
"0010",92,"synthetic",69
"0011",69,"synthetic",69
"0100",73,"synthetic",69
"0101",72,"synthetic",69
"0110",51,"synthetic",69
"0111",68,"synthetic",69
"1000",69,"synthetic",69
"1001",52,"synthetic",69
"1010",64,"synthetic",69
"1011",84,"synthetic",69
"1100",83,"synthetic",69
"1101",37,"synthetic",69
"1110",52,"synthetic",69
"1111",12,"synthetic",69
"0000",63,"synthetic",70
"0001",61,"synthetic",70
"0010",77,"synthetic",70
"0011",56,"synthetic",70
"0100",59,"synthetic",70
"0101",75,"synthetic",70
"0110",67,"synthetic",70
"0111",64,"synthetic",70
"1000",87,"synthetic",70
"1001",48,"synthetic",70
"1010",70,"synthetic",70
"1011",64,"synthetic",70
"1100",90,"synthetic",70
"1101",48,"synthetic",70
"1110",47,"synthetic",70
"1111",24,"synthetic",70
"0000",74,"synthetic",71
"0001",73,"synthetic",71
"0010",75,"synthetic",71
"0011",67,"synthetic",71
"0100",70,"synthetic",71
"0101",54,"synthetic",71
"0110",68,"synthetic",71
"0111",70,"synthetic",71
"1000",66,"synthetic",71
"1001",63,"synthetic",71
"1010",57,"synthetic",71
"1011",66,"synthetic",71
"1100",95,"synthetic",71
"1101",39,"synthetic",71
"1110",42,"synthetic",71
"1111",21,"synthetic",71
"0000",64,"synthetic",72
"0001",63,"synthetic",72
"0010",69,"synthetic",72
"0011",63,"synthetic",72
"0100",61,"synthetic",72
"0101",63,"synthetic",72
"0110",54,"synthetic",72
"0111",76,"synthetic",72
"1000",85,"synthetic",72
"1001",75,"synthetic",72
"1010",69,"synthetic",72
"1011",64,"synthetic",72
"1100",97,"synthetic",72
"1101",45,"synthetic",72
"1110",34,"synthetic",72
"1111",18,"synthetic",72
"0000",73,"synthetic",73
"0001",62,"synthetic",73
"0010",89,"synthetic",73
"0011",57,"synthetic",73
"0100",69,"synthetic",73
"0101",68,"synthetic",73
"0110",61,"synthetic",73
"0111",77,"synthetic",73
"1000",62,"synthetic",73
"1001",72,"synthetic",73
"1010",54,"synthetic",73
"1011",64,"synthetic",73
"1100",87,"synthetic",73
"1101",50,"synthetic",73
"1110",35,"synthetic",73
"1111",20,"synthetic",73
"0000",66,"synthetic",74
"0001",63,"synthetic",74
"0010",79,"synthetic",74
"0011",65,"synthetic",74
"0100",79,"synthetic",74
"0101",56,"synthetic",74
"0110",67,"synthetic",74
"0111",69,"synthetic",74
"1000",74,"synthetic",74
"1001",64,"synthetic",74
"1010",49,"synthetic",74
"1011",74,"synthetic",74
"1100",89,"synthetic",74
"1101",36,"synthetic",74
"1110",50,"synthetic",74
"1111",20,"synthetic",74
"0000",66,"synthetic",75
"0001",53,"synthetic",75
"0010",74,"synthetic",75
"0011",70,"synthetic",75
"0100",95,"synthetic",75
"0101",52,"synthetic",75
"0110",63,"synthetic",75
"0111",65,"synthetic",75
"1000",78,"synthetic",75
"1001",60,"synthetic",75
"1010",50,"synthetic",75
"1011",63,"synthetic",75
"1100",93,"synthetic",75
"1101",57,"synthetic",75
"1110",46,"synthetic",75
"1111",15,"synthetic",75
"0000",75,"synthetic",76
"0001",66,"synthetic",76
"0010",78,"synthetic",76
"0011",70,"synthetic",76
"0100",42,"synthetic",76
"0101",68,"synthetic",76
"0110",84,"synthetic",76
"0111",77,"synthetic",76
"1000",72,"synthetic",76
"1001",65,"synthetic",76
"1010",40,"synthetic",76
"1011",61,"synthetic",76
"1100",93,"synthetic",76
"1101",43,"synthetic",76
"1110",44,"synthetic",76
"1111",22,"synthetic",76
"0000",75,"synthetic",77
"0001",46,"synthetic",77
"0010",73,"synthetic",77
"0011",65,"synthetic",77
"0100",64,"synthetic",77
"0101",55,"synthetic",77
"0110",74,"synthetic",77
"0111",79,"synthetic",77
"1000",74,"synthetic",77
"1001",57,"synthetic",77
"1010",57,"synthetic",77
"1011",63,"synthetic",77
"1100",106,"synthetic",77
"1101",40,"synthetic",77
"1110",53,"synthetic",77
"1111",19,"synthetic",77
"0000",72,"synthetic",78
"0001",58,"synthetic",78
"0010",85,"synthetic",78
"0011",58,"synthetic",78
"0100",76,"synthetic",78
"0101",65,"synthetic",78
"0110",56,"synthetic",78
"0111",73,"synthetic",78
"1000",75,"synthetic",78
"1001",61,"synthetic",78
"1010",62,"synthetic",78
"1011",69,"synthetic",78
"1100",86,"synthetic",78
"1101",43,"synthetic",78
"1110",37,"synthetic",78
"1111",24,"synthetic",78
"0000",66,"synthetic",79
"0001",53,"synthetic",79
"0010",94,"synthetic",79
"0011",67,"synthetic",79
"0100",82,"synthetic",79
"0101",69,"synthetic",79
"0110",57,"synthetic",79
"0111",74,"synthetic",79
"1000",75,"synthetic",79
"1001",55,"synthetic",79
"1010",50,"synthetic",79
"1011",78,"synthetic",79
"1100",78,"synthetic",79
"1101",42,"synthetic",79
"1110",35,"synthetic",79
"1111",25,"synthetic",79
"0000",63,"synthetic",80
"0001",60,"synthetic",80
"0010",77,"synthetic",80
"0011",76,"synthetic",80
"0100",91,"synthetic",80
"0101",65,"synthetic",80
"0110",57,"synthetic",80
"0111",71,"synthetic",80
"1000",56,"synthetic",80
"1001",62,"synthetic",80
"1010",47,"synthetic",80
"1011",69,"synthetic",80
"1100",88,"synthetic",80
"1101",41,"synthetic",80
"1110",54,"synthetic",80
"1111",23,"synthetic",80
"0000",55,"synthetic",81
"0001",66,"synthetic",81
"0010",67,"synthetic",81
"0011",60,"synthetic",81
"0100",66,"synthetic",81
"0101",54,"synthetic",81
"0110",67,"synthetic",81
"0111",85,"synthetic",81
"1000",85,"synthetic",81
"1001",62,"synthetic",81
"1010",52,"synthetic",81
"1011",67,"synthetic",81
"1100",99,"synthetic",81
"1101",53,"synthetic",81
"1110",43,"synthetic",81
"1111",19,"synthetic",81
"0000",61,"synthetic",82
"0001",64,"synthetic",82
"0010",81,"synthetic",82
"0011",44,"synthetic",82
"0100",63,"synthetic",82
"0101",74,"synthetic",82
"0110",57,"synthetic",82
"0111",69,"synthetic",82
"1000",78,"synthetic",82
"1001",66,"synthetic",82
"1010",54,"synthetic",82
"1011",82,"synthetic",82
"1100",101,"synthetic",82
"1101",39,"synthetic",82
"1110",51,"synthetic",82
"1111",16,"synthetic",82
"0000",62,"synthetic",83
"0001",64,"synthetic",83
"0010",74,"synthetic",83
"0011",60,"synthetic",83
"0100",67,"synthetic",83
"0101",57,"synthetic",83
"0110",76,"synthetic",83
"0111",67,"synthetic",83
"1000",82,"synthetic",83
"1001",65,"synthetic",83
"1010",52,"synthetic",83
"1011",83,"synthetic",83
"1100",90,"synthetic",83
"1101",41,"synthetic",83
"1110",42,"synthetic",83
"1111",18,"synthetic",83
"0000",63,"synthetic",84
"0001",56,"synthetic",84
"0010",88,"synthetic",84
"0011",64,"synthetic",84
"0100",63,"synthetic",84
"0101",71,"synthetic",84
"0110",64,"synthetic",84
"0111",78,"synthetic",84
"1000",77,"synthetic",84
"1001",60,"synthetic",84
"1010",59,"synthetic",84
"1011",69,"synthetic",84
"1100",74,"synthetic",84
"1101",42,"synthetic",84
"1110",47,"synthetic",84
"1111",25,"synthetic",84
"0000",67,"synthetic",85
"0001",53,"synthetic",85
"0010",80,"synthetic",85
"0011",73,"synthetic",85
"0100",63,"synthetic",85
"0101",73,"synthetic",85
"0110",61,"synthetic",85
"0111",59,"synthetic",85
"1000",81,"synthetic",85
"1001",57,"synthetic",85
"1010",53,"synthetic",85
"1011",71,"synthetic",85
"1100",93,"synthetic",85
"1101",47,"synthetic",85
"1110",50,"synthetic",85
"1111",19,"synthetic",85
"0000",73,"synthetic",86
"0001",74,"synthetic",86
"0010",73,"synthetic",86
"0011",66,"synthetic",86
"0100",75,"synthetic",86
"0101",68,"synthetic",86
"0110",67,"synthetic",86
"0111",70,"synthetic",86
"1000",66,"synthetic",86
"1001",72,"synthetic",86
"1010",50,"synthetic",86
"1011",61,"synthetic",86
"1100",99,"synthetic",86
"1101",29,"synthetic",86
"1110",45,"synthetic",86
"1111",12,"synthetic",86
"0000",83,"synthetic",87
"0001",58,"synthetic",87
"0010",80,"synthetic",87
"0011",60,"synthetic",87
"0100",79,"synthetic",87
"0101",61,"synthetic",87
"0110",57,"synthetic",87
"0111",86,"synthetic",87
"1000",77,"synthetic",87
"1001",71,"synthetic",87
"1010",48,"synthetic",87
"1011",57,"synthetic",87
"1100",85,"synthetic",87
"1101",39,"synthetic",87
"1110",42,"synthetic",87
"1111",17,"synthetic",87
"0000",63,"synthetic",88
"0001",53,"synthetic",88
"0010",84,"synthetic",88
"0011",80,"synthetic",88
"0100",84,"synthetic",88
"0101",62,"synthetic",88
"0110",61,"synthetic",88
"0111",69,"synthetic",88
"1000",61,"synthetic",88
"1001",50,"synthetic",88
"1010",45,"synthetic",88
"1011",85,"synthetic",88
"1100",99,"synthetic",88
"1101",36,"synthetic",88
"1110",48,"synthetic",88
"1111",20,"synthetic",88
"0000",70,"synthetic",89
"0001",49,"synthetic",89
"0010",86,"synthetic",89
"0011",62,"synthetic",89
"0100",80,"synthetic",89
"0101",63,"synthetic",89
"0110",67,"synthetic",89
"0111",74,"synthetic",89
"1000",76,"synthetic",89
"1001",68,"synthetic",89
"1010",50,"synthetic",89
"1011",73,"synthetic",89
"1100",83,"synthetic",89
"1101",40,"synthetic",89
"1110",43,"synthetic",89
"1111",16,"synthetic",89
"0000",71,"synthetic",90
"0001",62,"synthetic",90
"0010",76,"synthetic",90
"0011",56,"synthetic",90
"0100",55,"synthetic",90
"0101",64,"synthetic",90
"0110",64,"synthetic",90
"0111",82,"synthetic",90
"1000",72,"synthetic",90
"1001",74,"synthetic",90
"1010",60,"synthetic",90
"1011",68,"synthetic",90
"1100",82,"synthetic",90
"1101",43,"synthetic",90
"1110",54,"synthetic",90
"1111",17,"synthetic",90
"0000",53,"synthetic",91
"0001",64,"synthetic",91
"0010",80,"synthetic",91
"0011",70,"synthetic",91
"0100",65,"synthetic",91
"0101",65,"synthetic",91
"0110",58,"synthetic",91
"0111",81,"synthetic",91
"1000",62,"synthetic",91
"1001",70,"synthetic",91
"1010",47,"synthetic",91
"1011",68,"synthetic",91
"1100",99,"synthetic",91
"1101",48,"synthetic",91
"1110",42,"synthetic",91
"1111",28,"synthetic",91
"0000",68,"synthetic",92
"0001",59,"synthetic",92
"0010",68,"synthetic",92
"0011",57,"synthetic",92
"0100",59,"synthetic",92
"0101",55,"synthetic",92
"0110",51,"synthetic",92
"0111",85,"synthetic",92
"1000",80,"synthetic",92
"1001",58,"synthetic",92
"1010",65,"synthetic",92
"1011",79,"synthetic",92
"1100",99,"synthetic",92
"1101",45,"synthetic",92
"1110",47,"synthetic",92
"1111",25,"synthetic",92
"0000",71,"synthetic",93
"0001",52,"synthetic",93
"0010",75,"synthetic",93
"0011",66,"synthetic",93
"0100",70,"synthetic",93
"0101",61,"synthetic",93
"0110",59,"synthetic",93
"0111",59,"synthetic",93
"1000",80,"synthetic",93
"1001",67,"synthetic",93
"1010",62,"synthetic",93
"1011",70,"synthetic",93
"1100",78,"synthetic",93
"1101",48,"synthetic",93
"1110",59,"synthetic",93
"1111",23,"synthetic",93
"0000",69,"synthetic",94
"0001",62,"synthetic",94
"0010",79,"synthetic",94
"0011",59,"synthetic",94
"0100",80,"synthetic",94
"0101",65,"synthetic",94
"0110",60,"synthetic",94
"0111",66,"synthetic",94
"1000",71,"synthetic",94
"1001",65,"synthetic",94
"1010",50,"synthetic",94
"1011",64,"synthetic",94
"1100",110,"synthetic",94
"1101",28,"synthetic",94
"1110",50,"synthetic",94
"1111",22,"synthetic",94
"0000",60,"synthetic",95
"0001",56,"synthetic",95
"0010",70,"synthetic",95
"0011",67,"synthetic",95
"0100",61,"synthetic",95
"0101",71,"synthetic",95
"0110",60,"synthetic",95
"0111",83,"synthetic",95
"1000",64,"synthetic",95
"1001",64,"synthetic",95
"1010",60,"synthetic",95
"1011",77,"synthetic",95
"1100",98,"synthetic",95
"1101",38,"synthetic",95
"1110",52,"synthetic",95
"1111",19,"synthetic",95
"0000",76,"synthetic",96
"0001",55,"synthetic",96
"0010",97,"synthetic",96
"0011",66,"synthetic",96
"0100",76,"synthetic",96
"0101",66,"synthetic",96
"0110",58,"synthetic",96
"0111",66,"synthetic",96
"1000",64,"synthetic",96
"1001",65,"synthetic",96
"1010",52,"synthetic",96
"1011",73,"synthetic",96
"1100",89,"synthetic",96
"1101",43,"synthetic",96
"1110",35,"synthetic",96
"1111",19,"synthetic",96
"0000",59,"synthetic",97
"0001",70,"synthetic",97
"0010",90,"synthetic",97
"0011",80,"synthetic",97
"0100",78,"synthetic",97
"0101",73,"synthetic",97
"0110",76,"synthetic",97
"0111",66,"synthetic",97
"1000",55,"synthetic",97
"1001",57,"synthetic",97
"1010",56,"synthetic",97
"1011",59,"synthetic",97
"1100",88,"synthetic",97
"1101",45,"synthetic",97
"1110",35,"synthetic",97
"1111",13,"synthetic",97
"0000",70,"synthetic",98
"0001",58,"synthetic",98
"0010",83,"synthetic",98
"0011",56,"synthetic",98
"0100",76,"synthetic",98
"0101",61,"synthetic",98
"0110",55,"synthetic",98
"0111",87,"synthetic",98
"1000",59,"synthetic",98
"1001",66,"synthetic",98
"1010",65,"synthetic",98
"1011",74,"synthetic",98
"1100",98,"synthetic",98
"1101",35,"synthetic",98
"1110",38,"synthetic",98
"1111",19,"synthetic",98
"0000",72,"synthetic",99
"0001",45,"synthetic",99
"0010",70,"synthetic",99
"0011",66,"synthetic",99
"0100",85,"synthetic",99
"0101",57,"synthetic",99
"0110",76,"synthetic",99
"0111",75,"synthetic",99
"1000",74,"synthetic",99
"1001",66,"synthetic",99
"1010",58,"synthetic",99
"1011",54,"synthetic",99
"1100",107,"synthetic",99
"1101",38,"synthetic",99
"1110",42,"synthetic",99
"1111",15,"synthetic",99
"0000",55,"synthetic",100
"0001",52,"synthetic",100
"0010",79,"synthetic",100
"0011",57,"synthetic",100
"0100",56,"synthetic",100
"0101",74,"synthetic",100
"0110",57,"synthetic",100
"0111",79,"synthetic",100
"1000",73,"synthetic",100
"1001",62,"synthetic",100
"1010",49,"synthetic",100
"1011",76,"synthetic",100
"1100",103,"synthetic",100
"1101",58,"synthetic",100
"1110",52,"synthetic",100
"1111",18,"synthetic",100
