"combine","Freq","type","n"
"0110",68,"synthetic",63
"0111",60,"synthetic",63
"1000",76,"synthetic",63
"1001",55,"synthetic",63
"1010",55,"synthetic",63
"1011",69,"synthetic",63
"1100",54,"synthetic",63
"1101",54,"synthetic",63
"1110",52,"synthetic",63
"1111",51,"synthetic",63
"0000",75,"synthetic",64
"0001",66,"synthetic",64
"0010",76,"synthetic",64
"0011",67,"synthetic",64
"0100",78,"synthetic",64
"0101",60,"synthetic",64
"0110",62,"synthetic",64
"0111",52,"synthetic",64
"1000",73,"synthetic",64
"1001",63,"synthetic",64
"1010",68,"synthetic",64
"1011",57,"synthetic",64
"1100",67,"synthetic",64
"1101",51,"synthetic",64
"1110",36,"synthetic",64
"1111",49,"synthetic",64
"0000",84,"synthetic",65
"0001",80,"synthetic",65
"0010",77,"synthetic",65
"0011",66,"synthetic",65
"0100",63,"synthetic",65
"0101",55,"synthetic",65
"0110",62,"synthetic",65
"0111",54,"synthetic",65
"1000",68,"synthetic",65
"1001",56,"synthetic",65
"1010",62,"synthetic",65
"1011",65,"synthetic",65
"1100",66,"synthetic",65
"1101",43,"synthetic",65
"1110",55,"synthetic",65
"1111",44,"synthetic",65
"0000",73,"synthetic",66
"0001",73,"synthetic",66
"0010",69,"synthetic",66
"0011",56,"synthetic",66
"0100",65,"synthetic",66
"0101",81,"synthetic",66
"0110",71,"synthetic",66
"0111",45,"synthetic",66
"1000",82,"synthetic",66
"1001",60,"synthetic",66
"1010",49,"synthetic",66
"1011",53,"synthetic",66
"1100",61,"synthetic",66
"1101",67,"synthetic",66
"1110",54,"synthetic",66
"1111",41,"synthetic",66
"0000",79,"synthetic",67
"0001",66,"synthetic",67
"0010",65,"synthetic",67
"0011",67,"synthetic",67
"0100",85,"synthetic",67
"0101",59,"synthetic",67
"0110",70,"synthetic",67
"0111",70,"synthetic",67
"1000",59,"synthetic",67
"1001",53,"synthetic",67
"1010",59,"synthetic",67
"1011",41,"synthetic",67
"1100",70,"synthetic",67
"1101",54,"synthetic",67
"1110",52,"synthetic",67
"1111",51,"synthetic",67
"0000",82,"synthetic",68
"0001",61,"synthetic",68
"0010",76,"synthetic",68
"0011",66,"synthetic",68
"0100",73,"synthetic",68
"0101",71,"synthetic",68
"0110",58,"synthetic",68
"0111",47,"synthetic",68
"1000",77,"synthetic",68
"1001",52,"synthetic",68
"1010",54,"synthetic",68
"1011",60,"synthetic",68
"1100",68,"synthetic",68
"1101",44,"synthetic",68
"1110",54,"synthetic",68
"1111",57,"synthetic",68
"0000",74,"synthetic",69
"0001",62,"synthetic",69
"0010",86,"synthetic",69
"0011",56,"synthetic",69
"0100",81,"synthetic",69
"0101",73,"synthetic",69
"0110",62,"synthetic",69
"0111",53,"synthetic",69
"1000",67,"synthetic",69
"1001",61,"synthetic",69
"1010",57,"synthetic",69
"1011",50,"synthetic",69
"1100",52,"synthetic",69
"1101",55,"synthetic",69
"1110",65,"synthetic",69
"1111",46,"synthetic",69
"0000",68,"synthetic",70
"0001",75,"synthetic",70
"0010",56,"synthetic",70
"0011",61,"synthetic",70
"0100",81,"synthetic",70
"0101",60,"synthetic",70
"0110",65,"synthetic",70
"0111",56,"synthetic",70
"1000",76,"synthetic",70
"1001",67,"synthetic",70
"1010",62,"synthetic",70
"1011",50,"synthetic",70
"1100",70,"synthetic",70
"1101",54,"synthetic",70
"1110",65,"synthetic",70
"1111",34,"synthetic",70
"0000",79,"synthetic",71
"0001",77,"synthetic",71
"0010",74,"synthetic",71
"0011",59,"synthetic",71
"0100",84,"synthetic",71
"0101",64,"synthetic",71
"0110",70,"synthetic",71
"0111",44,"synthetic",71
"1000",79,"synthetic",71
"1001",43,"synthetic",71
"1010",57,"synthetic",71
"1011",49,"synthetic",71
"1100",61,"synthetic",71
"1101",50,"synthetic",71
"1110",53,"synthetic",71
"1111",57,"synthetic",71
"0000",82,"synthetic",72
"0001",62,"synthetic",72
"0010",78,"synthetic",72
"0011",53,"synthetic",72
"0100",81,"synthetic",72
"0101",63,"synthetic",72
"0110",42,"synthetic",72
"0111",52,"synthetic",72
"1000",65,"synthetic",72
"1001",64,"synthetic",72
"1010",58,"synthetic",72
"1011",57,"synthetic",72
"1100",66,"synthetic",72
"1101",65,"synthetic",72
"1110",64,"synthetic",72
"1111",48,"synthetic",72
"0000",85,"synthetic",73
"0001",78,"synthetic",73
"0010",64,"synthetic",73
"0011",65,"synthetic",73
"0100",68,"synthetic",73
"0101",79,"synthetic",73
"0110",72,"synthetic",73
"0111",45,"synthetic",73
"1000",80,"synthetic",73
"1001",68,"synthetic",73
"1010",58,"synthetic",73
"1011",39,"synthetic",73
"1100",57,"synthetic",73
"1101",46,"synthetic",73
"1110",44,"synthetic",73
"1111",52,"synthetic",73
"0000",77,"synthetic",74
"0001",77,"synthetic",74
"0010",73,"synthetic",74
"0011",68,"synthetic",74
"0100",68,"synthetic",74
"0101",60,"synthetic",74
"0110",66,"synthetic",74
"0111",55,"synthetic",74
"1000",68,"synthetic",74
"1001",66,"synthetic",74
"1010",64,"synthetic",74
"1011",48,"synthetic",74
"1100",66,"synthetic",74
"1101",55,"synthetic",74
"1110",56,"synthetic",74
"1111",33,"synthetic",74
"0000",72,"synthetic",75
"0001",77,"synthetic",75
"0010",69,"synthetic",75
"0011",66,"synthetic",75
"0100",69,"synthetic",75
"0101",71,"synthetic",75
"0110",58,"synthetic",75
"0111",56,"synthetic",75
"1000",61,"synthetic",75
"1001",63,"synthetic",75
"1010",67,"synthetic",75
"1011",52,"synthetic",75
"1100",54,"synthetic",75
"1101",46,"synthetic",75
"1110",67,"synthetic",75
"1111",52,"synthetic",75
"0000",102,"synthetic",76
"0001",65,"synthetic",76
"0010",78,"synthetic",76
"0011",63,"synthetic",76
"0100",72,"synthetic",76
"0101",67,"synthetic",76
"0110",68,"synthetic",76
"0111",45,"synthetic",76
"1000",69,"synthetic",76
"1001",54,"synthetic",76
"1010",76,"synthetic",76
"1011",45,"synthetic",76
"1100",56,"synthetic",76
"1101",57,"synthetic",76
"1110",45,"synthetic",76
"1111",38,"synthetic",76
"0000",67,"synthetic",77
"0001",60,"synthetic",77
"0010",83,"synthetic",77
"0011",60,"synthetic",77
"0100",93,"synthetic",77
"0101",56,"synthetic",77
"0110",54,"synthetic",77
"0111",58,"synthetic",77
"1000",72,"synthetic",77
"1001",51,"synthetic",77
"1010",60,"synthetic",77
"1011",51,"synthetic",77
"1100",61,"synthetic",77
"1101",59,"synthetic",77
"1110",65,"synthetic",77
"1111",50,"synthetic",77
"0000",106,"synthetic",78
"0001",65,"synthetic",78
"0010",76,"synthetic",78
"0011",74,"synthetic",78
"0100",68,"synthetic",78
"0101",44,"synthetic",78
"0110",60,"synthetic",78
"0111",50,"synthetic",78
"1000",77,"synthetic",78
"1001",66,"synthetic",78
"1010",62,"synthetic",78
"1011",46,"synthetic",78
"1100",67,"synthetic",78
"1101",50,"synthetic",78
"1110",51,"synthetic",78
"1111",38,"synthetic",78
"0000",90,"synthetic",79
"0001",71,"synthetic",79
"0010",79,"synthetic",79
"0011",71,"synthetic",79
"0100",76,"synthetic",79
"0101",69,"synthetic",79
"0110",54,"synthetic",79
"0111",52,"synthetic",79
"1000",65,"synthetic",79
"1001",64,"synthetic",79
"1010",66,"synthetic",79
"1011",53,"synthetic",79
"1100",53,"synthetic",79
"1101",48,"synthetic",79
"1110",47,"synthetic",79
"1111",42,"synthetic",79
"0000",94,"synthetic",80
"0001",75,"synthetic",80
"0010",71,"synthetic",80
"0011",62,"synthetic",80
"0100",80,"synthetic",80
"0101",63,"synthetic",80
"0110",67,"synthetic",80
"0111",48,"synthetic",80
"1000",73,"synthetic",80
"1001",55,"synthetic",80
"1010",50,"synthetic",80
"1011",54,"synthetic",80
"1100",52,"synthetic",80
"1101",47,"synthetic",80
"1110",59,"synthetic",80
"1111",50,"synthetic",80
"0000",82,"synthetic",81
"0001",63,"synthetic",81
"0010",63,"synthetic",81
"0011",52,"synthetic",81
"0100",80,"synthetic",81
"0101",66,"synthetic",81
"0110",60,"synthetic",81
"0111",54,"synthetic",81
"1000",64,"synthetic",81
"1001",58,"synthetic",81
"1010",75,"synthetic",81
"1011",51,"synthetic",81
"1100",61,"synthetic",81
"1101",57,"synthetic",81
"1110",58,"synthetic",81
"1111",56,"synthetic",81
"0000",83,"synthetic",82
"0001",66,"synthetic",82
"0010",66,"synthetic",82
"0011",72,"synthetic",82
"0100",71,"synthetic",82
"0101",53,"synthetic",82
"0110",60,"synthetic",82
"0111",42,"synthetic",82
"1000",87,"synthetic",82
"1001",62,"synthetic",82
"1010",68,"synthetic",82
"1011",56,"synthetic",82
"1100",58,"synthetic",82
"1101",50,"synthetic",82
"1110",54,"synthetic",82
"1111",52,"synthetic",82
"0000",81,"synthetic",83
"0001",59,"synthetic",83
"0010",73,"synthetic",83
"0011",57,"synthetic",83
"0100",67,"synthetic",83
"0101",65,"synthetic",83
"0110",69,"synthetic",83
"0111",56,"synthetic",83
"1000",72,"synthetic",83
"1001",59,"synthetic",83
"1010",55,"synthetic",83
"1011",60,"synthetic",83
"1100",57,"synthetic",83
"1101",59,"synthetic",83
"1110",60,"synthetic",83
"1111",51,"synthetic",83
"0000",82,"synthetic",84
"0001",61,"synthetic",84
"0010",78,"synthetic",84
"0011",71,"synthetic",84
"0100",87,"synthetic",84
"0101",66,"synthetic",84
"0110",55,"synthetic",84
"0111",47,"synthetic",84
"1000",68,"synthetic",84
"1001",68,"synthetic",84
"1010",66,"synthetic",84
"1011",45,"synthetic",84
"1100",46,"synthetic",84
"1101",48,"synthetic",84
"1110",56,"synthetic",84
"1111",56,"synthetic",84
"0000",88,"synthetic",85
"0001",73,"synthetic",85
"0010",69,"synthetic",85
"0011",59,"synthetic",85
"0100",77,"synthetic",85
"0101",56,"synthetic",85
"0110",60,"synthetic",85
"0111",47,"synthetic",85
"1000",61,"synthetic",85
"1001",61,"synthetic",85
"1010",77,"synthetic",85
"1011",59,"synthetic",85
"1100",74,"synthetic",85
"1101",48,"synthetic",85
"1110",45,"synthetic",85
"1111",46,"synthetic",85
"0000",108,"synthetic",86
"0001",68,"synthetic",86
"0010",62,"synthetic",86
"0011",56,"synthetic",86
"0100",84,"synthetic",86
"0101",66,"synthetic",86
"0110",72,"synthetic",86
"0111",50,"synthetic",86
"1000",68,"synthetic",86
"1001",53,"synthetic",86
"1010",59,"synthetic",86
"1011",48,"synthetic",86
"1100",60,"synthetic",86
"1101",50,"synthetic",86
"1110",51,"synthetic",86
"1111",45,"synthetic",86
"0000",75,"synthetic",87
"0001",71,"synthetic",87
"0010",87,"synthetic",87
"0011",64,"synthetic",87
"0100",62,"synthetic",87
"0101",61,"synthetic",87
"0110",79,"synthetic",87
"0111",65,"synthetic",87
"1000",60,"synthetic",87
"1001",55,"synthetic",87
"1010",70,"synthetic",87
"1011",50,"synthetic",87
"1100",74,"synthetic",87
"1101",45,"synthetic",87
"1110",47,"synthetic",87
"1111",35,"synthetic",87
"0000",92,"synthetic",88
"0001",73,"synthetic",88
"0010",57,"synthetic",88
"0011",49,"synthetic",88
"0100",84,"synthetic",88
"0101",68,"synthetic",88
"0110",77,"synthetic",88
"0111",56,"synthetic",88
"1000",63,"synthetic",88
"1001",61,"synthetic",88
"1010",75,"synthetic",88
"1011",30,"synthetic",88
"1100",67,"synthetic",88
"1101",46,"synthetic",88
"1110",52,"synthetic",88
"1111",50,"synthetic",88
"0000",76,"synthetic",89
"0001",71,"synthetic",89
"0010",83,"synthetic",89
"0011",54,"synthetic",89
"0100",76,"synthetic",89
"0101",62,"synthetic",89
"0110",70,"synthetic",89
"0111",59,"synthetic",89
"1000",74,"synthetic",89
"1001",58,"synthetic",89
"1010",63,"synthetic",89
"1011",43,"synthetic",89
"1100",67,"synthetic",89
"1101",46,"synthetic",89
"1110",49,"synthetic",89
"1111",49,"synthetic",89
"0000",96,"synthetic",90
"0001",62,"synthetic",90
"0010",63,"synthetic",90
"0011",53,"synthetic",90
"0100",66,"synthetic",90
"0101",62,"synthetic",90
"0110",65,"synthetic",90
"0111",63,"synthetic",90
"1000",72,"synthetic",90
"1001",61,"synthetic",90
"1010",64,"synthetic",90
"1011",63,"synthetic",90
"1100",59,"synthetic",90
"1101",48,"synthetic",90
"1110",62,"synthetic",90
"1111",41,"synthetic",90
"0000",82,"synthetic",91
"0001",68,"synthetic",91
"0010",78,"synthetic",91
"0011",62,"synthetic",91
"0100",59,"synthetic",91
"0101",59,"synthetic",91
"0110",73,"synthetic",91
"0111",55,"synthetic",91
"1000",72,"synthetic",91
"1001",48,"synthetic",91
"1010",61,"synthetic",91
"1011",45,"synthetic",91
"1100",67,"synthetic",91
"1101",58,"synthetic",91
"1110",66,"synthetic",91
"1111",47,"synthetic",91
"0000",74,"synthetic",92
"0001",63,"synthetic",92
"0010",74,"synthetic",92
"0011",55,"synthetic",92
"0100",66,"synthetic",92
"0101",58,"synthetic",92
"0110",61,"synthetic",92
"0111",51,"synthetic",92
"1000",81,"synthetic",92
"1001",74,"synthetic",92
"1010",55,"synthetic",92
"1011",56,"synthetic",92
"1100",64,"synthetic",92
"1101",55,"synthetic",92
"1110",53,"synthetic",92
"1111",60,"synthetic",92
"0000",75,"synthetic",93
"0001",61,"synthetic",93
"0010",74,"synthetic",93
"0011",61,"synthetic",93
"0100",69,"synthetic",93
"0101",70,"synthetic",93
"0110",49,"synthetic",93
"0111",54,"synthetic",93
"1000",81,"synthetic",93
"1001",43,"synthetic",93
"1010",80,"synthetic",93
"1011",68,"synthetic",93
"1100",68,"synthetic",93
"1101",49,"synthetic",93
"1110",61,"synthetic",93
"1111",37,"synthetic",93
"0000",81,"synthetic",94
"0001",69,"synthetic",94
"0010",81,"synthetic",94
"0011",63,"synthetic",94
"0100",68,"synthetic",94
"0101",63,"synthetic",94
"0110",65,"synthetic",94
"0111",50,"synthetic",94
"1000",70,"synthetic",94
"1001",55,"synthetic",94
"1010",67,"synthetic",94
"1011",51,"synthetic",94
"1100",56,"synthetic",94
"1101",55,"synthetic",94
"1110",56,"synthetic",94
"1111",50,"synthetic",94
"0000",71,"synthetic",95
"0001",81,"synthetic",95
"0010",76,"synthetic",95
"0011",54,"synthetic",95
"0100",69,"synthetic",95
"0101",63,"synthetic",95
"0110",60,"synthetic",95
"0111",54,"synthetic",95
"1000",70,"synthetic",95
"1001",57,"synthetic",95
"1010",70,"synthetic",95
"1011",46,"synthetic",95
"1100",75,"synthetic",95
"1101",50,"synthetic",95
"1110",64,"synthetic",95
"1111",40,"synthetic",95
"0000",76,"synthetic",96
"0001",74,"synthetic",96
"0010",68,"synthetic",96
"0011",73,"synthetic",96
"0100",89,"synthetic",96
"0101",56,"synthetic",96
"0110",66,"synthetic",96
"0111",58,"synthetic",96
"1000",70,"synthetic",96
"1001",56,"synthetic",96
"1010",61,"synthetic",96
"1011",42,"synthetic",96
"1100",55,"synthetic",96
"1101",59,"synthetic",96
"1110",51,"synthetic",96
"1111",46,"synthetic",96
"0000",107,"synthetic",97
"0001",74,"synthetic",97
"0010",78,"synthetic",97
"0011",59,"synthetic",97
"0100",78,"synthetic",97
"0101",76,"synthetic",97
"0110",60,"synthetic",97
"0111",60,"synthetic",97
"1000",66,"synthetic",97
"1001",49,"synthetic",97
"1010",48,"synthetic",97
"1011",58,"synthetic",97
"1100",39,"synthetic",97
"1101",46,"synthetic",97
"1110",68,"synthetic",97
"1111",34,"synthetic",97
"0000",81,"synthetic",98
"0001",56,"synthetic",98
"0010",74,"synthetic",98
"0011",63,"synthetic",98
"0100",107,"synthetic",98
"0101",62,"synthetic",98
"0110",47,"synthetic",98
"0111",56,"synthetic",98
"1000",61,"synthetic",98
"1001",79,"synthetic",98
"1010",61,"synthetic",98
"1011",49,"synthetic",98
"1100",59,"synthetic",98
"1101",55,"synthetic",98
"1110",54,"synthetic",98
"1111",36,"synthetic",98
"0000",90,"synthetic",99
"0001",64,"synthetic",99
"0010",59,"synthetic",99
"0011",64,"synthetic",99
"0100",76,"synthetic",99
"0101",76,"synthetic",99
"0110",74,"synthetic",99
"0111",43,"synthetic",99
"1000",75,"synthetic",99
"1001",52,"synthetic",99
"1010",57,"synthetic",99
"1011",54,"synthetic",99
"1100",66,"synthetic",99
"1101",56,"synthetic",99
"1110",60,"synthetic",99
"1111",34,"synthetic",99
"0000",68,"synthetic",100
"0001",63,"synthetic",100
"0010",80,"synthetic",100
"0011",63,"synthetic",100
"0100",76,"synthetic",100
"0101",47,"synthetic",100
"0110",59,"synthetic",100
"0111",53,"synthetic",100
"1000",66,"synthetic",100
"1001",78,"synthetic",100
"1010",57,"synthetic",100
"1011",65,"synthetic",100
"1100",76,"synthetic",100
"1101",59,"synthetic",100
"1110",46,"synthetic",100
"1111",44,"synthetic",100
