combine,Freq,pct,epsilon,copies,number,parents
0100,66,6.6000000000000005,0.75,10,5,4
0011,66,6.6000000000000005,0.75,10,5,4
1110,63,6.3,0.75,10,5,4
1001,61,6.1,0.75,10,5,4
0001,59,5.8999999999999995,0.75,10,5,4
0101,59,5.8999999999999995,0.75,10,5,4
1011,56,5.6000000000000005,0.75,10,5,4
1010,55,5.5,0.75,10,5,4
1101,51,5.1,0.75,10,5,4
0111,86,8.6,0.75,10,6,4
1100,80,8.0,0.75,10,6,4
0101,78,7.8,0.75,10,6,4
0010,76,7.6,0.75,10,6,4
1000,71,7.1,0.75,10,6,4
0000,68,6.800000000000001,0.75,10,6,4
0001,66,6.6000000000000005,0.75,10,6,4
0011,65,6.5,0.75,10,6,4
1110,64,6.4,0.75,10,6,4
0100,64,6.4,0.75,10,6,4
1011,62,6.2,0.75,10,6,4
1001,55,5.5,0.75,10,6,4
0110,54,5.4,0.75,10,6,4
1010,53,5.3,0.75,10,6,4
1101,52,5.2,0.75,10,6,4
1111,6,0.6,0.75,10,6,4
1000,84,8.4,0.75,10,7,4
0010,78,7.8,0.75,10,7,4
1110,76,7.6,0.75,10,7,4
1100,75,7.5,0.75,10,7,4
1001,71,7.1,0.75,10,7,4
0111,68,6.800000000000001,0.75,10,7,4
0101,66,6.6000000000000005,0.75,10,7,4
0100,66,6.6000000000000005,0.75,10,7,4
1010,64,6.4,0.75,10,7,4
0000,62,6.2,0.75,10,7,4
1011,60,6.0,0.75,10,7,4
0110,59,5.8999999999999995,0.75,10,7,4
0011,57,5.7,0.75,10,7,4
1101,57,5.7,0.75,10,7,4
0001,55,5.5,0.75,10,7,4
1111,2,0.2,0.75,10,7,4
0101,78,7.8,0.75,10,8,4
1100,76,7.6,0.75,10,8,4
0001,71,7.1,0.75,10,8,4
0111,71,7.1,0.75,10,8,4
1101,70,7.000000000000001,0.75,10,8,4
0100,69,6.9,0.75,10,8,4
0010,69,6.9,0.75,10,8,4
1000,68,6.800000000000001,0.75,10,8,4
0110,66,6.6000000000000005,0.75,10,8,4
0000,66,6.6000000000000005,0.75,10,8,4
1001,63,6.3,0.75,10,8,4
1011,61,6.1,0.75,10,8,4
0011,61,6.1,0.75,10,8,4
1110,58,5.800000000000001,0.75,10,8,4
1010,51,5.1,0.75,10,8,4
1111,2,0.2,0.75,10,8,4
1000,85,8.5,0.75,10,9,4
1011,79,7.9,0.75,10,9,4
0010,78,7.8,0.75,10,9,4
1001,76,7.6,0.75,10,9,4
1100,76,7.6,0.75,10,9,4
0101,66,6.6000000000000005,0.75,10,9,4
0000,65,6.5,0.75,10,9,4
0100,63,6.3,0.75,10,9,4
0001,63,6.3,0.75,10,9,4
0011,61,6.1,0.75,10,9,4
1010,60,6.0,0.75,10,9,4
0111,59,5.8999999999999995,0.75,10,9,4
1110,57,5.7,0.75,10,9,4
0110,55,5.5,0.75,10,9,4
1101,54,5.4,0.75,10,9,4
1111,3,0.3,0.75,10,9,4
0010,91,9.1,0.75,10,10,4
0111,81,8.1,0.75,10,10,4
1100,77,7.7,0.75,10,10,4
1110,70,7.000000000000001,0.75,10,10,4
1000,69,6.9,0.75,10,10,4
0011,68,6.800000000000001,0.75,10,10,4
0101,66,6.6000000000000005,0.75,10,10,4
0000,66,6.6000000000000005,0.75,10,10,4
0100,65,6.5,0.75,10,10,4
0110,63,6.3,0.75,10,10,4
1011,59,5.8999999999999995,0.75,10,10,4
1010,58,5.800000000000001,0.75,10,10,4
1001,55,5.5,0.75,10,10,4
0001,55,5.5,0.75,10,10,4
1101,51,5.1,0.75,10,10,4
1111,6,0.6,0.75,10,10,4
1000,93,9.3,1.0,10,1,4
0111,75,7.5,1.0,10,1,4
1001,75,7.5,1.0,10,1,4
0010,74,7.3999999999999995,1.0,10,1,4
1100,72,7.199999999999999,1.0,10,1,4
1011,69,6.9,1.0,10,1,4
0000,68,6.800000000000001,1.0,10,1,4
1010,66,6.6000000000000005,1.0,10,1,4
0101,66,6.6000000000000005,1.0,10,1,4
0100,61,6.1,1.0,10,1,4
0001,59,5.8999999999999995,1.0,10,1,4
1110,57,5.7,1.0,10,1,4
0011,56,5.6000000000000005,1.0,10,1,4
1101,55,5.5,1.0,10,1,4
0110,53,5.3,1.0,10,1,4
1111,1,0.1,1.0,10,1,4
1000,89,8.9,1.0,10,2,4
1100,79,7.9,1.0,10,2,4
1011,77,7.7,1.0,10,2,4
1001,77,7.7,1.0,10,2,4
0010,70,7.000000000000001,1.0,10,2,4
0111,70,7.000000000000001,1.0,10,2,4
0001,65,6.5,1.0,10,2,4
0000,64,6.4,1.0,10,2,4
0101,63,6.3,1.0,10,2,4
0100,61,6.1,1.0,10,2,4
1010,60,6.0,1.0,10,2,4
0011,58,5.800000000000001,1.0,10,2,4
1110,57,5.7,1.0,10,2,4
1101,54,5.4,1.0,10,2,4
0110,54,5.4,1.0,10,2,4
1111,2,0.2,1.0,10,2,4
1100,97,9.700000000000001,1.0,10,3,4
1000,86,8.6,1.0,10,3,4
0111,76,7.6,1.0,10,3,4
0100,70,7.000000000000001,1.0,10,3,4
0010,69,6.9,1.0,10,3,4
1001,69,6.9,1.0,10,3,4
1101,65,6.5,1.0,10,3,4
0110,63,6.3,1.0,10,3,4
0000,63,6.3,1.0,10,3,4
0101,59,5.8999999999999995,1.0,10,3,4
1010,58,5.800000000000001,1.0,10,3,4
1011,58,5.800000000000001,1.0,10,3,4
1110,58,5.800000000000001,1.0,10,3,4
0001,54,5.4,1.0,10,3,4
0011,53,5.3,1.0,10,3,4
1111,2,0.2,1.0,10,3,4
0010,93,9.3,1.0,10,4,4
0011,79,7.9,1.0,10,4,4
0111,76,7.6,1.0,10,4,4
1011,75,7.5,1.0,10,4,4
1000,71,7.1,1.0,10,4,4
1100,71,7.1,1.0,10,4,4
0000,67,6.7,1.0,10,4,4
0101,67,6.7,1.0,10,4,4
1001,64,6.4,1.0,10,4,4
0100,62,6.2,1.0,10,4,4
0110,59,5.8999999999999995,1.0,10,4,4
1110,58,5.800000000000001,1.0,10,4,4
1010,58,5.800000000000001,1.0,10,4,4
0001,57,5.7,1.0,10,4,4
1101,43,4.3,1.0,10,4,4
0010,93,9.3,1.0,10,5,4
1100,79,7.9,1.0,10,5,4
1011,76,7.6,1.0,10,5,4
1000,75,7.5,1.0,10,5,4
1010,69,6.9,1.0,10,5,4
1110,68,6.800000000000001,1.0,10,5,4
0000,66,6.6000000000000005,1.0,10,5,4
0100,65,6.5,1.0,10,5,4
1001,64,6.4,1.0,10,5,4
0111,64,6.4,1.0,10,5,4
0011,63,6.3,1.0,10,5,4
0110,58,5.800000000000001,1.0,10,5,4
0001,56,5.6000000000000005,1.0,10,5,4
0101,55,5.5,1.0,10,5,4
1101,49,4.9,1.0,10,5,4
1100,96,9.6,1.0,10,6,4
1000,80,8.0,1.0,10,6,4
1110,74,7.3999999999999995,1.0,10,6,4
0111,71,7.1,1.0,10,6,4
0000,69,6.9,1.0,10,6,4
0010,68,6.800000000000001,1.0,10,6,4
1001,66,6.6000000000000005,1.0,10,6,4
0100,65,6.5,1.0,10,6,4
0101,62,6.2,1.0,10,6,4
0001,61,6.1,1.0,10,6,4
0011,59,5.8999999999999995,1.0,10,6,4
1010,58,5.800000000000001,1.0,10,6,4
1101,58,5.800000000000001,1.0,10,6,4
0110,56,5.6000000000000005,1.0,10,6,4
1011,56,5.6000000000000005,1.0,10,6,4
1111,1,0.1,1.0,10,6,4
1100,93,9.3,1.0,10,7,4
0010,81,8.1,1.0,10,7,4
1000,79,7.9,1.0,10,7,4
0000,71,7.1,1.0,10,7,4
0111,70,7.000000000000001,1.0,10,7,4
1101,66,6.6000000000000005,1.0,10,7,4
0100,64,6.4,1.0,10,7,4
1001,64,6.4,1.0,10,7,4
0101,61,6.1,1.0,10,7,4
1011,61,6.1,1.0,10,7,4
1010,60,6.0,1.0,10,7,4
0001,59,5.8999999999999995,1.0,10,7,4
0110,58,5.800000000000001,1.0,10,7,4
1110,57,5.7,1.0,10,7,4
0011,55,5.5,1.0,10,7,4
1111,1,0.1,1.0,10,7,4
0010,99,9.9,1.0,10,8,4
1100,78,7.8,1.0,10,8,4
1011,76,7.6,1.0,10,8,4
1000,74,7.3999999999999995,1.0,10,8,4
0000,70,7.000000000000001,1.0,10,8,4
1110,65,6.5,1.0,10,8,4
0100,64,6.4,1.0,10,8,4
0011,62,6.2,1.0,10,8,4
0111,62,6.2,1.0,10,8,4
0101,61,6.1,1.0,10,8,4
1001,60,6.0,1.0,10,8,4
0110,60,6.0,1.0,10,8,4
1010,58,5.800000000000001,1.0,10,8,4
0001,57,5.7,1.0,10,8,4
1101,49,4.9,1.0,10,8,4
1111,5,0.5,1.0,10,8,4
1000,89,8.9,1.0,10,9,4
1100,81,8.1,1.0,10,9,4
1011,76,7.6,1.0,10,9,4
1001,73,7.3,1.0,10,9,4
0000,71,7.1,1.0,10,9,4
0010,70,7.000000000000001,1.0,10,9,4
0111,69,6.9,1.0,10,9,4
0101,68,6.800000000000001,1.0,10,9,4
0001,64,6.4,1.0,10,9,4
0110,61,6.1,1.0,10,9,4
0100,61,6.1,1.0,10,9,4
1110,58,5.800000000000001,1.0,10,9,4
1010,57,5.7,1.0,10,9,4
1101,53,5.3,1.0,10,9,4
0011,49,4.9,1.0,10,9,4
0101,81,8.1,1.0,10,10,4
0111,80,8.0,1.0,10,10,4
1100,78,7.8,1.0,10,10,4
0010,72,7.199999999999999,1.0,10,10,4
0001,72,7.199999999999999,1.0,10,10,4
0011,67,6.7,1.0,10,10,4
0000,67,6.7,1.0,10,10,4
0100,66,6.6000000000000005,1.0,10,10,4
1101,65,6.5,1.0,10,10,4
1110,64,6.4,1.0,10,10,4
1001,62,6.2,1.0,10,10,4
1000,62,6.2,1.0,10,10,4
1011,59,5.8999999999999995,1.0,10,10,4
1010,52,5.2,1.0,10,10,4
0110,51,5.1,1.0,10,10,4
1111,2,0.2,1.0,10,10,4
