"names","Estimate","Std. Error","dep_var","data","parents","privacy","copies"
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",1,0,10
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",1,0.1,10
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",1,0.1,10
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",1,0.1,10
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",1,0.1,10
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",1,1,10
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",1,1,10
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",1,1,10
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",1,1,10
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",1,5,10
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",1,5,10
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",1,5,10
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",1,5,10
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",1,10,10
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",1,10,10
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",1,10,10
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",1,10,10
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",1,20,10
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",1,20,10
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",1,20,10
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",1,20,10
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",1,30,10
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",1,30,10
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",1,30,10
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",1,30,10
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",2,0,10
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",2,0,10
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",2,0,10
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",2,0,10
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",2,0.1,10
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",2,0.1,10
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",2,0.1,10
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",2,0.1,10
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",2,1,10
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",2,1,10
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",2,1,10
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",2,1,10
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",2,5,10
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",2,5,10
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",2,5,10
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",2,5,10
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",2,10,10
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",2,10,10
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",2,10,10
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",2,10,10
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",2,20,10
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",2,20,10
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",2,20,10
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",2,20,10
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",2,30,10
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",2,30,10
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",2,30,10
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",2,30,10
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",0,0,10
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",0,0,10
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",0,0,10
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",0,0,10
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",0,0.1,10
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",0,0.1,10
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",0,0.1,10
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",0,0.1,10
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",0,1,10
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",0,1,10
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",0,1,10
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",0,1,10
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",0,5,10
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",0,5,10
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",0,5,10
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",0,5,10
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",0,10,10
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",0,10,10
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",0,10,10
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",0,10,10
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",0,20,10
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",0,20,10
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",0,20,10
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",0,20,10
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",0,30,10
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",0,30,10
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",0,30,10
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",0,30,10
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",1,0,10
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",1,0,10
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",1,0,10
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",1,0,10
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",1,0.1,10
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",1,0.1,10
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",1,0.1,10
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",1,0.1,10
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",1,1,10
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",1,1,10
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",1,1,10
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",1,1,10
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",1,5,10
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",1,5,10
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",1,5,10
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",1,5,10
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",1,10,10
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",1,10,10
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",1,10,10
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",1,10,10
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",1,20,10
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",1,20,10
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",1,20,10
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",1,20,10
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",1,30,10
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",1,30,10
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",1,30,10
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",1,30,10
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",2,0,10
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",2,0,10
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",2,0,10
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",2,0,10
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",2,0.1,10
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",2,0.1,10
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",2,0.1,10
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",2,0.1,10
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",2,1,10
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",2,1,10
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",2,1,10
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",2,1,10
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",2,5,10
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",2,5,10
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",2,5,10
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",2,5,10
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",2,10,10
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",2,10,10
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",2,10,10
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",2,10,10
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",2,20,10
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",2,20,10
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",2,20,10
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",2,20,10
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",2,30,10
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",2,30,10
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",2,30,10
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",2,30,10
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",0,0,10
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",0,0,10
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",0,0,10
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",0,0,10
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",0,0.1,10
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",0,0.1,10
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",0,0.1,10
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",0,0.1,10
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",0,1,10
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",0,1,10
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",0,1,10
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",0,1,10
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",0,5,10
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",0,5,10
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",0,5,10
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",0,5,10
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",0,10,10
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",0,10,10
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",0,10,10
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",0,10,10
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",0,20,10
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",0,20,10
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",0,20,10
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",0,20,10
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",0,30,10
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",0,30,10
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",0,30,10
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",0,30,10
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",1,0,10
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",1,0,10
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",1,0,10
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",1,0,10
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",1,0.1,10
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",1,0.1,10
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",1,0.1,10
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",1,0.1,10
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",1,1,10
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",1,1,10
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",1,1,10
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",1,1,10
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",1,5,10
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",1,5,10
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",1,5,10
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",1,5,10
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",1,10,10
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",1,10,10
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",1,10,10
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",1,10,10
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",1,20,10
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",1,20,10
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",1,20,10
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",1,20,10
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",1,30,10
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",1,30,10
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",1,30,10
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",1,30,10
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",2,0,10
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",2,0,10
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",2,0,10
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",2,0,10
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",2,0.1,10
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",2,0.1,10
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",2,0.1,10
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",2,0.1,10
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",2,1,10
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",2,1,10
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",2,1,10
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",2,1,10
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",2,5,10
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",2,5,10
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",2,5,10
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",2,5,10
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",2,10,10
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",2,10,10
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",2,10,10
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",2,10,10
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",2,20,10
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",2,20,10
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",2,20,10
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",2,20,10
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",2,30,10
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",2,30,10
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",2,30,10
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",2,30,10
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",0,0,10
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",0,0,10
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",0,0,10
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",0,0,10
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",0,0.1,10
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",0,0.1,10
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",0,0.1,10
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",0,0.1,10
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",0,1,10
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",0,1,10
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",0,1,10
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",0,1,10
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",0,5,10
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",0,5,10
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",0,5,10
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",0,5,10
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",0,10,10
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",0,10,10
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",0,10,10
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",0,10,10
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",0,20,10
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",0,20,10
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",0,20,10
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",0,20,10
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",0,30,10
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",0,30,10
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",0,30,10
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",0,30,10
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",1,0,10
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",1,0,10
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",1,0,10
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",1,0,10
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",1,0.1,10
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",1,0.1,10
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",1,0.1,10
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",1,0.1,10
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",1,1,10
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",1,1,10
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",1,1,10
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",1,1,10
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",1,5,10
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",1,5,10
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",1,5,10
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",1,5,10
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",1,10,10
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",1,10,10
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",1,10,10
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",1,10,10
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",1,20,10
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",1,20,10
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",1,20,10
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",1,20,10
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",1,30,10
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",1,30,10
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",1,30,10
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",1,30,10
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",2,0,10
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",2,0,10
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",2,0,10
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",2,0,10
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",2,0.1,10
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",2,0.1,10
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",2,0.1,10
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",2,0.1,10
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",2,1,10
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",2,1,10
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",2,1,10
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",2,1,10
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",2,5,10
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",2,5,10
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",2,5,10
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",2,5,10
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",2,10,10
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",2,10,10
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",2,10,10
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",2,10,10
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",2,20,10
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",2,20,10
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",2,20,10
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",2,20,10
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",2,30,10
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",2,30,10
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",2,30,10
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",2,30,10
"(Intercept)",0.111063561259814,0.12920518703909,"var_1","sds",0,0,5
"var_2B",-0.0114155531543303,0.12694666126468,"var_1","sds",0,0,5
"var_3B",-0.073065312439039,0.127120855975386,"var_1","sds",0,0,5
"var_4B",-0.0294736026670052,0.127026125595946,"var_1","sds",0,0,5
"(Intercept)",0.233769859140934,0.143243274922036,"var_1","sds",0,0.1,5
"var_2B",-0.223391391809417,0.13311792966587,"var_1","sds",0,0.1,5
"var_3B",-0.135767315246062,0.13255904272674,"var_1","sds",0,0.1,5
"var_4B",0.152935554151851,0.130451735233574,"var_1","sds",0,0.1,5
"(Intercept)",0.165186848974117,0.129010257188153,"var_1","sds",0,1,5
"var_2B",-0.0769583488902664,0.127176094362082,"var_1","sds",0,1,5
"var_3B",-0.159863022666002,0.127438024596285,"var_1","sds",0,1,5
"var_4B",0.0710980263963645,0.127417124885693,"var_1","sds",0,1,5
"(Intercept)",0.0657172100163605,0.129212473037358,"var_1","sds",0,5,5
"var_2B",-0.0746153096775915,0.126939210983518,"var_1","sds",0,5,5
"var_3B",0.00929196418201,0.12744152814411,"var_1","sds",0,5,5
"var_4B",0.040080028788074,0.127331379378426,"var_1","sds",0,5,5
"(Intercept)",0.0622681610527991,0.129180421616057,"var_1","sds",0,10,5
"var_2B",-0.0815595041719146,0.126959061967122,"var_1","sds",0,10,5
"var_3B",0.018119639633528,0.127466303256346,"var_1","sds",0,10,5
"var_4B",0.048663667829223,0.127378174629616,"var_1","sds",0,10,5
"(Intercept)",0.184363074707077,0.129524672887001,"var_1","sds",0,20,5
"var_2B",-0.0125073538407525,0.127291882694391,"var_1","sds",0,20,5
"var_3B",-0.155505967680728,0.1277191683486,"var_1","sds",0,20,5
"var_4B",-0.0225269924495306,0.12778725308914,"var_1","sds",0,20,5
"(Intercept)",0.125314609597302,0.129285662069565,"var_1","sds",0,30,5
"var_2B",-0.0391059167265574,0.127054169158246,"var_1","sds",0,30,5
"var_3B",-0.146086273788172,0.127383137743533,"var_1","sds",0,30,5
"var_4B",0.0809668137499263,0.127352154600101,"var_1","sds",0,30,5
"(Intercept)",0.0816833793993069,0.12626454548606,"var_1","sds",1,0,5
"var_2B",0.0745917342663166,0.126917377333504,"var_1","sds",1,0,5
"var_3B",-0.0507239583490656,0.126892006528391,"var_1","sds",1,0,5
"var_4B",-0.0784597661666083,0.126903187258788,"var_1","sds",1,0,5
"(Intercept)",0.171366637592975,0.143153558662944,"var_1","sds",1,0.1,5
"var_2B",0.204872062957409,0.133136111268389,"var_1","sds",1,0.1,5
"var_3B",0.183998028205503,0.134342338927101,"var_1","sds",1,0.1,5
"var_4B",-0.165683597062983,0.136182536642729,"var_1","sds",1,0.1,5
"(Intercept)",0.0844675477727146,0.125424962686169,"var_1","sds",1,1,5
"var_2B",0.0195055903480581,0.126838332173625,"var_1","sds",1,1,5
"var_3B",-0.040622884461213,0.126978176837864,"var_1","sds",1,1,5
"var_4B",-0.0102203992755117,0.126993171476228,"var_1","sds",1,1,5
"(Intercept)",0.16242652433252,0.126534220747183,"var_1","sds",1,5,5
"var_2B",0.00434443084017388,0.127103127182078,"var_1","sds",1,5,5
"var_3B",-0.066996074086532,0.127319670812546,"var_1","sds",1,5,5
"var_4B",0.00350333159681272,0.127159468053207,"var_1","sds",1,5,5
"(Intercept)",-0.00297033731456572,0.129177721224951,"var_1","sds",1,10,5
"var_2B",-0.0231041993612821,0.126933660119889,"var_1","sds",1,10,5
"var_3B",0.056426561775491,0.12703765418785,"var_1","sds",1,10,5
"var_4B",0.0547861813014441,0.12695668040291,"var_1","sds",1,10,5
"(Intercept)",0.136992498082718,0.125431361651116,"var_1","sds",1,20,5
"var_2B",0.0454648523254738,0.127129353917989,"var_1","sds",1,20,5
"var_3B",-0.0430803551586107,0.127293442675872,"var_1","sds",1,20,5
"var_4B",0.0277575369720262,0.127187416429873,"var_1","sds",1,20,5
"(Intercept)",0.077597233390664,0.12628881414529,"var_1","sds",1,30,5
"var_2B",-0.0201756468409707,0.126881793703098,"var_1","sds",1,30,5
"var_3B",-0.00155307440658369,0.127158395973744,"var_1","sds",1,30,5
"var_4B",0.0016909503798045,0.127127255826369,"var_1","sds",1,30,5
"(Intercept)",0.120089405488137,0.128416017885637,"var_1","sds",2,0,5
"var_2B",-0.0156482951713494,0.126967992179422,"var_1","sds",2,0,5
"var_3B",-0.0364781019175301,0.12708658307307,"var_1","sds",2,0,5
"var_4B",-0.0848521240880122,0.127063513587424,"var_1","sds",2,0,5
"(Intercept)",0.521106060338651,0.150260657251904,"var_1","sds",2,0.1,5
"var_2B",0.00478512244702142,0.132851483593588,"var_1","sds",2,0.1,5
