sex,age,income,edu
FEMALE,31.0,2578.0,VOCATIONAL/GRAMMAR
FEMALE,60.0,291.0,PRIMARY/NO EDUCATION
MALE,45.0,1457.0,PRIMARY/NO EDUCATION
FEMALE,29.0,1956.0,VOCATIONAL/GRAMMAR
FEMALE,46.0,790.0,VOCATIONAL/GRAMMAR
FEMALE,24.0,1556.0,SECONDARY
FEMALE,61.0,1000.0,PRIMARY/NO EDUCATION
FEMALE,56.0,896.0,POST-SECONDARY OR HIGHER
MALE,46.0,557.0,VOCATIONAL/GRAMMAR
FEMALE,38.0,821.0,POST-SECONDARY OR HIGHER
FEMALE,70.0,949.0,PRIMARY/NO EDUCATION
FEMALE,32.0,226.0,SECONDARY
MALE,36.0,5785.0,VOCATIONAL/GRAMMAR
FEMALE,35.0,1160.0,POST-SECONDARY OR HIGHER
FEMALE,29.0,,SECONDARY
FEMALE,61.0,1555.0,POST-SECONDARY OR HIGHER
MALE,41.0,1182.0,PRIMARY/NO EDUCATION
MALE,59.0,249.0,SECONDARY
MALE,37.0,2537.0,PRIMARY/NO EDUCATION
MALE,60.0,395.0,PRIMARY/NO EDUCATION
FEMALE,36.0,795.0,POST-SECONDARY OR HIGHER
MALE,23.0,,SECONDARY
MALE,50.0,1770.0,VOCATIONAL/GRAMMAR
MALE,57.0,423.0,SECONDARY
MALE,60.0,3086.0,VOCATIONAL/GRAMMAR
FEMALE,46.0,1891.0,POST-SECONDARY OR HIGHER
MALE,30.0,1059.0,SECONDARY
FEMALE,57.0,2641.0,SECONDARY
MALE,33.0,3084.0,SECONDARY
MALE,53.0,2004.0,VOCATIONAL/GRAMMAR
FEMALE,65.0,1512.0,POST-SECONDARY OR HIGHER
FEMALE,16.0,532.0,VOCATIONAL/GRAMMAR
FEMALE,50.0,197.0,VOCATIONAL/GRAMMAR
MALE,38.0,1903.0,SECONDARY
FEMALE,84.0,860.0,PRIMARY/NO EDUCATION
FEMALE,17.0,,VOCATIONAL/GRAMMAR
MALE,26.0,1639.0,POST-SECONDARY OR HIGHER
MALE,23.0,,SECONDARY
FEMALE,20.0,,SECONDARY
FEMALE,38.0,1536.0,VOCATIONAL/GRAMMAR
MALE,22.0,2062.0,POST-SECONDARY OR HIGHER
FEMALE,72.0,1450.0,PRIMARY/NO EDUCATION
FEMALE,45.0,975.0,SECONDARY
MALE,54.0,1241.0,SECONDARY
FEMALE,42.0,2825.0,VOCATIONAL/GRAMMAR
FEMALE,23.0,1695.0,SECONDARY
FEMALE,29.0,2244.0,POST-SECONDARY OR HIGHER
FEMALE,57.0,2346.0,VOCATIONAL/GRAMMAR
FEMALE,62.0,1530.0,VOCATIONAL/GRAMMAR
MALE,22.0,,SECONDARY
FEMALE,56.0,930.0,VOCATIONAL/GRAMMAR
FEMALE,23.0,1260.0,SECONDARY
MALE,58.0,1545.0,VOCATIONAL/GRAMMAR
FEMALE,67.0,1585.0,VOCATIONAL/GRAMMAR
FEMALE,47.0,1190.0,VOCATIONAL/GRAMMAR
FEMALE,31.0,,VOCATIONAL/GRAMMAR
MALE,58.0,2302.0,POST-SECONDARY OR HIGHER
FEMALE,42.0,3083.0,POST-SECONDARY OR HIGHER
MALE,23.0,,SECONDARY
FEMALE,38.0,1495.0,VOCATIONAL/GRAMMAR
MALE,53.0,5338.0,PRIMARY/NO EDUCATION
FEMALE,70.0,2343.0,POST-SECONDARY OR HIGHER
FEMALE,44.0,537.0,VOCATIONAL/GRAMMAR
FEMALE,25.0,3289.0,SECONDARY
MALE,34.0,2561.0,VOCATIONAL/GRAMMAR
MALE,43.0,1769.0,POST-SECONDARY OR HIGHER
MALE,58.0,2517.0,SECONDARY
FEMALE,21.0,405.0,SECONDARY
FEMALE,28.0,1838.0,POST-SECONDARY OR HIGHER
MALE,35.0,1829.0,VOCATIONAL/GRAMMAR
MALE,71.0,267.0,PRIMARY/NO EDUCATION
FEMALE,57.0,900.0,POST-SECONDARY OR HIGHER
MALE,50.0,375.0,POST-SECONDARY OR HIGHER
MALE,60.0,2304.0,POST-SECONDARY OR HIGHER
MALE,75.0,402.0,VOCATIONAL/GRAMMAR
MALE,79.0,2203.0,VOCATIONAL/GRAMMAR
FEMALE,49.0,1904.0,VOCATIONAL/GRAMMAR
FEMALE,55.0,2386.0,SECONDARY
FEMALE,38.0,1872.0,SECONDARY
FEMALE,71.0,1038.0,PRIMARY/NO EDUCATION
FEMALE,60.0,2136.0,VOCATIONAL/GRAMMAR
MALE,66.0,1352.0,PRIMARY/NO EDUCATION
MALE,23.0,294.0,SECONDARY
FEMALE,74.0,1920.0,PRIMARY/NO EDUCATION
MALE,56.0,4163.0,VOCATIONAL/GRAMMAR
FEMALE,49.0,2085.0,POST-SECONDARY OR HIGHER
MALE,20.0,,PRIMARY/NO EDUCATION
FEMALE,53.0,997.0,VOCATIONAL/GRAMMAR
MALE,37.0,14817.0,POST-SECONDARY OR HIGHER
MALE,83.0,833.0,SECONDARY
FEMALE,47.0,377.0,SECONDARY
MALE,50.0,684.0,PRIMARY/NO EDUCATION
FEMALE,85.0,1123.0,PRIMARY/NO EDUCATION
MALE,29.0,2071.0,SECONDARY
FEMALE,66.0,932.0,PRIMARY/NO EDUCATION
FEMALE,23.0,4.0,SECONDARY
FEMALE,36.0,194.0,PRIMARY/NO EDUCATION
FEMALE,18.0,,VOCATIONAL/GRAMMAR
MALE,28.0,,POST-SECONDARY OR HIGHER
FEMALE,27.0,2534.0,POST-SECONDARY OR HIGHER
FEMALE,58.0,1447.0,PRIMARY/NO EDUCATION
MALE,30.0,,SECONDARY
MALE,55.0,210.0,SECONDARY
FEMALE,25.0,3167.0,SECONDARY
FEMALE,40.0,1359.0,
FEMALE,17.0,,PRIMARY/NO EDUCATION
FEMALE,18.0,670.0,VOCATIONAL/GRAMMAR
MALE,50.0,74.0,SECONDARY
FEMALE,63.0,1118.0,VOCATIONAL/GRAMMAR
FEMALE,18.0,,VOCATIONAL/GRAMMAR
MALE,55.0,257.0,VOCATIONAL/GRAMMAR
MALE,59.0,157.0,VOCATIONAL/GRAMMAR
FEMALE,54.0,729.0,VOCATIONAL/GRAMMAR
MALE,67.0,1419.0,PRIMARY/NO EDUCATION
FEMALE,30.0,924.0,POST-SECONDARY OR HIGHER
MALE,23.0,1275.0,POST-SECONDARY OR HIGHER
FEMALE,96.0,1451.0,PRIMARY/NO EDUCATION
FEMALE,29.0,2701.0,SECONDARY
FEMALE,22.0,1452.0,SECONDARY
MALE,19.0,420.0,VOCATIONAL/GRAMMAR
MALE,49.0,582.0,VOCATIONAL/GRAMMAR
FEMALE,35.0,1443.0,POST-SECONDARY OR HIGHER
MALE,30.0,1671.0,POST-SECONDARY OR HIGHER
MALE,39.0,615.0,SECONDARY
FEMALE,17.0,354.0,VOCATIONAL/GRAMMAR
FEMALE,43.0,,VOCATIONAL/GRAMMAR
MALE,50.0,1468.0,VOCATIONAL/GRAMMAR
MALE,38.0,902.0,VOCATIONAL/GRAMMAR
FEMALE,34.0,235.0,SECONDARY
MALE,26.0,6823.0,SECONDARY
MALE,55.0,1315.0,POST-SECONDARY OR HIGHER
FEMALE,46.0,1065.0,VOCATIONAL/GRAMMAR
FEMALE,47.0,1336.0,SECONDARY
FEMALE,65.0,737.0,VOCATIONAL/GRAMMAR
MALE,29.0,1061.0,POST-SECONDARY OR HIGHER
MALE,39.0,847.0,SECONDARY
MALE,73.0,1884.0,SECONDARY
FEMALE,71.0,4.0,PRIMARY/NO EDUCATION
MALE,24.0,4112.0,POST-SECONDARY OR HIGHER
FEMALE,34.0,524.0,VOCATIONAL/GRAMMAR
MALE,64.0,2615.0,POST-SECONDARY OR HIGHER
MALE,52.0,94.0,SECONDARY
FEMALE,26.0,1522.0,POST-SECONDARY OR HIGHER
FEMALE,32.0,2523.0,SECONDARY
MALE,20.0,,VOCATIONAL/GRAMMAR
FEMALE,27.0,265.0,SECONDARY
FEMALE,64.0,1994.0,VOCATIONAL/GRAMMAR
FEMALE,55.0,2283.0,POST-SECONDARY OR HIGHER
MALE,69.0,1397.0,PRIMARY/NO EDUCATION
MALE,53.0,2865.0,SECONDARY
FEMALE,71.0,775.0,SECONDARY
FEMALE,56.0,2005.0,SECONDARY
MALE,60.0,948.0,PRIMARY/NO EDUCATION
MALE,47.0,4385.0,VOCATIONAL/GRAMMAR
MALE,63.0,290.0,SECONDARY
FEMALE,53.0,1909.0,SECONDARY
MALE,76.0,1989.0,SECONDARY
FEMALE,37.0,1450.0,SECONDARY
FEMALE,69.0,429.0,POST-SECONDARY OR HIGHER
FEMALE,46.0,2155.0,VOCATIONAL/GRAMMAR
MALE,62.0,744.0,SECONDARY
FEMALE,69.0,89.0,VOCATIONAL/GRAMMAR
FEMALE,46.0,1375.0,SECONDARY
FEMALE,28.0,,POST-SECONDARY OR HIGHER
FEMALE,22.0,,SECONDARY
MALE,18.0,,SECONDARY
MALE,55.0,2226.0,PRIMARY/NO EDUCATION
MALE,42.0,3691.0,POST-SECONDARY OR HIGHER
MALE,29.0,578.0,VOCATIONAL/GRAMMAR
MALE,40.0,1846.0,POST-SECONDARY OR HIGHER
FEMALE,38.0,70.0,SECONDARY
FEMALE,60.0,913.0,VOCATIONAL/GRAMMAR
MALE,54.0,2261.0,SECONDARY
FEMALE,48.0,,VOCATIONAL/GRAMMAR
MALE,58.0,,POST-SECONDARY OR HIGHER
MALE,53.0,5191.0,VOCATIONAL/GRAMMAR
MALE,45.0,1737.0,POST-SECONDARY OR HIGHER
MALE,68.0,1160.0,SECONDARY
MALE,22.0,2014.0,SECONDARY
FEMALE,73.0,1177.0,SECONDARY
MALE,66.0,4815.0,PRIMARY/NO EDUCATION
MALE,82.0,,PRIMARY/NO EDUCATION
MALE,28.0,1742.0,POST-SECONDARY OR HIGHER
FEMALE,65.0,1273.0,SECONDARY
FEMALE,41.0,1065.0,VOCATIONAL/GRAMMAR
FEMALE,19.0,,PRIMARY/NO EDUCATION
FEMALE,65.0,3015.0,PRIMARY/NO EDUCATION
FEMALE,23.0,1841.0,POST-SECONDARY OR HIGHER
MALE,39.0,623.0,POST-SECONDARY OR HIGHER
MALE,63.0,2045.0,PRIMARY/NO EDUCATION
MALE,67.0,251.0,POST-SECONDARY OR HIGHER
MALE,70.0,1035.0,PRIMARY/NO EDUCATION
FEMALE,68.0,1117.0,POST-SECONDARY OR HIGHER
FEMALE,26.0,1652.0,POST-SECONDARY OR HIGHER
FEMALE,38.0,617.0,VOCATIONAL/GRAMMAR
MALE,63.0,2328.0,POST-SECONDARY OR HIGHER
MALE,67.0,2105.0,SECONDARY
MALE,20.0,463.0,VOCATIONAL/GRAMMAR
FEMALE,56.0,2221.0,SECONDARY
FEMALE,24.0,868.0,POST-SECONDARY OR HIGHER
MALE,81.0,1390.0,PRIMARY/NO EDUCATION
FEMALE,43.0,2142.0,SECONDARY
MALE,63.0,2516.0,SECONDARY
MALE,63.0,1245.0,PRIMARY/NO EDUCATION
MALE,78.0,1435.0,VOCATIONAL/GRAMMAR
MALE,54.0,,VOCATIONAL/GRAMMAR
FEMALE,40.0,986.0,VOCATIONAL/GRAMMAR
FEMALE,25.0,55.0,POST-SECONDARY OR HIGHER
MALE,44.0,2476.0,VOCATIONAL/GRAMMAR
MALE,27.0,5040.0,SECONDARY
FEMALE,17.0,,VOCATIONAL/GRAMMAR
FEMALE,19.0,,VOCATIONAL/GRAMMAR
FEMALE,59.0,299.0,VOCATIONAL/GRAMMAR
FEMALE,20.0,,VOCATIONAL/GRAMMAR
FEMALE,50.0,1460.0,PRIMARY/NO EDUCATION
FEMALE,32.0,374.0,SECONDARY
FEMALE,62.0,1404.0,PRIMARY/NO EDUCATION
MALE,46.0,1781.0,PRIMARY/NO EDUCATION
FEMALE,33.0,1352.0,PRIMARY/NO EDUCATION
MALE,24.0,3174.0,SECONDARY
FEMALE,60.0,,VOCATIONAL/GRAMMAR
MALE,62.0,2724.0,PRIMARY/NO EDUCATION
MALE,91.0,1482.0,SECONDARY
MALE,74.0,1638.0,POST-SECONDARY OR HIGHER
FEMALE,32.0,54.0,POST-SECONDARY OR HIGHER
FEMALE,24.0,824.0,POST-SECONDARY OR HIGHER
MALE,54.0,1481.0,VOCATIONAL/GRAMMAR
FEMALE,37.0,658.0,POST-SECONDARY OR HIGHER
MALE,22.0,1389.0,POST-SECONDARY OR HIGHER
MALE,25.0,1497.0,SECONDARY
FEMALE,21.0,1835.0,POST-SECONDARY OR HIGHER
MALE,55.0,2212.0,VOCATIONAL/GRAMMAR
MALE,47.0,,VOCATIONAL/GRAMMAR
FEMALE,38.0,699.0,VOCATIONAL/GRAMMAR
FEMALE,60.0,2074.0,SECONDARY
MALE,70.0,631.0,PRIMARY/NO EDUCATION
MALE,42.0,2260.0,SECONDARY
MALE,76.0,2117.0,VOCATIONAL/GRAMMAR
FEMALE,20.0,1432.0,SECONDARY
FEMALE,56.0,1509.0,PRIMARY/NO EDUCATION
MALE,61.0,964.0,VOCATIONAL/GRAMMAR
FEMALE,83.0,958.0,PRIMARY/NO EDUCATION
FEMALE,43.0,2086.0,POST-SECONDARY OR HIGHER
FEMALE,73.0,1498.0,PRIMARY/NO EDUCATION
FEMALE,76.0,2247.0,PRIMARY/NO EDUCATION
MALE,44.0,3047.0,VOCATIONAL/GRAMMAR
MALE,22.0,917.0,SECONDARY
FEMALE,73.0,1004.0,SECONDARY
FEMALE,73.0,1541.0,PRIMARY/NO EDUCATION
MALE,16.0,572.0,VOCATIONAL/GRAMMAR
MALE,27.0,1372.0,VOCATIONAL/GRAMMAR
FEMALE,18.0,668.0,VOCATIONAL/GRAMMAR
FEMALE,20.0,,PRIMARY/NO EDUCATION
FEMALE,62.0,2136.0,VOCATIONAL/GRAMMAR
MALE,37.0,227.0,VOCATIONAL/GRAMMAR
FEMALE,58.0,,SECONDARY
FEMALE,80.0,699.0,PRIMARY/NO EDUCATION
FEMALE,84.0,,PRIMARY/NO EDUCATION
MALE,28.0,3459.0,POST-SECONDARY OR HIGHER
MALE,45.0,749.0,VOCATIONAL/GRAMMAR
MALE,18.0,510.0,PRIMARY/NO EDUCATION
MALE,49.0,148.0,SECONDARY
MALE,28.0,3078.0,SECONDARY
MALE,48.0,3029.0,VOCATIONAL/GRAMMAR
FEMALE,58.0,698.0,VOCATIONAL/GRAMMAR
MALE,46.0,510.0,POST-SECONDARY OR HIGHER
FEMALE,18.0,,SECONDARY
MALE,50.0,108.0,VOCATIONAL/GRAMMAR
MALE,18.0,51.0,VOCATIONAL/GRAMMAR
MALE,33.0,,POST-SECONDARY OR HIGHER
MALE,25.0,,POST-SECONDARY OR HIGHER
FEMALE,70.0,898.0,PRIMARY/NO EDUCATION
FEMALE,79.0,1216.0,POST-SECONDARY OR HIGHER
FEMALE,63.0,1179.0,SECONDARY
MALE,29.0,2861.0,POST-SECONDARY OR HIGHER
FEMALE,29.0,2750.0,SECONDARY
FEMALE,69.0,2166.0,PRIMARY/NO EDUCATION
MALE,27.0,424.0,SECONDARY
FEMALE,25.0,1313.0,POST-SECONDARY OR HIGHER
MALE,39.0,1477.0,VOCATIONAL/GRAMMAR
FEMALE,41.0,861.0,VOCATIONAL/GRAMMAR
MALE,21.0,672.0,SECONDARY
FEMALE,51.0,182.0,PRIMARY/NO EDUCATION
FEMALE,79.0,1569.0,PRIMARY/NO EDUCATION
FEMALE,64.0,358.0,SECONDARY
FEMALE,30.0,,POST-SECONDARY OR HIGHER
MALE,56.0,1126.0,SECONDARY
FEMALE,53.0,2372.0,SECONDARY
FEMALE,71.0,1238.0,PRIMARY/NO EDUCATION
FEMALE,53.0,,VOCATIONAL/GRAMMAR
MALE,59.0,1628.0,VOCATIONAL/GRAMMAR
FEMALE,17.0,,VOCATIONAL/GRAMMAR
MALE,55.0,706.0,PRIMARY/NO EDUCATION
FEMALE,51.0,2613.0,VOCATIONAL/GRAMMAR
MALE,19.0,,VOCATIONAL/GRAMMAR
MALE,86.0,1914.0,PRIMARY/NO EDUCATION
FEMALE,76.0,1708.0,SECONDARY
MALE,49.0,1589.0,PRIMARY/NO EDUCATION
FEMALE,59.0,506.0,VOCATIONAL/GRAMMAR
FEMALE,31.0,,POST-SECONDARY OR HIGHER
MALE,74.0,1516.0,PRIMARY/NO EDUCATION
FEMALE,31.0,1288.0,POST-SECONDARY OR HIGHER
FEMALE,70.0,1483.0,SECONDARY
MALE,25.0,691.0,VOCATIONAL/GRAMMAR
FEMALE,56.0,1559.0,SECONDARY
MALE,79.0,2201.0,SECONDARY
MALE,34.0,4757.0,POST-SECONDARY OR HIGHER
MALE,26.0,,SECONDARY
MALE,57.0,2126.0,POST-SECONDARY OR HIGHER
FEMALE,61.0,1385.0,PRIMARY/NO EDUCATION
MALE,34.0,3134.0,VOCATIONAL/GRAMMAR
FEMALE,77.0,1547.0,PRIMARY/NO EDUCATION
MALE,26.0,3176.0,VOCATIONAL/GRAMMAR
MALE,61.0,-5.0,VOCATIONAL/GRAMMAR
FEMALE,27.0,1260.0,POST-SECONDARY OR HIGHER
FEMALE,19.0,,SECONDARY
MALE,35.0,1561.0,POST-SECONDARY OR HIGHER
FEMALE,35.0,512.0,VOCATIONAL/GRAMMAR
FEMALE,71.0,946.0,SECONDARY
FEMALE,53.0,916.0,VOCATIONAL/GRAMMAR
FEMALE,31.0,1862.0,SECONDARY
MALE,52.0,,VOCATIONAL/GRAMMAR
MALE,27.0,3616.0,POST-SECONDARY OR HIGHER
MALE,38.0,1920.0,PRIMARY/NO EDUCATION
MALE,63.0,1888.0,VOCATIONAL/GRAMMAR
FEMALE,79.0,863.0,SECONDARY
FEMALE,80.0,1308.0,POST-SECONDARY OR HIGHER
FEMALE,25.0,1904.0,POST-SECONDARY OR HIGHER
MALE,23.0,401.0,VOCATIONAL/GRAMMAR
MALE,26.0,2435.0,SECONDARY
MALE,46.0,788.0,VOCATIONAL/GRAMMAR
FEMALE,58.0,227.0,VOCATIONAL/GRAMMAR
FEMALE,28.0,,SECONDARY
FEMALE,86.0,1361.0,PRIMARY/NO EDUCATION
MALE,71.0,1434.0,SECONDARY
FEMALE,51.0,128.0,VOCATIONAL/GRAMMAR
FEMALE,18.0,,VOCATIONAL/GRAMMAR
FEMALE,40.0,,POST-SECONDARY OR HIGHER
MALE,30.0,5894.0,VOCATIONAL/GRAMMAR
MALE,54.0,,VOCATIONAL/GRAMMAR
FEMALE,52.0,274.0,VOCATIONAL/GRAMMAR
FEMALE,37.0,930.0,POST-SECONDARY OR HIGHER
FEMALE,63.0,1318.0,SECONDARY
FEMALE,59.0,1396.0,POST-SECONDARY OR HIGHER
MALE,52.0,513.0,PRIMARY/NO EDUCATION
MALE,64.0,2983.0,VOCATIONAL/GRAMMAR
FEMALE,66.0,867.0,VOCATIONAL/GRAMMAR
FEMALE,49.0,1925.0,PRIMARY/NO EDUCATION
MALE,65.0,391.0,PRIMARY/NO EDUCATION
FEMALE,23.0,1568.0,SECONDARY
FEMALE,60.0,1156.0,VOCATIONAL/GRAMMAR
FEMALE,30.0,2024.0,POST-SECONDARY OR HIGHER
MALE,58.0,2013.0,PRIMARY/NO EDUCATION
MALE,23.0,135.0,VOCATIONAL/GRAMMAR
MALE,51.0,1593.0,SECONDARY
MALE,37.0,4707.0,VOCATIONAL/GRAMMAR
MALE,55.0,738.0,POST-SECONDARY OR HIGHER
FEMALE,21.0,806.0,SECONDARY
FEMALE,62.0,115.0,PRIMARY/NO EDUCATION
FEMALE,22.0,,PRIMARY/NO EDUCATION
FEMALE,23.0,2298.0,SECONDARY
FEMALE,53.0,2850.0,SECONDARY
FEMALE,53.0,61.0,PRIMARY/NO EDUCATION
MALE,71.0,2811.0,VOCATIONAL/GRAMMAR
FEMALE,44.0,3037.0,VOCATIONAL/GRAMMAR
MALE,32.0,4202.0,VOCATIONAL/GRAMMAR
FEMALE,74.0,1933.0,PRIMARY/NO EDUCATION
FEMALE,23.0,,SECONDARY
FEMALE,69.0,1383.0,VOCATIONAL/GRAMMAR
MALE,53.0,2707.0,VOCATIONAL/GRAMMAR
FEMALE,85.0,796.0,PRIMARY/NO EDUCATION
FEMALE,54.0,5022.0,VOCATIONAL/GRAMMAR
MALE,44.0,1235.0,VOCATIONAL/GRAMMAR
FEMALE,21.0,543.0,POST-SECONDARY OR HIGHER
MALE,18.0,,VOCATIONAL/GRAMMAR
FEMALE,42.0,1925.0,SECONDARY
FEMALE,53.0,1847.0,SECONDARY
FEMALE,74.0,556.0,SECONDARY
FEMALE,73.0,773.0,SECONDARY
FEMALE,51.0,686.0,SECONDARY
MALE,46.0,2788.0,SECONDARY
FEMALE,74.0,1695.0,VOCATIONAL/GRAMMAR
FEMALE,54.0,,SECONDARY
MALE,75.0,1321.0,SECONDARY
MALE,84.0,961.0,SECONDARY
MALE,19.0,174.0,VOCATIONAL/GRAMMAR
MALE,54.0,2095.0,PRIMARY/NO EDUCATION
FEMALE,73.0,,PRIMARY/NO EDUCATION
FEMALE,72.0,171.0,POST-SECONDARY OR HIGHER
FEMALE,54.0,1362.0,VOCATIONAL/GRAMMAR
MALE,18.0,396.0,VOCATIONAL/GRAMMAR
MALE,24.0,3540.0,POST-SECONDARY OR HIGHER
MALE,17.0,1436.0,PRIMARY/NO EDUCATION
FEMALE,40.0,362.0,POST-SECONDARY OR HIGHER
FEMALE,26.0,569.0,POST-SECONDARY OR HIGHER
MALE,19.0,,VOCATIONAL/GRAMMAR
MALE,33.0,,POST-SECONDARY OR HIGHER
MALE,17.0,,VOCATIONAL/GRAMMAR
MALE,52.0,1288.0,POST-SECONDARY OR HIGHER
FEMALE,68.0,1388.0,VOCATIONAL/GRAMMAR
FEMALE,21.0,2307.0,SECONDARY
MALE,24.0,1764.0,PRIMARY/NO EDUCATION
MALE,64.0,1335.0,PRIMARY/NO EDUCATION
MALE,41.0,-4.0,VOCATIONAL/GRAMMAR
FEMALE,43.0,965.0,PRIMARY/NO EDUCATION
MALE,80.0,2186.0,SECONDARY
FEMALE,61.0,1039.0,SECONDARY
FEMALE,20.0,,SECONDARY
FEMALE,52.0,166.0,VOCATIONAL/GRAMMAR
FEMALE,63.0,,SECONDARY
FEMALE,19.0,,VOCATIONAL/GRAMMAR
MALE,46.0,2039.0,VOCATIONAL/GRAMMAR
FEMALE,25.0,1503.0,POST-SECONDARY OR HIGHER
MALE,47.0,,VOCATIONAL/GRAMMAR
FEMALE,45.0,1225.0,PRIMARY/NO EDUCATION
MALE,19.0,,VOCATIONAL/GRAMMAR
FEMALE,31.0,963.0,POST-SECONDARY OR HIGHER
MALE,69.0,227.0,PRIMARY/NO EDUCATION
MALE,52.0,96.0,POST-SECONDARY OR HIGHER
MALE,53.0,4259.0,SECONDARY
FEMALE,41.0,833.0,VOCATIONAL/GRAMMAR
MALE,78.0,2116.0,PRIMARY/NO EDUCATION
FEMALE,61.0,1217.0,POST-SECONDARY OR HIGHER
FEMALE,78.0,881.0,PRIMARY/NO EDUCATION
FEMALE,62.0,1630.0,VOCATIONAL/GRAMMAR
MALE,47.0,110.0,POST-SECONDARY OR HIGHER
FEMALE,58.0,,PRIMARY/NO EDUCATION
MALE,41.0,681.0,POST-SECONDARY OR HIGHER
FEMALE,50.0,2364.0,VOCATIONAL/GRAMMAR
FEMALE,70.0,1837.0,SECONDARY
MALE,82.0,1145.0,PRIMARY/NO EDUCATION
FEMALE,24.0,945.0,VOCATIONAL/GRAMMAR
MALE,79.0,2975.0,PRIMARY/NO EDUCATION
FEMALE,73.0,1200.0,VOCATIONAL/GRAMMAR
FEMALE,64.0,2.0,VOCATIONAL/GRAMMAR
MALE,67.0,2580.0,PRIMARY/NO EDUCATION
FEMALE,66.0,799.0,VOCATIONAL/GRAMMAR
FEMALE,27.0,1143.0,POST-SECONDARY OR HIGHER
MALE,62.0,1490.0,PRIMARY/NO EDUCATION
MALE,27.0,3098.0,POST-SECONDARY OR HIGHER
MALE,30.0,2876.0,PRIMARY/NO EDUCATION
FEMALE,42.0,2361.0,SECONDARY
FEMALE,44.0,721.0,SECONDARY
MALE,59.0,401.0,VOCATIONAL/GRAMMAR
MALE,44.0,2708.0,VOCATIONAL/GRAMMAR
MALE,47.0,1045.0,PRIMARY/NO EDUCATION
MALE,63.0,926.0,SECONDARY
FEMALE,76.0,433.0,POST-SECONDARY OR HIGHER
MALE,41.0,371.0,SECONDARY
MALE,35.0,5603.0,PRIMARY/NO EDUCATION
FEMALE,65.0,19.0,PRIMARY/NO EDUCATION
FEMALE,46.0,1767.0,SECONDARY
MALE,58.0,2601.0,VOCATIONAL/GRAMMAR
FEMALE,24.0,1153.0,POST-SECONDARY OR HIGHER
FEMALE,52.0,1515.0,VOCATIONAL/GRAMMAR
MALE,17.0,,VOCATIONAL/GRAMMAR
MALE,39.0,,POST-SECONDARY OR HIGHER
FEMALE,17.0,731.0,VOCATIONAL/GRAMMAR
MALE,28.0,1008.0,SECONDARY
MALE,36.0,1336.0,
MALE,71.0,1238.0,PRIMARY/NO EDUCATION
FEMALE,35.0,713.0,SECONDARY
MALE,71.0,1035.0,PRIMARY/NO EDUCATION
FEMALE,82.0,1148.0,PRIMARY/NO EDUCATION
FEMALE,32.0,468.0,SECONDARY
MALE,20.0,,VOCATIONAL/GRAMMAR
MALE,46.0,1128.0,VOCATIONAL/GRAMMAR
FEMALE,55.0,1927.0,VOCATIONAL/GRAMMAR
FEMALE,20.0,,SECONDARY
FEMALE,68.0,1753.0,VOCATIONAL/GRAMMAR
FEMALE,51.0,586.0,SECONDARY
FEMALE,64.0,1444.0,VOCATIONAL/GRAMMAR
FEMALE,50.0,2114.0,VOCATIONAL/GRAMMAR
FEMALE,71.0,1243.0,PRIMARY/NO EDUCATION
MALE,50.0,697.0,VOCATIONAL/GRAMMAR
FEMALE,56.0,3082.0,POST-SECONDARY OR HIGHER
MALE,79.0,2409.0,PRIMARY/NO EDUCATION
MALE,44.0,2937.0,PRIMARY/NO EDUCATION
MALE,61.0,809.0,SECONDARY
MALE,17.0,,VOCATIONAL/GRAMMAR
MALE,28.0,318.0,POST-SECONDARY OR HIGHER
FEMALE,61.0,2554.0,SECONDARY
FEMALE,60.0,156.0,VOCATIONAL/GRAMMAR
FEMALE,48.0,341.0,PRIMARY/NO EDUCATION
MALE,30.0,2430.0,VOCATIONAL/GRAMMAR
MALE,28.0,1372.0,SECONDARY
FEMALE,40.0,385.0,POST-SECONDARY OR HIGHER
FEMALE,52.0,691.0,SECONDARY
FEMALE,64.0,2612.0,VOCATIONAL/GRAMMAR
FEMALE,37.0,766.0,POST-SECONDARY OR HIGHER
MALE,26.0,763.0,VOCATIONAL/GRAMMAR
FEMALE,46.0,2700.0,SECONDARY
FEMALE,32.0,116.0,POST-SECONDARY OR HIGHER
MALE,82.0,893.0,PRIMARY/NO EDUCATION
FEMALE,53.0,847.0,VOCATIONAL/GRAMMAR
MALE,63.0,1627.0,SECONDARY
FEMALE,61.0,1487.0,POST-SECONDARY OR HIGHER
MALE,57.0,1884.0,PRIMARY/NO EDUCATION
MALE,34.0,1967.0,SECONDARY
FEMALE,68.0,341.0,POST-SECONDARY OR HIGHER
MALE,23.0,1434.0,SECONDARY
MALE,72.0,313.0,SECONDARY
MALE,49.0,278.0,PRIMARY/NO EDUCATION
MALE,54.0,2936.0,SECONDARY
MALE,18.0,,VOCATIONAL/GRAMMAR
FEMALE,85.0,1100.0,PRIMARY/NO EDUCATION
MALE,27.0,3720.0,SECONDARY
FEMALE,28.0,359.0,SECONDARY
MALE,47.0,447.0,VOCATIONAL/GRAMMAR
MALE,18.0,314.0,VOCATIONAL/GRAMMAR
FEMALE,61.0,1796.0,VOCATIONAL/GRAMMAR
FEMALE,37.0,1548.0,SECONDARY
FEMALE,56.0,463.0,POST-SECONDARY OR HIGHER
MALE,52.0,3703.0,VOCATIONAL/GRAMMAR
