"names","Estimate","Std. Error","dep_var","data","epochs","discriminator","copies","frequency","batch"
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",600,5,10,"True",1000
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",600,5,10,"False",1000
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",600,5,10,"False",1000
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",600,5,10,"False",1000
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",600,5,10,"False",1000
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",600,10,10,"True",500
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",600,10,10,"True",500
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",600,10,10,"True",500
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",600,10,10,"True",500
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",600,10,10,"False",500
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",600,10,10,"False",500
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",600,10,10,"False",500
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",600,10,10,"False",500
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",600,10,10,"True",1000
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",600,10,10,"True",1000
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",600,10,10,"True",1000
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",600,10,10,"True",1000
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",600,10,10,"False",1000
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",600,10,10,"False",1000
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",600,10,10,"False",1000
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",600,10,10,"False",1000
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",900,1,10,"True",500
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",900,1,10,"True",500
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",900,1,10,"True",500
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",900,1,10,"True",500
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",900,1,10,"False",500
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",900,1,10,"False",500
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",900,1,10,"False",500
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",900,1,10,"False",500
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",900,1,10,"True",1000
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",900,1,10,"True",1000
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",900,1,10,"True",1000
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",900,1,10,"True",1000
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",900,1,10,"False",1000
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",900,1,10,"False",1000
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",900,1,10,"False",1000
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",900,1,10,"False",1000
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",900,5,10,"True",500
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",900,5,10,"True",500
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",900,5,10,"True",500
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",900,5,10,"True",500
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",900,5,10,"False",500
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",900,5,10,"False",500
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",900,5,10,"False",500
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",900,5,10,"False",500
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",900,5,10,"True",1000
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",900,5,10,"True",1000
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",900,5,10,"True",1000
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",900,5,10,"True",1000
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",900,5,10,"False",1000
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",900,5,10,"False",1000
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",900,5,10,"False",1000
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",900,5,10,"False",1000
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",900,10,10,"True",500
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",900,10,10,"True",500
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",900,10,10,"True",500
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",900,10,10,"True",500
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",900,10,10,"False",500
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",900,10,10,"False",500
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",900,10,10,"False",500
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",900,10,10,"False",500
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",900,10,10,"True",1000
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",900,10,10,"True",1000
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",900,10,10,"True",1000
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",900,10,10,"True",1000
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",900,10,10,"False",1000
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",900,10,10,"False",1000
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",900,10,10,"False",1000
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",900,10,10,"False",1000
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",300,1,10,"True",500
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",300,1,10,"True",500
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",300,1,10,"True",500
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",300,1,10,"True",500
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",300,1,10,"False",500
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",300,1,10,"False",500
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",300,1,10,"False",500
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",300,1,10,"False",500
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",300,1,10,"True",1000
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",300,1,10,"True",1000
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",300,1,10,"True",1000
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",300,1,10,"True",1000
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",300,1,10,"False",1000
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",300,1,10,"False",1000
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",300,1,10,"False",1000
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",300,1,10,"False",1000
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",300,5,10,"True",500
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",300,5,10,"True",500
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",300,5,10,"True",500
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",300,5,10,"True",500
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",300,5,10,"False",500
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",300,5,10,"False",500
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",300,5,10,"False",500
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",300,5,10,"False",500
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",300,5,10,"True",1000
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",300,5,10,"True",1000
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",300,5,10,"True",1000
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",300,5,10,"True",1000
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",300,5,10,"False",1000
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",300,5,10,"False",1000
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",300,5,10,"False",1000
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",300,5,10,"False",1000
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",300,10,10,"True",500
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",300,10,10,"True",500
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",300,10,10,"True",500
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",300,10,10,"True",500
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",300,10,10,"False",500
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",300,10,10,"False",500
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",300,10,10,"False",500
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",300,10,10,"False",500
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",300,10,10,"True",1000
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",300,10,10,"True",1000
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",300,10,10,"True",1000
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",300,10,10,"True",1000
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",300,10,10,"False",1000
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",300,10,10,"False",1000
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",300,10,10,"False",1000
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",300,10,10,"False",1000
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",600,1,10,"True",500
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",600,1,10,"True",500
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",600,1,10,"True",500
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",600,1,10,"True",500
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",600,1,10,"False",500
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",600,1,10,"False",500
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",600,1,10,"False",500
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",600,1,10,"False",500
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",600,1,10,"True",1000
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",600,1,10,"True",1000
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",600,1,10,"True",1000
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",600,1,10,"True",1000
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",600,1,10,"False",1000
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",600,1,10,"False",1000
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",600,1,10,"False",1000
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",600,1,10,"False",1000
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",600,5,10,"True",500
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",600,5,10,"True",500
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",600,5,10,"True",500
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",600,5,10,"True",500
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",600,5,10,"False",500
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",600,5,10,"False",500
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",600,5,10,"False",500
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",600,5,10,"False",500
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",600,5,10,"True",1000
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",600,5,10,"True",1000
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",600,5,10,"True",1000
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",600,5,10,"True",1000
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",600,5,10,"False",1000
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",600,5,10,"False",1000
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",600,5,10,"False",1000
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",600,5,10,"False",1000
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",600,10,10,"True",500
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",600,10,10,"True",500
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",600,10,10,"True",500
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",600,10,10,"True",500
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",600,10,10,"False",500
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",600,10,10,"False",500
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",600,10,10,"False",500
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",600,10,10,"False",500
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",600,10,10,"True",1000
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",600,10,10,"True",1000
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",600,10,10,"True",1000
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",600,10,10,"True",1000
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",600,10,10,"False",1000
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",600,10,10,"False",1000
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",600,10,10,"False",1000
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",600,10,10,"False",1000
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",900,1,10,"True",500
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",900,1,10,"True",500
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",900,1,10,"True",500
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",900,1,10,"True",500
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",900,1,10,"False",500
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",900,1,10,"False",500
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",900,1,10,"False",500
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",900,1,10,"False",500
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",900,1,10,"True",1000
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",900,1,10,"True",1000
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",900,1,10,"True",1000
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",900,1,10,"True",1000
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",900,1,10,"False",1000
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",900,1,10,"False",1000
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",900,1,10,"False",1000
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",900,1,10,"False",1000
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",900,5,10,"True",500
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",900,5,10,"True",500
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",900,5,10,"True",500
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",900,5,10,"True",500
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",900,5,10,"False",500
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",900,5,10,"False",500
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",900,5,10,"False",500
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",900,5,10,"False",500
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",900,5,10,"True",1000
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",900,5,10,"True",1000
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",900,5,10,"True",1000
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",900,5,10,"True",1000
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",900,5,10,"False",1000
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",900,5,10,"False",1000
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",900,5,10,"False",1000
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",900,5,10,"False",1000
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",900,10,10,"True",500
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",900,10,10,"True",500
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",900,10,10,"True",500
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",900,10,10,"True",500
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",900,10,10,"False",500
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",900,10,10,"False",500
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",900,10,10,"False",500
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",900,10,10,"False",500
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",900,10,10,"True",1000
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",900,10,10,"True",1000
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",900,10,10,"True",1000
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",900,10,10,"True",1000
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",900,10,10,"False",1000
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",900,10,10,"False",1000
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",900,10,10,"False",1000
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",900,10,10,"False",1000
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",300,1,10,"True",500
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",300,1,10,"True",500
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",300,1,10,"True",500
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",300,1,10,"True",500
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",300,1,10,"False",500
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",300,1,10,"False",500
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",300,1,10,"False",500
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",300,1,10,"False",500
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",300,1,10,"True",1000
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",300,1,10,"True",1000
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",300,1,10,"True",1000
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",300,1,10,"True",1000
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",300,1,10,"False",1000
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",300,1,10,"False",1000
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",300,1,10,"False",1000
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",300,1,10,"False",1000
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",300,5,10,"True",500
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",300,5,10,"True",500
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",300,5,10,"True",500
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",300,5,10,"True",500
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",300,5,10,"False",500
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",300,5,10,"False",500
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",300,5,10,"False",500
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",300,5,10,"False",500
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",300,5,10,"True",1000
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",300,5,10,"True",1000
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",300,5,10,"True",1000
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",300,5,10,"True",1000
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",300,5,10,"False",1000
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",300,5,10,"False",1000
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",300,5,10,"False",1000
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",300,5,10,"False",1000
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",300,10,10,"True",500
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",300,10,10,"True",500
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",300,10,10,"True",500
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",300,10,10,"True",500
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",300,10,10,"False",500
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",300,10,10,"False",500
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",300,10,10,"False",500
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",300,10,10,"False",500
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",300,10,10,"True",1000
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",300,10,10,"True",1000
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",300,10,10,"True",1000
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",300,10,10,"True",1000
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",300,10,10,"False",1000
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",300,10,10,"False",1000
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",300,10,10,"False",1000
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",300,10,10,"False",1000
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",600,1,10,"True",500
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",600,1,10,"True",500
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",600,1,10,"True",500
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",600,1,10,"True",500
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",600,1,10,"False",500
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",600,1,10,"False",500
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",600,1,10,"False",500
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",600,1,10,"False",500
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",600,1,10,"True",1000
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",600,1,10,"True",1000
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",600,1,10,"True",1000
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",600,1,10,"True",1000
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",600,1,10,"False",1000
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",600,1,10,"False",1000
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",600,1,10,"False",1000
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",600,1,10,"False",1000
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",600,5,10,"True",500
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",600,5,10,"True",500
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",600,5,10,"True",500
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",600,5,10,"True",500
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",600,5,10,"False",500
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",600,5,10,"False",500
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",600,5,10,"False",500
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",600,5,10,"False",500
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",600,5,10,"True",1000
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",600,5,10,"True",1000
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",600,5,10,"True",1000
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",600,5,10,"True",1000
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",600,5,10,"False",1000
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",600,5,10,"False",1000
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",600,5,10,"False",1000
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",600,5,10,"False",1000
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",600,10,10,"True",500
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",600,10,10,"True",500
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",600,10,10,"True",500
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",600,10,10,"True",500
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",600,10,10,"False",500
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",600,10,10,"False",500
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",600,10,10,"False",500
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",600,10,10,"False",500
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",600,10,10,"True",1000
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",600,10,10,"True",1000
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",600,10,10,"True",1000
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",600,10,10,"True",1000
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",600,10,10,"False",1000
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",600,10,10,"False",1000
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",600,10,10,"False",1000
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",600,10,10,"False",1000
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",900,1,10,"True",500
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",900,1,10,"True",500
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",900,1,10,"True",500
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",900,1,10,"True",500
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",900,1,10,"False",500
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",900,1,10,"False",500
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",900,1,10,"False",500
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",900,1,10,"False",500
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",900,1,10,"True",1000
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",900,1,10,"True",1000
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",900,1,10,"True",1000
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",900,1,10,"True",1000
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",900,1,10,"False",1000
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",900,1,10,"False",1000
